"","t1","t2","t19","t97","t163","t164","t73","t70","t40","t108","t109","t124","t125","t23","t74","t86","t87","t46","t53","t57","t58","t8","t11","t12","t14","t24","t42","t142","t143","t41","t30","t33","t133","t140","t141","t153","t154","t31","t98","t112","t113","t90","t20","t22","t117","t134","t135","t159","t160","t82","t83","t50","t69","t92","t93","t21","t119","t169","t170","t96","t104","t122","t123","t110","t78","t79","t85","t157","t158","t99","t59","t60","t45","t36","t9","t88","t89","t27","t34","t54","t71","t72","t75","t114","t138","t139","t105","t94","t63","t64","t15","t111","t136","t137","t118","t91","t28","t65","t66","t61","t165","t166","t161","t162","t149","t150","t146","t48","t49","t130","t151","t152","t39","t102","t103","t47","t37","t80","t81","t100","t101","t17","t18","t38","t167","t168","t106","t107","t62","t7","t128","t129","t67","t68","t76","t77","t6","t10","t25","t43","t44","t29","t26","t147","t148","t35","t13","t115","t116","t120","t121","t95","t84","t5","t32","t155","t156","t16","t131","t132","t51","t52","t55","t56","t144","t145","t126","t127","t4","t3"
"t1",0,1.1618079262,9.406975400037,10.771785780017,11.051624305747,11.051624305747,11.051624305717,10.472881182737,11.051624305387,11.051624305527,11.051624305527,11.051624305587,11.051624305587,9.391374354087,11.051624305807,11.051624305807,10.467631841587,10.091917534007,11.051624305407,10.085860379117,10.109740365317,8.061522285567,10.645887240507,8.655656241777,9.822023510467,9.551865226267,10.481570117717,11.051624305017,11.051624305017,9.646006747797,11.051624305667,9.649407831567,11.051624305167,11.051624305157,11.051624305157,11.051624305567,11.051624305567,9.418404669707,11.051624305867,11.051624305867,11.051624305867,11.051624305867,9.277641098067,11.051624305627,11.051624305427,11.051624305427,11.051624305427,11.004847150237,11.051624305417,11.051624305447,10.445419157677,11.051624305747,10.429531513617,11.051624305417,11.051624305417,9.319656942307,11.051624305007,11.051624305092,11.051624305092,11.051624305007,10.827517734507,11.051624305517,10.928651447017,11.051624305487,11.051624305547,10.742337489347,11.051624305907,11.051624305907,11.051624305907,11.051624305907,11.051624305077,11.051624305077,11.051624305877,9.707018582677,9.321602956777,11.044282807637,10.437257143807,10.603394723337,9.6567098782,10.4868060185,11.051624305449,10.456306984249,11.05162430539,10.9459445206,10.83090403351,10.9281452822,10.66338546346,11.05162430539,10.52279280309,10.138013348927,8.49581938247,11.05162430508,11.05162430512,11.05162430512,11.05162430512,11.05162430518,9.30870101838,10.22502672756,10.54483593661,11.0516243058,11.05162430589,11.05162430589,11.05162430582,11.05162430582,11.0516243058,11.0516243058,11.05162430586,11.05162430576,10.03821886356,11.05162430586,11.05162430586,11.05162430586,9.56465641386,11.05162430542,11.05162430542,9.84386493132,9.80362500832,10.61121260772,11.05162430532,11.0516243052,11.0516243052,9.4953297771,9.0296810619,11.0516243062,11.051624306296,11.051624306296,11.0516243063,11.0516243063,10.267584953,7.4667025023,11.0516243061,11.0516243061,11.0516243062,10.7573768041,10.5579533461,11.051624306,7.6262295486,8.23308112396,9.02346731379,11.0516243056,11.0516243056,9.4416177879,9.3053319276,11.0516243061,11.0516243061,11.051624306,8.58276610011,10.678811864302,11.05162430551,11.05162430541,11.05162430541,11.05162430551,10.95720007591,8.49645932701,9.74957372685,11.05162430635,11.05162430635,8.96134512365,11.05162430635,11.05162430635,11.05162430622,11.05162430622,10.49250891775,11.05162430635,11.05162430655,11.05162430655,11.05162430645,11.05162430645,6.147686723,5.92765190972
"t2",1.1618079262,0,10.222182815237,11.586993195217,11.866831720947,11.866831720947,11.866831720917,11.288088597937,11.866831720587,11.866831720727,11.866831720727,11.866831720787,11.866831720787,10.206581769287,11.866831721007,11.866831721007,11.282839256787,10.907124949207,11.866831720607,10.901067794317,10.924947780517,8.876729700767,11.461094655707,9.470863656977,10.637230925667,10.367072641467,11.296777532917,11.866831720217,11.866831720217,10.461214162997,11.866831720867,10.464615246767,11.866831720367,11.866831720357,11.866831720357,11.866831720767,11.866831720767,10.233612084907,11.866831721067,11.866831721067,11.866831721067,11.866831721067,10.092848513267,11.866831720827,11.866831720627,11.866831720627,11.866831720627,11.820054565437,11.866831720617,11.866831720647,11.260626572877,11.866831720947,11.244738928817,11.866831720617,11.866831720617,10.134864357507,11.866831720207,11.866831720292,11.866831720292,11.866831720207,11.642725149707,11.866831720717,11.743858862217,11.866831720687,11.866831720747,11.557544904547,11.866831721107,11.866831721107,11.866831721107,11.866831721107,11.866831720277,11.866831720277,11.866831721077,10.522225997877,10.136810371977,11.859490222837,11.252464559007,11.418602138537,10.4719172934,11.3020134337,11.866831720649,11.271514399449,11.86683172059,11.7611519358,11.64611144871,11.7433526974,11.47859287866,11.86683172059,11.33800021829,10.953220764127,9.31102679767,11.86683172028,11.86683172032,11.86683172032,11.86683172032,11.86683172038,10.12390843358,11.04023414276,11.36004335181,11.866831721,11.86683172109,11.86683172109,11.86683172102,11.86683172102,11.866831721,11.866831721,11.86683172106,11.86683172096,10.85342627876,11.86683172106,11.86683172106,11.86683172106,10.37986382906,11.86683172062,11.86683172062,10.65907234652,10.61883242352,11.42642002292,11.86683172052,11.8668317204,11.8668317204,10.3105371923,9.8448884771,11.8668317214,11.866831721496,11.866831721496,11.8668317215,11.8668317215,11.0827923682,8.2819099175,11.8668317213,11.8668317213,11.8668317214,11.5725842193,11.3731607613,11.8668317212,8.4414369638,9.04828853916,9.83867472899,11.8668317208,11.8668317208,10.2568252031,10.1205393428,11.8668317213,11.8668317213,11.8668317212,9.39797351531,11.494019279502,11.86683172071,11.86683172061,11.86683172061,11.86683172071,11.77240749111,9.31166674221,10.56478114205,11.86683172155,11.86683172155,9.77655253885,11.86683172155,11.86683172155,11.86683172142,11.86683172142,11.30771633295,11.86683172155,11.86683172175,11.86683172175,11.86683172165,11.86683172165,6.9628941382,6.74285932492
"t19",9.406975400037,10.222182815237,0,3.06627882538,3.34611735111,3.34611735111,3.34611735108,2.7673742281,3.48339745181,3.48339745195,3.48339745195,3.48339745201,3.48339745201,1.82314750051,3.48339745223,3.48339745223,2.89940498801,2.52369068043,3.48339745183,2.51763352554,2.54151351174,1.51767571179,4.47123034293,2.4809993442,3.64736661289,3.37720832869,4.30691322014,4.87696740744,4.87696740744,3.47134985022,4.87696740809,3.47475093399,4.87696740759,4.87696740758,4.87696740758,4.87696740799,4.87696740799,3.24374777213,4.87696740829,4.87696740829,4.87696740829,4.87696740829,3.10298420049,5.30061247685,5.30061247665,5.30061247665,5.30061247665,5.25383532146,5.30061247664,5.30061247667,4.6944073289,5.30061247697,4.67851968484,5.30061247664,5.30061247664,3.56864511353,5.30061247623,5.300612476315,5.300612476315,5.30061247623,5.07650590573,5.30061247674,5.17763961824,5.30061247671,5.30061247677,4.99132566057,5.30061247713,5.30061247713,5.30061247713,5.30061247713,5.3006124763,5.3006124763,5.3006124771,3.9560067539,3.570591128,5.29327097886,4.68624531503,4.85238289456,3.908044061237,4.738140201537,5.302958488486,4.707641167286,5.302958488427,5.197278703637,5.082238216547,5.179479465237,4.914719646497,5.302958488427,4.774126986127,4.389347531964,4.922833025507,7.478637948117,7.478637948157,7.478637948157,7.478637948157,7.478637948217,5.735714661417,6.652040370597,6.971849579647,7.478637948837,7.478637948927,7.478637948927,7.478637948857,7.478637948857,7.478637948837,7.478637948837,7.478637948897,7.478637948797,6.465232506597,7.478637948897,7.478637948897,7.478637948897,5.991670056897,7.478637948457,7.478637948457,6.270878574357,6.230638651357,7.038226250757,7.478637948357,7.478637948237,7.478637948237,5.922343420137,5.456694704937,9.539629357237,9.539629357333,9.539629357333,9.539629357337,9.539629357337,8.755590004037,5.954707553337,9.539629357137,9.539629357137,9.539629357237,9.245381855137,9.045958397137,9.539629357037,6.114234599637,6.721086174997,7.511472364827,9.539629356637,9.539629356637,7.929622838937,7.793336978637,9.539629357137,9.539629357137,9.539629357037,7.070771151147,9.166816915339,9.539629356547,9.539629356447,9.539629356447,9.539629356547,9.445205126947,6.984464378047,8.237578777887,9.539629357387,9.539629357387,7.449350174687,9.539629357387,9.539629357387,9.539629357257,9.539629357257,8.980513968787,9.539629357387,9.539629357587,9.539629357587,9.539629357487,9.539629357487,4.635691774037,4.415656960757
"t97",10.771785780017,11.586993195217,3.06627882538,0,0.76418628493,0.76418628493,1.3131919647,0.83743483208,4.84820783179,4.84820783193,4.84820783193,4.84820783199,4.84820783199,3.18795788049,4.84820783221,4.84820783221,4.26421536799,3.88850106041,4.84820783181,3.88244390552,3.90632389172,2.88248609177,5.83604072291,3.84580972418,5.01217699287,4.74201870867,5.67172360012,6.24177778742,6.24177778742,4.8361602302,6.24177778807,4.83956131397,6.24177778757,6.24177778756,6.24177778756,6.24177778797,6.24177778797,4.60855815211,6.24177778827,6.24177778827,6.24177778827,6.24177778827,4.46779458047,6.66542285683,6.66542285663,6.66542285663,6.66542285663,6.61864570144,6.66542285662,6.66542285665,6.05921770888,6.66542285695,6.04333006482,6.66542285662,6.66542285662,4.93345549351,6.66542285621,6.665422856295,6.665422856295,6.66542285621,6.44131628571,6.66542285672,6.54244999822,6.66542285669,6.66542285675,6.35613604055,6.66542285711,6.66542285711,6.66542285711,6.66542285711,6.66542285628,6.66542285628,6.66542285708,5.32081713388,4.93540150798,6.65808135884,6.05105569501,6.21719327454,5.272854441217,6.102950581517,6.667768868466,6.072451547266,6.667768868407,6.562089083617,6.447048596527,6.544289845217,6.279530026477,6.667768868407,6.138937366107,5.754157911944,6.287643405487,8.843448328097,8.843448328137,8.843448328137,8.843448328137,8.843448328197,7.100525041397,8.016850750577,8.336659959627,8.843448328817,8.843448328907,8.843448328907,8.843448328837,8.843448328837,8.843448328817,8.843448328817,8.843448328877,8.843448328777,7.830042886577,8.843448328877,8.843448328877,8.843448328877,7.356480436877,8.843448328437,8.843448328437,7.635688954337,7.595449031337,8.403036630737,8.843448328337,8.843448328217,8.843448328217,7.287153800117,6.821505084917,10.904439737217,10.904439737313,10.904439737313,10.904439737317,10.904439737317,10.120400384017,7.319517933317,10.904439737117,10.904439737117,10.904439737217,10.610192235117,10.410768777117,10.904439737017,7.479044979617,8.085896554977,8.876282744807,10.904439736617,10.904439736617,9.294433218917,9.158147358617,10.904439737117,10.904439737117,10.904439737017,8.435581531127,10.531627295319,10.904439736527,10.904439736427,10.904439736427,10.904439736527,10.810015506927,8.349274758027,9.602389157867,10.904439737367,10.904439737367,8.814160554667,10.904439737367,10.904439737367,10.904439737237,10.904439737237,10.345324348767,10.904439737367,10.904439737567,10.904439737567,10.904439737467,10.904439737467,6.000502154017,5.780467340737
"t163",11.051624305747,11.866831720947,3.34611735111,0.76418628493,0,0.07809174486,1.59303049043,1.11727335781,5.12804635752,5.12804635766,5.12804635766,5.12804635772,5.12804635772,3.46779640622,5.12804635794,5.12804635794,4.54405389372,4.16833958614,5.12804635754,4.16228243125,4.18616241745,3.1623246175,6.11587924864,4.12564824991,5.2920155186,5.0218572344,5.95156212585,6.52161631315,6.52161631315,5.11599875593,6.5216163138,5.1193998397,6.5216163133,6.52161631329,6.52161631329,6.5216163137,6.5216163137,4.88839667784,6.521616314,6.521616314,6.521616314,6.521616314,4.7476331062,6.94526138256,6.94526138236,6.94526138236,6.94526138236,6.89848422717,6.94526138235,6.94526138238,6.33905623461,6.94526138268,6.32316859055,6.94526138235,6.94526138235,5.21329401924,6.94526138194,6.945261382025,6.945261382025,6.94526138194,6.72115481144,6.94526138245,6.82228852395,6.94526138242,6.94526138248,6.63597456628,6.94526138284,6.94526138284,6.94526138284,6.94526138284,6.94526138201,6.94526138201,6.94526138281,5.60065565961,5.21524003371,6.93791988457,6.33089422074,6.49703180027,5.552692966947,6.382789107247,6.947607394196,6.352290072996,6.947607394137,6.841927609347,6.726887122257,6.824128370947,6.559368552207,6.947607394137,6.418775891837,6.033996437674,6.567481931217,9.123286853827,9.123286853867,9.123286853867,9.123286853867,9.123286853927,7.380363567127,8.296689276307,8.616498485357,9.123286854547,9.123286854637,9.123286854637,9.123286854567,9.123286854567,9.123286854547,9.123286854547,9.123286854607,9.123286854507,8.109881412307,9.123286854607,9.123286854607,9.123286854607,7.636318962607,9.123286854167,9.123286854167,7.915527480067,7.875287557067,8.682875156467,9.123286854067,9.123286853947,9.123286853947,7.566992325847,7.101343610647,11.184278262947,11.184278263043,11.184278263043,11.184278263047,11.184278263047,10.400238909747,7.599356459047,11.184278262847,11.184278262847,11.184278262947,10.890030760847,10.690607302847,11.184278262747,7.758883505347,8.365735080707,9.156121270537,11.184278262347,11.184278262347,9.574271744647,9.437985884347,11.184278262847,11.184278262847,11.184278262747,8.715420056857,10.811465821049,11.184278262257,11.184278262157,11.184278262157,11.184278262257,11.089854032657,8.629113283757,9.882227683597,11.184278263097,11.184278263097,9.093999080397,11.184278263097,11.184278263097,11.184278262967,11.184278262967,10.625162874497,11.184278263097,11.184278263297,11.184278263297,11.184278263197,11.184278263197,6.280340679747,6.060305866467
"t164",11.051624305747,11.866831720947,3.34611735111,0.76418628493,0.07809174486,0,1.59303049043,1.11727335781,5.12804635752,5.12804635766,5.12804635766,5.12804635772,5.12804635772,3.46779640622,5.12804635794,5.12804635794,4.54405389372,4.16833958614,5.12804635754,4.16228243125,4.18616241745,3.1623246175,6.11587924864,4.12564824991,5.2920155186,5.0218572344,5.95156212585,6.52161631315,6.52161631315,5.11599875593,6.5216163138,5.1193998397,6.5216163133,6.52161631329,6.52161631329,6.5216163137,6.5216163137,4.88839667784,6.521616314,6.521616314,6.521616314,6.521616314,4.7476331062,6.94526138256,6.94526138236,6.94526138236,6.94526138236,6.89848422717,6.94526138235,6.94526138238,6.33905623461,6.94526138268,6.32316859055,6.94526138235,6.94526138235,5.21329401924,6.94526138194,6.945261382025,6.945261382025,6.94526138194,6.72115481144,6.94526138245,6.82228852395,6.94526138242,6.94526138248,6.63597456628,6.94526138284,6.94526138284,6.94526138284,6.94526138284,6.94526138201,6.94526138201,6.94526138281,5.60065565961,5.21524003371,6.93791988457,6.33089422074,6.49703180027,5.552692966947,6.382789107247,6.947607394196,6.352290072996,6.947607394137,6.841927609347,6.726887122257,6.824128370947,6.559368552207,6.947607394137,6.418775891837,6.033996437674,6.567481931217,9.123286853827,9.123286853867,9.123286853867,9.123286853867,9.123286853927,7.380363567127,8.296689276307,8.616498485357,9.123286854547,9.123286854637,9.123286854637,9.123286854567,9.123286854567,9.123286854547,9.123286854547,9.123286854607,9.123286854507,8.109881412307,9.123286854607,9.123286854607,9.123286854607,7.636318962607,9.123286854167,9.123286854167,7.915527480067,7.875287557067,8.682875156467,9.123286854067,9.123286853947,9.123286853947,7.566992325847,7.101343610647,11.184278262947,11.184278263043,11.184278263043,11.184278263047,11.184278263047,10.400238909747,7.599356459047,11.184278262847,11.184278262847,11.184278262947,10.890030760847,10.690607302847,11.184278262747,7.758883505347,8.365735080707,9.156121270537,11.184278262347,11.184278262347,9.574271744647,9.437985884347,11.184278262847,11.184278262847,11.184278262747,8.715420056857,10.811465821049,11.184278262257,11.184278262157,11.184278262157,11.184278262257,11.089854032657,8.629113283757,9.882227683597,11.184278263097,11.184278263097,9.093999080397,11.184278263097,11.184278263097,11.184278262967,11.184278262967,10.625162874497,11.184278263097,11.184278263297,11.184278263297,11.184278263197,11.184278263197,6.280340679747,6.060305866467
"t73",11.051624305717,11.866831720917,3.34611735108,1.3131919647,1.59303049043,1.59303049043,0,1.11727335778,5.12804635749,5.12804635763,5.12804635763,5.12804635769,5.12804635769,3.46779640619,5.12804635791,5.12804635791,4.54405389369,4.16833958611,5.12804635751,4.16228243122,4.18616241742,3.16232461747,6.11587924861,4.12564824988,5.29201551857,5.02185723437,5.95156212582,6.52161631312,6.52161631312,5.1159987559,6.52161631377,5.11939983967,6.52161631327,6.52161631326,6.52161631326,6.52161631367,6.52161631367,4.88839667781,6.52161631397,6.52161631397,6.52161631397,6.52161631397,4.74763310617,6.94526138253,6.94526138233,6.94526138233,6.94526138233,6.89848422714,6.94526138232,6.94526138235,6.33905623458,6.94526138265,6.32316859052,6.94526138232,6.94526138232,5.21329401921,6.94526138191,6.945261381995,6.945261381995,6.94526138191,6.72115481141,6.94526138242,6.82228852392,6.94526138239,6.94526138245,6.63597456625,6.94526138281,6.94526138281,6.94526138281,6.94526138281,6.94526138198,6.94526138198,6.94526138278,5.60065565958,5.21524003368,6.93791988454,6.33089422071,6.49703180024,5.552692966917,6.382789107217,6.947607394166,6.352290072966,6.947607394107,6.841927609317,6.726887122227,6.824128370917,6.559368552177,6.947607394107,6.418775891807,6.033996437644,6.567481931187,9.123286853797,9.123286853837,9.123286853837,9.123286853837,9.123286853897,7.380363567097,8.296689276277,8.616498485327,9.123286854517,9.123286854607,9.123286854607,9.123286854537,9.123286854537,9.123286854517,9.123286854517,9.123286854577,9.123286854477,8.109881412277,9.123286854577,9.123286854577,9.123286854577,7.636318962577,9.123286854137,9.123286854137,7.915527480037,7.875287557037,8.682875156437,9.123286854037,9.123286853917,9.123286853917,7.566992325817,7.101343610617,11.184278262917,11.184278263013,11.184278263013,11.184278263017,11.184278263017,10.400238909717,7.599356459017,11.184278262817,11.184278262817,11.184278262917,10.890030760817,10.690607302817,11.184278262717,7.758883505317,8.365735080677,9.156121270507,11.184278262317,11.184278262317,9.574271744617,9.437985884317,11.184278262817,11.184278262817,11.184278262717,8.715420056827,10.811465821019,11.184278262227,11.184278262127,11.184278262127,11.184278262227,11.089854032627,8.629113283727,9.882227683567,11.184278263067,11.184278263067,9.093999080367,11.184278263067,11.184278263067,11.184278262937,11.184278262937,10.625162874467,11.184278263067,11.184278263267,11.184278263267,11.184278263167,11.184278263167,6.280340679717,6.060305866437
"t70",10.472881182737,11.288088597937,2.7673742281,0.83743483208,1.11727335781,1.11727335781,1.11727335778,0,4.54930323451,4.54930323465,4.54930323465,4.54930323471,4.54930323471,2.88905328321,4.54930323493,4.54930323493,3.96531077071,3.58959646313,4.54930323453,3.58353930824,3.60741929444,2.58358149449,5.53713612563,3.5469051269,4.71327239559,4.44311411139,5.37281900284,5.94287319014,5.94287319014,4.53725563292,5.94287319079,4.54065671669,5.94287319029,5.94287319028,5.94287319028,5.94287319069,5.94287319069,4.30965355483,5.94287319099,5.94287319099,5.94287319099,5.94287319099,4.16888998319,6.36651825955,6.36651825935,6.36651825935,6.36651825935,6.31974110416,6.36651825934,6.36651825937,5.7603131116,6.36651825967,5.74442546754,6.36651825934,6.36651825934,4.63455089623,6.36651825893,6.366518259015,6.366518259015,6.36651825893,6.14241168843,6.36651825944,6.24354540094,6.36651825941,6.36651825947,6.05723144327,6.36651825983,6.36651825983,6.36651825983,6.36651825983,6.366518259,6.366518259,6.3665182598,5.0219125366,4.6364969107,6.35917676156,5.75215109773,5.91828867726,4.973949843937,5.804045984237,6.368864271186,5.773546949986,6.368864271127,6.263184486337,6.148143999247,6.245385247937,5.980625429197,6.368864271127,5.840032768827,5.455253314664,5.988738808207,8.544543730817,8.544543730857,8.544543730857,8.544543730857,8.544543730917,6.801620444117,7.717946153297,8.037755362347,8.544543731537,8.544543731627,8.544543731627,8.544543731557,8.544543731557,8.544543731537,8.544543731537,8.544543731597,8.544543731497,7.531138289297,8.544543731597,8.544543731597,8.544543731597,7.057575839597,8.544543731157,8.544543731157,7.336784357057,7.296544434057,8.104132033457,8.544543731057,8.544543730937,8.544543730937,6.988249202837,6.522600487637,10.605535139937,10.605535140033,10.605535140033,10.605535140037,10.605535140037,9.821495786737,7.020613336037,10.605535139837,10.605535139837,10.605535139937,10.311287637837,10.111864179837,10.605535139737,7.180140382337,7.786991957697,8.577378147527,10.605535139337,10.605535139337,8.995528621637,8.859242761337,10.605535139837,10.605535139837,10.605535139737,8.136676933847,10.232722698039,10.605535139247,10.605535139147,10.605535139147,10.605535139247,10.511110909647,8.050370160747,9.303484560587,10.605535140087,10.605535140087,8.515255957387,10.605535140087,10.605535140087,10.605535139957,10.605535139957,10.046419751487,10.605535140087,10.605535140287,10.605535140287,10.605535140187,10.605535140187,5.701597556737,5.481562743457
"t40",11.051624305387,11.866831720587,3.48339745181,4.84820783179,5.12804635752,5.12804635752,5.12804635749,4.54930323451,0,3.00581319014,3.00581319014,3.0058131902,3.0058131902,2.5586167753,4.30981086218,4.30981086218,3.72581839796,3.44905341558,4.40876018698,3.44299626069,3.46687624689,3.16232461714,6.11587924828,4.12564824955,5.29201551824,5.02185723404,5.95156212549,6.52161631279,6.52161631279,5.11599875557,6.52161631344,5.11939983934,6.52161631294,6.52161631293,6.52161631293,6.52161631334,6.52161631334,4.88839667748,6.52161631364,6.52161631364,6.52161631364,6.52161631364,4.74763310584,6.9452613822,6.945261382,6.945261382,6.945261382,6.89848422681,6.94526138199,6.94526138202,6.33905623425,6.94526138232,6.32316859019,6.94526138199,6.94526138199,5.21329401888,6.94526138158,6.945261381665,6.945261381665,6.94526138158,6.72115481108,6.94526138209,6.82228852359,6.94526138206,6.94526138212,6.63597456592,6.94526138248,6.94526138248,6.94526138248,6.94526138248,6.94526138165,6.94526138165,6.94526138245,5.60065565925,5.21524003335,6.93791988421,6.33089422038,6.49703179991,5.552692966587,6.382789106887,6.947607393836,6.352290072636,6.947607393777,6.841927608987,6.726887121897,6.824128370587,6.559368551847,6.947607393777,6.418775891477,6.033996437314,6.567481930857,9.123286853467,9.123286853507,9.123286853507,9.123286853507,9.123286853567,7.380363566767,8.296689275947,8.616498484997,9.123286854187,9.123286854277,9.123286854277,9.123286854207,9.123286854207,9.123286854187,9.123286854187,9.123286854247,9.123286854147,8.109881411947,9.123286854247,9.123286854247,9.123286854247,7.636318962247,9.123286853807,9.123286853807,7.915527479707,7.875287556707,8.682875156107,9.123286853707,9.123286853587,9.123286853587,7.566992325487,7.101343610287,11.184278262587,11.184278262683,11.184278262683,11.184278262687,11.184278262687,10.400238909387,7.599356458687,11.184278262487,11.184278262487,11.184278262587,10.890030760487,10.690607302487,11.184278262387,7.758883504987,8.365735080347,9.156121270177,11.184278261987,11.184278261987,9.574271744287,9.437985883987,11.184278262487,11.184278262487,11.184278262387,8.715420056497,10.811465820689,11.184278261897,11.184278261797,11.184278261797,11.184278261897,11.089854032297,8.629113283397,9.882227683237,11.184278262737,11.184278262737,9.093999080037,11.184278262737,11.184278262737,11.184278262607,11.184278262607,10.625162874137,11.184278262737,11.184278262937,11.184278262937,11.184278262837,11.184278262837,6.280340679387,6.060305866107
"t108",11.051624305527,11.866831720727,3.48339745195,4.84820783193,5.12804635766,5.12804635766,5.12804635763,4.54930323465,3.00581319014,0,0.81257117,0.89796410234,0.89796410234,2.55861677544,4.30981086232,4.30981086232,3.7258183981,3.44905341572,4.40876018712,3.44299626083,3.46687624703,3.16232461728,6.11587924842,4.12564824969,5.29201551838,5.02185723418,5.95156212563,6.52161631293,6.52161631293,5.11599875571,6.52161631358,5.11939983948,6.52161631308,6.52161631307,6.52161631307,6.52161631348,6.52161631348,4.88839667762,6.52161631378,6.52161631378,6.52161631378,6.52161631378,4.74763310598,6.94526138234,6.94526138214,6.94526138214,6.94526138214,6.89848422695,6.94526138213,6.94526138216,6.33905623439,6.94526138246,6.32316859033,6.94526138213,6.94526138213,5.21329401902,6.94526138172,6.945261381805,6.945261381805,6.94526138172,6.72115481122,6.94526138223,6.82228852373,6.9452613822,6.94526138226,6.63597456606,6.94526138262,6.94526138262,6.94526138262,6.94526138262,6.94526138179,6.94526138179,6.94526138259,5.60065565939,5.21524003349,6.93791988435,6.33089422052,6.49703180005,5.552692966727,6.382789107027,6.947607393976,6.352290072776,6.947607393917,6.841927609127,6.726887122037,6.824128370727,6.559368551987,6.947607393917,6.418775891617,6.033996437454,6.567481930997,9.123286853607,9.123286853647,9.123286853647,9.123286853647,9.123286853707,7.380363566907,8.296689276087,8.616498485137,9.123286854327,9.123286854417,9.123286854417,9.123286854347,9.123286854347,9.123286854327,9.123286854327,9.123286854387,9.123286854287,8.109881412087,9.123286854387,9.123286854387,9.123286854387,7.636318962387,9.123286853947,9.123286853947,7.915527479847,7.875287556847,8.682875156247,9.123286853847,9.123286853727,9.123286853727,7.566992325627,7.101343610427,11.184278262727,11.184278262823,11.184278262823,11.184278262827,11.184278262827,10.400238909527,7.599356458827,11.184278262627,11.184278262627,11.184278262727,10.890030760627,10.690607302627,11.184278262527,7.758883505127,8.365735080487,9.156121270317,11.184278262127,11.184278262127,9.574271744427,9.437985884127,11.184278262627,11.184278262627,11.184278262527,8.715420056637,10.811465820829,11.184278262037,11.184278261937,11.184278261937,11.184278262037,11.089854032437,8.629113283537,9.882227683377,11.184278262877,11.184278262877,9.093999080177,11.184278262877,11.184278262877,11.184278262747,11.184278262747,10.625162874277,11.184278262877,11.184278263077,11.184278263077,11.184278262977,11.184278262977,6.280340679527,6.060305866247
