,0,1,2,3,4,5,6,7,8,9,10,11,12
t12,0.20456545,3.8906915,6.5194283,7.255107,5.655924,5.6326365,2.6769438,4.427628,7.489178,2.5570278,3.814507,6.901694,7.332125
t13,0.26451588,3.8461852,6.508628,7.304816,5.703167,5.630701,2.7236938,4.417537,7.4363933,2.5971632,3.8605,6.912023,7.2682076
t120,-0.041685425,4.0649495,6.657013,7.041118,5.4604855,5.7022777,2.403622,4.3963075,7.724925,2.4401655,3.5414853,6.7750936,7.827725
t123,-0.0746037,3.978314,6.6884456,7.056152,5.4348693,5.788224,2.3994255,4.304778,7.6976886,2.4670324,3.5694036,6.8052897,7.8774376
t124,-0.0711347,3.995817,6.6981244,7.0141973,5.427489,5.730026,2.4252632,4.35037,7.7488484,2.400592,3.513226,6.737069,7.812787
t26,0.08836849,3.9600835,6.572401,7.158831,5.572903,5.6852674,2.5573802,4.3887906,7.6049523,2.507377,3.659322,6.8443093,7.652232
t77,0.09565948,4.0612936,6.5135045,7.1722536,5.5998983,5.7008314,2.4914982,4.3962007,7.609077,2.5555804,3.620671,6.897981,7.833213
t103,0.014655054,4.0518312,6.588853,7.133911,5.525005,5.732664,2.4614227,4.3566284,7.6257586,2.534237,3.620497,6.879374,7.8248115
t104,0.009727067,4.0514183,6.587871,7.102282,5.513093,5.764721,2.4535668,4.336814,7.671541,2.5166633,3.5652926,6.866006,7.9326377
t51,0.01816583,4.011361,6.5976195,7.0708346,5.50998,5.65829,2.484103,4.430423,7.7110834,2.427857,3.5273306,6.769961,7.8355484
t109,0.14181486,0.59668577,5.975008,7.4182806,4.9961824,4.349823,6.0240574,5.689693,7.706852,2.5226603,6.0598626,7.835479,3.2119913
t110,0.19023606,0.55541277,5.9326305,7.4614053,5.0194817,4.309872,6.0485806,5.6631465,7.7140956,2.55509,6.1179833,7.8068147,3.2464035
t114,0.15260236,0.5407433,5.9291277,7.4125915,4.9092364,4.2927136,6.1011076,5.762186,7.614983,2.6081462,6.0708942,7.80799,3.1354406
t115,0.15289234,0.48175374,5.874511,7.3489532,4.853708,4.2386193,6.14582,5.8206286,7.560502,2.6675048,6.120752,7.8045335,3.1803076
t49,0.16232035,0.5348407,5.927015,7.436971,4.9288096,4.2883816,6.1052117,5.744089,7.6380935,2.590508,6.0805845,7.8359456,3.1210623
t18,0.10792051,1.3504312,6.226262,7.4618554,5.351148,4.9968624,4.9658656,5.324535,7.692959,2.4914496,5.6038604,7.9189467,3.7660334
t23,0.1664947,1.2785703,6.1513724,7.5256443,5.3348494,4.906506,5.105717,5.2876906,7.7240653,2.5069845,5.6798315,7.8843155,3.6764605
t27,0.05253456,1.2177769,6.268053,7.4149556,5.2319074,4.928049,5.1091914,5.408647,7.6730547,2.5170052,5.669179,7.8944097,3.6930633
t28,0.12353929,1.1544055,6.161658,7.4931946,5.189756,4.863786,5.198897,5.3898373,7.656749,2.5492592,5.6791396,7.833578,3.6844902
t107,-0.05471791,1.018969,6.271523,7.3656235,4.913565,4.6537213,5.4052157,5.5842123,7.5908194,2.6487591,5.7505794,7.820504,3.880443
