"","t6","t48","t49","t96","t109","t137","t138","t115","t116","t92","t93","t37","t121","t159","t160","t75","t61","t14","t15","t16","t12","t163","t164","t150","t128","t119","t120","t54","t30","t40","t44","t45","t24","t47","t59","t60","t94","t143","t144","t100","t113","t114","t87","t23","t41","t70","t71","t26","t9","t31","t51","t73","t161","t162","t46","t10","t11","t7","t22","t27","t83","t84","t25","t151","t152","t38","t145","t157","t158","t56","t33","t34","t133","t134","t103","t135","t136","t148","t153","t154","t67","t29","t8","t122","t123","t74","t90","t91","t28","t17","t13","t62","t107","t108","t101","t102","t98","t99","t82","t20","t106","t112","t146","t147","t21","t32","t39","t72","t88","t89","t110","t111","t43","t35","t36","t57","t58","t80","t81","t18","t19","t52","t129","t130","t126","t127","t124","t125","t139","t140","t104","t105","t149","t155","t156","t53","t85","t86","t76","t97","t117","t118","t65","t63","t64","t42","t50","t131","t132","t95","t55","t79","t141","t142","t69","t77","t78","t68","t66","t2","t4","t5","t3","t1"
"t6",0,7.0564216559,7.4053256707,8.3059467762,8.3059467762,8.3059467762,8.3059467762,8.3059467762,8.00882908948,8.3059467762,8.3059467762,8.2123689953,8.2167875599,8.30594677618,8.30594677618,8.3059467762,8.1998272817,5.473618407812,6.502787879012,7.253131338012,5.2515130534,8.305946776409,8.305946776409,8.30594677641,8.30594677637,8.30594677647,8.30594677647,7.06269915879,7.51834569757,7.8881163543,8.30594677651,8.30594677651,7.0777554541,8.3059467763,7.2369260002,8.3059467759,7.8668769415,8.30594677644,8.30594677644,8.30594677654,8.3059467765,8.3059467765,8.3059467765,6.1348291719,7.6995446105,8.3059467765,8.3059467765,6.6631060777,5.0073846225,6.36659522477,6.900455031416,8.3059467761,8.305946776067,8.305946776067,8.3059467761,4.95781486627,5.01131041387,3.88956855901,7.16744381968,6.86787931078,8.45888158628,7.79106973682,6.45504723368,8.45888158588,8.45888158588,7.62815730638,8.45888158608,8.45888158605,8.45888158605,8.45888158568,6.89188332028,7.00410586968,8.45888158571,8.45888158571,8.45888158571,8.45888158564,8.45888158564,8.45888158574,8.4588815857,8.4588815857,7.99274276534,8.45888158561,5.15461497261,8.45888158541,8.45888158541,8.45888158541,8.45888158541,8.45888158541,6.42392860471,6.84720610751,5.83574427161,7.51700187259,8.45888158539,8.45888158539,8.45888158539,8.45888158539,8.45888158549,8.08647456399,7.78170776491,7.72113117219,8.069146452701,8.458881585581,8.458881585581,8.458881585581,8.458881586121,8.45888158529,7.79888050149,8.45888158565,8.45888158565,8.45888158565,8.45888158569,8.45888158569,8.34655097639,7.83941152839,6.75632035407,8.45888158561,7.38792845371,7.695296553188,8.45888158521,5.922027821,5.91864950871,7.29105260233,8.45888158593,8.45888158593,8.45888158593,8.45888158593,8.45888158583,8.45888158583,8.45888158593,8.45888158593,8.45888158593,8.07870673503,8.45888158593,8.4588815859,8.4588815859,8.45888158573,8.45888158586,8.45888158586,8.45888158592,8.45888158592,8.45888158592,8.45888158592,8.45888158602,7.55773101282,7.46624000792,8.08771957735,7.54232846805,8.32814405509,8.45888158595,8.45888158595,8.45888158635,8.45888158643,8.45888158643,8.45888158643,8.45888158603,8.45888158585,8.45888158585,8.45888158585,7.61774195973,5.2846727471,6.66375565957,5.91932498877,6.42088491087,7.05531264373
"t48",7.0564216559,0,0.680825381,2.3155876007,2.3155876007,2.3155876007,2.3155876007,2.3155876007,2.01846991398,2.3155876007,2.3155876007,3.5932944698,3.5977130344,3.68687225068,3.68687225068,3.6868722507,3.5807527562,5.901781142312,6.930950613512,7.681294072512,5.6796757879,8.734109510909,8.734109510909,8.73410951091,8.73410951087,8.73410951097,8.73410951097,7.49086189329,7.94650843207,8.3162790888,8.73410951101,8.73410951101,7.5059181886,8.7341095108,7.6650887347,8.7341095104,8.295039676,8.73410951094,8.73410951094,8.73410951104,8.734109511,8.734109511,8.734109511,6.5629919064,8.127707345,8.734109511,8.734109511,7.0912688122,5.435547357,6.79475795927,7.328617765916,8.7341095106,8.734109510567,8.734109510567,8.7341095106,5.38597760077,5.43947314837,5.24214844691,8.52002370758,8.22045919868,9.81146147418,9.14364962472,7.80762712158,9.81146147378,9.81146147378,8.98073719428,9.81146147398,9.81146147395,9.81146147395,9.81146147358,8.24446320818,8.35668575758,9.81146147361,9.81146147361,9.81146147361,9.81146147354,9.81146147354,9.81146147364,9.8114614736,9.8114614736,9.34532265324,9.81146147351,6.50719486051,9.81146147331,9.81146147331,9.81146147331,9.81146147331,9.81146147331,7.77650849261,8.19978599541,7.18832415951,8.86958176049,9.81146147329,9.81146147329,9.81146147329,9.81146147329,9.81146147339,9.43905445189,9.13428765281,9.07371106009,9.421726340601,9.811461473481,9.811461473481,9.811461473481,9.811461474021,9.81146147319,9.15146038939,9.81146147355,9.81146147355,9.81146147355,9.81146147359,9.81146147359,9.69913086429,9.19199141629,8.10890024197,9.81146147351,8.74050834161,9.047876441088,9.81146147311,7.2746077089,7.27122939661,8.64363249023,9.81146147383,9.81146147383,9.81146147383,9.81146147383,9.81146147373,9.81146147373,9.81146147383,9.81146147383,9.81146147383,9.43128662293,9.81146147383,9.8114614738,9.8114614738,9.81146147363,9.81146147376,9.81146147376,9.81146147382,9.81146147382,9.81146147382,9.81146147382,9.81146147392,8.91031090072,8.81881989582,9.44029946525,8.89490835595,9.68072394299,9.81146147385,9.81146147385,9.81146147425,9.81146147433,9.81146147433,9.81146147433,9.81146147393,9.81146147375,9.81146147375,9.81146147375,8.97032184763,6.637252635,8.01633554747,7.27190487667,7.77346479877,8.40789253163
"t49",7.4053256707,0.680825381,0,2.6644916155,2.6644916155,2.6644916155,2.6644916155,2.6644916155,2.36737392878,2.6644916155,2.6644916155,3.9421984846,3.9466170492,4.03577626548,4.03577626548,4.0357762655,3.929656771,6.250685157112,7.279854628312,8.030198087312,6.0285798027,9.083013525709,9.083013525709,9.08301352571,9.08301352567,9.08301352577,9.08301352577,7.83976590809,8.29541244687,8.6651831036,9.08301352581,9.08301352581,7.8548222034,9.0830135256,8.0139927495,9.0830135252,8.6439436908,9.08301352574,9.08301352574,9.08301352584,9.0830135258,9.0830135258,9.0830135258,6.9118959212,8.4766113598,9.0830135258,9.0830135258,7.440172827,5.7844513718,7.14366197407,7.677521780716,9.0830135254,9.083013525367,9.083013525367,9.0830135254,5.73488161557,5.78837716317,5.59105246171,8.86892772238,8.56936321348,10.16036548898,9.49255363952,8.15653113638,10.16036548858,10.16036548858,9.32964120908,10.16036548878,10.16036548875,10.16036548875,10.16036548838,8.59336722298,8.70558977238,10.16036548841,10.16036548841,10.16036548841,10.16036548834,10.16036548834,10.16036548844,10.1603654884,10.1603654884,9.69422666804,10.16036548831,6.85609887531,10.16036548811,10.16036548811,10.16036548811,10.16036548811,10.16036548811,8.12541250741,8.54869001021,7.53722817431,9.21848577529,10.16036548809,10.16036548809,10.16036548809,10.16036548809,10.16036548819,9.78795846669,9.48319166761,9.42261507489,9.770630355401,10.160365488281,10.160365488281,10.160365488281,10.160365488821,10.16036548799,9.50036440419,10.16036548835,10.16036548835,10.16036548835,10.16036548839,10.16036548839,10.04803487909,9.54089543109,8.45780425677,10.16036548831,9.08941235641,9.396780455888,10.16036548791,7.6235117237,7.62013341141,8.99253650503,10.16036548863,10.16036548863,10.16036548863,10.16036548863,10.16036548853,10.16036548853,10.16036548863,10.16036548863,10.16036548863,9.78019063773,10.16036548863,10.1603654886,10.1603654886,10.16036548843,10.16036548856,10.16036548856,10.16036548862,10.16036548862,10.16036548862,10.16036548862,10.16036548872,9.25921491552,9.16772391062,9.78920348005,9.24381237075,10.02962795779,10.16036548865,10.16036548865,10.16036548905,10.16036548913,10.16036548913,10.16036548913,10.16036548873,10.16036548855,10.16036548855,10.16036548855,9.31922586243,6.9861566498,8.36523956227,7.62080889147,8.12236881357,8.75679654643
"t96",8.3059467762,2.3155876007,2.6644916155,0,1.1160033396,1.1160033396,1.1160033396,2.3537431938,2.05662550708,2.3537431938,2.3537431938,4.8428195901,4.8472381547,4.93639737098,4.93639737098,4.936397371,4.8302778765,7.151306262612,8.180475733812,8.930819192812,6.9292009082,9.983634631209,9.983634631209,9.98363463121,9.98363463117,9.98363463127,9.98363463127,8.74038701359,9.19603355237,9.5658042091,9.98363463131,9.98363463131,8.7554433089,9.9836346311,8.914613855,9.9836346307,9.5445647963,9.98363463124,9.98363463124,9.98363463134,9.9836346313,9.9836346313,9.9836346313,7.8125170267,9.3772324653,9.9836346313,9.9836346313,8.3407939325,6.6850724773,8.04428307957,8.578142886216,9.9836346309,9.983634630867,9.983634630867,9.9836346309,6.63550272107,6.68899826867,6.49167356721,9.76954882788,9.46998431898,11.06098659448,10.39317474502,9.05715224188,11.06098659408,11.06098659408,10.23026231458,11.06098659428,11.06098659425,11.06098659425,11.06098659388,9.49398832848,9.60621087788,11.06098659391,11.06098659391,11.06098659391,11.06098659384,11.06098659384,11.06098659394,11.0609865939,11.0609865939,10.59484777354,11.06098659381,7.75671998081,11.06098659361,11.06098659361,11.06098659361,11.06098659361,11.06098659361,9.02603361291,9.44931111571,8.43784927981,10.11910688079,11.06098659359,11.06098659359,11.06098659359,11.06098659359,11.06098659369,10.68857957219,10.38381277311,10.32323618039,10.671251460901,11.060986593781,11.060986593781,11.060986593781,11.060986594321,11.06098659349,10.40098550969,11.06098659385,11.06098659385,11.06098659385,11.06098659389,11.06098659389,10.94865598459,10.44151653659,9.35842536227,11.06098659381,9.99003346191,10.297401561388,11.06098659341,8.5241328292,8.52075451691,9.89315761053,11.06098659413,11.06098659413,11.06098659413,11.06098659413,11.06098659403,11.06098659403,11.06098659413,11.06098659413,11.06098659413,10.68081174323,11.06098659413,11.0609865941,11.0609865941,11.06098659393,11.06098659406,11.06098659406,11.06098659412,11.06098659412,11.06098659412,11.06098659412,11.06098659422,10.15983602102,10.06834501612,10.68982458555,10.14443347625,10.93024906329,11.06098659415,11.06098659415,11.06098659455,11.06098659463,11.06098659463,11.06098659463,11.06098659423,11.06098659405,11.06098659405,11.06098659405,10.21984696793,7.8867777553,9.26586066777,8.52142999697,9.02298991907,9.65741765193
"t109",8.3059467762,2.3155876007,2.6644916155,1.1160033396,0,0.8650164628,0.8650164628,2.3537431938,2.05662550708,2.3537431938,2.3537431938,4.8428195901,4.8472381547,4.93639737098,4.93639737098,4.936397371,4.8302778765,7.151306262612,8.180475733812,8.930819192812,6.9292009082,9.983634631209,9.983634631209,9.98363463121,9.98363463117,9.98363463127,9.98363463127,8.74038701359,9.19603355237,9.5658042091,9.98363463131,9.98363463131,8.7554433089,9.9836346311,8.914613855,9.9836346307,9.5445647963,9.98363463124,9.98363463124,9.98363463134,9.9836346313,9.9836346313,9.9836346313,7.8125170267,9.3772324653,9.9836346313,9.9836346313,8.3407939325,6.6850724773,8.04428307957,8.578142886216,9.9836346309,9.983634630867,9.983634630867,9.9836346309,6.63550272107,6.68899826867,6.49167356721,9.76954882788,9.46998431898,11.06098659448,10.39317474502,9.05715224188,11.06098659408,11.06098659408,10.23026231458,11.06098659428,11.06098659425,11.06098659425,11.06098659388,9.49398832848,9.60621087788,11.06098659391,11.06098659391,11.06098659391,11.06098659384,11.06098659384,11.06098659394,11.0609865939,11.0609865939,10.59484777354,11.06098659381,7.75671998081,11.06098659361,11.06098659361,11.06098659361,11.06098659361,11.06098659361,9.02603361291,9.44931111571,8.43784927981,10.11910688079,11.06098659359,11.06098659359,11.06098659359,11.06098659359,11.06098659369,10.68857957219,10.38381277311,10.32323618039,10.671251460901,11.060986593781,11.060986593781,11.060986593781,11.060986594321,11.06098659349,10.40098550969,11.06098659385,11.06098659385,11.06098659385,11.06098659389,11.06098659389,10.94865598459,10.44151653659,9.35842536227,11.06098659381,9.99003346191,10.297401561388,11.06098659341,8.5241328292,8.52075451691,9.89315761053,11.06098659413,11.06098659413,11.06098659413,11.06098659413,11.06098659403,11.06098659403,11.06098659413,11.06098659413,11.06098659413,10.68081174323,11.06098659413,11.0609865941,11.0609865941,11.06098659393,11.06098659406,11.06098659406,11.06098659412,11.06098659412,11.06098659412,11.06098659412,11.06098659422,10.15983602102,10.06834501612,10.68982458555,10.14443347625,10.93024906329,11.06098659415,11.06098659415,11.06098659455,11.06098659463,11.06098659463,11.06098659463,11.06098659423,11.06098659405,11.06098659405,11.06098659405,10.21984696793,7.8867777553,9.26586066777,8.52142999697,9.02298991907,9.65741765193
"t137",8.3059467762,2.3155876007,2.6644916155,1.1160033396,0.8650164628,0,0.3290484258,2.3537431938,2.05662550708,2.3537431938,2.3537431938,4.8428195901,4.8472381547,4.93639737098,4.93639737098,4.936397371,4.8302778765,7.151306262612,8.180475733812,8.930819192812,6.9292009082,9.983634631209,9.983634631209,9.98363463121,9.98363463117,9.98363463127,9.98363463127,8.74038701359,9.19603355237,9.5658042091,9.98363463131,9.98363463131,8.7554433089,9.9836346311,8.914613855,9.9836346307,9.5445647963,9.98363463124,9.98363463124,9.98363463134,9.9836346313,9.9836346313,9.9836346313,7.8125170267,9.3772324653,9.9836346313,9.9836346313,8.3407939325,6.6850724773,8.04428307957,8.578142886216,9.9836346309,9.983634630867,9.983634630867,9.9836346309,6.63550272107,6.68899826867,6.49167356721,9.76954882788,9.46998431898,11.06098659448,10.39317474502,9.05715224188,11.06098659408,11.06098659408,10.23026231458,11.06098659428,11.06098659425,11.06098659425,11.06098659388,9.49398832848,9.60621087788,11.06098659391,11.06098659391,11.06098659391,11.06098659384,11.06098659384,11.06098659394,11.0609865939,11.0609865939,10.59484777354,11.06098659381,7.75671998081,11.06098659361,11.06098659361,11.06098659361,11.06098659361,11.06098659361,9.02603361291,9.44931111571,8.43784927981,10.11910688079,11.06098659359,11.06098659359,11.06098659359,11.06098659359,11.06098659369,10.68857957219,10.38381277311,10.32323618039,10.671251460901,11.060986593781,11.060986593781,11.060986593781,11.060986594321,11.06098659349,10.40098550969,11.06098659385,11.06098659385,11.06098659385,11.06098659389,11.06098659389,10.94865598459,10.44151653659,9.35842536227,11.06098659381,9.99003346191,10.297401561388,11.06098659341,8.5241328292,8.52075451691,9.89315761053,11.06098659413,11.06098659413,11.06098659413,11.06098659413,11.06098659403,11.06098659403,11.06098659413,11.06098659413,11.06098659413,10.68081174323,11.06098659413,11.0609865941,11.0609865941,11.06098659393,11.06098659406,11.06098659406,11.06098659412,11.06098659412,11.06098659412,11.06098659412,11.06098659422,10.15983602102,10.06834501612,10.68982458555,10.14443347625,10.93024906329,11.06098659415,11.06098659415,11.06098659455,11.06098659463,11.06098659463,11.06098659463,11.06098659423,11.06098659405,11.06098659405,11.06098659405,10.21984696793,7.8867777553,9.26586066777,8.52142999697,9.02298991907,9.65741765193
"t138",8.3059467762,2.3155876007,2.6644916155,1.1160033396,0.8650164628,0.3290484258,0,2.3537431938,2.05662550708,2.3537431938,2.3537431938,4.8428195901,4.8472381547,4.93639737098,4.93639737098,4.936397371,4.8302778765,7.151306262612,8.180475733812,8.930819192812,6.9292009082,9.983634631209,9.983634631209,9.98363463121,9.98363463117,9.98363463127,9.98363463127,8.74038701359,9.19603355237,9.5658042091,9.98363463131,9.98363463131,8.7554433089,9.9836346311,8.914613855,9.9836346307,9.5445647963,9.98363463124,9.98363463124,9.98363463134,9.9836346313,9.9836346313,9.9836346313,7.8125170267,9.3772324653,9.9836346313,9.9836346313,8.3407939325,6.6850724773,8.04428307957,8.578142886216,9.9836346309,9.983634630867,9.983634630867,9.9836346309,6.63550272107,6.68899826867,6.49167356721,9.76954882788,9.46998431898,11.06098659448,10.39317474502,9.05715224188,11.06098659408,11.06098659408,10.23026231458,11.06098659428,11.06098659425,11.06098659425,11.06098659388,9.49398832848,9.60621087788,11.06098659391,11.06098659391,11.06098659391,11.06098659384,11.06098659384,11.06098659394,11.0609865939,11.0609865939,10.59484777354,11.06098659381,7.75671998081,11.06098659361,11.06098659361,11.06098659361,11.06098659361,11.06098659361,9.02603361291,9.44931111571,8.43784927981,10.11910688079,11.06098659359,11.06098659359,11.06098659359,11.06098659359,11.06098659369,10.68857957219,10.38381277311,10.32323618039,10.671251460901,11.060986593781,11.060986593781,11.060986593781,11.060986594321,11.06098659349,10.40098550969,11.06098659385,11.06098659385,11.06098659385,11.06098659389,11.06098659389,10.94865598459,10.44151653659,9.35842536227,11.06098659381,9.99003346191,10.297401561388,11.06098659341,8.5241328292,8.52075451691,9.89315761053,11.06098659413,11.06098659413,11.06098659413,11.06098659413,11.06098659403,11.06098659403,11.06098659413,11.06098659413,11.06098659413,10.68081174323,11.06098659413,11.0609865941,11.0609865941,11.06098659393,11.06098659406,11.06098659406,11.06098659412,11.06098659412,11.06098659412,11.06098659412,11.06098659422,10.15983602102,10.06834501612,10.68982458555,10.14443347625,10.93024906329,11.06098659415,11.06098659415,11.06098659455,11.06098659463,11.06098659463,11.06098659463,11.06098659423,11.06098659405,11.06098659405,11.06098659405,10.21984696793,7.8867777553,9.26586066777,8.52142999697,9.02298991907,9.65741765193
"t115",8.3059467762,2.3155876007,2.6644916155,2.3537431938,2.3537431938,2.3537431938,2.3537431938,0,0.44906357888,1.8511360358,1.8511360358,4.8428195901,4.8472381547,4.93639737098,4.93639737098,4.936397371,4.8302778765,7.151306262612,8.180475733812,8.930819192812,6.9292009082,9.983634631209,9.983634631209,9.98363463121,9.98363463117,9.98363463127,9.98363463127,8.74038701359,9.19603355237,9.5658042091,9.98363463131,9.98363463131,8.7554433089,9.9836346311,8.914613855,9.9836346307,9.5445647963,9.98363463124,9.98363463124,9.98363463134,9.9836346313,9.9836346313,9.9836346313,7.8125170267,9.3772324653,9.9836346313,9.9836346313,8.3407939325,6.6850724773,8.04428307957,8.578142886216,9.9836346309,9.983634630867,9.983634630867,9.9836346309,6.63550272107,6.68899826867,6.49167356721,9.76954882788,9.46998431898,11.06098659448,10.39317474502,9.05715224188,11.06098659408,11.06098659408,10.23026231458,11.06098659428,11.06098659425,11.06098659425,11.06098659388,9.49398832848,9.60621087788,11.06098659391,11.06098659391,11.06098659391,11.06098659384,11.06098659384,11.06098659394,11.0609865939,11.0609865939,10.59484777354,11.06098659381,7.75671998081,11.06098659361,11.06098659361,11.06098659361,11.06098659361,11.06098659361,9.02603361291,9.44931111571,8.43784927981,10.11910688079,11.06098659359,11.06098659359,11.06098659359,11.06098659359,11.06098659369,10.68857957219,10.38381277311,10.32323618039,10.671251460901,11.060986593781,11.060986593781,11.060986593781,11.060986594321,11.06098659349,10.40098550969,11.06098659385,11.06098659385,11.06098659385,11.06098659389,11.06098659389,10.94865598459,10.44151653659,9.35842536227,11.06098659381,9.99003346191,10.297401561388,11.06098659341,8.5241328292,8.52075451691,9.89315761053,11.06098659413,11.06098659413,11.06098659413,11.06098659413,11.06098659403,11.06098659403,11.06098659413,11.06098659413,11.06098659413,10.68081174323,11.06098659413,11.0609865941,11.0609865941,11.06098659393,11.06098659406,11.06098659406,11.06098659412,11.06098659412,11.06098659412,11.06098659412,11.06098659422,10.15983602102,10.06834501612,10.68982458555,10.14443347625,10.93024906329,11.06098659415,11.06098659415,11.06098659455,11.06098659463,11.06098659463,11.06098659463,11.06098659423,11.06098659405,11.06098659405,11.06098659405,10.21984696793,7.8867777553,9.26586066777,8.52142999697,9.02298991907,9.65741765193
"t116",8.00882908948,2.01846991398,2.36737392878,2.05662550708,2.05662550708,2.05662550708,2.05662550708,0.44906357888,0,1.55401834908,1.55401834908,4.54570190338,4.55012046798,4.63927968426,4.63927968426,4.63927968428,4.53316018978,6.854188575892,7.883358047092,8.633701506092,6.63208322148,9.686516944489,9.686516944489,9.68651694449,9.68651694445,9.68651694455,9.68651694455,8.44326932687,8.89891586565,9.26868652238,9.68651694459,9.68651694459,8.45832562218,9.68651694438,8.61749616828,9.68651694398,9.24744710958,9.68651694452,9.68651694452,9.68651694462,9.68651694458,9.68651694458,9.68651694458,7.51539933998,9.08011477858,9.68651694458,9.68651694458,8.04367624578,6.38795479058,7.74716539285,8.281025199496,9.68651694418,9.686516944147,9.686516944147,9.68651694418,6.33838503435,6.39188058195,6.19455588049,9.47243114116,9.17286663226,10.76386890776,10.0960570583,8.76003455516,10.76386890736,10.76386890736,9.93314462786,10.76386890756,10.76386890753,10.76386890753,10.76386890716,9.19687064176,9.30909319116,10.76386890719,10.76386890719,10.76386890719,10.76386890712,10.76386890712,10.76386890722,10.76386890718,10.76386890718,10.29773008682,10.76386890709,7.45960229409,10.76386890689,10.76386890689,10.76386890689,10.76386890689,10.76386890689,8.72891592619,9.15219342899,8.14073159309,9.82198919407,10.76386890687,10.76386890687,10.76386890687,10.76386890687,10.76386890697,10.39146188547,10.08669508639,10.02611849367,10.374133774181,10.763868907061,10.763868907061,10.763868907061,10.763868907601,10.76386890677,10.10386782297,10.76386890713,10.76386890713,10.76386890713,10.76386890717,10.76386890717,10.65153829787,10.14439884987,9.06130767555,10.76386890709,9.69291577519,10.000283874668,10.76386890669,8.22701514248,8.22363683019,9.59603992381,10.76386890741,10.76386890741,10.76386890741,10.76386890741,10.76386890731,10.76386890731,10.76386890741,10.76386890741,10.76386890741,10.38369405651,10.76386890741,10.76386890738,10.76386890738,10.76386890721,10.76386890734,10.76386890734,10.7638689074,10.7638689074,10.7638689074,10.7638689074,10.7638689075,9.8627183343,9.7712273294,10.39270689883,9.84731578953,10.63313137657,10.76386890743,10.76386890743,10.76386890783,10.76386890791,10.76386890791,10.76386890791,10.76386890751,10.76386890733,10.76386890733,10.76386890733,9.92272928121,7.58966006858,8.96874298105,8.22431231025,8.72587223235,9.36029996521
"t92",8.3059467762,2.3155876007,2.6644916155,2.3537431938,2.3537431938,2.3537431938,2.3537431938,1.8511360358,1.55401834908,0,1.2389330802,4.8428195901,4.8472381547,4.93639737098,4.93639737098,4.936397371,4.8302778765,7.151306262612,8.180475733812,8.930819192812,6.9292009082,9.983634631209,9.983634631209,9.98363463121,9.98363463117,9.98363463127,9.98363463127,8.74038701359,9.19603355237,9.5658042091,9.98363463131,9.98363463131,8.7554433089,9.9836346311,8.914613855,9.9836346307,9.5445647963,9.98363463124,9.98363463124,9.98363463134,9.9836346313,9.9836346313,9.9836346313,7.8125170267,9.3772324653,9.9836346313,9.9836346313,8.3407939325,6.6850724773,8.04428307957,8.578142886216,9.9836346309,9.983634630867,9.983634630867,9.9836346309,6.63550272107,6.68899826867,6.49167356721,9.76954882788,9.46998431898,11.06098659448,10.39317474502,9.05715224188,11.06098659408,11.06098659408,10.23026231458,11.06098659428,11.06098659425,11.06098659425,11.06098659388,9.49398832848,9.60621087788,11.06098659391,11.06098659391,11.06098659391,11.06098659384,11.06098659384,11.06098659394,11.0609865939,11.0609865939,10.59484777354,11.06098659381,7.75671998081,11.06098659361,11.06098659361,11.06098659361,11.06098659361,11.06098659361,9.02603361291,9.44931111571,8.43784927981,10.11910688079,11.06098659359,11.06098659359,11.06098659359,11.06098659359,11.06098659369,10.68857957219,10.38381277311,10.32323618039,10.671251460901,11.060986593781,11.060986593781,11.060986593781,11.060986594321,11.06098659349,10.40098550969,11.06098659385,11.06098659385,11.06098659385,11.06098659389,11.06098659389,10.94865598459,10.44151653659,9.35842536227,11.06098659381,9.99003346191,10.297401561388,11.06098659341,8.5241328292,8.52075451691,9.89315761053,11.06098659413,11.06098659413,11.06098659413,11.06098659413,11.06098659403,11.06098659403,11.06098659413,11.06098659413,11.06098659413,10.68081174323,11.06098659413,11.0609865941,11.0609865941,11.06098659393,11.06098659406,11.06098659406,11.06098659412,11.06098659412,11.06098659412,11.06098659412,11.06098659422,10.15983602102,10.06834501612,10.68982458555,10.14443347625,10.93024906329,11.06098659415,11.06098659415,11.06098659455,11.06098659463,11.06098659463,11.06098659463,11.06098659423,11.06098659405,11.06098659405,11.06098659405,10.21984696793,7.8867777553,9.26586066777,8.52142999697,9.02298991907,9.65741765193
