"accepted_species","trait_EB_scaled"
"t34",1.8963996219448
"t35",-0.535954421403731
"t26",1.40267900273608
"t55",0.683747541974808
"t56",0.362838760688937
"t89",0.312598993835997
"t90",0.228817606224958
"t6",0.866044176987555
"t93",-1.20068968467236
"t94",-1.11934702431842
"t39",1.39880718640275
"t40",0.46242668341587
"t17",1.33673955932981
"t87",0.315283155434555
"t88",0.561309149338025
"t79",-1.5333019474278
"t80",-1.61323202143604
"t44",-0.741322123696333
"t38",-1.02710418224107
"t9",-0.522547597268203
"t10",-0.12919471404229
"t50",0.137213180011734
"t51",1.00359499461865
"t25",-0.376684706160599
"t29",1.51674772911042
"t65",1.55994684691451
"t66",0.778309317390332
"t19",0.244451359433832
"t83",1.27743362055948
"t84",1.14312770002712
"t47",0.293204158513043
"t69",-0.198954232745819
"t70",-0.4185014261242
"t2",-0.825437396407146
"t3",-0.0757685473160577
"t4",-0.383188810192627
"t1",0.544327223389434
"t45",0.988969317471191
"t46",0.587835448093554
"t42",1.24985196060233
"t13",1.3212362122082
"t61",-0.31519771352518
"t62",-0.15732714106572
"t36",1.796395127452
"t37",2.0227099788985
"t63",1.82570073032436
"t64",1.40743835022929
"t32",2.22915718009724
"t33",1.81721298173697
"t97",0.401296221942014
"t98",0.211907755664895
"t57",0.468656701886334
"t58",0.471563148368401
"t18",-0.221410474535403
"t20",-0.635327428725112
"t21",-0.318324694210849
"t52",0.0466092301930864
"t95",-0.863748116464905
"t96",-0.524335932169531
"t73",-1.44908555569494
"t74",-1.94047928205286
"t28",-0.422086708949664
"t7",0.921336622471517
"t5",-0.0399763728421363
"t59",-0.566622605154373
"t60",-0.694298857809408
"t41",-0.630444444347801
"t77",-1.28653429583994
"t78",-1.26439268335458
"t85",-0.196587736378823
"t86",0.0655762102518845
"t14",-0.456604385125261
"t15",0.0120194625194913
"t22",-0.75047299091313
"t23",-1.66365803361569
"t81",-1.14863147055506
"t82",-0.722070892395855
"t30",0.0388570966294239
"t31",0.00332882394775072
"t16",0.971858509788031
"t53",1.52194316719635
"t54",1.38969804530314
"t24",0.36419085210909
"t48",-0.620665080338405
"t49",0.589880780148156
"t12",-1.08632698773625
"t67",-0.208333900169015
"t68",-0.243057402800447
"t27",-0.929542324413683
"t75",-1.08412210809112
"t76",-1.04147646449463
"t71",-0.131651410016949
"t72",-0.313946387779393
"t43",-0.385945194781408
"t11",-1.122082661514
"t91",-1.85132918336584
"t92",-1.62038040866548
"t99",-0.977606540140104
"t100",-1.00584072182436
"t8",-1.4601240565059
