"","t27","t91","t92","t69","t77","t78","t105","t106","t43","t10","t32","t33","t66","t67","t51","t7","t6","t16","t55","t56","t46","t28","t40","t73","t74","t75","t89","t90","t96","t97","t44","t63","t64","t53","t54","t107","t108","t88","t111","t112","t86","t3","t2","t4","t17","t61","t62","t11","t12","t24","t93","t102","t103","t37","t71","t72","t38","t109","t110","t65","t100","t101","t70","t57","t58","t5","t30","t31","t15","t19","t34","t36","t82","t83","t22","t115","t116","t42","t47","t48","t81","t119","t120","t84","t85","t45","t8","t20","t21","t29","t59","t60","t23","t14","t98","t99","t87","t39","t113","t114","t25","t26","t94","t95","t52","t76","t79","t80","t35","t49","t50","t9","t13","t41","t68","t117","t118","t104","t18","t1"
"t63",6.76552005809,7.64425131984,7.64425131984,7.64425131984,7.64425131977,7.64425131977,7.64425131969,7.64425131969,7.64425131975,6.87177652775,7.64425131935,7.64425131935,7.64425131925,7.64425131925,7.64425131935,5.7432385097,5.71565657447,7.64425131937,7.64425131919,7.64425131919,7.64425131909,7.64425131909,7.25287156737,7.64425131917,7.64425131912,7.58744102102,4.4272598926,4.4272598926,4.4272598925,4.4272598925,4.4272598925,0,0.772862648,4.55034004139,4.55034004139,4.55034004136,4.55034004136,4.55034004139,4.55034004146,4.55034004146,4.55034004149,2.77060874779,2.94944465087,5.0927815326,4.8808770644,6.2801611077,6.2801611077,6.2801611082,5.6536486522,6.28016110695,6.28016110685,6.28016110684,6.28016110684,5.99373935265,6.28016110728,6.28016110728,6.28016110738,6.28016110741,6.28016110741,6.28016110745,6.28016110738,6.28016110738,6.28016110739,6.28016110741,6.28016110741,6.28016110748,5.68017829828,5.63094837638,6.28016110717,6.28016110759,6.28016110739,5.62307285016,6.28016110736,6.28016110736,6.28016110722,6.28016110758,6.28016110758,6.28016110739,6.28016110741,6.28016110741,6.28016110739,6.280161107297,6.280161107297,6.28016110739,6.28016110739,6.28016110739,6.28016110722,6.28016110709,6.28016110709,6.28016110735,6.28016110735,6.28016110735,6.28016110735,6.28016110745,6.28016110745,6.28016110745,6.28016110745,6.14540788065,6.28016110753,6.28016110753,5.41070686145,6.28016110785,6.28016110775,6.28016110775,6.28016110745,6.28016110745,6.280161107456,6.280161107456,6.28016110745,6.28016110755,6.28016110755,5.43437462535,6.28016110705,5.80053947655,6.28016110745,6.280161107419,6.280161107419,6.28016110742,6.28016110695,3.74929678327
"t64",6.76552005809,7.64425131984,7.64425131984,7.64425131984,7.64425131977,7.64425131977,7.64425131969,7.64425131969,7.64425131975,6.87177652775,7.64425131935,7.64425131935,7.64425131925,7.64425131925,7.64425131935,5.7432385097,5.71565657447,7.64425131937,7.64425131919,7.64425131919,7.64425131909,7.64425131909,7.25287156737,7.64425131917,7.64425131912,7.58744102102,4.4272598926,4.4272598926,4.4272598925,4.4272598925,4.4272598925,0.772862648,0,4.55034004139,4.55034004139,4.55034004136,4.55034004136,4.55034004139,4.55034004146,4.55034004146,4.55034004149,2.77060874779,2.94944465087,5.0927815326,4.8808770644,6.2801611077,6.2801611077,6.2801611082,5.6536486522,6.28016110695,6.28016110685,6.28016110684,6.28016110684,5.99373935265,6.28016110728,6.28016110728,6.28016110738,6.28016110741,6.28016110741,6.28016110745,6.28016110738,6.28016110738,6.28016110739,6.28016110741,6.28016110741,6.28016110748,5.68017829828,5.63094837638,6.28016110717,6.28016110759,6.28016110739,5.62307285016,6.28016110736,6.28016110736,6.28016110722,6.28016110758,6.28016110758,6.28016110739,6.28016110741,6.28016110741,6.28016110739,6.280161107297,6.280161107297,6.28016110739,6.28016110739,6.28016110739,6.28016110722,6.28016110709,6.28016110709,6.28016110735,6.28016110735,6.28016110735,6.28016110735,6.28016110745,6.28016110745,6.28016110745,6.28016110745,6.14540788065,6.28016110753,6.28016110753,5.41070686145,6.28016110785,6.28016110775,6.28016110775,6.28016110745,6.28016110745,6.280161107456,6.280161107456,6.28016110745,6.28016110755,6.28016110755,5.43437462535,6.28016110705,5.80053947655,6.28016110745,6.280161107419,6.280161107419,6.28016110742,6.28016110695,3.74929678327
"t53",6.7655200587,7.64425132045,7.64425132045,7.64425132045,7.64425132038,7.64425132038,7.6442513203,7.6442513203,7.64425132036,6.87177652836,7.64425131996,7.64425131996,7.64425131986,7.64425131986,7.64425131996,5.74323851031,5.71565657508,7.64425131998,7.6442513198,7.6442513198,7.6442513197,7.6442513197,7.25287156798,7.64425131978,7.64425131973,7.58744102163,4.55034004199,4.55034004199,4.55034004189,4.55034004189,4.55034004189,4.55034004139,4.55034004139,0,0.934481736,1.24650819697,1.24650819697,1.246508197,2.39143706407,2.39143706407,2.3914370641,2.7706087484,2.94944465148,5.09278153321,4.88087706501,6.28016110831,6.28016110831,6.28016110881,5.65364865281,6.28016110756,6.28016110746,6.28016110745,6.28016110745,5.99373935326,6.28016110789,6.28016110789,6.28016110799,6.28016110802,6.28016110802,6.28016110806,6.28016110799,6.28016110799,6.280161108,6.28016110802,6.28016110802,6.28016110809,5.68017829889,5.63094837699,6.28016110778,6.2801611082,6.280161108,5.62307285077,6.28016110797,6.28016110797,6.28016110783,6.28016110819,6.28016110819,6.280161108,6.28016110802,6.28016110802,6.280161108,6.280161107907,6.280161107907,6.280161108,6.280161108,6.280161108,6.28016110783,6.2801611077,6.2801611077,6.28016110796,6.28016110796,6.28016110796,6.28016110796,6.28016110806,6.28016110806,6.28016110806,6.28016110806,6.14540788126,6.28016110814,6.28016110814,5.41070686206,6.28016110846,6.28016110836,6.28016110836,6.28016110806,6.28016110806,6.280161108066,6.280161108066,6.28016110806,6.28016110816,6.28016110816,5.43437462596,6.28016110766,5.80053947716,6.28016110806,6.280161108029,6.280161108029,6.28016110803,6.28016110756,3.74929678388
"t54",6.7655200587,7.64425132045,7.64425132045,7.64425132045,7.64425132038,7.64425132038,7.6442513203,7.6442513203,7.64425132036,6.87177652836,7.64425131996,7.64425131996,7.64425131986,7.64425131986,7.64425131996,5.74323851031,5.71565657508,7.64425131998,7.6442513198,7.6442513198,7.6442513197,7.6442513197,7.25287156798,7.64425131978,7.64425131973,7.58744102163,4.55034004199,4.55034004199,4.55034004189,4.55034004189,4.55034004189,4.55034004139,4.55034004139,0.934481736,0,1.24650819697,1.24650819697,1.246508197,2.39143706407,2.39143706407,2.3914370641,2.7706087484,2.94944465148,5.09278153321,4.88087706501,6.28016110831,6.28016110831,6.28016110881,5.65364865281,6.28016110756,6.28016110746,6.28016110745,6.28016110745,5.99373935326,6.28016110789,6.28016110789,6.28016110799,6.28016110802,6.28016110802,6.28016110806,6.28016110799,6.28016110799,6.280161108,6.28016110802,6.28016110802,6.28016110809,5.68017829889,5.63094837699,6.28016110778,6.2801611082,6.280161108,5.62307285077,6.28016110797,6.28016110797,6.28016110783,6.28016110819,6.28016110819,6.280161108,6.28016110802,6.28016110802,6.280161108,6.280161107907,6.280161107907,6.280161108,6.280161108,6.280161108,6.28016110783,6.2801611077,6.2801611077,6.28016110796,6.28016110796,6.28016110796,6.28016110796,6.28016110806,6.28016110806,6.28016110806,6.28016110806,6.14540788126,6.28016110814,6.28016110814,5.41070686206,6.28016110846,6.28016110836,6.28016110836,6.28016110806,6.28016110806,6.280161108066,6.280161108066,6.28016110806,6.28016110816,6.28016110816,5.43437462596,6.28016110766,5.80053947716,6.28016110806,6.280161108029,6.280161108029,6.28016110803,6.28016110756,3.74929678388
"t107",6.76552005867,7.64425132042,7.64425132042,7.64425132042,7.64425132035,7.64425132035,7.64425132027,7.64425132027,7.64425132033,6.87177652833,7.64425131993,7.64425131993,7.64425131983,7.64425131983,7.64425131993,5.74323851028,5.71565657505,7.64425131995,7.64425131977,7.64425131977,7.64425131967,7.64425131967,7.25287156795,7.64425131975,7.6442513197,7.5874410216,4.55034004196,4.55034004196,4.55034004186,4.55034004186,4.55034004186,4.55034004136,4.55034004136,1.24650819697,1.24650819697,0,0.14250935758,0.26863511517,2.39143706404,2.39143706404,2.39143706407,2.77060874837,2.94944465145,5.09278153318,4.88087706498,6.28016110828,6.28016110828,6.28016110878,5.65364865278,6.28016110753,6.28016110743,6.28016110742,6.28016110742,5.99373935323,6.28016110786,6.28016110786,6.28016110796,6.28016110799,6.28016110799,6.28016110803,6.28016110796,6.28016110796,6.28016110797,6.28016110799,6.28016110799,6.28016110806,5.68017829886,5.63094837696,6.28016110775,6.28016110817,6.28016110797,5.62307285074,6.28016110794,6.28016110794,6.2801611078,6.28016110816,6.28016110816,6.28016110797,6.28016110799,6.28016110799,6.28016110797,6.280161107877,6.280161107877,6.28016110797,6.28016110797,6.28016110797,6.2801611078,6.28016110767,6.28016110767,6.28016110793,6.28016110793,6.28016110793,6.28016110793,6.28016110803,6.28016110803,6.28016110803,6.28016110803,6.14540788123,6.28016110811,6.28016110811,5.41070686203,6.28016110843,6.28016110833,6.28016110833,6.28016110803,6.28016110803,6.280161108036,6.280161108036,6.28016110803,6.28016110813,6.28016110813,5.43437462593,6.28016110763,5.80053947713,6.28016110803,6.280161107999,6.280161107999,6.280161108,6.28016110753,3.74929678385
"t108",6.76552005867,7.64425132042,7.64425132042,7.64425132042,7.64425132035,7.64425132035,7.64425132027,7.64425132027,7.64425132033,6.87177652833,7.64425131993,7.64425131993,7.64425131983,7.64425131983,7.64425131993,5.74323851028,5.71565657505,7.64425131995,7.64425131977,7.64425131977,7.64425131967,7.64425131967,7.25287156795,7.64425131975,7.6442513197,7.5874410216,4.55034004196,4.55034004196,4.55034004186,4.55034004186,4.55034004186,4.55034004136,4.55034004136,1.24650819697,1.24650819697,0.14250935758,0,0.26863511517,2.39143706404,2.39143706404,2.39143706407,2.77060874837,2.94944465145,5.09278153318,4.88087706498,6.28016110828,6.28016110828,6.28016110878,5.65364865278,6.28016110753,6.28016110743,6.28016110742,6.28016110742,5.99373935323,6.28016110786,6.28016110786,6.28016110796,6.28016110799,6.28016110799,6.28016110803,6.28016110796,6.28016110796,6.28016110797,6.28016110799,6.28016110799,6.28016110806,5.68017829886,5.63094837696,6.28016110775,6.28016110817,6.28016110797,5.62307285074,6.28016110794,6.28016110794,6.2801611078,6.28016110816,6.28016110816,6.28016110797,6.28016110799,6.28016110799,6.28016110797,6.280161107877,6.280161107877,6.28016110797,6.28016110797,6.28016110797,6.2801611078,6.28016110767,6.28016110767,6.28016110793,6.28016110793,6.28016110793,6.28016110793,6.28016110803,6.28016110803,6.28016110803,6.28016110803,6.14540788123,6.28016110811,6.28016110811,5.41070686203,6.28016110843,6.28016110833,6.28016110833,6.28016110803,6.28016110803,6.280161108036,6.280161108036,6.28016110803,6.28016110813,6.28016110813,5.43437462593,6.28016110763,5.80053947713,6.28016110803,6.280161107999,6.280161107999,6.280161108,6.28016110753,3.74929678385
"t88",6.7655200587,7.64425132045,7.64425132045,7.64425132045,7.64425132038,7.64425132038,7.6442513203,7.6442513203,7.64425132036,6.87177652836,7.64425131996,7.64425131996,7.64425131986,7.64425131986,7.64425131996,5.74323851031,5.71565657508,7.64425131998,7.6442513198,7.6442513198,7.6442513197,7.6442513197,7.25287156798,7.64425131978,7.64425131973,7.58744102163,4.55034004199,4.55034004199,4.55034004189,4.55034004189,4.55034004189,4.55034004139,4.55034004139,1.246508197,1.246508197,0.26863511517,0.26863511517,0,2.39143706407,2.39143706407,2.3914370641,2.7706087484,2.94944465148,5.09278153321,4.88087706501,6.28016110831,6.28016110831,6.28016110881,5.65364865281,6.28016110756,6.28016110746,6.28016110745,6.28016110745,5.99373935326,6.28016110789,6.28016110789,6.28016110799,6.28016110802,6.28016110802,6.28016110806,6.28016110799,6.28016110799,6.280161108,6.28016110802,6.28016110802,6.28016110809,5.68017829889,5.63094837699,6.28016110778,6.2801611082,6.280161108,5.62307285077,6.28016110797,6.28016110797,6.28016110783,6.28016110819,6.28016110819,6.280161108,6.28016110802,6.28016110802,6.280161108,6.280161107907,6.280161107907,6.280161108,6.280161108,6.280161108,6.28016110783,6.2801611077,6.2801611077,6.28016110796,6.28016110796,6.28016110796,6.28016110796,6.28016110806,6.28016110806,6.28016110806,6.28016110806,6.14540788126,6.28016110814,6.28016110814,5.41070686206,6.28016110846,6.28016110836,6.28016110836,6.28016110806,6.28016110806,6.280161108066,6.280161108066,6.28016110806,6.28016110816,6.28016110816,5.43437462596,6.28016110766,5.80053947716,6.28016110806,6.280161108029,6.280161108029,6.28016110803,6.28016110756,3.74929678388
"t111",6.76552005877,7.64425132052,7.64425132052,7.64425132052,7.64425132045,7.64425132045,7.64425132037,7.64425132037,7.64425132043,6.87177652843,7.64425132003,7.64425132003,7.64425131993,7.64425131993,7.64425132003,5.74323851038,5.71565657515,7.64425132005,7.64425131987,7.64425131987,7.64425131977,7.64425131977,7.25287156805,7.64425131985,7.6442513198,7.5874410217,4.55034004206,4.55034004206,4.55034004196,4.55034004196,4.55034004196,4.55034004146,4.55034004146,2.39143706407,2.39143706407,2.39143706404,2.39143706404,2.39143706407,0,0.09746250214,0.30752382417,2.77060874847,2.94944465155,5.09278153328,4.88087706508,6.28016110838,6.28016110838,6.28016110888,5.65364865288,6.28016110763,6.28016110753,6.28016110752,6.28016110752,5.99373935333,6.28016110796,6.28016110796,6.28016110806,6.28016110809,6.28016110809,6.28016110813,6.28016110806,6.28016110806,6.28016110807,6.28016110809,6.28016110809,6.28016110816,5.68017829896,5.63094837706,6.28016110785,6.28016110827,6.28016110807,5.62307285084,6.28016110804,6.28016110804,6.2801611079,6.28016110826,6.28016110826,6.28016110807,6.28016110809,6.28016110809,6.28016110807,6.280161107977,6.280161107977,6.28016110807,6.28016110807,6.28016110807,6.2801611079,6.28016110777,6.28016110777,6.28016110803,6.28016110803,6.28016110803,6.28016110803,6.28016110813,6.28016110813,6.28016110813,6.28016110813,6.14540788133,6.28016110821,6.28016110821,5.41070686213,6.28016110853,6.28016110843,6.28016110843,6.28016110813,6.28016110813,6.280161108136,6.280161108136,6.28016110813,6.28016110823,6.28016110823,5.43437462603,6.28016110773,5.80053947723,6.28016110813,6.280161108099,6.280161108099,6.2801611081,6.28016110763,3.74929678395
"t112",6.76552005877,7.64425132052,7.64425132052,7.64425132052,7.64425132045,7.64425132045,7.64425132037,7.64425132037,7.64425132043,6.87177652843,7.64425132003,7.64425132003,7.64425131993,7.64425131993,7.64425132003,5.74323851038,5.71565657515,7.64425132005,7.64425131987,7.64425131987,7.64425131977,7.64425131977,7.25287156805,7.64425131985,7.6442513198,7.5874410217,4.55034004206,4.55034004206,4.55034004196,4.55034004196,4.55034004196,4.55034004146,4.55034004146,2.39143706407,2.39143706407,2.39143706404,2.39143706404,2.39143706407,0.09746250214,0,0.30752382417,2.77060874847,2.94944465155,5.09278153328,4.88087706508,6.28016110838,6.28016110838,6.28016110888,5.65364865288,6.28016110763,6.28016110753,6.28016110752,6.28016110752,5.99373935333,6.28016110796,6.28016110796,6.28016110806,6.28016110809,6.28016110809,6.28016110813,6.28016110806,6.28016110806,6.28016110807,6.28016110809,6.28016110809,6.28016110816,5.68017829896,5.63094837706,6.28016110785,6.28016110827,6.28016110807,5.62307285084,6.28016110804,6.28016110804,6.2801611079,6.28016110826,6.28016110826,6.28016110807,6.28016110809,6.28016110809,6.28016110807,6.280161107977,6.280161107977,6.28016110807,6.28016110807,6.28016110807,6.2801611079,6.28016110777,6.28016110777,6.28016110803,6.28016110803,6.28016110803,6.28016110803,6.28016110813,6.28016110813,6.28016110813,6.28016110813,6.14540788133,6.28016110821,6.28016110821,5.41070686213,6.28016110853,6.28016110843,6.28016110843,6.28016110813,6.28016110813,6.280161108136,6.280161108136,6.28016110813,6.28016110823,6.28016110823,5.43437462603,6.28016110773,5.80053947723,6.28016110813,6.280161108099,6.280161108099,6.2801611081,6.28016110763,3.74929678395
"t86",6.7655200588,7.64425132055,7.64425132055,7.64425132055,7.64425132048,7.64425132048,7.6442513204,7.6442513204,7.64425132046,6.87177652846,7.64425132006,7.64425132006,7.64425131996,7.64425131996,7.64425132006,5.74323851041,5.71565657518,7.64425132008,7.6442513199,7.6442513199,7.6442513198,7.6442513198,7.25287156808,7.64425131988,7.64425131983,7.58744102173,4.55034004209,4.55034004209,4.55034004199,4.55034004199,4.55034004199,4.55034004149,4.55034004149,2.3914370641,2.3914370641,2.39143706407,2.39143706407,2.3914370641,0.30752382417,0.30752382417,0,2.7706087485,2.94944465158,5.09278153331,4.88087706511,6.28016110841,6.28016110841,6.28016110891,5.65364865291,6.28016110766,6.28016110756,6.28016110755,6.28016110755,5.99373935336,6.28016110799,6.28016110799,6.28016110809,6.28016110812,6.28016110812,6.28016110816,6.28016110809,6.28016110809,6.2801611081,6.28016110812,6.28016110812,6.28016110819,5.68017829899,5.63094837709,6.28016110788,6.2801611083,6.2801611081,5.62307285087,6.28016110807,6.28016110807,6.28016110793,6.28016110829,6.28016110829,6.2801611081,6.28016110812,6.28016110812,6.2801611081,6.280161108007,6.280161108007,6.2801611081,6.2801611081,6.2801611081,6.28016110793,6.2801611078,6.2801611078,6.28016110806,6.28016110806,6.28016110806,6.28016110806,6.28016110816,6.28016110816,6.28016110816,6.28016110816,6.14540788136,6.28016110824,6.28016110824,5.41070686216,6.28016110856,6.28016110846,6.28016110846,6.28016110816,6.28016110816,6.280161108166,6.280161108166,6.28016110816,6.28016110826,6.28016110826,5.43437462606,6.28016110776,5.80053947726,6.28016110816,6.280161108129,6.280161108129,6.28016110813,6.28016110766,3.74929678398
"t3",4.2541527109,5.13288397265,5.13288397265,5.13288397265,5.13288397258,5.13288397258,5.1328839725,5.1328839725,5.13288397256,4.36040918056,5.13288397216,5.13288397216,5.13288397206,5.13288397206,5.13288397216,3.23187116251,3.20428922728,5.13288397218,5.132883972,5.132883972,5.1328839719,5.1328839719,4.74150422018,5.13288397198,5.13288397193,5.07607367383,2.77060874839,2.77060874839,2.77060874829,2.77060874829,2.77060874829,2.77060874779,2.77060874779,2.7706087484,2.7706087484,2.77060874837,2.77060874837,2.7706087484,2.77060874847,2.77060874847,2.7706087485,0,0.43807730368,2.58141418541,2.36950971721,3.76879376051,3.76879376051,3.76879376101,3.14228130501,3.76879375976,3.76879375966,3.76879375965,3.76879375965,3.48237200546,3.76879376009,3.76879376009,3.76879376019,3.76879376022,3.76879376022,3.76879376026,3.76879376019,3.76879376019,3.7687937602,3.76879376022,3.76879376022,3.76879376029,3.16881095109,3.11958102919,3.76879375998,3.7687937604,3.7687937602,3.11170550297,3.76879376017,3.76879376017,3.76879376003,3.76879376039,3.76879376039,3.7687937602,3.76879376022,3.76879376022,3.7687937602,3.768793760107,3.768793760107,3.7687937602,3.7687937602,3.7687937602,3.76879376003,3.7687937599,3.7687937599,3.76879376016,3.76879376016,3.76879376016,3.76879376016,3.76879376026,3.76879376026,3.76879376026,3.76879376026,3.63404053346,3.76879376034,3.76879376034,2.89933951426,3.76879376066,3.76879376056,3.76879376056,3.76879376026,3.76879376026,3.768793760266,3.768793760266,3.76879376026,3.76879376036,3.76879376036,2.92300727816,3.76879375986,3.28917212936,3.76879376026,3.768793760229,3.768793760229,3.76879376023,3.76879375976,1.23792943608
"t2",4.29991428822,5.17864554997,5.17864554997,5.17864554997,5.1786455499,5.1786455499,5.17864554982,5.17864554982,5.17864554988,4.40617075788,5.17864554948,5.17864554948,5.17864554938,5.17864554938,5.17864554948,3.27763273983,3.2500508046,5.1786455495,5.17864554932,5.17864554932,5.17864554922,5.17864554922,4.7872657975,5.1786455493,5.17864554925,5.12183525115,2.94944465147,2.94944465147,2.94944465137,2.94944465137,2.94944465137,2.94944465087,2.94944465087,2.94944465148,2.94944465148,2.94944465145,2.94944465145,2.94944465148,2.94944465155,2.94944465155,2.94944465158,0.43807730368,0,2.62717576273,2.41527129453,3.81455533783,3.81455533783,3.81455533833,3.18804288233,3.81455533708,3.81455533698,3.81455533697,3.81455533697,3.52813358278,3.81455533741,3.81455533741,3.81455533751,3.81455533754,3.81455533754,3.81455533758,3.81455533751,3.81455533751,3.81455533752,3.81455533754,3.81455533754,3.81455533761,3.21457252841,3.16534260651,3.8145553373,3.81455533772,3.81455533752,3.15746708029,3.81455533749,3.81455533749,3.81455533735,3.81455533771,3.81455533771,3.81455533752,3.81455533754,3.81455533754,3.81455533752,3.814555337427,3.814555337427,3.81455533752,3.81455533752,3.81455533752,3.81455533735,3.81455533722,3.81455533722,3.81455533748,3.81455533748,3.81455533748,3.81455533748,3.81455533758,3.81455533758,3.81455533758,3.81455533758,3.67980211078,3.81455533766,3.81455533766,2.94510109158,3.81455533798,3.81455533788,3.81455533788,3.81455533758,3.81455533758,3.814555337586,3.814555337586,3.81455533758,3.81455533768,3.81455533768,2.96876885548,3.81455533718,3.33493370668,3.81455533758,3.814555337549,3.814555337549,3.81455533755,3.81455533708,1.2836910134
"t4",5.57814048375,6.4568717455,6.4568717455,6.4568717455,6.45687174543,6.45687174543,6.45687174535,6.45687174535,6.45687174541,5.68439695341,6.45687174501,6.45687174501,6.45687174491,6.45687174491,6.45687174501,4.55585893536,4.52827700013,6.45687174503,6.45687174485,6.45687174485,6.45687174475,6.45687174475,6.06549199303,6.45687174483,6.45687174478,6.40006144668,5.0927815332,5.0927815332,5.0927815331,5.0927815331,5.0927815331,5.0927815326,5.0927815326,5.09278153321,5.09278153321,5.09278153318,5.09278153318,5.09278153321,5.09278153328,5.09278153328,5.09278153331,2.58141418541,2.62717576273,0,2.3789830718,3.7782671151,3.7782671151,4.9440512624,4.3175388064,5.04635137125,5.04635137115,5.04635137114,5.04635137114,4.75992961695,5.04635137158,5.04635137158,5.04635137168,5.04635137171,5.04635137171,5.04635137175,5.04635137168,5.04635137168,5.04635137169,5.04635137171,5.04635137171,5.04635137178,4.44636856258,4.39713864068,5.04635137147,5.04635137189,5.04635137169,4.38926311446,5.04635137166,5.04635137166,5.04635137152,5.04635137188,5.04635137188,5.04635137169,5.04635137171,5.04635137171,5.04635137169,5.046351371597,5.046351371597,5.04635137169,5.04635137169,5.04635137169,5.04635137152,5.04635137139,5.04635137139,5.04635137165,5.04635137165,5.04635137165,5.04635137165,5.04635137175,5.04635137175,5.04635137175,5.04635137175,4.91159814495,5.04635137183,5.04635137183,4.17689712575,5.04635137215,5.04635137205,5.04635137205,5.04635137175,5.04635137175,5.046351371756,5.046351371756,5.04635137175,5.04635137185,5.04635137185,4.20056488965,5.04635137135,4.56672974085,5.04635137175,5.046351371719,5.046351371719,5.04635137172,5.04635137125,2.56191720893
"t17",5.36623601555,6.2449672773,6.2449672773,6.2449672773,6.24496727723,6.24496727723,6.24496727715,6.24496727715,6.24496727721,5.47249248521,6.24496727681,6.24496727681,6.24496727671,6.24496727671,6.24496727681,4.34395446716,4.31637253193,6.24496727683,6.24496727665,6.24496727665,6.24496727655,6.24496727655,5.85358752483,6.24496727663,6.24496727658,6.18815697848,4.880877065,4.880877065,4.8808770649,4.8808770649,4.8808770649,4.8808770644,4.8808770644,4.88087706501,4.88087706501,4.88087706498,4.88087706498,4.88087706501,4.88087706508,4.88087706508,4.88087706511,2.36950971721,2.41527129453,2.3789830718,0,1.4825932569,1.4825932569,4.7321467942,4.1056343382,4.83444690305,4.83444690295,4.83444690294,4.83444690294,4.54802514875,4.83444690338,4.83444690338,4.83444690348,4.83444690351,4.83444690351,4.83444690355,4.83444690348,4.83444690348,4.83444690349,4.83444690351,4.83444690351,4.83444690358,4.23446409438,4.18523417248,4.83444690327,4.83444690369,4.83444690349,4.17735864626,4.83444690346,4.83444690346,4.83444690332,4.83444690368,4.83444690368,4.83444690349,4.83444690351,4.83444690351,4.83444690349,4.834446903397,4.834446903397,4.83444690349,4.83444690349,4.83444690349,4.83444690332,4.83444690319,4.83444690319,4.83444690345,4.83444690345,4.83444690345,4.83444690345,4.83444690355,4.83444690355,4.83444690355,4.83444690355,4.69969367675,4.83444690363,4.83444690363,3.96499265755,4.83444690395,4.83444690385,4.83444690385,4.83444690355,4.83444690355,4.834446903556,4.834446903556,4.83444690355,4.83444690365,4.83444690365,3.98866042145,4.83444690315,4.35482527265,4.83444690355,4.834446903519,4.834446903519,4.83444690352,4.83444690305,2.35001274073
"t61",6.76552005885,7.6442513206,7.6442513206,7.6442513206,7.64425132053,7.64425132053,7.64425132045,7.64425132045,7.64425132051,6.87177652851,7.64425132011,7.64425132011,7.64425132001,7.64425132001,7.64425132011,5.74323851046,5.71565657523,7.64425132013,7.64425131995,7.64425131995,7.64425131985,7.64425131985,7.25287156813,7.64425131993,7.64425131988,7.58744102178,6.2801611083,6.2801611083,6.2801611082,6.2801611082,6.2801611082,6.2801611077,6.2801611077,6.28016110831,6.28016110831,6.28016110828,6.28016110828,6.28016110831,6.28016110838,6.28016110838,6.28016110841,3.76879376051,3.81455533783,3.7782671151,1.4825932569,0,0.8047358882,6.1314308375,5.5049183815,6.23373094635,6.23373094625,6.23373094624,6.23373094624,5.94730919205,6.23373094668,6.23373094668,6.23373094678,6.23373094681,6.23373094681,6.23373094685,6.23373094678,6.23373094678,6.23373094679,6.23373094681,6.23373094681,6.23373094688,5.63374813768,5.58451821578,6.23373094657,6.23373094699,6.23373094679,5.57664268956,6.23373094676,6.23373094676,6.23373094662,6.23373094698,6.23373094698,6.23373094679,6.23373094681,6.23373094681,6.23373094679,6.233730946697,6.233730946697,6.23373094679,6.23373094679,6.23373094679,6.23373094662,6.23373094649,6.23373094649,6.23373094675,6.23373094675,6.23373094675,6.23373094675,6.23373094685,6.23373094685,6.23373094685,6.23373094685,6.09897772005,6.23373094693,6.23373094693,5.36427670085,6.23373094725,6.23373094715,6.23373094715,6.23373094685,6.23373094685,6.233730946856,6.233730946856,6.23373094685,6.23373094695,6.23373094695,5.38794446475,6.23373094645,5.75410931595,6.23373094685,6.233730946819,6.233730946819,6.23373094682,6.23373094635,3.74929678403
"t62",6.76552005885,7.6442513206,7.6442513206,7.6442513206,7.64425132053,7.64425132053,7.64425132045,7.64425132045,7.64425132051,6.87177652851,7.64425132011,7.64425132011,7.64425132001,7.64425132001,7.64425132011,5.74323851046,5.71565657523,7.64425132013,7.64425131995,7.64425131995,7.64425131985,7.64425131985,7.25287156813,7.64425131993,7.64425131988,7.58744102178,6.2801611083,6.2801611083,6.2801611082,6.2801611082,6.2801611082,6.2801611077,6.2801611077,6.28016110831,6.28016110831,6.28016110828,6.28016110828,6.28016110831,6.28016110838,6.28016110838,6.28016110841,3.76879376051,3.81455533783,3.7782671151,1.4825932569,0.8047358882,0,6.1314308375,5.5049183815,6.23373094635,6.23373094625,6.23373094624,6.23373094624,5.94730919205,6.23373094668,6.23373094668,6.23373094678,6.23373094681,6.23373094681,6.23373094685,6.23373094678,6.23373094678,6.23373094679,6.23373094681,6.23373094681,6.23373094688,5.63374813768,5.58451821578,6.23373094657,6.23373094699,6.23373094679,5.57664268956,6.23373094676,6.23373094676,6.23373094662,6.23373094698,6.23373094698,6.23373094679,6.23373094681,6.23373094681,6.23373094679,6.233730946697,6.233730946697,6.23373094679,6.23373094679,6.23373094679,6.23373094662,6.23373094649,6.23373094649,6.23373094675,6.23373094675,6.23373094675,6.23373094675,6.23373094685,6.23373094685,6.23373094685,6.23373094685,6.09897772005,6.23373094693,6.23373094693,5.36427670085,6.23373094725,6.23373094715,6.23373094715,6.23373094685,6.23373094685,6.233730946856,6.233730946856,6.23373094685,6.23373094695,6.23373094695,5.38794446475,6.23373094645,5.75410931595,6.23373094685,6.233730946819,6.233730946819,6.23373094682,6.23373094635,3.74929678403
