,0,1,2,3,4,5,6,7,8,9,10,11,12
t1,-5.519076,33.61465,10.996898,29.037642,-3.8712406,9.250952,-6.248922,14.987828,-4.849906,17.637178,35.650818,8.600124,-0.63798875
t4,-4.207557,21.04151,16.170748,20.4195,-2.5116365,2.7333624,-4.5994,11.372569,-3.9676843,17.535961,28.33902,2.5590186,-0.15883459
t31,-6.0757484,25.270588,32.15972,29.010778,-3.4486923,0.6044497,-6.557674,17.910658,-6.482026,27.326855,42.155,-0.027193148,-0.17691244
t41,-5.6428905,22.801792,31.093243,26.7078,-3.1484227,-0.0077083195,-6.046439,16.608326,-6.0952206,25.840733,39.2025,-0.16583203,-0.10070242
t42,-6.084953,25.261696,31.997164,28.914724,-3.4239614,0.8466596,-6.4556403,17.75217,-6.4416656,27.382414,42.002293,-0.051719744,-0.20005774
t121,-6.0498037,25.017668,32.2811,29.08381,-3.4099827,0.6665043,-6.4350944,17.533632,-6.4707694,27.47445,41.923332,-0.053243812,-0.13761562
t122,-6.050505,25.02725,32.28786,29.083935,-3.4074268,0.66196793,-6.4372687,17.527845,-6.47113,27.464571,41.922813,-0.053466495,-0.1366445
t86,-6.2066016,26.672018,32.078674,28.976442,-3.3448715,-0.0047705257,-6.6023555,17.937231,-6.477099,27.783957,42.286293,-0.010191805,-0.090144955
t87,-6.20766,26.690313,32.041965,29.041456,-3.3618944,0.09288283,-6.6099963,18.023382,-6.513449,27.825691,42.30204,0.027356714,-0.07846665
t50,-6.210274,26.651953,31.729845,29.046576,-3.3522518,-0.0008400522,-6.5920024,17.782375,-6.472097,27.942617,42.277092,-0.033581622,-0.059509218
t53,-5.8729568,23.649143,33.105103,27.961851,-3.3891475,-0.007404193,-6.659005,16.957607,-6.1970077,27.77747,42.187332,0.17844447,-0.20620894
t56,-5.8784366,23.608936,33.077667,28.050081,-3.4286995,0.017445285,-6.665962,17.12102,-6.241507,27.914993,42.204674,0.29245433,-0.18292393
t57,-5.912293,23.746016,33.26067,28.104553,-3.3969402,0.094886735,-6.659759,17.014378,-6.2359195,27.843197,42.359406,0.3026968,-0.217831
