"","t8","t63","t64","t55","t84","t85","t80","t97","t115","t116","t34","t73","t74","t69","t122","t123","t114","t100","t124","t125","t98","t99","t26","t133","t134","t89","t50","t145","t146","t35","t17","t45","t46","t129","t130","t20","t23","t86","t92","t93","t15","t101","t102","t53","t54","t103","t104","t94","t33","t31","t32","t28","t13","t41","t65","t95","t96","t39","t117","t118","t67","t36","t27","t51","t52","t43","t16","t9","t10","t7","t6","t42","t60","t90","t91","t83","t105","t106","t82","t79","t143","t144","t38","t3","t4","t5","t21","t22","t66","t131","t132","t81","t71","t58","t112","t113","t76","t77","t87","t88","t30","t107","t108","t110","t111","t137","t138","t59","t147","t148","t121","t126","t127","t61","t62","t44","t49","t68","t109","t119","t120","t78","t40","t37","t24","t14","t29","t48","t56","t57","t25","t11","t12","t141","t142","t75","t139","t140","t128","t70","t72","t135","t136","t47","t18","t19","t2","t1"
"t8",0,4.4702372754,4.4702372754,4.4702372754,4.4702372758,4.4702372758,4.4702372758,4.47023727508,4.47023727512,4.47023727512,3.07462627647,4.47023727557,4.47023727557,4.47023727546,4.47023727556,4.47023727556,4.47023727556,4.47023727556,4.47023727556,4.47023727556,4.47023727557,4.47023727557,4.47023727548,4.47023727531,4.47023727531,4.47023727538,3.34009228778,4.4702372757128,4.4702372757128,2.6918781891938,2.8796915039238,4.1462602895,4.4702372755,4.47023727528,4.47023727528,2.6502397902,2.348598017,4.4702372753,4.47023727526,4.47023727526,2.6059185748,4.47023727529,4.47023727529,4.332326852116,3.502245374566,4.47023727548,4.47023727548,4.47023727549,4.47023727539,4.47023727568,3.40986749038,4.4702372756,9.09303434616,12.36504055359,12.36504055349,12.36504055349,12.36504055349,11.37046574042,12.36504055372,12.36504055372,11.75521716654,10.94923138002,11.64151005202,12.3650405534,12.3650405534,11.4811727615,10.2423322602,10.15015529593,8.92695511423,7.47418775501,7.53241966222,11.42636757445,12.36504055315,12.36504055318,12.36504055318,12.36504055318,12.36504055308,12.36504055308,12.36504055318,11.97274934616,12.365040553131,12.365040553131,11.35030990882,6.127173509487,8.6773427916,7.1782697397,10.6288925944,10.2131230676,12.3650405545,12.36504055451,12.36504055451,12.3650405545,12.3650405545,12.3650405545,12.36504055419,12.36504055419,12.14185025219,12.36504055449,12.36504055439,12.36504055439,12.3650405548,12.3650405537,12.3650405537,12.3650405538,12.29373253561,12.36504055381,12.36504055381,11.44349475362,12.365040553404,12.365040553404,12.3650405534,12.36504055339,12.29906257538,12.3650405534,12.3650405534,12.3650405537,12.3650405531,12.3650405533,12.3650405533,12.36504055327,12.36504055327,12.3650405533,11.0809619494,10.67914305844,10.4802725134,11.5143966038,10.5607779469,12.3650405536,12.3650405537,12.3650405537,10.9014596749,11.2809101789,10.162352119959,12.365040554029,12.365040554029,12.365040553989,12.365040554029,12.365040554029,12.365040554029,12.365040554029,12.3650405542,12.36504055421,12.36504055421,11.5213974683,9.857202622,10.9360225646,6.61018316362,4.81907794292
"t63",4.4702372754,0,1.6710451174,1.9895076896,3.9623445878,3.9623445878,3.9623445878,7.86828112308,7.86828112312,7.86828112312,6.47267012447,7.86828112357,7.86828112357,7.86828112346,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112357,7.86828112357,7.86828112348,7.86828112331,7.86828112331,7.86828112338,6.73813613578,7.8682811237128,7.8682811237128,6.0899220371938,6.2777353519238,7.5443041375,7.8682811235,7.86828112328,7.86828112328,6.0482836382,5.746641865,7.8682811233,7.86828112326,7.86828112326,6.0039624228,7.86828112329,7.86828112329,7.730370700116,6.900289222566,7.86828112348,7.86828112348,7.86828112349,7.86828112339,7.86828112368,6.80791133838,7.8682811236,12.76920336976,16.04120957719,16.04120957709,16.04120957709,16.04120957709,15.04663476402,16.04120957732,16.04120957732,15.43138619014,14.62540040362,15.31767907562,16.041209577,16.041209577,15.1573417851,13.9185012838,13.82632431953,12.60312413783,11.15035677861,11.20858868582,15.10253659805,16.04120957675,16.04120957678,16.04120957678,16.04120957678,16.04120957668,16.04120957668,16.04120957678,15.64891836976,16.041209576731,16.041209576731,15.02647893242,9.803342533087,12.3535118152,10.8544387633,14.305061618,13.8892920912,16.0412095781,16.04120957811,16.04120957811,16.0412095781,16.0412095781,16.0412095781,16.04120957779,16.04120957779,15.81801927579,16.04120957809,16.04120957799,16.04120957799,16.0412095784,16.0412095773,16.0412095773,16.0412095774,15.96990155921,16.04120957741,16.04120957741,15.11966377722,16.041209577004,16.041209577004,16.041209577,16.04120957699,15.97523159898,16.041209577,16.041209577,16.0412095773,16.0412095767,16.0412095769,16.0412095769,16.04120957687,16.04120957687,16.0412095769,14.757130973,14.35531208204,14.156441537,15.1905656274,14.2369469705,16.0412095772,16.0412095773,16.0412095773,14.5776286985,14.9570792025,13.838521143559,16.041209577629,16.041209577629,16.041209577589,16.041209577629,16.041209577629,16.041209577629,16.041209577629,16.0412095778,16.04120957781,16.04120957781,15.1975664919,13.5333716456,14.6121915882,10.28635218722,8.49524696652
"t64",4.4702372754,1.6710451174,0,1.9895076896,3.9623445878,3.9623445878,3.9623445878,7.86828112308,7.86828112312,7.86828112312,6.47267012447,7.86828112357,7.86828112357,7.86828112346,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112357,7.86828112357,7.86828112348,7.86828112331,7.86828112331,7.86828112338,6.73813613578,7.8682811237128,7.8682811237128,6.0899220371938,6.2777353519238,7.5443041375,7.8682811235,7.86828112328,7.86828112328,6.0482836382,5.746641865,7.8682811233,7.86828112326,7.86828112326,6.0039624228,7.86828112329,7.86828112329,7.730370700116,6.900289222566,7.86828112348,7.86828112348,7.86828112349,7.86828112339,7.86828112368,6.80791133838,7.8682811236,12.76920336976,16.04120957719,16.04120957709,16.04120957709,16.04120957709,15.04663476402,16.04120957732,16.04120957732,15.43138619014,14.62540040362,15.31767907562,16.041209577,16.041209577,15.1573417851,13.9185012838,13.82632431953,12.60312413783,11.15035677861,11.20858868582,15.10253659805,16.04120957675,16.04120957678,16.04120957678,16.04120957678,16.04120957668,16.04120957668,16.04120957678,15.64891836976,16.041209576731,16.041209576731,15.02647893242,9.803342533087,12.3535118152,10.8544387633,14.305061618,13.8892920912,16.0412095781,16.04120957811,16.04120957811,16.0412095781,16.0412095781,16.0412095781,16.04120957779,16.04120957779,15.81801927579,16.04120957809,16.04120957799,16.04120957799,16.0412095784,16.0412095773,16.0412095773,16.0412095774,15.96990155921,16.04120957741,16.04120957741,15.11966377722,16.041209577004,16.041209577004,16.041209577,16.04120957699,15.97523159898,16.041209577,16.041209577,16.0412095773,16.0412095767,16.0412095769,16.0412095769,16.04120957687,16.04120957687,16.0412095769,14.757130973,14.35531208204,14.156441537,15.1905656274,14.2369469705,16.0412095772,16.0412095773,16.0412095773,14.5776286985,14.9570792025,13.838521143559,16.041209577629,16.041209577629,16.041209577589,16.041209577629,16.041209577629,16.041209577629,16.041209577629,16.0412095778,16.04120957781,16.04120957781,15.1975664919,13.5333716456,14.6121915882,10.28635218722,8.49524696652
"t55",4.4702372754,1.9895076896,1.9895076896,0,3.9623445878,3.9623445878,3.9623445878,7.86828112308,7.86828112312,7.86828112312,6.47267012447,7.86828112357,7.86828112357,7.86828112346,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112356,7.86828112357,7.86828112357,7.86828112348,7.86828112331,7.86828112331,7.86828112338,6.73813613578,7.8682811237128,7.8682811237128,6.0899220371938,6.2777353519238,7.5443041375,7.8682811235,7.86828112328,7.86828112328,6.0482836382,5.746641865,7.8682811233,7.86828112326,7.86828112326,6.0039624228,7.86828112329,7.86828112329,7.730370700116,6.900289222566,7.86828112348,7.86828112348,7.86828112349,7.86828112339,7.86828112368,6.80791133838,7.8682811236,12.76920336976,16.04120957719,16.04120957709,16.04120957709,16.04120957709,15.04663476402,16.04120957732,16.04120957732,15.43138619014,14.62540040362,15.31767907562,16.041209577,16.041209577,15.1573417851,13.9185012838,13.82632431953,12.60312413783,11.15035677861,11.20858868582,15.10253659805,16.04120957675,16.04120957678,16.04120957678,16.04120957678,16.04120957668,16.04120957668,16.04120957678,15.64891836976,16.041209576731,16.041209576731,15.02647893242,9.803342533087,12.3535118152,10.8544387633,14.305061618,13.8892920912,16.0412095781,16.04120957811,16.04120957811,16.0412095781,16.0412095781,16.0412095781,16.04120957779,16.04120957779,15.81801927579,16.04120957809,16.04120957799,16.04120957799,16.0412095784,16.0412095773,16.0412095773,16.0412095774,15.96990155921,16.04120957741,16.04120957741,15.11966377722,16.041209577004,16.041209577004,16.041209577,16.04120957699,15.97523159898,16.041209577,16.041209577,16.0412095773,16.0412095767,16.0412095769,16.0412095769,16.04120957687,16.04120957687,16.0412095769,14.757130973,14.35531208204,14.156441537,15.1905656274,14.2369469705,16.0412095772,16.0412095773,16.0412095773,14.5776286985,14.9570792025,13.838521143559,16.041209577629,16.041209577629,16.041209577589,16.041209577629,16.041209577629,16.041209577629,16.041209577629,16.0412095778,16.04120957781,16.04120957781,15.1975664919,13.5333716456,14.6121915882,10.28635218722,8.49524696652
"t84",4.4702372758,3.9623445878,3.9623445878,3.9623445878,0,0.59240325,0.9113830802,7.86828112348,7.86828112352,7.86828112352,6.47267012487,7.86828112397,7.86828112397,7.86828112386,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112397,7.86828112397,7.86828112388,7.86828112371,7.86828112371,7.86828112378,6.73813613618,7.8682811241128,7.8682811241128,6.0899220375938,6.2777353523238,7.5443041379,7.8682811239,7.86828112368,7.86828112368,6.0482836386,5.7466418654,7.8682811237,7.86828112366,7.86828112366,6.0039624232,7.86828112369,7.86828112369,7.730370700516,6.900289222966,7.86828112388,7.86828112388,7.86828112389,7.86828112379,7.86828112408,6.80791133878,7.868281124,12.76920337016,16.04120957759,16.04120957749,16.04120957749,16.04120957749,15.04663476442,16.04120957772,16.04120957772,15.43138619054,14.62540040402,15.31767907602,16.0412095774,16.0412095774,15.1573417855,13.9185012842,13.82632431993,12.60312413823,11.15035677901,11.20858868622,15.10253659845,16.04120957715,16.04120957718,16.04120957718,16.04120957718,16.04120957708,16.04120957708,16.04120957718,15.64891837016,16.041209577131,16.041209577131,15.02647893282,9.803342533487,12.3535118156,10.8544387637,14.3050616184,13.8892920916,16.0412095785,16.04120957851,16.04120957851,16.0412095785,16.0412095785,16.0412095785,16.04120957819,16.04120957819,15.81801927619,16.04120957849,16.04120957839,16.04120957839,16.0412095788,16.0412095777,16.0412095777,16.0412095778,15.96990155961,16.04120957781,16.04120957781,15.11966377762,16.041209577404,16.041209577404,16.0412095774,16.04120957739,15.97523159938,16.0412095774,16.0412095774,16.0412095777,16.0412095771,16.0412095773,16.0412095773,16.04120957727,16.04120957727,16.0412095773,14.7571309734,14.35531208244,14.1564415374,15.1905656278,14.2369469709,16.0412095776,16.0412095777,16.0412095777,14.5776286989,14.9570792029,13.838521143959,16.041209578029,16.041209578029,16.041209577989,16.041209578029,16.041209578029,16.041209578029,16.041209578029,16.0412095782,16.04120957821,16.04120957821,15.1975664923,13.533371646,14.6121915886,10.28635218762,8.49524696692
"t85",4.4702372758,3.9623445878,3.9623445878,3.9623445878,0.59240325,0,0.9113830802,7.86828112348,7.86828112352,7.86828112352,6.47267012487,7.86828112397,7.86828112397,7.86828112386,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112397,7.86828112397,7.86828112388,7.86828112371,7.86828112371,7.86828112378,6.73813613618,7.8682811241128,7.8682811241128,6.0899220375938,6.2777353523238,7.5443041379,7.8682811239,7.86828112368,7.86828112368,6.0482836386,5.7466418654,7.8682811237,7.86828112366,7.86828112366,6.0039624232,7.86828112369,7.86828112369,7.730370700516,6.900289222966,7.86828112388,7.86828112388,7.86828112389,7.86828112379,7.86828112408,6.80791133878,7.868281124,12.76920337016,16.04120957759,16.04120957749,16.04120957749,16.04120957749,15.04663476442,16.04120957772,16.04120957772,15.43138619054,14.62540040402,15.31767907602,16.0412095774,16.0412095774,15.1573417855,13.9185012842,13.82632431993,12.60312413823,11.15035677901,11.20858868622,15.10253659845,16.04120957715,16.04120957718,16.04120957718,16.04120957718,16.04120957708,16.04120957708,16.04120957718,15.64891837016,16.041209577131,16.041209577131,15.02647893282,9.803342533487,12.3535118156,10.8544387637,14.3050616184,13.8892920916,16.0412095785,16.04120957851,16.04120957851,16.0412095785,16.0412095785,16.0412095785,16.04120957819,16.04120957819,15.81801927619,16.04120957849,16.04120957839,16.04120957839,16.0412095788,16.0412095777,16.0412095777,16.0412095778,15.96990155961,16.04120957781,16.04120957781,15.11966377762,16.041209577404,16.041209577404,16.0412095774,16.04120957739,15.97523159938,16.0412095774,16.0412095774,16.0412095777,16.0412095771,16.0412095773,16.0412095773,16.04120957727,16.04120957727,16.0412095773,14.7571309734,14.35531208244,14.1564415374,15.1905656278,14.2369469709,16.0412095776,16.0412095777,16.0412095777,14.5776286989,14.9570792029,13.838521143959,16.041209578029,16.041209578029,16.041209577989,16.041209578029,16.041209578029,16.041209578029,16.041209578029,16.0412095782,16.04120957821,16.04120957821,15.1975664923,13.533371646,14.6121915886,10.28635218762,8.49524696692
"t80",4.4702372758,3.9623445878,3.9623445878,3.9623445878,0.9113830802,0.9113830802,0,7.86828112348,7.86828112352,7.86828112352,6.47267012487,7.86828112397,7.86828112397,7.86828112386,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112396,7.86828112397,7.86828112397,7.86828112388,7.86828112371,7.86828112371,7.86828112378,6.73813613618,7.8682811241128,7.8682811241128,6.0899220375938,6.2777353523238,7.5443041379,7.8682811239,7.86828112368,7.86828112368,6.0482836386,5.7466418654,7.8682811237,7.86828112366,7.86828112366,6.0039624232,7.86828112369,7.86828112369,7.730370700516,6.900289222966,7.86828112388,7.86828112388,7.86828112389,7.86828112379,7.86828112408,6.80791133878,7.868281124,12.76920337016,16.04120957759,16.04120957749,16.04120957749,16.04120957749,15.04663476442,16.04120957772,16.04120957772,15.43138619054,14.62540040402,15.31767907602,16.0412095774,16.0412095774,15.1573417855,13.9185012842,13.82632431993,12.60312413823,11.15035677901,11.20858868622,15.10253659845,16.04120957715,16.04120957718,16.04120957718,16.04120957718,16.04120957708,16.04120957708,16.04120957718,15.64891837016,16.041209577131,16.041209577131,15.02647893282,9.803342533487,12.3535118156,10.8544387637,14.3050616184,13.8892920916,16.0412095785,16.04120957851,16.04120957851,16.0412095785,16.0412095785,16.0412095785,16.04120957819,16.04120957819,15.81801927619,16.04120957849,16.04120957839,16.04120957839,16.0412095788,16.0412095777,16.0412095777,16.0412095778,15.96990155961,16.04120957781,16.04120957781,15.11966377762,16.041209577404,16.041209577404,16.0412095774,16.04120957739,15.97523159938,16.0412095774,16.0412095774,16.0412095777,16.0412095771,16.0412095773,16.0412095773,16.04120957727,16.04120957727,16.0412095773,14.7571309734,14.35531208244,14.1564415374,15.1905656278,14.2369469709,16.0412095776,16.0412095777,16.0412095777,14.5776286989,14.9570792029,13.838521143959,16.041209578029,16.041209578029,16.041209577989,16.041209578029,16.041209578029,16.041209578029,16.041209578029,16.0412095782,16.04120957821,16.04120957821,15.1975664923,13.533371646,14.6121915886,10.28635218762,8.49524696692
"t97",4.47023727508,7.86828112308,7.86828112308,7.86828112308,7.86828112348,7.86828112348,7.86828112348,0,0.44149730704,0.44149730704,2.50544253039,3.90105352949,3.90105352949,3.90105352938,3.90105352948,3.90105352948,3.90105352948,3.90105352948,3.90105352948,3.90105352948,3.90105352949,3.90105352949,5.5194518718,5.51945187163,5.51945187163,5.5194518717,4.3893068841,5.5437241469928,5.5437241469928,3.7653650604738,3.9531783752038,5.52565897958,5.84963596558,5.84963596536,5.84963596536,5.65364621928,5.35200444608,7.47364370438,7.47364370434,7.47364370434,5.60932500388,7.47364370437,7.47364370437,7.335733281196,6.505651803646,7.47364370456,7.47364370456,7.47364370457,7.47364370447,7.47364370476,6.41327391946,7.47364370468,12.76920336944,16.04120957687,16.04120957677,16.04120957677,16.04120957677,15.0466347637,16.041209577,16.041209577,15.43138618982,14.6254004033,15.3176790753,16.04120957668,16.04120957668,15.15734178478,13.91850128348,13.82632431921,12.60312413751,11.15035677829,11.2085886855,15.10253659773,16.04120957643,16.04120957646,16.04120957646,16.04120957646,16.04120957636,16.04120957636,16.04120957646,15.64891836944,16.041209576411,16.041209576411,15.0264789321,9.803342532767,12.35351181488,10.85443876298,14.30506161768,13.88929209088,16.04120957778,16.04120957779,16.04120957779,16.04120957778,16.04120957778,16.04120957778,16.04120957747,16.04120957747,15.81801927547,16.04120957777,16.04120957767,16.04120957767,16.04120957808,16.04120957698,16.04120957698,16.04120957708,15.96990155889,16.04120957709,16.04120957709,15.1196637769,16.041209576684,16.041209576684,16.04120957668,16.04120957667,15.97523159866,16.04120957668,16.04120957668,16.04120957698,16.04120957638,16.04120957658,16.04120957658,16.04120957655,16.04120957655,16.04120957658,14.75713097268,14.35531208172,14.15644153668,15.19056562708,14.23694697018,16.04120957688,16.04120957698,16.04120957698,14.57762869818,14.95707920218,13.838521143239,16.041209577309,16.041209577309,16.041209577269,16.041209577309,16.041209577309,16.041209577309,16.041209577309,16.04120957748,16.04120957749,16.04120957749,15.19756649158,13.53337164528,14.61219158788,10.2863521869,8.4952469662
"t115",4.47023727512,7.86828112312,7.86828112312,7.86828112312,7.86828112352,7.86828112352,7.86828112352,0.44149730704,0,0.2670068322,2.50544253043,3.90105352953,3.90105352953,3.90105352942,3.90105352952,3.90105352952,3.90105352952,3.90105352952,3.90105352952,3.90105352952,3.90105352953,3.90105352953,5.51945187184,5.51945187167,5.51945187167,5.51945187174,4.38930688414,5.5437241470328,5.5437241470328,3.7653650605138,3.9531783752438,5.52565897962,5.84963596562,5.8496359654,5.8496359654,5.65364621932,5.35200444612,7.47364370442,7.47364370438,7.47364370438,5.60932500392,7.47364370441,7.47364370441,7.335733281236,6.505651803686,7.4736437046,7.4736437046,7.47364370461,7.47364370451,7.4736437048,6.4132739195,7.47364370472,12.76920336948,16.04120957691,16.04120957681,16.04120957681,16.04120957681,15.04663476374,16.04120957704,16.04120957704,15.43138618986,14.62540040334,15.31767907534,16.04120957672,16.04120957672,15.15734178482,13.91850128352,13.82632431925,12.60312413755,11.15035677833,11.20858868554,15.10253659777,16.04120957647,16.0412095765,16.0412095765,16.0412095765,16.0412095764,16.0412095764,16.0412095765,15.64891836948,16.041209576451,16.041209576451,15.02647893214,9.803342532807,12.35351181492,10.85443876302,14.30506161772,13.88929209092,16.04120957782,16.04120957783,16.04120957783,16.04120957782,16.04120957782,16.04120957782,16.04120957751,16.04120957751,15.81801927551,16.04120957781,16.04120957771,16.04120957771,16.04120957812,16.04120957702,16.04120957702,16.04120957712,15.96990155893,16.04120957713,16.04120957713,15.11966377694,16.041209576724,16.041209576724,16.04120957672,16.04120957671,15.9752315987,16.04120957672,16.04120957672,16.04120957702,16.04120957642,16.04120957662,16.04120957662,16.04120957659,16.04120957659,16.04120957662,14.75713097272,14.35531208176,14.15644153672,15.19056562712,14.23694697022,16.04120957692,16.04120957702,16.04120957702,14.57762869822,14.95707920222,13.838521143279,16.041209577349,16.041209577349,16.041209577309,16.041209577349,16.041209577349,16.041209577349,16.041209577349,16.04120957752,16.04120957753,16.04120957753,15.19756649162,13.53337164532,14.61219158792,10.28635218694,8.49524696624
"t116",4.47023727512,7.86828112312,7.86828112312,7.86828112312,7.86828112352,7.86828112352,7.86828112352,0.44149730704,0.2670068322,0,2.50544253043,3.90105352953,3.90105352953,3.90105352942,3.90105352952,3.90105352952,3.90105352952,3.90105352952,3.90105352952,3.90105352952,3.90105352953,3.90105352953,5.51945187184,5.51945187167,5.51945187167,5.51945187174,4.38930688414,5.5437241470328,5.5437241470328,3.7653650605138,3.9531783752438,5.52565897962,5.84963596562,5.8496359654,5.8496359654,5.65364621932,5.35200444612,7.47364370442,7.47364370438,7.47364370438,5.60932500392,7.47364370441,7.47364370441,7.335733281236,6.505651803686,7.4736437046,7.4736437046,7.47364370461,7.47364370451,7.4736437048,6.4132739195,7.47364370472,12.76920336948,16.04120957691,16.04120957681,16.04120957681,16.04120957681,15.04663476374,16.04120957704,16.04120957704,15.43138618986,14.62540040334,15.31767907534,16.04120957672,16.04120957672,15.15734178482,13.91850128352,13.82632431925,12.60312413755,11.15035677833,11.20858868554,15.10253659777,16.04120957647,16.0412095765,16.0412095765,16.0412095765,16.0412095764,16.0412095764,16.0412095765,15.64891836948,16.041209576451,16.041209576451,15.02647893214,9.803342532807,12.35351181492,10.85443876302,14.30506161772,13.88929209092,16.04120957782,16.04120957783,16.04120957783,16.04120957782,16.04120957782,16.04120957782,16.04120957751,16.04120957751,15.81801927551,16.04120957781,16.04120957771,16.04120957771,16.04120957812,16.04120957702,16.04120957702,16.04120957712,15.96990155893,16.04120957713,16.04120957713,15.11966377694,16.041209576724,16.041209576724,16.04120957672,16.04120957671,15.9752315987,16.04120957672,16.04120957672,16.04120957702,16.04120957642,16.04120957662,16.04120957662,16.04120957659,16.04120957659,16.04120957662,14.75713097272,14.35531208176,14.15644153672,15.19056562712,14.23694697022,16.04120957692,16.04120957702,16.04120957702,14.57762869822,14.95707920222,13.838521143279,16.041209577349,16.041209577349,16.041209577309,16.041209577349,16.041209577349,16.041209577349,16.041209577349,16.04120957752,16.04120957753,16.04120957753,15.19756649162,13.53337164532,14.61219158792,10.28635218694,8.49524696624
