"accepted_species","Medicinal"
"Cynanchum_brasiliense",0
"Hyperacanthus_perrieri",0
"Coprosma_linariifolia",0
"Keetia_hispida",1
"Palicourea_liogieri",0
"Eumachia_podocephala",0
"Neanotis_montholonii",0
"Palicourea_woronovii",1
"Gynochthodes_ridleyi",0
"Rennellia_elongata",0
"Timonius_ridleyi",0
"Gynochthodes_kanalensis",0
"Prestonia_coalita",1
"Prestonia_trifida",0
"Stenotis_australis",0
"Atractocarpus_artensis",0
"Vincetoxicum_globiferum",1
"Gentianella_dombeyana",0
"Seychellea_sechellarum",1
"Nenax_hirta",0
"Ophiorrhiza_rubescens",0
"Palicourea_yneziae",0
"Pervillaea_tomentosa",0
"Galium_sterneri",0
"Dioicodendron_dioicum",1
"Diplorhynchus_condylocarpon",1
"Marsdenia_mahaweeensis",0
"Rubia_truppeliana",1
"Oxypetalum_arachnoideum",0
"Ditassa_lagoensis",0
"Urophyllum_cyphandrum",0
"Geophila_pilosa",1
"Frasera_paniculata",0
"Gardenia_scabrella",0
"Cynanchum_lineare",0
"Ceropegia_ambovombensis",0
"Retiniphyllum_scabrum",0
"Ceropegia_sepium",0
"Psychotria_tawaensis",0
"Psychotria_appendiculata",0
"Psychotria_tripedunculata",0
"Psychotria_buntingii",0
"Galium_advenum",0
"Danais_cernua",0
"Galium_parvulum",0
"Psychotria_infundibularis",0
"Galium_inconspicuum",0
"Psychotria_diffusa",0
"Psychotria_uapoensis",0
"Galium_aetnicum",0
"Manettia_marginata",0
"Alyxia_racemosa",0
"Ixora_keithii",0
"Huernia_radhwana",0
"Ixora_parviflora",0
"Ixora_macrocotyla",0
"Hoya_kapuasensis",0
"Hoya_taywanisensis",0
"Hoya_polyneura",0
"Saccifolium_bandeirae",0
"Hoya_papillantha",0
"Hoya_uniflora",0
"Hedyotis_shenzhenensis",0
"Hoya_taytayensis",0
"Hoya_crassior",0
"Hoya_nervosa",0
"Coffea_arabica",1
"Gentianella_bangii",0
"Machaonia_woodburyana",0
"Ochrosia_mulsantii",0
"Mitracarpus_anthospermoides",0
"Macrocarpaea_opulenta",0
"Fadogia_vollesenii",0
"Utania_philippinensis",0
"Fagraea_eymae",0
"Hunteria_myriantha",0
"Aspidoglossum_biflorum",0
"Dischidia_cylindrica",0
"Pavetta_pammalaka",0
"Lasianthus_sonlangensis",0
"Geniostoma_clavatum",0
"Parapentas_battiscombei",0
"Randia_laevigata",1
"Randia_manglaris",0
"Rudgea_hemisphaerica",0
"Rudgea_nivosa",0
"Erithalis_fruticosa",1
"Faroa_chalcophila",0
"Wendlandia_formosana",0
"Airosperma_ramuensis",0
"Carissa_spinarum",1
"Stapelia_glanduliflora",0
"Sarcolobus_spathulatus",0
"Tricalysia_oligoneura",0
"Remijia_longifolia",0
"Tricalysia_semidecidua",0
"Dendrosipanea_revoluta",0
"Pyrostria_alluaudii",0
"Ophiorrhiza_hasseltii",0
"Argostemma_havilandii",0
