"accepted_species","sorted"
"t75",0.294274219638183
"t76",0.194601886652512
"t48",0.292270282529981
"t27",0.899598747911656
"t16",-0.620204224843489
"t97",-0.29205195605132
"t98",-0.186928356873634
"t86",-0.233895817424533
"t87",-0.879635684290419
"t28",-0.704555418000609
"t29",-1.95864736754201
"t12",-1.84781530961972
"t62",-0.353013583816857
"t64",-0.559410734125406
"t65",-0.80838548980791
"t49",1.13418125150162
"t50",-0.14981776865095
"t17",NA
"t18",0.615519269705809
"t89",NA
"t90",NA
"t88",NA
"t83",0.0556021963848979
"t79",NA
"t80",NA
"t24",NA
"t9",0.542820785175067
"t14",NA
"t43",NA
"t44",NA
"t3",-0.0576972868213955
"t68",0.744240638321937
"t69",0.460951373093732
"t41",1.87684776102984
"t42",1.59509211536034
"t6",0.187257976422555
"t32",0.705022635440808
"t36",0.589828602562621
"t37",1.17651397605406
"t5",1.32137410986105
"t33",-0.153459096268848
"t34",1.00798031260996
"t81",2.65387380862361
"t82",1.91926279457346
"t70",2.46835321293788
"t63",2.91741080420635
"t15",2.16685007472231
"t60",-0.425643810509605
"t61",0.152832542069428
"t13",-0.317210897006172
"t38",-0.102777698100454
"t53",0.998653642864969
"t54",-0.322026840895909
"t22",0.447247717503896
"t30",-0.516223167399564
"t31",-0.416226497079589
"t4",1.478335816553
"t10",0.0170070331656219
"t11",1.62703867375124
"t20",0.957014262233814
"t21",1.37243060211597
"t73",-0.647529038602773
"t77",-0.462483189522768
"t78",-0.824817642204315
"t84",-0.696316194841448
"t85",-0.54699232422261
"t2",-0.998208522530931
"t74",0.183433550217416
"t91",-0.104077856637389
"t92",-0.315298043547797
"t99",-0.022790104069026
"t100",-0.0230210866746889
"t59",0.951513835729676
"t25",-0.332463786007707
"t26",-1.15408751702983
"t1",1.12137634611146
"t45",-0.519162400543968
"t46",-0.92960122219447
"t71",-1.23409902100479
"t72",-1.68997075809504
"t23",-1.41829985137352
"t35",-0.487660576230469
"t93",-0.540619195010878
"t94",-0.563957724029438
"t57",-0.754244957583886
"t58",-0.624860584648567
"t66",-1.72567346123547
"t67",-1.25453174533576
"t55",-0.166076163727038
"t56",1.16067161955869
"t19",-0.379523363916053
"t51",-0.300172335321624
"t52",-0.688308057447449
"t47",-0.198053167766357
"t95",-0.818309152460568
"t96",-0.610547154350736
"t39",-0.783799036641756
"t40",-0.782035991478692
"t7",-1.34564161833729
"t8",1.68951502126985
