"","t2","t4","t35","t57","t58","t30","t62","t63","t52","t18","t22","t50","t51","t19","t45","t83","t105","t110","t111","t115","t116","t36","t31","t32","t75","t76","t118","t119","t53","t92","t93","t77","t78","t12","t68","t112","t122","t123","t59","t71","t117","t120","t121","t73","t54","t55","t64","t94","t95","t72","t89","t126","t127","t69","t70","t38","t26","t9","t10","t5","t6","t79","t80","t14","t34","t61","t101","t102","t49","t84","t85","t3","t27","t87","t88","t11","t13","t15","t47","t48","t20","t21","t33","t37","t46","t90","t91","t86","t60","t74","t124","t125","t98","t99","t100","t113","t114","t108","t109","t96","t97","t67","t41","t42","t103","t104","t28","t29","t17","t65","t66","t81","t82","t23","t106","t107","t56","t39","t40","t24","t25","t16","t43","t44","t8","t7","t1"
"t2",0,3.08291391364,6.94586317494,6.94586317494,6.65522507774,6.94586317514,6.94586317504,6.94586317504,6.94586317504,6.69269263674,6.94586317454,6.55797636334,6.94586317494,5.68802910034,6.94586317494,6.94586317492,6.94586317487,6.94586317487,6.94586317487,6.94586317487,6.94586317487,6.94586317494,6.94586317504,6.94586317505,6.94586317495,6.94586317495,6.94586317504,6.94586317504,6.94586317505,6.94586317514,6.94586317514,6.94586317504,6.94586317504,6.33737318154,6.94586317584,6.94586317577,6.945863175767,6.945863175767,6.94586317584,6.683612006928,6.94586317533,6.945863175325,6.945863175325,6.9458631754,6.94586317534,6.94586317534,6.94586317544,6.94586317544,6.94586317544,6.94586317544,6.94586317504,6.945863175093,6.945863175093,6.94586317494,6.94586317494,6.53690081894,6.94586317474,5.00710028034,4.97521017994,3.7657130461,2.95217842503,6.94586317404,6.94586317404,5.36026412791,6.94586317464,6.94586317464,6.94586317464,6.94586317464,6.79529157334,6.94586317464,6.94586317464,2.49927221928,6.94586317503,6.94586317473,6.94586317473,6.01782047003,5.68621743733,6.33044342473,6.94586317513,6.94586317513,6.94586317463,6.94586317472,6.94586317512,6.94586317512,6.94586317512,6.94586317512,6.94586317512,6.94586317512,6.94586317493,6.94586317493,6.945863174977,6.945863174977,6.94586317483,6.9458631749,6.9458631749,6.94586317529,6.94586317529,6.94586317529,6.94586317529,6.94586317553,6.94586317553,6.94586317553,6.94586317503,6.94586317503,6.94586317553,6.94586317553,6.13753029353,6.87626483053,6.94586317553,6.94586317525,6.94586317525,6.94586317535,6.94586317535,6.94586317565,6.94586317523,6.94586317523,6.47193230234,6.94586317513,6.94586317513,6.94586317553,6.94586317553,5.58579517023,6.51228298744,6.94586317554,5.25660998574,4.15240325534,3.5061157133
"t4",3.08291391364,0,4.7434711691,4.7434711691,4.4528330719,4.7434711693,4.7434711692,4.7434711692,4.7434711692,4.4903006309,4.7434711687,4.3555843575,4.7434711691,3.4856370945,4.7434711691,4.74347116908,4.74347116903,4.74347116903,4.74347116903,4.74347116903,4.74347116903,4.7434711691,4.7434711692,4.74347116921,4.74347116911,4.74347116911,4.7434711692,4.7434711692,4.74347116921,4.7434711693,4.7434711693,4.7434711692,4.7434711692,4.1349811757,4.74347117,4.74347116993,4.743471169927,4.743471169927,4.74347117,4.481220001088,4.74347116949,4.743471169485,4.743471169485,4.74347116956,4.7434711695,4.7434711695,4.7434711696,4.7434711696,4.7434711696,4.7434711696,4.7434711692,4.743471169253,4.743471169253,4.7434711691,4.7434711691,4.3345088131,4.7434711689,2.8047082745,2.7728181741,1.56332104026,0.74978641919,5.8989780822,5.8989780822,4.31337903607,5.8989780828,5.8989780828,5.8989780828,5.8989780828,5.7484064815,5.8989780828,5.8989780828,1.45238712744,6.32511082639,6.32511082609,6.32511082609,5.39706812139,5.06546508869,5.70969107609,6.32511082649,6.32511082649,6.32511082599,6.32511082608,6.32511082648,6.32511082648,6.32511082648,6.32511082648,6.32511082648,6.32511082648,6.32511082629,6.32511082629,6.325110826337,6.325110826337,6.32511082619,6.32511082626,6.32511082626,6.32511082665,6.32511082665,6.32511082665,6.32511082665,6.32511082689,6.32511082689,6.32511082689,6.32511082639,6.32511082639,6.32511082689,6.32511082689,5.51677794489,6.25551248189,6.32511082689,6.32511082661,6.32511082661,6.32511082671,6.32511082671,6.32511082701,6.32511082659,6.32511082659,5.8511799537,6.32511082649,6.32511082649,6.32511082689,6.32511082689,4.96504282159,5.8915306388,6.3251108269,4.6358576371,3.5316509067,3.06893392294
"t35",6.94586317494,4.7434711691,0,1.8090475892,1.518409492,2.0868662678,2.1546552079,2.1546552079,2.1546552079,2.6145654262,3.9835816354,3.5956948242,3.9835816358,3.6707360958,4.9285701704,4.92857017038,4.92857017033,4.92857017033,4.92857017033,4.92857017033,4.92857017033,4.9285701704,4.9285701705,4.92857017051,4.92857017041,4.92857017041,4.9285701705,4.9285701705,4.92857017051,4.9285701706,4.9285701706,4.9285701705,4.9285701705,4.320080177,7.3699760093,7.36997600923,7.369976009227,7.369976009227,7.3699760093,7.107724840388,7.36997600879,7.369976008785,7.369976008785,7.36997600886,7.3699760088,7.3699760088,7.3699760089,7.3699760089,7.3699760089,7.3699760089,7.3699760085,7.369976008553,7.369976008553,7.3699760084,7.3699760084,6.9610136524,7.3699760082,5.7157643756,5.6838742752,5.01167360696,4.19813898589,9.7619273435,9.7619273435,8.17632829737,9.7619273441,9.7619273441,9.7619273441,9.7619273441,9.6113557428,9.7619273441,9.7619273441,5.31533638874,10.18806008769,10.18806008739,10.18806008739,9.26001738269,8.92841434999,9.57264033739,10.18806008779,10.18806008779,10.18806008729,10.18806008738,10.18806008778,10.18806008778,10.18806008778,10.18806008778,10.18806008778,10.18806008778,10.18806008759,10.18806008759,10.188060087637,10.188060087637,10.18806008749,10.18806008756,10.18806008756,10.18806008795,10.18806008795,10.18806008795,10.18806008795,10.18806008819,10.18806008819,10.18806008819,10.18806008769,10.18806008769,10.18806008819,10.18806008819,9.37972720619,10.11846174319,10.18806008819,10.18806008791,10.18806008791,10.18806008801,10.18806008801,10.18806008831,10.18806008789,10.18806008789,9.714129215,10.18806008779,10.18806008779,10.18806008819,10.18806008819,8.82799208289,9.7544799001,10.1880600882,8.4988068984,7.394600168,6.93188318424
"t57",6.94586317494,4.7434711691,1.8090475892,0,0.6029762104,2.0868662678,2.1546552079,2.1546552079,2.1546552079,2.6145654262,3.9835816354,3.5956948242,3.9835816358,3.6707360958,4.9285701704,4.92857017038,4.92857017033,4.92857017033,4.92857017033,4.92857017033,4.92857017033,4.9285701704,4.9285701705,4.92857017051,4.92857017041,4.92857017041,4.9285701705,4.9285701705,4.92857017051,4.9285701706,4.9285701706,4.9285701705,4.9285701705,4.320080177,7.3699760093,7.36997600923,7.369976009227,7.369976009227,7.3699760093,7.107724840388,7.36997600879,7.369976008785,7.369976008785,7.36997600886,7.3699760088,7.3699760088,7.3699760089,7.3699760089,7.3699760089,7.3699760089,7.3699760085,7.369976008553,7.369976008553,7.3699760084,7.3699760084,6.9610136524,7.3699760082,5.7157643756,5.6838742752,5.01167360696,4.19813898589,9.7619273435,9.7619273435,8.17632829737,9.7619273441,9.7619273441,9.7619273441,9.7619273441,9.6113557428,9.7619273441,9.7619273441,5.31533638874,10.18806008769,10.18806008739,10.18806008739,9.26001738269,8.92841434999,9.57264033739,10.18806008779,10.18806008779,10.18806008729,10.18806008738,10.18806008778,10.18806008778,10.18806008778,10.18806008778,10.18806008778,10.18806008778,10.18806008759,10.18806008759,10.188060087637,10.188060087637,10.18806008749,10.18806008756,10.18806008756,10.18806008795,10.18806008795,10.18806008795,10.18806008795,10.18806008819,10.18806008819,10.18806008819,10.18806008769,10.18806008769,10.18806008819,10.18806008819,9.37972720619,10.11846174319,10.18806008819,10.18806008791,10.18806008791,10.18806008801,10.18806008801,10.18806008831,10.18806008789,10.18806008789,9.714129215,10.18806008779,10.18806008779,10.18806008819,10.18806008819,8.82799208289,9.7544799001,10.1880600882,8.4988068984,7.394600168,6.93188318424
"t58",6.65522507774,4.4528330719,1.518409492,0.6029762104,0,1.7962281706,1.8640171107,1.8640171107,1.8640171107,2.323927329,3.6929435382,3.305056727,3.6929435386,3.3800979986,4.6379320732,4.63793207318,4.63793207313,4.63793207313,4.63793207313,4.63793207313,4.63793207313,4.6379320732,4.6379320733,4.63793207331,4.63793207321,4.63793207321,4.6379320733,4.6379320733,4.63793207331,4.6379320734,4.6379320734,4.6379320733,4.6379320733,4.0294420798,7.0793379121,7.07933791203,7.079337912027,7.079337912027,7.0793379121,6.817086743188,7.07933791159,7.079337911585,7.079337911585,7.07933791166,7.0793379116,7.0793379116,7.0793379117,7.0793379117,7.0793379117,7.0793379117,7.0793379113,7.079337911353,7.079337911353,7.0793379112,7.0793379112,6.6703755552,7.079337911,5.4251262784,5.393236178,4.72103550976,3.90750088869,9.4712892463,9.4712892463,7.88569020017,9.4712892469,9.4712892469,9.4712892469,9.4712892469,9.3207176456,9.4712892469,9.4712892469,5.02469829154,9.89742199049,9.89742199019,9.89742199019,8.96937928549,8.63777625279,9.28200224019,9.89742199059,9.89742199059,9.89742199009,9.89742199018,9.89742199058,9.89742199058,9.89742199058,9.89742199058,9.89742199058,9.89742199058,9.89742199039,9.89742199039,9.897421990437,9.897421990437,9.89742199029,9.89742199036,9.89742199036,9.89742199075,9.89742199075,9.89742199075,9.89742199075,9.89742199099,9.89742199099,9.89742199099,9.89742199049,9.89742199049,9.89742199099,9.89742199099,9.08908910899,9.82782364599,9.89742199099,9.89742199071,9.89742199071,9.89742199081,9.89742199081,9.89742199111,9.89742199069,9.89742199069,9.4234911178,9.89742199059,9.89742199059,9.89742199099,9.89742199099,8.53735398569,9.4638418029,9.897421991,8.2081688012,7.1039620708,6.64124508704
"t30",6.94586317514,4.7434711693,2.0868662678,2.0868662678,1.7962281706,0,2.1546552081,2.1546552081,2.1546552081,2.6145654264,3.9835816356,3.5956948244,3.983581636,3.670736096,4.9285701706,4.92857017058,4.92857017053,4.92857017053,4.92857017053,4.92857017053,4.92857017053,4.9285701706,4.9285701707,4.92857017071,4.92857017061,4.92857017061,4.9285701707,4.9285701707,4.92857017071,4.9285701708,4.9285701708,4.9285701707,4.9285701707,4.3200801772,7.3699760095,7.36997600943,7.369976009427,7.369976009427,7.3699760095,7.107724840588,7.36997600899,7.369976008985,7.369976008985,7.36997600906,7.369976009,7.369976009,7.3699760091,7.3699760091,7.3699760091,7.3699760091,7.3699760087,7.369976008753,7.369976008753,7.3699760086,7.3699760086,6.9610136526,7.3699760084,5.7157643758,5.6838742754,5.01167360716,4.19813898609,9.7619273437,9.7619273437,8.17632829757,9.7619273443,9.7619273443,9.7619273443,9.7619273443,9.611355743,9.7619273443,9.7619273443,5.31533638894,10.18806008789,10.18806008759,10.18806008759,9.26001738289,8.92841435019,9.57264033759,10.18806008799,10.18806008799,10.18806008749,10.18806008758,10.18806008798,10.18806008798,10.18806008798,10.18806008798,10.18806008798,10.18806008798,10.18806008779,10.18806008779,10.188060087837,10.188060087837,10.18806008769,10.18806008776,10.18806008776,10.18806008815,10.18806008815,10.18806008815,10.18806008815,10.18806008839,10.18806008839,10.18806008839,10.18806008789,10.18806008789,10.18806008839,10.18806008839,9.37972720639,10.11846174339,10.18806008839,10.18806008811,10.18806008811,10.18806008821,10.18806008821,10.18806008851,10.18806008809,10.18806008809,9.7141292152,10.18806008799,10.18806008799,10.18806008839,10.18806008839,8.82799208309,9.7544799003,10.1880600884,8.4988068986,7.3946001682,6.93188318444
"t62",6.94586317504,4.7434711692,2.1546552079,2.1546552079,1.8640171107,2.1546552081,0,0.7639139296,1.0649794564,2.6145654263,3.9835816355,3.5956948243,3.9835816359,3.6707360959,4.9285701705,4.92857017048,4.92857017043,4.92857017043,4.92857017043,4.92857017043,4.92857017043,4.9285701705,4.9285701706,4.92857017061,4.92857017051,4.92857017051,4.9285701706,4.9285701706,4.92857017061,4.9285701707,4.9285701707,4.9285701706,4.9285701706,4.3200801771,7.3699760094,7.36997600933,7.369976009327,7.369976009327,7.3699760094,7.107724840488,7.36997600889,7.369976008885,7.369976008885,7.36997600896,7.3699760089,7.3699760089,7.369976009,7.369976009,7.369976009,7.369976009,7.3699760086,7.369976008653,7.369976008653,7.3699760085,7.3699760085,6.9610136525,7.3699760083,5.7157643757,5.6838742753,5.01167360706,4.19813898599,9.7619273436,9.7619273436,8.17632829747,9.7619273442,9.7619273442,9.7619273442,9.7619273442,9.6113557429,9.7619273442,9.7619273442,5.31533638884,10.18806008779,10.18806008749,10.18806008749,9.26001738279,8.92841435009,9.57264033749,10.18806008789,10.18806008789,10.18806008739,10.18806008748,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008769,10.18806008769,10.188060087737,10.188060087737,10.18806008759,10.18806008766,10.18806008766,10.18806008805,10.18806008805,10.18806008805,10.18806008805,10.18806008829,10.18806008829,10.18806008829,10.18806008779,10.18806008779,10.18806008829,10.18806008829,9.37972720629,10.11846174329,10.18806008829,10.18806008801,10.18806008801,10.18806008811,10.18806008811,10.18806008841,10.18806008799,10.18806008799,9.7141292151,10.18806008789,10.18806008789,10.18806008829,10.18806008829,8.82799208299,9.7544799002,10.1880600883,8.4988068985,7.3946001681,6.93188318434
"t63",6.94586317504,4.7434711692,2.1546552079,2.1546552079,1.8640171107,2.1546552081,0.7639139296,0,1.0649794564,2.6145654263,3.9835816355,3.5956948243,3.9835816359,3.6707360959,4.9285701705,4.92857017048,4.92857017043,4.92857017043,4.92857017043,4.92857017043,4.92857017043,4.9285701705,4.9285701706,4.92857017061,4.92857017051,4.92857017051,4.9285701706,4.9285701706,4.92857017061,4.9285701707,4.9285701707,4.9285701706,4.9285701706,4.3200801771,7.3699760094,7.36997600933,7.369976009327,7.369976009327,7.3699760094,7.107724840488,7.36997600889,7.369976008885,7.369976008885,7.36997600896,7.3699760089,7.3699760089,7.369976009,7.369976009,7.369976009,7.369976009,7.3699760086,7.369976008653,7.369976008653,7.3699760085,7.3699760085,6.9610136525,7.3699760083,5.7157643757,5.6838742753,5.01167360706,4.19813898599,9.7619273436,9.7619273436,8.17632829747,9.7619273442,9.7619273442,9.7619273442,9.7619273442,9.6113557429,9.7619273442,9.7619273442,5.31533638884,10.18806008779,10.18806008749,10.18806008749,9.26001738279,8.92841435009,9.57264033749,10.18806008789,10.18806008789,10.18806008739,10.18806008748,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008769,10.18806008769,10.188060087737,10.188060087737,10.18806008759,10.18806008766,10.18806008766,10.18806008805,10.18806008805,10.18806008805,10.18806008805,10.18806008829,10.18806008829,10.18806008829,10.18806008779,10.18806008779,10.18806008829,10.18806008829,9.37972720629,10.11846174329,10.18806008829,10.18806008801,10.18806008801,10.18806008811,10.18806008811,10.18806008841,10.18806008799,10.18806008799,9.7141292151,10.18806008789,10.18806008789,10.18806008829,10.18806008829,8.82799208299,9.7544799002,10.1880600883,8.4988068985,7.3946001681,6.93188318434
"t52",6.94586317504,4.7434711692,2.1546552079,2.1546552079,1.8640171107,2.1546552081,1.0649794564,1.0649794564,0,2.6145654263,3.9835816355,3.5956948243,3.9835816359,3.6707360959,4.9285701705,4.92857017048,4.92857017043,4.92857017043,4.92857017043,4.92857017043,4.92857017043,4.9285701705,4.9285701706,4.92857017061,4.92857017051,4.92857017051,4.9285701706,4.9285701706,4.92857017061,4.9285701707,4.9285701707,4.9285701706,4.9285701706,4.3200801771,7.3699760094,7.36997600933,7.369976009327,7.369976009327,7.3699760094,7.107724840488,7.36997600889,7.369976008885,7.369976008885,7.36997600896,7.3699760089,7.3699760089,7.369976009,7.369976009,7.369976009,7.369976009,7.3699760086,7.369976008653,7.369976008653,7.3699760085,7.3699760085,6.9610136525,7.3699760083,5.7157643757,5.6838742753,5.01167360706,4.19813898599,9.7619273436,9.7619273436,8.17632829747,9.7619273442,9.7619273442,9.7619273442,9.7619273442,9.6113557429,9.7619273442,9.7619273442,5.31533638884,10.18806008779,10.18806008749,10.18806008749,9.26001738279,8.92841435009,9.57264033749,10.18806008789,10.18806008789,10.18806008739,10.18806008748,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008788,10.18806008769,10.18806008769,10.188060087737,10.188060087737,10.18806008759,10.18806008766,10.18806008766,10.18806008805,10.18806008805,10.18806008805,10.18806008805,10.18806008829,10.18806008829,10.18806008829,10.18806008779,10.18806008779,10.18806008829,10.18806008829,9.37972720629,10.11846174329,10.18806008829,10.18806008801,10.18806008801,10.18806008811,10.18806008811,10.18806008841,10.18806008799,10.18806008799,9.7141292151,10.18806008789,10.18806008789,10.18806008829,10.18806008829,8.82799208299,9.7544799002,10.1880600883,8.4988068985,7.3946001681,6.93188318434
"t18",6.69269263674,4.4903006309,2.6145654262,2.6145654262,2.323927329,2.6145654264,2.6145654263,2.6145654263,2.6145654263,0,3.7304110972,3.342524286,3.7304110976,3.4175655576,4.6753996322,4.67539963218,4.67539963213,4.67539963213,4.67539963213,4.67539963213,4.67539963213,4.6753996322,4.6753996323,4.67539963231,4.67539963221,4.67539963221,4.6753996323,4.6753996323,4.67539963231,4.6753996324,4.6753996324,4.6753996323,4.6753996323,4.0669096388,7.1168054711,7.11680547103,7.116805471027,7.116805471027,7.1168054711,6.854554302188,7.11680547059,7.116805470585,7.116805470585,7.11680547066,7.1168054706,7.1168054706,7.1168054707,7.1168054707,7.1168054707,7.1168054707,7.1168054703,7.116805470353,7.116805470353,7.1168054702,7.1168054702,6.7078431142,7.11680547,5.4625938374,5.430703737,4.75850306876,3.94496844769,9.5087568053,9.5087568053,7.92315775917,9.5087568059,9.5087568059,9.5087568059,9.5087568059,9.3581852046,9.5087568059,9.5087568059,5.06216585054,9.93488954949,9.93488954919,9.93488954919,9.00684684449,8.67524381179,9.31946979919,9.93488954959,9.93488954959,9.93488954909,9.93488954918,9.93488954958,9.93488954958,9.93488954958,9.93488954958,9.93488954958,9.93488954958,9.93488954939,9.93488954939,9.934889549437,9.934889549437,9.93488954929,9.93488954936,9.93488954936,9.93488954975,9.93488954975,9.93488954975,9.93488954975,9.93488954999,9.93488954999,9.93488954999,9.93488954949,9.93488954949,9.93488954999,9.93488954999,9.12655666799,9.86529120499,9.93488954999,9.93488954971,9.93488954971,9.93488954981,9.93488954981,9.93488955011,9.93488954969,9.93488954969,9.4609586768,9.93488954959,9.93488954959,9.93488954999,9.93488954999,8.57482154469,9.5013093619,9.93488955,8.2456363602,7.1414296298,6.67871264604
