"accepted_species","Medicinal"
"Cynanchum_floriferum",0
"Telosma_cordata",1
"Ceropegia_gerrardii",0
"Gentianella_filipes",0
"Leichhardtia_weberlingiana",0
"Tarenna_confusa",0
"Cynanchum_brevipedicellatum",0
"Kadua_lucei",0
"Rogiera_stenosiphon",0
"Cynanchum_cyathiforme",0
"Arachnothryx_calycosa",0
"Ceropegia_neofurcata",0
"Tripterospermum_alutaceofolium",0
"Landolphia_landolphioides",0
"Pentacyphus_camargoi",0
"Guettarda_scabra",0
"Psychotria_saccata",0
"Psychotria_hexamera",0
"Pachystylus_zippelianus",0
"Dentella_repens",0
"Picralima_nitida",1
"Odontadenia_hypoglauca",0
"Simira_podocarpa",0
"Geniostoma_borbonicum",1
"Carapichea_sandwithiana",0
"Symbolanthus_anomalus",0
"Acranthera_hirtostipula",0
"Plumeria_pudica",0
"Bouvardia_hintoniorum",0
"Oxypetalum_aurantiacum",0
"Rubia_haematantha",0
"Strychnos_puberula",0
"Strychnos_ledermannii",0
"Hymenocoleus_glaber",0
"Asclepias_crispa",NA
"Alafia_whytei",NA
"Asclepias_dinteri",0
"Pagamea_acrensis",0
"Deppea_densiflora",0
"Rondeletia_pulchella",0
"Cynanchum_minahassae",0
"Ceropegia_aloicola",0
"Swertia_alba",0
"Bertiera_guianensis",NA
"Ceropegia_decaisneana",0
"Galium_tortumense",0
"Galium_bifolium",0
"Psychotria_calocardia",0
"Psychotria_fimbriatifolia",0
"Psychotria_descoingsii",0
"Galium_yunnanense",NA
"Psychotria_fuscescens",0
"Manettia_pauciflora",0
"Ixora_tibetana",0
"Ixora_brunonis",0
"Ixora_chartacea",0
"Ixora_filipendula",NA
"Ixora_kerstingii",0
"Hoya_acanthominima",0
"Hoya_surisana",0
"Leptopetalum_racemosum",0
"Urceola_rosea",1
"Wrightia_arborea",1
"Strophanthus_gratus",NA
"Tabernaemontana_lorifera",0
"Hemipogon_sprucei",0
"Ochrosia_grandiflora",0
"Aspidosperma_fendleri",0
"Hydnophytum_spathulatum",0
"Joosia_oligantha",0
"Palicourea_articulata",0
"Hydnophytum_hailans",0
"Heterostemma_herbertii",0
"Hoffmannia_aroensis",0
"Malanea_fendleri",0
"Timonius_sylvestris",NA
"Timonius_secundiflorus",0
"Dischidia_kutchinensis",0
"Jaeschkea_oligosperma",NA
"Chironia_linoides",0
"Pycnorhachis_maingayi",0
"Damnacanthus_major",0
"Rudgea_crassifolia",0
"Rudgea_sanluisensis",0
"Elaeagia_magniflora",0
"Halenia_palmeri",0
"Caralluma_baradii",0
"Oxyanthus_lewisii",NA
"Faramea_herbacea",0
"Gentianella_glanduligera",0
"Otiophora_lanceolata",0
"Sabicea_cameroonensis",0
"Ophiorrhiza_nanlingensis",0
"Sabicea_mapiana",0
"Gentianothamnus_madagascariensis",0
"Melanoxerus_antsirananensis",0
"Argostemma_subfalcifolium",0
"Gentiana_brentae",0
"Exacum_anamallayanum",0
"Argostemma_parvifolium",NA
