"","t2","t40","t41","t39","t145","t146","t46","t123","t124","t120","t63","t57","t27","t28","t20","t149","t150","t136","t104","t36","t35","t47","t48","t78","t82","t83","t98","t110","t153","t154","t155","t79","t80","t33","t52","t92","t121","t122","t69","t106","t107","t91","t61","t62","t147","t148","t130","t143","t144","t135","t55","t56","t6","t34","t94","t95","t17","t25","t37","t70","t71","t137","t138","t125","t60","t76","t101","t102","t12","t13","t21","t88","t89","t65","t105","t116","t117","t90","t139","t140","t151","t152","t93","t10","t29","t30","t44","t58","t59","t96","t97","t22","t23","t11","t74","t75","t84","t85","t99","t131","t132","t133","t134","t86","t87","t64","t26","t103","t128","t129","t81","t18","t32","t53","t54","t43","t19","t24","t118","t119","t141","t142","t113","t16","t5","t8","t9","t7","t72","t73","t111","t112","t100","t31","t67","t68","t45","t114","t115","t77","t49","t38","t108","t109","t126","t127","t66","t42","t50","t51","t14","t15","t4","t3","t1"
"t2",0,6.14501792378,6.21352243328,5.6664666247,6.21352243327,6.21352243327,5.50116710276,6.21352243358,6.21352243358,6.21352243362,6.21352243362,5.9648825373,5.2664409733,6.2135224327,4.52227296415,6.21352243319,6.21352243319,6.21352243315,6.21352243315,5.049605410853,6.21352243283,5.862198216307,5.508901310207,5.796110988507,6.213522433167,6.213522433167,6.21352243315,5.929245206491,6.213522433097,6.2135224330972,6.2135224330972,5.71351603721,5.76094280315,6.21352243312,6.21352243312,6.21352243312,6.21352243312,6.21352243312,5.577934346242,6.21352243324,6.15408443594,6.21352243324,6.19682653282,5.50077422768,6.21352243311,6.21352243311,6.2135224331,6.21352243308,6.21352243308,6.21352243311,6.2135224331,6.2135224331,3.4270606323,5.2340954905,6.2135224331,6.2135224331,4.3089887916,6.213522433,5.5268617057,6.21352243322,6.04245560642,6.21352243322,6.21352243322,6.21352243322,6.2135224332622,6.2135224332622,6.2135224332622,5.9224704154322,5.66832782794,6.10150705394,5.6344698242,6.72550613893,6.72550613893,6.72550613893,6.72550613889,6.72550613892,6.72550613892,6.7255061389,6.7255061389,6.7255061389,6.725506138865,6.725506138865,6.7255061389,5.7141514651,6.72550613903,5.57166007073,6.01926045056,6.72550613886,6.20498524746,6.72550613886,6.72550613886,6.72550613903,6.72550613903,5.1217154583,6.44495362327,6.72550613917,6.7255061389,6.7255061389,6.7255061389,6.72550613882,6.72550613882,6.72550613888,6.72550613888,6.72550613893,6.72550613893,6.69631948636,6.21339190776,6.72550613876,6.72550613876,6.72550613876,6.52527783376,6.72550613928,6.72550613883,6.26132774033,6.61348767213,6.15185020093,5.74490875933,6.72550613859,6.5073482278,6.72550613909,6.72550613865,6.72550613865,6.72550613869,5.75336760479,3.67196263207,4.72065506102,4.28740074752,3.9328919887,6.72550613925,6.57661041885,6.72550613924,6.72550613924,6.53468314815,6.72550613955,6.72550613925,6.39134364845,6.72550613925,6.7255061391,6.7255061391,6.7255061391,6.0601283687,6.72550613915,6.7255061387,6.7255061387,6.72550613875,6.72550613875,6.72550613875,6.72550613825,6.72550613875,6.72550613875,5.33648370825,5.52177104255,3.3358617679,3.3752249972,1.2954526128
"t40",6.14501792378,0,2.0663696745,1.54891803048,5.03437875105,5.03437875105,4.32202342054,5.03437875136,5.03437875136,5.0343787514,5.0343787514,4.78573885508,4.08729729108,5.03437875048,3.34312928193,5.03437875097,5.03437875097,5.03437875093,5.03437875093,3.870461728633,5.03437875061,4.683054534087,4.329757627987,4.616967306287,5.034378750947,5.034378750947,5.03437875093,4.750101524271,5.034378750877,5.0343787508772,5.0343787508772,4.53437235499,4.58179912093,5.0343787509,5.0343787509,5.0343787509,5.0343787509,5.0343787509,4.398790664022,5.03437875102,4.97494075372,5.03437875102,5.0176828506,4.32163054546,5.03437875089,5.03437875089,5.03437875088,5.03437875086,5.03437875086,5.03437875089,5.03437875088,5.03437875088,3.27194483108,5.38797797428,6.36740491688,6.36740491688,4.46287127538,6.36740491678,5.68074418948,6.367404917,6.1963380902,6.367404917,6.367404917,6.367404917,6.3674049170422,6.3674049170422,6.3674049170422,6.0763528992122,10.32562496572,10.75880419172,10.29176696198,11.38280327671,11.38280327671,11.38280327671,11.38280327667,11.3828032767,11.3828032767,11.38280327668,11.38280327668,11.38280327668,11.382803276645,11.382803276645,11.38280327668,10.37144860288,11.38280327681,10.22895720851,10.67655758834,11.38280327664,10.86228238524,11.38280327664,11.38280327664,11.38280327681,11.38280327681,9.77901259608,11.10225076105,11.38280327695,11.38280327668,11.38280327668,11.38280327668,11.3828032766,11.3828032766,11.38280327666,11.38280327666,11.38280327671,11.38280327671,11.35361662414,10.87068904554,11.38280327654,11.38280327654,11.38280327654,11.18257497154,11.38280327706,11.38280327661,10.91862487811,11.27078480991,10.80914733871,10.40220589711,11.38280327637,11.16464536558,11.38280327687,11.38280327643,11.38280327643,11.38280327647,10.41066474257,8.32925976985,9.3779521988,8.9446978853,8.59018912648,11.38280327703,11.23390755663,11.38280327702,11.38280327702,11.19198028593,11.38280327733,11.38280327703,11.04864078623,11.38280327703,11.38280327688,11.38280327688,11.38280327688,10.71742550648,11.38280327693,11.38280327648,11.38280327648,11.38280327653,11.38280327653,11.38280327653,11.38280327603,11.38280327653,11.38280327653,9.99378084603,10.17906818033,7.99315890568,8.03252213498,5.95274975058
"t41",6.21352243328,2.0663696745,0,1.61742253998,5.10288326055,5.10288326055,4.39052793004,5.10288326086,5.10288326086,5.1028832609,5.1028832609,4.85424336458,4.15580180058,5.10288325998,3.41163379143,5.10288326047,5.10288326047,5.10288326043,5.10288326043,3.938966238133,5.10288326011,4.751559043587,4.398262137487,4.685471815787,5.102883260447,5.102883260447,5.10288326043,4.818606033771,5.102883260377,5.1028832603772,5.1028832603772,4.60287686449,4.65030363043,5.1028832604,5.1028832604,5.1028832604,5.1028832604,5.1028832604,4.467295173522,5.10288326052,5.04344526322,5.10288326052,5.0861873601,4.39013505496,5.10288326039,5.10288326039,5.10288326038,5.10288326036,5.10288326036,5.10288326039,5.10288326038,5.10288326038,3.34044934058,5.45648248378,6.43590942638,6.43590942638,4.53137578488,6.43590942628,5.74924869898,6.4359094265,6.2648425997,6.4359094265,6.4359094265,6.4359094265,6.4359094265422,6.4359094265422,6.4359094265422,6.1448574087122,10.39412947522,10.82730870122,10.36027147148,11.45130778621,11.45130778621,11.45130778621,11.45130778617,11.4513077862,11.4513077862,11.45130778618,11.45130778618,11.45130778618,11.451307786145,11.451307786145,11.45130778618,10.43995311238,11.45130778631,10.29746171801,10.74506209784,11.45130778614,10.93078689474,11.45130778614,11.45130778614,11.45130778631,11.45130778631,9.84751710558,11.17075527055,11.45130778645,11.45130778618,11.45130778618,11.45130778618,11.4513077861,11.4513077861,11.45130778616,11.45130778616,11.45130778621,11.45130778621,11.42212113364,10.93919355504,11.45130778604,11.45130778604,11.45130778604,11.25107948104,11.45130778656,11.45130778611,10.98712938761,11.33928931941,10.87765184821,10.47071040661,11.45130778587,11.23314987508,11.45130778637,11.45130778593,11.45130778593,11.45130778597,10.47916925207,8.39776427935,9.4464567083,9.0132023948,8.65869363598,11.45130778653,11.30241206613,11.45130778652,11.45130778652,11.26048479543,11.45130778683,11.45130778653,11.11714529573,11.45130778653,11.45130778638,11.45130778638,11.45130778638,10.78593001598,11.45130778643,11.45130778598,11.45130778598,11.45130778603,11.45130778603,11.45130778603,11.45130778553,11.45130778603,11.45130778603,10.06228535553,10.24757268983,8.06166341518,8.10102664448,6.02125426008
"t39",5.6664666247,1.54891803048,1.61742253998,0,4.55582745197,4.55582745197,3.84347212146,4.55582745228,4.55582745228,4.55582745232,4.55582745232,4.307187556,3.608745992,4.5558274514,2.86457798285,4.55582745189,4.55582745189,4.55582745185,4.55582745185,3.391910429553,4.55582745153,4.204503235007,3.851206328907,4.138416007207,4.555827451867,4.555827451867,4.55582745185,4.271550225191,4.555827451797,4.5558274517972,4.5558274517972,4.05582105591,4.10324782185,4.55582745182,4.55582745182,4.55582745182,4.55582745182,4.55582745182,3.920239364942,4.55582745194,4.49638945464,4.55582745194,4.53913155152,3.84307924638,4.55582745181,4.55582745181,4.5558274518,4.55582745178,4.55582745178,4.55582745181,4.5558274518,4.5558274518,2.793393532,4.9094266752,5.8888536178,5.8888536178,3.9843199763,5.8888536177,5.2021928904,5.88885361792,5.71778679112,5.88885361792,5.88885361792,5.88885361792,5.8888536179622,5.8888536179622,5.8888536179622,5.5978016001322,9.84707366664,10.28025289264,9.8132156629,10.90425197763,10.90425197763,10.90425197763,10.90425197759,10.90425197762,10.90425197762,10.9042519776,10.9042519776,10.9042519776,10.904251977565,10.904251977565,10.9042519776,9.8928973038,10.90425197773,9.75040590943,10.19800628926,10.90425197756,10.38373108616,10.90425197756,10.90425197756,10.90425197773,10.90425197773,9.300461297,10.62369946197,10.90425197787,10.9042519776,10.9042519776,10.9042519776,10.90425197752,10.90425197752,10.90425197758,10.90425197758,10.90425197763,10.90425197763,10.87506532506,10.39213774646,10.90425197746,10.90425197746,10.90425197746,10.70402367246,10.90425197798,10.90425197753,10.44007357903,10.79223351083,10.33059603963,9.92365459803,10.90425197729,10.6860940665,10.90425197779,10.90425197735,10.90425197735,10.90425197739,9.93211344349,7.85070847077,8.89940089972,8.46614658622,8.1116378274,10.90425197795,10.75535625755,10.90425197794,10.90425197794,10.71342898685,10.90425197825,10.90425197795,10.57008948715,10.90425197795,10.9042519778,10.9042519778,10.9042519778,10.2388742074,10.90425197785,10.9042519774,10.9042519774,10.90425197745,10.90425197745,10.90425197745,10.90425197695,10.90425197745,10.90425197745,9.51522954695,9.70051688125,7.5146076066,7.5539708359,5.4741984515
"t145",6.21352243327,5.03437875105,5.10288326055,4.55582745197,0,0.06619104022,1.05778144551,4.01462572233,4.01462572233,4.01462572237,4.01462572237,3.76598582605,3.06754426205,4.01462572145,2.3233762529,4.01462572194,4.01462572194,4.0146257219,4.0146257219,2.850708699603,4.01462572158,3.663301505057,3.310004598957,3.597214277257,4.014625721917,4.014625721917,4.0146257219,3.730348495241,4.014625721847,4.0146257218472,4.0146257218472,3.51461932596,3.5620460919,4.08031129339,4.08031129339,4.08031129339,4.08031129339,4.08031129339,3.444723206512,4.08031129351,4.02087329621,4.08031129351,4.06361539309,3.36756308795,4.08031129338,4.08031129338,4.08031129337,4.08031129335,4.08031129335,4.08031129338,4.08031129337,4.08031129337,3.34044934057,5.45648248377,6.43590942637,6.43590942637,4.53137578487,6.43590942627,5.74924869897,6.43590942649,6.26484259969,6.43590942649,6.43590942649,6.43590942649,6.4359094265322,6.4359094265322,6.4359094265322,6.1448574087022,10.39412947521,10.82730870121,10.36027147147,11.4513077862,11.4513077862,11.4513077862,11.45130778616,11.45130778619,11.45130778619,11.45130778617,11.45130778617,11.45130778617,11.451307786135,11.451307786135,11.45130778617,10.43995311237,11.4513077863,10.297461718,10.74506209783,11.45130778613,10.93078689473,11.45130778613,11.45130778613,11.4513077863,11.4513077863,9.84751710557,11.17075527054,11.45130778644,11.45130778617,11.45130778617,11.45130778617,11.45130778609,11.45130778609,11.45130778615,11.45130778615,11.4513077862,11.4513077862,11.42212113363,10.93919355503,11.45130778603,11.45130778603,11.45130778603,11.25107948103,11.45130778655,11.4513077861,10.9871293876,11.3392893194,10.8776518482,10.4707104066,11.45130778586,11.23314987507,11.45130778636,11.45130778592,11.45130778592,11.45130778596,10.47916925206,8.39776427934,9.44645670829,9.01320239479,8.65869363597,11.45130778652,11.30241206612,11.45130778651,11.45130778651,11.26048479542,11.45130778682,11.45130778652,11.11714529572,11.45130778652,11.45130778637,11.45130778637,11.45130778637,10.78593001597,11.45130778642,11.45130778597,11.45130778597,11.45130778602,11.45130778602,11.45130778602,11.45130778552,11.45130778602,11.45130778602,10.06228535552,10.24757268982,8.06166341517,8.10102664447,6.02125426007
"t146",6.21352243327,5.03437875105,5.10288326055,4.55582745197,0.06619104022,0,1.05778144551,4.01462572233,4.01462572233,4.01462572237,4.01462572237,3.76598582605,3.06754426205,4.01462572145,2.3233762529,4.01462572194,4.01462572194,4.0146257219,4.0146257219,2.850708699603,4.01462572158,3.663301505057,3.310004598957,3.597214277257,4.014625721917,4.014625721917,4.0146257219,3.730348495241,4.014625721847,4.0146257218472,4.0146257218472,3.51461932596,3.5620460919,4.08031129339,4.08031129339,4.08031129339,4.08031129339,4.08031129339,3.444723206512,4.08031129351,4.02087329621,4.08031129351,4.06361539309,3.36756308795,4.08031129338,4.08031129338,4.08031129337,4.08031129335,4.08031129335,4.08031129338,4.08031129337,4.08031129337,3.34044934057,5.45648248377,6.43590942637,6.43590942637,4.53137578487,6.43590942627,5.74924869897,6.43590942649,6.26484259969,6.43590942649,6.43590942649,6.43590942649,6.4359094265322,6.4359094265322,6.4359094265322,6.1448574087022,10.39412947521,10.82730870121,10.36027147147,11.4513077862,11.4513077862,11.4513077862,11.45130778616,11.45130778619,11.45130778619,11.45130778617,11.45130778617,11.45130778617,11.451307786135,11.451307786135,11.45130778617,10.43995311237,11.4513077863,10.297461718,10.74506209783,11.45130778613,10.93078689473,11.45130778613,11.45130778613,11.4513077863,11.4513077863,9.84751710557,11.17075527054,11.45130778644,11.45130778617,11.45130778617,11.45130778617,11.45130778609,11.45130778609,11.45130778615,11.45130778615,11.4513077862,11.4513077862,11.42212113363,10.93919355503,11.45130778603,11.45130778603,11.45130778603,11.25107948103,11.45130778655,11.4513077861,10.9871293876,11.3392893194,10.8776518482,10.4707104066,11.45130778586,11.23314987507,11.45130778636,11.45130778592,11.45130778592,11.45130778596,10.47916925206,8.39776427934,9.44645670829,9.01320239479,8.65869363597,11.45130778652,11.30241206612,11.45130778651,11.45130778651,11.26048479542,11.45130778682,11.45130778652,11.11714529572,11.45130778652,11.45130778637,11.45130778637,11.45130778637,10.78593001597,11.45130778642,11.45130778597,11.45130778597,11.45130778602,11.45130778602,11.45130778602,11.45130778552,11.45130778602,11.45130778602,10.06228535552,10.24757268982,8.06166341517,8.10102664447,6.02125426007
"t46",5.50116710276,4.32202342054,4.39052793004,3.84347212146,1.05778144551,1.05778144551,0,3.30227039182,3.30227039182,3.30227039186,3.30227039186,3.05363049554,2.35518893154,3.30227039094,1.61102092239,3.30227039143,3.30227039143,3.30227039139,3.30227039139,2.138353369093,3.30227039107,2.950946174547,2.597649268447,2.884858946747,3.302270391407,3.302270391407,3.30227039139,3.017993164731,3.302270391337,3.3022703913372,3.3022703913372,2.80226399545,2.84969076139,3.36795596288,3.36795596288,3.36795596288,3.36795596288,3.36795596288,2.732367876002,3.367955963,3.3085179657,3.367955963,3.35126006258,2.65520775744,3.36795596287,3.36795596287,3.36795596286,3.36795596284,3.36795596284,3.36795596287,3.36795596286,3.36795596286,2.62809401006,4.74412715326,5.72355409586,5.72355409586,3.81902045436,5.72355409576,5.03689336846,5.72355409598,5.55248726918,5.72355409598,5.72355409598,5.72355409598,5.7235540960222,5.7235540960222,5.7235540960222,5.4325020781922,9.6817741447,10.1149533707,9.64791614096,10.73895245569,10.73895245569,10.73895245569,10.73895245565,10.73895245568,10.73895245568,10.73895245566,10.73895245566,10.73895245566,10.738952455625,10.738952455625,10.73895245566,9.72759778186,10.73895245579,9.58510638749,10.03270676732,10.73895245562,10.21843156422,10.73895245562,10.73895245562,10.73895245579,10.73895245579,9.13516177506,10.45839994003,10.73895245593,10.73895245566,10.73895245566,10.73895245566,10.73895245558,10.73895245558,10.73895245564,10.73895245564,10.73895245569,10.73895245569,10.70976580312,10.22683822452,10.73895245552,10.73895245552,10.73895245552,10.53872415052,10.73895245604,10.73895245559,10.27477405709,10.62693398889,10.16529651769,9.75835507609,10.73895245535,10.52079454456,10.73895245585,10.73895245541,10.73895245541,10.73895245545,9.76681392155,7.68540894883,8.73410137778,8.30084706428,7.94633830546,10.73895245601,10.59005673561,10.738952456,10.738952456,10.54812946491,10.73895245631,10.73895245601,10.40478996521,10.73895245601,10.73895245586,10.73895245586,10.73895245586,10.07357468546,10.73895245591,10.73895245546,10.73895245546,10.73895245551,10.73895245551,10.73895245551,10.73895245501,10.73895245551,10.73895245551,9.34993002501,9.53521735931,7.34930808466,7.38867131396,5.30889892956
"t123",6.21352243358,5.03437875136,5.10288326086,4.55582745228,4.01462572233,4.01462572233,3.30227039182,0,0.397112242,0.42231812236,1.46485621876,1.39203554628,3.01440107428,3.96148253368,2.30037989303,3.99162936207,3.99162936207,3.99162936203,3.99162936203,2.827712339733,3.99162936171,3.640305145187,3.287008239087,3.574217917387,3.991629362047,3.991629362047,3.99162936203,3.707352135371,3.991629361977,3.9916293619772,3.9916293619772,3.49162296609,3.53904973203,4.0803112937,4.0803112937,4.0803112937,4.0803112937,4.0803112937,3.444723206822,4.08031129382,4.02087329652,4.08031129382,4.0636153934,3.36756308826,4.08031129369,4.08031129369,4.08031129368,4.08031129366,4.08031129366,4.08031129369,4.08031129368,4.08031129368,3.34044934088,5.45648248408,6.43590942668,6.43590942668,4.53137578518,6.43590942658,5.74924869928,6.4359094268,6.2648426,6.4359094268,6.4359094268,6.4359094268,6.4359094268422,6.4359094268422,6.4359094268422,6.1448574090122,10.39412947552,10.82730870152,10.36027147178,11.45130778651,11.45130778651,11.45130778651,11.45130778647,11.4513077865,11.4513077865,11.45130778648,11.45130778648,11.45130778648,11.451307786445,11.451307786445,11.45130778648,10.43995311268,11.45130778661,10.29746171831,10.74506209814,11.45130778644,10.93078689504,11.45130778644,11.45130778644,11.45130778661,11.45130778661,9.84751710588,11.17075527085,11.45130778675,11.45130778648,11.45130778648,11.45130778648,11.4513077864,11.4513077864,11.45130778646,11.45130778646,11.45130778651,11.45130778651,11.42212113394,10.93919355534,11.45130778634,11.45130778634,11.45130778634,11.25107948134,11.45130778686,11.45130778641,10.98712938791,11.33928931971,10.87765184851,10.47071040691,11.45130778617,11.23314987538,11.45130778667,11.45130778623,11.45130778623,11.45130778627,10.47916925237,8.39776427965,9.4464567086,9.0132023951,8.65869363628,11.45130778683,11.30241206643,11.45130778682,11.45130778682,11.26048479573,11.45130778713,11.45130778683,11.11714529603,11.45130778683,11.45130778668,11.45130778668,11.45130778668,10.78593001628,11.45130778673,11.45130778628,11.45130778628,11.45130778633,11.45130778633,11.45130778633,11.45130778583,11.45130778633,11.45130778633,10.06228535583,10.24757269013,8.06166341548,8.10102664478,6.02125426038
"t124",6.21352243358,5.03437875136,5.10288326086,4.55582745228,4.01462572233,4.01462572233,3.30227039182,0.397112242,0,0.42231812236,1.46485621876,1.39203554628,3.01440107428,3.96148253368,2.30037989303,3.99162936207,3.99162936207,3.99162936203,3.99162936203,2.827712339733,3.99162936171,3.640305145187,3.287008239087,3.574217917387,3.991629362047,3.991629362047,3.99162936203,3.707352135371,3.991629361977,3.9916293619772,3.9916293619772,3.49162296609,3.53904973203,4.0803112937,4.0803112937,4.0803112937,4.0803112937,4.0803112937,3.444723206822,4.08031129382,4.02087329652,4.08031129382,4.0636153934,3.36756308826,4.08031129369,4.08031129369,4.08031129368,4.08031129366,4.08031129366,4.08031129369,4.08031129368,4.08031129368,3.34044934088,5.45648248408,6.43590942668,6.43590942668,4.53137578518,6.43590942658,5.74924869928,6.4359094268,6.2648426,6.4359094268,6.4359094268,6.4359094268,6.4359094268422,6.4359094268422,6.4359094268422,6.1448574090122,10.39412947552,10.82730870152,10.36027147178,11.45130778651,11.45130778651,11.45130778651,11.45130778647,11.4513077865,11.4513077865,11.45130778648,11.45130778648,11.45130778648,11.451307786445,11.451307786445,11.45130778648,10.43995311268,11.45130778661,10.29746171831,10.74506209814,11.45130778644,10.93078689504,11.45130778644,11.45130778644,11.45130778661,11.45130778661,9.84751710588,11.17075527085,11.45130778675,11.45130778648,11.45130778648,11.45130778648,11.4513077864,11.4513077864,11.45130778646,11.45130778646,11.45130778651,11.45130778651,11.42212113394,10.93919355534,11.45130778634,11.45130778634,11.45130778634,11.25107948134,11.45130778686,11.45130778641,10.98712938791,11.33928931971,10.87765184851,10.47071040691,11.45130778617,11.23314987538,11.45130778667,11.45130778623,11.45130778623,11.45130778627,10.47916925237,8.39776427965,9.4464567086,9.0132023951,8.65869363628,11.45130778683,11.30241206643,11.45130778682,11.45130778682,11.26048479573,11.45130778713,11.45130778683,11.11714529603,11.45130778683,11.45130778668,11.45130778668,11.45130778668,10.78593001628,11.45130778673,11.45130778628,11.45130778628,11.45130778633,11.45130778633,11.45130778633,11.45130778583,11.45130778633,11.45130778633,10.06228535583,10.24757269013,8.06166341548,8.10102664478,6.02125426038
"t120",6.21352243362,5.0343787514,5.1028832609,4.55582745232,4.01462572237,4.01462572237,3.30227039186,0.42231812236,0.42231812236,0,1.4648562188,1.39203554632,3.01440107432,3.96148253372,2.30037989307,3.99162936211,3.99162936211,3.99162936207,3.99162936207,2.827712339773,3.99162936175,3.640305145227,3.287008239127,3.574217917427,3.991629362087,3.991629362087,3.99162936207,3.707352135411,3.991629362017,3.9916293620172,3.9916293620172,3.49162296613,3.53904973207,4.08031129374,4.08031129374,4.08031129374,4.08031129374,4.08031129374,3.444723206862,4.08031129386,4.02087329656,4.08031129386,4.06361539344,3.3675630883,4.08031129373,4.08031129373,4.08031129372,4.0803112937,4.0803112937,4.08031129373,4.08031129372,4.08031129372,3.34044934092,5.45648248412,6.43590942672,6.43590942672,4.53137578522,6.43590942662,5.74924869932,6.43590942684,6.26484260004,6.43590942684,6.43590942684,6.43590942684,6.4359094268822,6.4359094268822,6.4359094268822,6.1448574090522,10.39412947556,10.82730870156,10.36027147182,11.45130778655,11.45130778655,11.45130778655,11.45130778651,11.45130778654,11.45130778654,11.45130778652,11.45130778652,11.45130778652,11.451307786485,11.451307786485,11.45130778652,10.43995311272,11.45130778665,10.29746171835,10.74506209818,11.45130778648,10.93078689508,11.45130778648,11.45130778648,11.45130778665,11.45130778665,9.84751710592,11.17075527089,11.45130778679,11.45130778652,11.45130778652,11.45130778652,11.45130778644,11.45130778644,11.4513077865,11.4513077865,11.45130778655,11.45130778655,11.42212113398,10.93919355538,11.45130778638,11.45130778638,11.45130778638,11.25107948138,11.4513077869,11.45130778645,10.98712938795,11.33928931975,10.87765184855,10.47071040695,11.45130778621,11.23314987542,11.45130778671,11.45130778627,11.45130778627,11.45130778631,10.47916925241,8.39776427969,9.44645670864,9.01320239514,8.65869363632,11.45130778687,11.30241206647,11.45130778686,11.45130778686,11.26048479577,11.45130778717,11.45130778687,11.11714529607,11.45130778687,11.45130778672,11.45130778672,11.45130778672,10.78593001632,11.45130778677,11.45130778632,11.45130778632,11.45130778637,11.45130778637,11.45130778637,11.45130778587,11.45130778637,11.45130778637,10.06228535587,10.24757269017,8.06166341552,8.10102664482,6.02125426042
