"accepted_species","F1.1/1"
"t97",-0.484078992701881
"t98",-0.229436569243203
"t16",-1.66650059481115
"t1",NA
"t37",NA
"t38",2.56459994485483
"t6",-0.435895380701766
"t33",0.899049804647643
"t83",2.29569254227179
"t84",2.46615476240037
"t42",0.735769309245964
"t43",0.195530490367784
"t25",1.23027657695425
"t14",1.76168421717158
"t62",-0.253941715991915
"t63",0.889921594578383
"t5",0.018993808326507
"t54",-0.8169556850732
"t55",-1.64137784253017
"t59",-0.975364964224091
"t60",NA
"t89",-1.07107163770808
"t90",NA
"t20",-0.550597867967302
"t56",-0.621432748914089
"t68",1.19258892582827
"t27",-0.127092827337324
"t31",-0.626665888463851
"t52",-0.554767653758213
"t53",-0.792391924138911
"t49",-0.0759872878454231
"t46",-1.54468848648358
"t26",-0.526612247530781
"t71",-1.81135125436794
"t72",0.235134003668622
"t17",-0.357384550296119
"t28",-1.55047672937353
"t29",-0.0843967741117348
"t23",-0.361048367555335
"t47",-1.36688843886314
"t39",NA
"t99",0.0480945253865503
"t100",-0.118201207287252
"t2",0.911078594629651
"t67",0.847557396408455
"t95",0.389341482251731
"t96",-1.29292629686144
"t9",0.876710566007441
"t91",0.144902928983784
"t92",-0.336609836379686
"t36",0.104817878951657
"t61",0.727504107937266
"t69",-1.20922838300158
"t70",1.72742287873371
"t77",-0.0770091530933139
"t78",-1.58784080318913
"t66",0.049847738853405
"t11",-2.07543201659524
"t12",-0.640296000033588
"t10",1.28336339180144
"t50",-0.35173311898669
"t51",-0.140503638614517
"t64",NA
"t65",1.05684349261687
"t87",0.326242142480263
"t88",-0.774399455197323
"t13",-2.1316776828525
"t30",-1.4405991407978
"t4",NA
"t85",0.816472260773998
"t86",1.75576938519873
"t18",-0.234932544325958
"t75",0.384406181878345
"t76",0.622824481431158
"t48",0.501017950243547
"t40",0.0761868851401171
"t41",-0.614387491084587
"t3",-1.1414308303486
"t8",0.202065500242178
"t79",-0.259251702576727
"t80",0.0849527270924279
"t24",-0.681140705292759
"t21",0.415358518997272
"t22",0.564958121155741
"t7",-1.09772231149299
"t44",-0.385190448029453
"t45",0.121415679677927
"t73",1.45034687870369
"t74",-0.470359347418586
"t57",0.206815508590039
"t58",NA
"t32",NA
"t81",0.0656285172397606
"t82",-0.0349512934665882
"t19",0.061297585047311
"t15",NA
"t93",1.46564979530905
"t94",2.3039117758223
"t34",0.96011194635501
"t35",-0.640991748244136
