"accepted_species","traits"
"t19",1
"t22",0
"t23",0
"t24",0
"t25",1
"t26",1
"t29",0
"t30",1
"t32",0
"t33",0
"t34",1
"t37",1
"t38",1
"t39",0
"t40",1
"t41",0
"t42",0
"t43",0
"t44",1
"t45",1
"t46",0
"t47",0
"t49",NA
"t50",0
"t52",0
"t53",NA
"t54",1
"t55",0
"t57",0
"t58",0
"t59",1
"t60",1
"t65",0
"t67",1
"t68",1
"t69",1
"t70",NA
"t71",1
"t72",0
"t74",0
"t76",1
"t77",1
"t78",NA
"t79",NA
"t80",1
"t81",0
"t82",0
"t83",0
"t84",0
"t85",1
"t86",1
"t87",0
"t88",0
"t89",0
"t90",1
"t91",1
"t92",0
"t93",0
"t94",1
"t95",NA
"t97",1
"t98",1
"t99",0
"t100",0
"t101",1
"t103",0
"t104",1
"t105",0
"t106",NA
"t107",1
"t109",0
"t110",1
"t112",0
"t113",0
"t114",1
"t115",1
"t116",0
"t117",0
"t118",0
"t119",1
"t120",1
"t121",0
"t122",0
"t123",1
"t124",0
"t125",0
"t126",NA
"t127",0
"t128",0
"t129",0
"t130",NA
"t131",0
"t132",0
"t133",0
"t134",NA
"t135",0
"t136",0
"t137",0
"t138",0
"t139",0
