"accepted_species","Medicinal"
"Cynanchum_floriferum",0
"Cynanchica_rigidula",0
"Gentianella_tarapacana",0
"Coccocypselum_condalia",0
"Coptophyllum_reptans",0
"Sinogentiana_souliei",0
"Secamone_lankawiensis",0
"Matelea_patalensis",0
"Hoffmannia_caripensis",0
"Ceropegia_decipientiflora",0
"Gentianella_austriaca",0
"Baissea_subsessilis",0
"Stathmostelma_katangense",0
"Argostemma_chaii",0
"Schradera_pentacme",0
"Paederia_yunnanensis",1
"Oreosparte_parviflora",0
"Ruehssia_sprucei",0
"Porterandia_subsessilis",0
"Palicourea_dichotoma",0
"Gentianopsis_grandis",1
"Comastoma_nanum",0
"Halenia_umbellata",0
"Coccocypselum_hispidulum",0
"Swertia_chirayita",1
"Psychotria_myristica",0
"Gentianella_raimondiana",0
"Coussarea_contracta",0
"Sebaea_aurea",0
"Chassalia_subochreata",0
"Tabernanthe_elliptica",0
"Coelospermum_reticulatum",0
"Chomelia_volubilis",0
"Houstonia_humifusa",0
"Cynanchica_sintenisii",0
"Palicourea_oblonga",0
"Guettarda_paludosa",0
"Plumeria_pudica",0
"Chomelia_barbinervis",0
"Bouvardia_pedicellaris",0
"Marsdenia_cardozoi",0
"Alafia_alba",0
"Metastelma_hamatum",0
"Lecananthus_erubescens",0
"Notopleura_pyramidata",0
"Geophila_herbacea",1
"Mandevilla_nerioides",0
"Cynanchum_szechuanense",0
"Swertia_obtusa",0
"Ceropegia_madagascariensis",0
"Galium_austriacum",0
"Danais_pubescens",0
"Psychotria_heteromorpha",0
"Psychotria_iringensis",0
"Galium_transcarpaticum",0
"Psychotria_sororia",0
"Psychotria_vanoverberghii",0
"Psychotria_mumfordiana",0
"Psychotria_coelospermum",0
"Asperula_oblanceolata",0
"Manettia_marginata",0
"Ixora_rangonensis",0
"Ixora_eugenioides",0
"Alyxia_clusiophylla",0
"Hedyotis_trimenii",0
"Hoya_samarensis",0
"Hoya_paziae",0
"Hedyotis_equisetiformis",0
"Hoya_wrayi",0
"Landolphia_elliptica",0
"Mussaenda_pluviatilis",0
"Leptodermis_ludlowii",0
"Urophyllum_porphyraceum",0
"Gardenia_similis",0
"Exochaenium_wildemanianum",0
"Mitracarpus_pusillus",0
"Aspidosperma_capitatum",0
"Dolicholobium_forbesii",0
"Macrocarpaea_claireae",0
"Macrocarpaea_duquei",0
"Palicourea_pseudottonis",0
"Spermacoce_confusa",1
"Spermacoce_papuana",0
"Hoffmannia_subauriculata",0
"Timonius_elegans",0
"Lasianthus_halconensis",0
"Lasianthus_elevatineurus",0
"Randia_hondensis",0
"Randia_wigginsii",0
"Prismatomeris_obtusifolia",0
"Elaeagia_ecuadorensis",0
"Stenostomum_cuspidatum",0
"Ladenbergia_ferruginea",0
"Saprosma_hainanensis",1
"Ophiorrhiza_rufinervis",0
"Ophiorrhiza_heterophylla",0
"Pyrostria_betsomangensis",0
"Heinsia_bussei",0
"Argostemma_begoniaceum",0
"Gentiana_leroyana",0
