,0,1,2,3,4,5,6,7,8,9,10,11
t1,-1.2411559,18.931189,-4.190768,22.085617,-1.3644831,-1.434391,35.35523,13.662647,-4.396867,-4.0029917,-0.96661204,-1.5693516
t13,-1.9131253,25.158134,-5.823103,30.345133,-1.9158146,-2.220838,48.644333,19.775255,-6.1849284,-5.5843897,-1.304648,-2.1228006
t25,-1.783226,25.001333,-5.6659102,29.598316,-1.8352066,-2.0959365,46.926453,18.773228,-5.982656,-5.4063435,-1.2558764,-2.108633
t26,-2.0377967,26.318907,-6.247485,31.831755,-1.9543504,-2.4205582,51.86596,21.130419,-6.5937624,-5.8666315,-1.4039599,-2.239037
t123,-1.1774036,35.553665,-6.3790274,34.896545,-2.4376404,-1.5009018,49.60576,15.84303,-6.1065073,-6.227567,-1.2926415,-2.9358895
t124,-1.1774045,35.55363,-6.3798404,34.892757,-2.437465,-1.5009089,49.605743,15.8461895,-6.106182,-6.2282076,-1.293763,-2.9352071
t57,-1.2288711,35.278797,-6.3740973,34.79332,-2.430804,-1.5240692,49.89943,16.114538,-6.159278,-6.2255034,-1.2709478,-2.9262707
t35,-1.0026575,33.770813,-5.9203115,33.001045,-2.2688396,-1.3197533,45.904,14.152951,-5.611875,-5.7817726,-1.2007115,-2.7610524
t71,-1.2355889,34.77938,-6.174228,34.49746,-2.4059005,-1.5568825,49.787468,15.83947,-6.2222466,-6.0706544,-1.2276745,-3.0254166
t72,-1.222195,34.788265,-6.1816416,34.406033,-2.4099705,-1.5609972,49.6989,15.757756,-6.2115374,-6.0508657,-1.2088416,-3.0338256
t45,-1.1931748,35.267532,-6.22863,34.714737,-2.3331993,-1.4813269,49.57933,16.021719,-6.211654,-6.1640882,-1.2732762,-3.0297189
t85,-1.1823057,35.307354,-6.2705235,34.771786,-2.3520944,-1.4968852,49.539223,15.828219,-6.1714325,-6.151527,-1.2605057,-3.005183
t86,-1.194723,35.262486,-6.2632184,34.724277,-2.3598504,-1.5053746,49.614838,15.88691,-6.193572,-6.158929,-1.2549067,-3.013026
t81,-1.182966,35.41057,-6.300845,34.35918,-2.430534,-1.499307,49.46878,15.68618,-6.1640034,-6.137754,-1.0896088,-3.0674684
t82,-1.1836269,35.514904,-6.325574,34.487427,-2.4253938,-1.4935983,49.551563,15.71807,-6.1694956,-6.1531153,-1.0821451,-3.0889053
t40,-1.1820534,35.516766,-6.355113,34.581127,-2.405956,-1.5199528,49.67842,15.829809,-6.193151,-6.1886835,-1.1211432,-3.0803888
t106,-1.1725725,35.455326,-6.327619,34.425377,-2.414484,-1.5399014,49.400055,15.522073,-6.163043,-6.162047,-1.0942329,-3.0328224
