,0,1,2,3,4,5,6,7,8,9,10,11
t82,-2.4727738,14.93051,2.373809,6.717983,2.955483,5.0463047,0.4438367,7.071426,7.614936,2.9300447,5.5322905,6.645273
t40,-2.645391,14.836953,2.3125482,6.6838517,3.0994735,5.2483726,0.4798416,6.9500985,7.6458454,2.8505878,5.6829567,6.6478815
t106,-2.4345055,14.911647,2.3295054,6.6048613,2.9405642,5.0820403,0.45525774,7.104248,7.7111006,2.8750634,5.5348907,6.7161236
t109,-2.6474462,14.739242,2.189538,6.542884,3.0062013,5.017138,0.3570669,6.969843,7.6719394,2.7359395,5.5600286,6.7713065
t110,-2.4418213,14.855806,2.2104425,6.5356293,2.9681664,5.1572905,0.44968593,7.1428714,7.7677407,2.716101,5.5098395,6.7691913
t14,-2.4898038,14.787988,2.344447,6.7642646,3.0298157,5.0960274,0.5798596,6.9624896,7.557647,3.1647863,5.4648623,6.5186872
t21,-2.5284774,14.802567,2.3860197,6.7063446,3.011408,4.998128,0.7221338,6.84537,7.335598,3.2662628,5.491118,6.387003
t66,-2.5945442,14.690504,2.1474829,6.7168994,3.156845,5.0807996,0.5953788,6.9479065,7.348791,3.0605955,5.4224124,6.4354663
t67,-2.4211824,14.786829,2.2491343,6.8119607,2.9567199,5.0186,0.6903543,6.834548,7.344864,3.1288736,5.6228495,6.4369164
t113,-2.507202,14.740472,2.6137137,6.858055,3.0923977,5.028195,0.75603974,6.7555714,7.3454676,3.6474447,5.339982,6.272067
t114,-2.4520183,14.841107,2.7347322,6.9202733,3.098348,4.9772224,0.76067346,6.664129,7.2662425,3.729738,5.3067694,6.2809258
t6,-2.6529157,15.086933,3.341367,7.005417,3.209573,4.999578,1.0612185,6.8636355,7.3859634,4.254473,5.2207875,6.0358243
t115,-3.5498772,15.859383,5.356347,6.990083,3.833628,4.698335,2.3521008,6.4887767,7.6386995,6.527617,4.375241,5.0221186
t116,-3.4364016,15.738504,5.2925925,7.014287,3.7838635,4.6963487,2.4159155,6.5352893,7.6512003,6.411324,4.3112335,5.123058
t104,-3.4966161,15.672915,5.430527,7.080216,3.780471,4.738673,2.4068336,6.6181707,7.6010737,6.5341425,4.2425146,5.163074
t105,-3.4857607,15.792878,5.2966037,7.0364113,3.7484028,4.7373343,2.3649676,6.535309,7.6163244,6.4360633,4.3715982,5.097073
t119,-3.3617077,15.819493,5.273519,7.119192,3.7373214,4.7999616,2.24445,6.6110983,7.524567,6.3491,4.417614,5.0387826
t120,-3.4206686,15.782938,5.2881746,7.1769295,3.6937873,4.836292,2.2044253,6.6694283,7.4981203,6.387844,4.4246287,5.094487
t101,-3.1480088,15.669587,4.7208776,7.218638,3.5696356,5.001166,2.0399363,6.62091,7.382804,5.992655,4.6401424,5.2241416
t102,-3.0960462,15.70072,4.7360377,7.236562,3.5221848,5.0222826,2.0452633,6.6365585,7.357014,5.9536386,4.676612,5.1763024
t76,-3.062771,15.669249,4.8245063,7.2349486,3.4278386,4.906001,1.9406388,6.713685,7.2490296,5.8682323,4.6322517,5.146997
t77,-3.1628306,15.696708,4.6511903,7.3127327,3.5255294,5.076162,1.9798514,6.6732683,7.4309945,6.0042067,4.711281,5.240013
t70,-3.028379,15.626928,4.6852174,7.2427173,3.450508,4.953626,1.9371861,6.66804,7.2794256,5.846297,4.6761346,5.2223773
t53,-2.943483,15.661899,4.7848115,7.4259987,3.3518567,4.7918797,1.6473813,6.8746696,7.3430414,5.6819158,4.608144,5.213947
t73,-3.0443265,15.5731945,4.817894,7.408359,3.255793,4.8385096,1.695602,6.817596,7.3931465,5.6961594,4.54666,5.2432117
t74,-3.0054438,15.643692,4.9570513,7.5023417,3.302231,4.7647767,1.7362069,6.8913307,7.299976,5.8110914,4.5413713,5.146562
t68,-2.9704351,15.689541,4.7635202,7.3829637,3.4336615,4.715659,1.6428276,6.845395,7.3954954,5.686173,4.5400887,5.2118196
t69,-2.95159,15.661533,4.8984356,7.508736,3.316056,4.728061,1.6662228,6.922088,7.3046446,5.7514486,4.557812,5.1508784
t117,-2.7813575,15.4265,3.9848328,7.2463884,3.4112582,4.9147253,1.4562094,6.7646265,7.3053365,5.08162,4.853162,5.444341
t118,-2.668922,15.294693,4.027825,7.124702,3.2851534,5.025239,1.5075144,6.637,7.196548,5.1197295,4.743813,5.4668665
t37,-2.6771588,15.298311,3.8552463,7.152196,3.3341796,5.003152,1.4254498,6.7338977,7.2681084,4.983817,4.864844,5.5581474
t38,-2.655671,15.339965,3.895578,7.095651,3.2758586,4.981082,1.4819024,6.8080516,7.3011117,5.0223293,4.923378,5.5953484
t60,-2.7187316,15.2755,4.0273676,7.1722555,3.3328166,5.033073,1.4382261,6.6928563,7.256456,5.1458483,4.8068967,5.5559688
t61,-2.7761772,15.332295,4.0785503,7.2238083,3.4087465,5.0189342,1.4827248,6.711156,7.3174224,5.213972,4.7580485,5.5011578
t17,-2.639356,15.162397,3.568676,7.080274,3.253602,4.9705048,1.2277149,6.8460064,7.3514977,4.623923,5.1003494,5.8250413
t3,-2.5449407,15.0275345,3.2195568,7.050039,3.1291811,4.9423447,1.0223074,6.9668283,7.4442434,4.285385,5.312694,5.9988074
t4,-2.5738611,15.013376,3.280363,7.0547295,3.1930726,4.9367633,1.0686426,6.9375877,7.3866167,4.334068,5.2629776,5.980101
t89,0.8690223,5.083347,5.6840186,5.148851,6.3396816,9.9829855,6.404966,5.142912,3.4348085,1.3829403,6.6609464,0.23326474
t90,0.9575381,5.007485,5.75258,5.207727,6.3043413,9.913331,6.437206,5.145492,3.3666766,1.4629302,6.7534175,0.31356212
t32,1.1911834,5.024774,5.471049,5.3082666,6.3980045,9.822947,6.3494096,5.3080854,3.5518966,1.2734557,6.8291574,0.2472871
t111,1.1680394,4.9371514,5.471046,5.3141403,6.4329653,9.763676,6.492255,5.257252,3.5569954,1.258617,6.8441305,0.34812915
t112,1.1702635,4.9886622,5.4261966,5.2801504,6.4321923,9.8487215,6.4135923,5.2010922,3.5033774,1.2584648,6.872652,0.26410437
t78,1.2447023,4.992692,5.5516906,5.3510857,6.4517655,9.648987,6.490433,5.440779,3.6842334,1.2589474,6.744197,0.43477872
t79,1.175342,5.022655,5.643552,5.2506948,6.380599,9.707969,6.497608,5.4039783,3.5945685,1.378876,6.7298045,0.38744235
t75,1.1343161,4.9711018,5.6713276,5.2623644,6.3977695,9.6894,6.5326757,5.3633113,3.5431705,1.4045781,6.791937,0.37791404
t56,1.1341251,4.970642,5.60924,5.368834,6.47743,9.6868925,6.433319,5.3983793,3.5973778,1.2791164,6.816905,0.36510754
t87,0.885509,5.0483103,5.746059,5.129827,6.2838044,9.945116,6.454254,5.1503434,3.4582543,1.4157304,6.6309557,0.2524376
t88,1.0208892,4.9496365,5.821435,5.131594,6.155734,9.881293,6.518604,5.1412654,3.4202905,1.5397099,6.70531,0.28368896
t11,0.5620639,5.1360683,5.880497,4.9520826,6.1276145,10.286738,6.357258,4.884863,3.2626536,1.5366077,6.553476,0.08165805
t47,0.7002087,5.0524144,5.9467854,5.039434,6.0241776,10.097926,6.409634,5.045679,3.2638516,1.5307164,6.593128,0.16436578
t48,0.59823287,5.092138,5.9304523,5.0311346,6.0674586,10.189118,6.412079,4.9710226,3.2110295,1.4834982,6.6091866,0.16675799
t98,0.3167167,5.3438926,5.9570374,4.7417436,6.114323,10.495144,6.2271647,4.773371,3.1886196,1.5847051,6.420186,-0.08729593
t103,0.229082,5.1830606,5.928551,4.8346295,6.1443024,10.611487,6.241071,4.642876,3.259135,1.624428,6.462182,-0.011466299
t121,0.22126438,5.20652,6.0012817,4.7598557,6.056595,10.595563,6.311755,4.6652803,3.141976,1.5388765,6.430022,-0.10294325
t122,0.21026759,5.2632327,6.0367517,4.7105393,6.031219,10.576714,6.2774577,4.708267,3.1277378,1.5731757,6.380628,-0.14417471
t59,0.23610045,5.2172914,5.9135885,4.826745,6.160641,10.58478,6.242585,4.6966615,3.2258577,1.5819612,6.445423,-0.015837476
t49,0.40628615,5.2501936,5.971383,4.7869368,6.066512,10.42075,6.354227,4.7923136,3.1407583,1.4262452,6.4733834,-0.11536958
t50,0.30528113,5.2744966,5.8942666,4.8115816,6.1943593,10.49404,6.278725,4.810287,3.1228426,1.4270705,6.3962398,-0.028363649
t91,5.8699656,8.858609,10.488586,7.036399,5.594393,4.301151,1.9948833,2.8151724,3.1549838,4.746264,2.7169075,3.0871649
t92,5.856789,8.959536,10.662741,7.0709567,5.73571,4.3968444,2.0692046,2.7912939,3.0585265,4.7430625,2.8457763,3.0298538
t10,5.870745,8.963097,10.614966,7.0386834,5.6935287,4.4561615,2.037906,2.8356116,3.142374,4.7920756,2.6924026,3.1013584
t62,5.822493,8.841472,10.637149,7.157212,5.559189,4.434982,2.0001967,2.8069746,3.1116033,4.664544,2.8090837,3.1655416
t63,5.9601836,8.927471,10.667731,6.9543915,5.728249,4.372942,2.0005221,2.7340539,3.1002467,4.7859983,2.79395,3.0729444
t22,5.9040213,8.669678,10.754382,7.032107,5.5310216,4.0894356,2.029509,2.676586,3.082707,4.6682234,2.7439148,3.17127
t51,5.823032,8.739961,10.671774,7.1145835,5.582159,4.108726,1.9284182,2.746085,3.192564,4.7407207,2.7785597,3.2479947
t52,5.733128,8.673365,10.705417,7.2308364,5.4861193,4.1459136,2.073125,2.8003428,3.084609,4.5973353,2.764073,3.1489432
t107,5.8332834,8.648867,10.741127,7.097342,5.5381603,4.036149,2.006209,2.7079844,3.1218333,4.67825,2.7396076,3.1754153
t108,5.749401,8.776377,10.614566,7.1384068,5.6019545,4.045103,2.0690653,2.8507347,3.1217854,4.6590934,2.690472,3.0345306
t34,5.7300615,8.669376,10.573617,7.187092,5.4381337,4.083244,1.9956481,2.843904,3.2222893,4.65158,2.660081,3.232742
t33,5.9160767,8.544973,10.836865,7.0288672,5.4646497,3.9443765,2.0456884,2.6116421,3.0608377,4.6148148,2.7698197,3.1608427
t12,5.8985357,8.853332,10.651735,7.006476,5.6389728,4.323324,1.9457875,2.778515,3.2463152,4.873966,2.5868006,3.249878
t2,5.9269466,9.011894,10.467897,6.9407277,5.65688,4.6034474,1.948631,2.9143693,3.3348534,4.9740887,2.357765,3.2339344
t15,14.482672,12.602102,3.0820944,6.13118,4.012292,3.6085827,2.4988062,3.7306077,3.482841,5.6260815,0.075765684,4.4068637
t27,14.518106,12.616143,3.2251003,6.06462,3.8638828,3.7084663,2.5786924,3.7387903,3.518046,5.783119,0.12568723,4.2632613
t43,14.496795,12.587435,3.1795301,6.057525,3.958863,3.6052673,2.591111,3.7268255,3.4414146,5.668274,0.15908527,4.293867
t44,14.581236,12.49167,3.1471732,6.041262,3.9516993,3.5319662,2.5772126,3.6245651,3.3795118,5.61442,0.18319629,4.3704224
t20,14.511513,12.4876995,3.09975,6.1019444,4.055422,3.5149548,2.5649316,3.608738,3.3876336,5.561256,0.15496376,4.368903
t23,14.431474,12.599419,3.18518,6.0461817,4.0308104,3.5197165,2.6336641,3.7566738,3.3923366,5.59484,0.19114521,4.2360687
t93,14.370955,12.633731,3.2824373,5.9635377,4.05495,3.4472537,2.756337,3.7927089,3.3267722,5.55439,0.29728413,4.1054378
t94,14.433372,12.51934,3.281768,6.021591,4.0251765,3.5136867,2.7552283,3.7595925,3.393637,5.605243,0.29576388,4.1022177
t39,14.461012,12.57486,3.318885,5.9435544,3.9737952,3.5476975,2.7865589,3.847158,3.3170505,5.648924,0.3277645,4.0750976
t24,14.322184,12.905714,3.717663,5.581688,3.4396114,3.8665977,2.778931,3.7733643,3.4347618,6.1437807,0.43449372,3.8286414
t28,14.298038,12.960285,3.8021524,5.5325303,3.3348026,3.9744837,2.7246335,3.7535374,3.500937,6.262126,0.4162624,3.822624
t96,14.423343,12.845968,3.8569326,5.6296816,3.4247897,3.889487,2.6744542,3.6267688,3.5012112,6.184361,0.3548251,3.9356139
t97,14.514206,12.776098,3.9096212,5.6886053,3.3530498,3.830897,2.7063832,3.7071965,3.481342,6.258906,0.3018567,3.8930714
t95,14.349823,12.897491,3.7641196,5.593719,3.4410093,3.891491,2.719408,3.7032375,3.4817898,6.155424,0.3930408,3.8793602
t80,14.3392315,12.929278,3.8694584,5.554702,3.3627317,3.9568026,2.7347252,3.7010162,3.5487761,6.2423034,0.34846923,3.883406
t9,7.4637733,9.842413,10.473136,5.471414,6.633755,7.3572717,3.4857721,3.897839,2.9646235,5.353636,-1.8118968,2.4928327
t58,7.4357285,9.929579,10.339713,5.4974627,6.5620375,7.368489,3.6613472,3.977126,3.120764,5.308984,-1.9645389,2.3827908
t83,7.4771233,9.946256,10.300992,5.4836845,6.566799,7.382528,3.6981118,3.9979255,3.173421,5.260677,-2.0081875,2.3141632
t84,7.5571365,9.899463,10.293383,5.436092,6.6457653,7.417052,3.7307801,4.0008245,3.1858246,5.2274756,-2.0249832,2.290064
t36,7.5717244,9.936357,10.331099,5.5313964,6.5679946,7.284108,3.5838823,3.9932613,3.132652,5.2091436,-1.8978903,2.244726
t46,7.365445,9.866019,10.2370405,5.507632,6.5803,7.376707,3.7508347,4.0731673,3.2227266,5.3337054,-2.0030136,2.3917177
t64,7.427782,9.931991,10.300626,5.4776382,6.5463147,7.384634,3.6960664,4.023167,3.1598592,5.3148737,-2.032231,2.324294
t65,7.5375075,9.849945,10.241549,5.552916,6.6369824,7.2655606,3.6519828,4.106857,3.2087176,5.2272787,-1.9397113,2.2596152
t16,7.5450916,9.941792,10.458497,5.465165,6.61099,7.362665,3.506082,3.9208457,2.999404,5.2842073,-1.8730372,2.359046
t5,7.4514556,9.94088,10.416968,5.6718416,6.469582,7.265134,3.3691254,3.839773,3.0032685,5.365482,-1.6198926,2.6475253
t18,7.389617,9.936093,10.621297,5.523981,6.5632105,7.4520197,3.3779173,3.7345393,2.7842515,5.4532332,-1.7274894,2.7869148
t19,7.341708,9.877413,10.702691,5.4428787,6.6130643,7.554627,3.4550564,3.715288,2.709411,5.5298824,-1.8272414,2.8073373
t54,7.296438,9.808402,10.773059,5.417158,6.7249227,7.6566515,3.4765673,3.7629547,2.6708832,5.539112,-1.8986154,2.7369783
t55,7.38704,9.989838,10.656887,5.432373,6.551073,7.5012584,3.5691607,3.6866302,2.7480214,5.567861,-1.9338593,2.6971
t41,7.3884683,9.936928,10.666496,5.363056,6.6413927,7.5312295,3.5681338,3.7239463,2.7758553,5.4694138,-1.894063,2.6721966
t8,7.457428,10.03892,10.570654,5.572627,6.527364,7.314347,3.3775628,3.7025666,2.887962,5.3584423,-1.6215134,2.680756
t7,7.309404,9.771515,10.688318,5.4066935,6.6453185,7.6134872,3.4959097,3.7718892,2.7217257,5.572762,-1.9283559,2.7867043
t29,4.308608,10.605395,9.387179,8.902761,7.298065,4.474547,1.4875108,3.207731,2.2141924,5.8163133,5.9097114,1.339819
t99,4.2953296,10.520904,9.372542,8.810592,7.234759,4.5398235,1.5652908,3.2237892,2.2742748,5.7301335,5.895851,1.3804348
t100,4.354865,10.52057,9.432961,8.811305,7.1782637,4.4735293,1.5158719,3.1617067,2.3026438,5.7816434,5.8604026,1.4460568
t42,4.4279537,10.580279,9.505598,8.88163,7.2546473,4.4386497,1.4805787,3.090572,2.2397518,5.8148704,5.7835355,1.3759166
t30,4.3881516,10.541941,9.466043,8.834244,7.1949205,4.3854246,1.4330387,3.1314619,2.275022,5.8588657,5.8443503,1.4597392
t31,4.283257,10.597301,9.363164,8.872969,7.24754,4.392163,1.4234715,3.2300687,2.2306504,5.8830066,5.9485874,1.4298183
