accepted_species,estimate
t64,-1.5651257
t65,-1.5651932
t60,-1.3076774
t47,-1.7493184
t25,-1.0019684
t35,-1.1604557
t41,-0.72571725
t42,-0.4839855
t23,0.48364487
t24,0.14193562
