"accepted_species","Medicinal"
"Palicourea_vareschii",0
"Crucianella_exasperata",0
"Asperula_pulchella",0
"Leichhardtia_paulforsteri",0
"Gentianella_gunniana",0
"Tarenna_longipedicellata",0
"Acokanthera_rotundata",0
"Ochrosia_glomerata",0
"Agathisanthemum_globosum",1
"Rudgea_vallis",0
"Swertia_japonica",1
"Palicourea_jauaensis",0
"Aspidoglossum_flanaganii",NA
"Sherbournia_bignoniiflora",1
"Gentianella_dacrydioides",0
"Pentalinon_andrieuxii",0
"Cynanchum_elachistemmoides",NA
"Oldenlandia_viscida",1
"Perama_holosericea",0
"Appunia_longipedunculata",0
"Stenostomum_occidentale",0
"Asclepias_lynchiana",NA
"Ochrosia_ficifolia",0
"Larsenaikia_ochreata",0
"Mandevilla_holosericea",0
"Halenia_umbellata",0
"Ibatia_harleyi",0
"Simira_sampaioana",0
"Palicourea_alajuelensis",0
"Arachnothryx_rekoi",0
"Diplolepis_hieronymi",NA
"Psydrax_micans",0
"Coptosperma_pachyphyllum",0
"Prismatomeris_khoonmengiana",1
"Guettarda_subcapitata",0
"Rytigynia_stolzii",0
"Rytigynia_mayumbensis",0
"Anthospermum_galioides",0
"Metastelma_harrisii",NA
"Rauvolfia_moricandii",0
"Coccocypselum_bahiense",0
"Cynanchum_radiatum",NA
"Gardenia_thunbergia",1
"Rondeletia_formonia",0
"Swertia_hongquanii",0
"Swertia_papuana",0
"Psychotria_reflexipes",0
"Galium_seatonii",0
"Galium_megacyttarion",0
"Psychotria_barbatiloba",0
"Psychotria_brieyi",0
"Galium_lasiocarpum",0
"Galium_ceratocarpon",0
"Psychotria_infundibularis",0
"Psychotria_ambatovensis",0
"Psychotria_dalzellii",1
"Psychotria_calva",1
"Galium_pusillum",0
"Manettia_splendens",0
"Gaertnera_velutina",0
"Hedyotis_cardiophylla",0
"Hedyotis_cinereoviridis",0
"Mussaenda_tomentosa",0
"Scyphostelma_nubicola",NA
"Amaracarpus_novoguineensis",0
"Ruehssia_brasiliensis",NA
"Faramea_schunkeana",0
"Latouchea_fokienensis",1
"Hemipogon_peruvianus",NA
"Potalia_crassa",1
"Coussarea_ecuadorensis",0
"Palicourea_heilbornii",0
"Logania_cordifolia",0
"Palicourea_macrocalyx",0
"Palicourea_spathacea",0
"Canthium_longipes",0
"Pauridiantha_uniflora",0
"Tripterospermum_robustum",0
"Gonolobus_bifidus",NA
"Gynochthodes_mindanaensis",0
"Galianthe_aurelii",0
"Exostema_acuminatum",0
"Morinda_leiantha",0
"Pavetta_swatowica",0
"Lasianthus_japonicus",1
"Streblosa_assimilis",0
"Damnacanthus_×_okinawensis",0
"Rudgea_angustissima",0
"Prismatomeris_brachypus",0
"Elaeagia_chiriquina",0
"Gentianella_punicea",0
"Wendlandia_pubigera",0
"Wendlandia_scabra",0
"Ophiorrhiza_luchuanensis",0
"Sabicea_caminata",0
"Oldenlandia_decipiens",0
"Praravinia_hallieri",0
"Declieuxia_oenanthoides",0
"Gentiana_zekuensis",0
"Argostemma_phyllocharis",0
