,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,1.504126,2.6698442,-2.0902038,-3.4460454,6.335745,5.1118116,14.504316,-2.1164103,-0.43805453,3.2202113,28.230406,5.611877,-1.9406754,-1.6458153
t7,2.474952,8.128139,-2.348502,-5.1215553,9.487703,7.5167236,19.904335,-2.32108,-0.045831416,5.019136,30.887503,1.5175315,-2.1826308,-1.7490886
t13,2.9372818,9.790258,-2.903557,-6.5115495,12.052657,8.998428,24.751656,-2.9785585,-0.14972161,5.98489,39.92253,2.6957705,-2.8904204,-2.3287675
t14,2.8858654,9.645687,-2.7637308,-6.1333566,11.1251135,8.664968,23.641186,-2.7913983,-0.10058124,5.6427546,37.46631,2.507219,-2.7062418,-2.178102
t50,2.925649,14.613148,-3.312383,-7.4490314,12.566004,11.239184,28.329456,-3.2491665,-0.3520386,7.021647,43.20944,1.4822966,-3.2469482,-2.6987865
t85,2.9480755,14.95824,-3.3350751,-7.4792123,12.293236,11.250236,28.447811,-3.2851446,-0.34866068,6.8510127,43.35351,1.3445812,-3.2763402,-2.7137773
t86,2.9317086,14.939525,-3.3436515,-7.458108,12.209788,11.269697,28.600475,-3.3023298,-0.3125498,6.8902087,43.42223,1.3802935,-3.2713444,-2.7042217
t56,2.9231236,14.779506,-3.3298786,-7.4517136,12.238821,11.196161,28.565968,-3.2297559,-0.31021065,7.1458893,43.365055,1.2845184,-3.231514,-2.6631157
t64,2.9775903,14.931277,-3.381609,-7.479149,12.389687,11.269694,28.663597,-3.2482052,-0.3656957,7.0096006,43.1357,1.226071,-3.2666242,-2.7117143
t65,2.8624089,14.818049,-3.3817182,-7.473537,12.326942,11.180277,28.467556,-3.2266395,-0.39618143,7.21745,43.244038,1.1737686,-3.2507222,-2.6916833
t58,2.7955039,14.798263,-3.3574586,-7.444037,12.313553,11.238026,28.537708,-3.232561,-0.35320333,7.108704,43.037045,1.2879606,-3.2270615,-2.6841831
t42,3.0474713,14.489133,-3.373348,-7.4802666,12.900598,11.387293,28.694496,-3.2623317,-0.28571236,7.244753,43.444897,1.5802456,-3.2388287,-2.6746378
t16,4.8886495,0.90754277,-2.893501,-5.2366476,13.094263,4.1663733,18.310966,-1.7429703,-0.56644243,6.9070554,32.764317,2.5038693,-2.36129,-2.0388913
t17,4.9816055,1.003419,-2.9195547,-5.306522,13.16948,4.262557,18.507524,-1.7634157,-0.5597045,6.998599,33.146122,2.5018811,-2.3869724,-2.0468245
t95,5.7309237,1.935023,-3.2533364,-6.64402,17.069225,4.176904,20.819822,-1.912772,-1.0595942,9.28937,41.826626,3.2514846,-2.9980054,-2.5377314
t96,5.7676888,2.043675,-3.2649639,-6.6445937,16.98742,4.182192,20.81312,-1.9211464,-1.0838059,9.239619,41.875805,3.1659753,-2.998626,-2.5448244
t40,5.873142,1.8795515,-3.36497,-6.667375,16.301638,3.8694832,20.307526,-1.9860617,-1.2751029,9.06557,42.49844,3.33921,-3.1494408,-2.6744947
t46,6.2962685,1.6484572,-3.3508496,-6.692116,16.657122,3.989978,20.270832,-2.0096214,-1.2152267,8.934037,42.636677,3.7381449,-3.1498826,-2.6595361
t77,5.973468,1.7311283,-3.2935853,-6.735498,16.71664,3.8939593,19.957115,-1.9416304,-1.255554,9.228221,42.444286,3.5372937,-3.1197202,-2.641239
t78,5.9798036,1.5348259,-3.1849852,-6.511275,16.310724,3.7019405,19.18644,-1.8556379,-1.2021254,8.997912,40.935246,3.2605965,-3.0018408,-2.5274334
t53,5.932409,1.522039,-3.2024274,-6.516164,16.203253,3.5707967,19.406628,-1.8809208,-1.1802247,8.898877,41.037518,3.2560124,-3.0223844,-2.5533187
t116,8.979925,1.6316253,-3.2998357,-6.5713105,16.902227,5.26272,19.74528,-1.4868745,-1.0371549,9.587908,41.236904,2.9224887,-2.9862187,-2.3386636
t117,8.935413,1.647082,-3.304489,-6.558372,16.885075,5.2648563,19.770033,-1.4912332,-1.0327649,9.578536,41.205338,2.9282482,-2.9783676,-2.3336208
t67,8.7185955,1.3451868,-3.1598423,-6.287551,16.245745,4.854903,18.681507,-1.3294516,-0.9867813,9.440004,39.10394,2.4855316,-2.8195906,-2.1880817
t20,8.066042,1.1163698,-3.0716417,-6.190805,15.857041,4.340699,18.302628,-1.2358743,-1.0049117,8.992133,37.547787,2.433355,-2.7913306,-2.2264497
t51,9.489609,1.6364332,-3.2014,-6.8851624,16.789518,5.1241803,19.880926,-1.2036796,-0.8981671,9.94412,40.66994,2.8106472,-3.0744545,-2.3730657
t91,9.745685,1.5244833,-3.2382305,-6.9293466,17.313522,5.1986594,20.039982,-1.1684374,-0.88375694,10.029165,40.664547,2.7897608,-3.093723,-2.3703842
t92,9.804539,1.5619246,-3.2262769,-6.9354835,17.280075,5.264761,20.034473,-1.1801949,-0.8625149,9.922515,40.630997,2.9258757,-3.1000023,-2.3838575
t99,9.744626,1.4031779,-3.226305,-6.984942,17.308212,5.090722,19.879513,-1.1744809,-0.92530805,9.958438,40.787136,2.7623158,-3.1331618,-2.4101295
t100,9.629808,1.2958666,-3.1672103,-6.8416443,17.032784,4.9619884,19.431713,-1.1346014,-0.9060057,9.8240185,39.86082,2.5917084,-3.0529733,-2.3482432
t38,8.397009,0.5116635,-3.0042949,-6.274233,15.643017,3.9576502,18.135931,-1.1155137,-0.9096903,9.43593,37.401512,2.6058085,-2.7997663,-2.2477164
t39,8.585284,0.80080086,-3.2149448,-6.855652,16.779243,4.528451,20.135777,-1.3180506,-0.96417755,10.259707,41.41112,3.6415296,-3.09893,-2.5340068
t22,7.737566,0.31853873,-2.7011054,-5.474344,14.292723,3.380174,15.583018,-0.8731166,-0.84509724,8.60997,32.1993,1.4029022,-2.3523319,-1.8504819
t60,8.451085,1.9301716,-3.3887806,-6.8653197,17.461222,4.1956606,20.292305,-1.1620883,-1.1809908,10.047441,40.609222,3.8832252,-2.9747775,-2.4673517
t131,8.436988,1.874765,-3.3812797,-6.937616,17.758799,4.219133,20.200111,-1.1800907,-1.2321043,10.049184,40.84,3.6763372,-2.9990764,-2.4897172
t132,8.444627,1.839851,-3.374932,-6.9273696,17.73118,4.2297225,20.180643,-1.1788157,-1.2218645,10.050212,40.838562,3.7584865,-2.9970207,-2.4842174
t83,8.460674,1.9402767,-3.3657367,-6.912352,17.662569,4.1612797,20.376663,-1.1835254,-1.1978292,9.959297,40.730305,3.8389452,-2.993063,-2.5014298
t93,8.40114,1.8021799,-3.3889072,-6.8110795,17.15094,4.2284117,20.163483,-1.2241346,-1.2605335,9.715108,41.155598,3.9244115,-3.0114028,-2.4953325
t113,8.437517,1.7652327,-3.4003766,-6.8393373,17.28436,4.162612,20.226704,-1.1856123,-1.260784,9.90967,41.129116,3.885701,-3.0040245,-2.4899056
t114,8.485041,1.8100811,-3.3894231,-6.853859,17.372429,4.207508,20.262844,-1.1942662,-1.2470025,9.861325,41.10503,3.9181106,-3.0087793,-2.4996505
t4,4.651498,0.40922457,-2.7096953,-4.7183933,12.17823,3.5007384,16.642752,-1.5002627,-0.57152164,6.5174847,29.194315,1.2914494,-2.100259,-1.7975562
t9,1.0107597,-0.38819167,-3.2362993,-4.271159,8.939314,1.9246581,19.630318,-1.9167465,-0.47557107,7.999671,28.695448,-0.008134331,-1.9484962,-2.0170722
t29,1.3804976,-0.28981408,-4.3045597,-6.20433,12.372447,3.375695,26.958372,-2.8938406,-0.7115243,9.639361,42.08121,2.0445292,-3.1145828,-3.0583076
t30,1.115748,-0.4142829,-3.8446834,-5.2945023,10.438668,2.4993675,23.73304,-2.461993,-0.5243525,9.191239,35.74734,1.0026125,-2.5574276,-2.5887094
t27,1.7019283,-0.33823785,-4.208142,-6.2840896,12.285802,3.4051092,26.806679,-2.8657646,-0.5185172,9.954781,41.615574,2.1565864,-3.0756474,-3.0386446
t28,1.3771011,-0.34453514,-4.157818,-6.2728777,12.214483,3.410845,26.788418,-2.895995,-0.59439117,9.997792,42.14358,2.3409564,-3.0831838,-3.0761409
t23,0.49001062,-0.30893773,-4.0825634,-5.7088947,11.338386,2.6873338,25.985104,-2.6980495,-0.6959275,10.534579,38.923656,1.3071023,-2.6175454,-2.9055905
t68,0.49409258,-0.39320096,-4.301367,-6.0175314,11.567309,2.8099635,27.358082,-2.9919584,-0.8028164,10.470216,42.02872,1.7646583,-2.9231663,-3.2167575
t69,0.47645485,-0.4182584,-4.277445,-6.010922,11.632387,2.8401997,27.268805,-3.0002496,-0.7790925,10.483106,42.143047,1.9827112,-2.9254472,-3.2079334
t61,0.36973393,-0.40599194,-4.305434,-5.9930663,11.668728,2.7698042,27.277275,-3.0098634,-0.8278133,10.33331,42.078476,1.7303914,-2.9333885,-3.2057095
t12,0.30133808,-0.45734262,-3.5737617,-4.604125,9.137955,1.5395513,21.890247,-2.1794362,-0.5629897,9.147157,31.606297,0.08290403,-2.0763395,-2.351387
t118,0.578292,-0.32394055,-4.4199452,-6.087109,11.572793,2.5175946,27.765034,-2.8059137,-0.797023,10.597053,41.21635,1.5116216,-2.8732712,-3.1783588
t119,0.59779036,-0.33431366,-4.418438,-6.0808225,11.583824,2.5207107,27.781902,-2.804239,-0.78037244,10.618588,41.158234,1.5751177,-2.8703103,-3.1784875
t59,0.74537146,-0.2995009,-4.4320517,-6.032107,11.550802,2.819092,27.6521,-2.7965229,-0.7928621,10.51274,41.275173,1.6477202,-2.8734567,-3.1202438
t73,0.7243782,-0.35554197,-4.252828,-6.06722,12.24865,2.8984082,27.494883,-2.9461458,-0.6526166,10.513679,41.42033,2.175149,-2.7947621,-3.1471257
t74,0.7497164,-0.35904872,-4.273889,-6.065044,12.153462,2.8373501,27.422646,-2.9542494,-0.6922805,10.403098,41.580868,2.2327378,-2.822089,-3.1724527
t11,0.6386486,-0.41187477,-3.307633,-4.503639,9.205036,1.4973762,20.926586,-1.9273682,-0.46717054,8.561509,29.957981,-0.04170381,-2.0014374,-2.1285317
t26,0.42110884,-0.33918616,-3.6218967,-5.2971983,10.386469,1.8954303,24.189983,-2.2831538,-0.47124395,9.346694,35.014904,0.44537228,-2.3941448,-2.5323467
t105,0.5188347,-0.2514676,-4.0212107,-6.321877,11.809864,2.47644,28.0978,-2.7669709,-0.45751753,10.638534,41.830288,1.4822065,-2.8946083,-3.03991
t106,0.42775738,-0.24450672,-4.0170646,-6.3295107,11.869325,2.4149837,28.067266,-2.7496438,-0.47380167,10.640895,41.737297,1.3370854,-2.890764,-3.0392053
t120,0.6667186,-0.25777557,-3.9951687,-6.3484807,11.96053,2.5108855,28.0579,-2.7260144,-0.432269,10.69509,41.840115,1.553671,-2.899534,-3.0176868
t121,0.6345922,-0.25478962,-3.9905674,-6.335788,11.84119,2.4704618,28.035995,-2.7213135,-0.43601915,10.683019,41.84721,1.54823,-2.902477,-3.0150237
t18,1.3469974,-0.22799538,-4.147671,-5.874834,11.707577,3.6029031,26.867336,-2.8867419,-0.5210541,9.769752,41.82929,2.7189577,-2.9102628,-2.8114018
t24,0.8937608,-0.34066877,-3.4973156,-4.850012,9.958169,2.7224073,22.487059,-2.2761765,-0.337146,8.874143,33.34042,0.5035042,-2.2264333,-2.1858647
t122,1.1540395,-0.31788376,-3.9894378,-6.0903826,11.998293,3.7931554,26.80534,-2.9046438,-0.34524795,10.197548,42.042408,2.0393732,-2.8825338,-2.7742374
t123,1.1789905,-0.31600368,-3.984808,-6.0971737,12.001099,3.8130772,26.826176,-2.9112928,-0.33452496,10.155801,42.049538,2.0773437,-2.891421,-2.7786138
t19,1.3371235,-0.3739249,-3.9002666,-4.276187,9.105883,2.1451087,22.168747,-2.0721588,-0.59735674,8.7734,31.308048,0.6484458,-2.000322,-2.03648
t84,1.3432304,-0.19924478,-4.8164935,-5.4038196,11.16077,2.9815166,27.980354,-2.746285,-0.8551847,10.157463,40.747654,2.4244761,-2.6582518,-2.704353
t136,1.2121044,-0.22336625,-4.8467016,-5.366178,11.131165,2.8194687,28.144026,-2.7241867,-0.8589525,10.257041,40.6113,2.3610668,-2.647115,-2.7008152
t137,1.2246677,-0.22307804,-4.8413486,-5.3629594,11.119995,2.8213465,28.11917,-2.7197382,-0.8585909,10.2683735,40.587353,2.3839538,-2.6455052,-2.7012043
t75,1.6958266,-0.18273304,-4.7626777,-5.4425845,11.629227,3.5299985,27.801998,-2.7737517,-0.8257522,10.036182,41.04171,2.6155539,-2.6667233,-2.675686
t76,1.7585689,-0.18403195,-4.7250066,-5.411739,11.360778,3.526738,27.560064,-2.7956128,-0.82432836,9.881642,41.156406,2.9515634,-2.6836867,-2.6934676
t32,1.7132264,-0.22719105,-4.5224705,-5.16226,10.810203,3.3004868,26.61221,-2.5564055,-0.7601241,9.884431,38.3307,2.434342,-2.5417755,-2.5773704
t54,1.9383007,-0.22740963,-4.758039,-5.5132813,11.336133,3.6269991,28.080666,-2.7189777,-0.7520582,10.427405,40.830082,2.697323,-2.7197714,-2.7125366
t55,1.9671518,-0.21285903,-4.757024,-5.451109,11.410263,3.7750466,28.074722,-2.667949,-0.72443676,10.465115,40.362514,2.7082996,-2.6720583,-2.6584733
t31,2.0765378,-0.12839632,-4.6922703,-5.571992,11.456863,3.4143522,28.093456,-2.6926243,-0.7633912,10.165217,40.84112,3.0619042,-2.7427185,-2.7634904
t5,1.8161186,-0.11199311,-3.7715695,-5.511519,12.265434,3.2446523,23.96305,-2.5198042,-0.6818189,8.186233,37.39465,1.5494446,-2.7059448,-2.6076612
t6,3.3693354,1.2612978,-2.4997272,-4.5424542,11.014315,3.402658,16.658098,-2.0866797,-0.4777483,2.0789905,28.59449,1.7749572,-2.547117,-2.0633073
t10,3.52058,1.4438626,-2.684205,-4.8932495,11.566396,3.4032922,17.667768,-2.3404024,-0.63445467,1.3266765,31.28518,2.1909883,-2.899432,-2.3473947
t109,3.9219992,2.357204,-3.505607,-6.6709633,15.197063,3.717246,22.727345,-3.4619057,-1.2330567,-0.2017566,43.458523,4.3540425,-4.411886,-3.6548493
t110,3.8604195,2.37017,-3.5047796,-6.6552157,15.135762,3.720089,22.693901,-3.4646816,-1.2313553,-0.20388415,43.46388,4.37002,-4.41183,-3.6469548
t57,4.1322803,2.5791478,-3.532137,-6.5988374,15.093212,4.062786,22.791548,-3.4326534,-1.2005777,-0.16660674,43.42639,4.656449,-4.3656,-3.583936
t52,4.011672,2.42278,-3.5069702,-6.627083,15.061615,3.9187253,22.78673,-3.4633546,-1.1790069,-0.19336198,43.30276,4.542707,-4.389371,-3.621558
t62,3.8170536,2.3400111,-3.5583684,-6.5361896,15.223539,3.958387,23.209772,-3.380647,-1.1548815,-0.014571494,43.216587,4.1394157,-4.226296,-3.4768841
t63,3.8740313,2.6044059,-3.5559292,-6.5703616,15.27556,4.0781975,23.366127,-3.3631923,-1.1272945,-0.016316717,43.07511,3.9051788,-4.2315784,-3.4466121
t44,3.6914508,2.355288,-3.521593,-6.4695373,14.972735,3.8494325,22.907457,-3.2994192,-1.180436,-0.0038333118,42.640026,3.7858276,-4.1957088,-3.434459
t21,4.42728,2.7259927,-3.4798534,-6.620238,15.020762,4.6542063,23.90184,-3.26424,-0.89455414,1.1018704,43.224632,4.5243373,-4.008946,-3.353127
