"","t1","t2","t5","t6","t33","t39","t83","t84","t69","t97","t98","t119","t120","t112","t108","t163","t164","t89","t90","t78","t67","t136","t137","t116","t113","t138","t139","t117","t148","t149","t60","t37","t38","t109","t121","t122","t159","t160","t106","t129","t130","t99","t100","t85","t56","t29","t52","t57","t80","t81","t110","t123","t144","t145","t143","t96","t48","t18","t17","t27","t28","t26","t94","t95","t24","t20","t127","t128","t161","t162","t107","t114","t115","t75","t76","t62","t23","t51","t74","t134","t135","t79","t72","t73","t22","t53","t71","t77","t92","t93","t15","t10","t11","t12","t14","t34","t35","t66","t151","t152","t150","t157","t158","t111","t49","t50","t58","t59","t36","t8","t7","t31","t32","t25","t165","t166","t167","t168","t126","t118","t146","t147","t47","t9","t13","t16","t43","t124","t125","t82","t86","t87","t19","t46","t68","t101","t102","t141","t142","t88","t41","t70","t105","t131","t132","t140","t153","t154","t30","t103","t104","t91","t63","t61","t21","t40","t64","t65","t44","t45","t54","t55","t42","t155","t156","t133","t3","t4"
"t1",0,2.840282606137,3.659124856037,4.209730879837,8.480981108206,8.942337813106,10.151940268506,10.151940268506,9.648482463987,10.151940268487,10.151940268487,10.151940268487,10.151940268487,10.151940268447,9.831827244337,10.151940268453,10.151940268453,10.151940268437,10.151940268437,10.151940268487,9.094211965957,10.151940268418,10.151940268418,10.151940268418,10.151940268477,10.151940268477,10.151940268477,10.151940268487,10.151940268477,10.151940268477,8.833047868057,10.151940268937,10.151940268937,10.151940268637,10.151940268617,10.151940268617,10.151940268917,10.151940268917,10.151940268937,10.151940268937,10.151940268937,10.151940268937,10.151940268937,9.738556433937,10.151940269037,9.518876115137,10.151940268837,9.388593434917,9.586154003817,9.455779596507,10.151940268517,9.959620085357,10.151940268565,10.151940268565,10.151940268567,10.151940268517,10.151940268737,7.760203665737,7.515842624137,10.151940267837,8.305372727937,8.223834908437,9.990205004937,10.151940268737,9.029558614037,7.377989740487,10.151940268387,10.151940268387,10.151940268348,10.151940268348,10.151940268407,9.997202407587,9.916906077957,9.786584061907,10.151940268607,10.151940268107,9.479740683907,8.813995208237,9.459241822837,10.151940268437,10.151940268437,9.661246304737,10.151940268537,10.151940268537,7.549098278037,8.815194081037,10.151940268637,10.151940268637,10.151940268637,9.932663360337,6.549286438777,6.556891540337,6.457417743837,6.250246175537,6.849887418637,10.151940268537,9.075824033037,9.158922341537,10.151940268011,10.151940268011,10.151940268007,10.151940268067,10.151940268067,10.151940268037,8.659257273697,10.151940268447,8.879228909537,8.821635297357,8.510632208237,6.776690894537,5.346102348637,9.093357809737,10.119435616537,10.151940268237,10.151940268039,10.151940268039,10.151940267949,10.151940267949,10.151940267867,10.151940267937,10.151940267837,10.151940267837,9.544742834437,5.708642955137,7.739207196337,10.151940267937,10.151940267547,10.151940268237,10.151940268237,10.151940268037,10.151940268037,10.151940268037,7.380220270467,10.151940268947,9.120341625697,10.151940268447,10.151940268447,10.151940268447,10.151940268447,9.649156332747,8.541440484917,9.533013118457,10.151940268157,10.151940268157,10.123808680457,10.151940268657,10.151940268617,10.151940268617,10.012419619237,10.151940268127,10.151940268127,10.151940268137,9.536711049437,10.151940268337,8.618597847537,8.576162534537,9.799591751237,10.151940267837,9.572582634637,8.776945689537,10.151940268537,8.768574756737,9.929590927137,10.151940268417,10.151940268417,10.151940268437,3.155852075267,3.602840734367
"t2",2.840282606137,0,2.0930603775,2.6436664013,6.914916629669,7.376273334569,8.585875789969,8.585875789969,8.08241798545,8.58587578995,8.58587578995,8.58587578995,8.58587578995,8.58587578991,8.2657627658,8.585875789916,8.585875789916,8.5858757899,8.5858757899,8.58587578995,7.52814748742,8.585875789881,8.585875789881,8.585875789881,8.58587578994,8.58587578994,8.58587578994,8.58587578995,8.58587578994,8.58587578994,7.26698338952,8.5858757904,8.5858757904,8.5858757901,8.58587579008,8.58587579008,8.58587579038,8.58587579038,8.5858757904,8.5858757904,8.5858757904,8.5858757904,8.5858757904,8.1724919554,8.5858757905,7.9528116366,8.5858757903,7.82252895638,8.02008952528,7.88971511797,8.58587578998,8.39355560682,8.585875790028,8.585875790028,8.58587579003,8.58587578998,8.5858757902,6.1941391872,5.9497781456,8.5858757893,6.7393082494,6.6577704299,8.4241405264,8.5858757902,7.4634941355,5.81192526195,8.58587578985,8.58587578985,8.585875789811,8.585875789811,8.58587578987,8.43113792905,8.35084159942,8.22051958337,8.58587579007,8.58587578957,7.91367620537,7.2479307297,7.8931773443,8.5858757899,8.5858757899,8.0951818262,8.58587579,8.58587579,5.9830337995,7.2491296025,8.5858757901,8.5858757901,8.5858757901,8.3665988818,4.98322196024,4.9908270618,4.8913532653,4.684181697,5.2838229401,8.58587579,7.5097595545,7.592857863,8.585875789474,8.585875789474,8.58587578947,8.58587578953,8.58587578953,8.5858757895,7.09319279516,8.58587578991,7.313164431,7.25557081882,6.9445677297,5.210626416,3.7800378701,7.5272933312,8.553371138,8.5858757897,8.585875789502,8.585875789502,8.585875789412,8.585875789412,8.58587578933,8.5858757894,8.5858757893,8.5858757893,7.9786783559,4.1425784766,6.1731427178,8.5858757894,8.58587578901,8.5858757897,8.5858757897,8.5858757895,8.5858757895,8.5858757895,5.81415579193,8.58587579041,7.55427714716,8.58587578991,8.58587578991,8.58587578991,8.58587578991,8.08309185421,6.97537600638,7.96694863992,8.58587578962,8.58587578962,8.55774420192,8.58587579012,8.58587579008,8.58587579008,8.4463551407,8.58587578959,8.58587578959,8.5858757896,7.9706465709,8.5858757898,7.052533369,7.010098056,8.2335272727,8.5858757893,8.0065181561,7.210881211,8.58587579,7.2025102782,8.3635264486,8.58587578988,8.58587578988,8.5858757899,1.58978759673,2.03677625583
"t5",3.659124856037,2.0930603775,0,1.3971643428,6.802352848569,7.263709553469,8.473312008869,8.473312008869,7.96985420435,8.47331200885,8.47331200885,8.47331200885,8.47331200885,8.47331200881,8.1531989847,8.473312008816,8.473312008816,8.4733120088,8.4733120088,8.47331200885,7.41558370632,8.473312008781,8.473312008781,8.473312008781,8.47331200884,8.47331200884,8.47331200884,8.47331200885,8.47331200884,8.47331200884,7.15441960842,8.4733120093,8.4733120093,8.473312009,8.47331200898,8.47331200898,8.47331200928,8.47331200928,8.4733120093,8.4733120093,8.4733120093,8.4733120093,8.4733120093,8.0599281743,8.4733120094,7.8402478555,8.4733120092,7.70996517528,7.90752574418,7.77715133687,8.47331200888,8.28099182572,8.473312008928,8.473312008928,8.47331200893,8.47331200888,8.4733120091,6.0815754061,5.8372143645,8.4733120082,6.6267444683,6.5452066488,8.3115767453,8.4733120091,7.3509303544,5.69936148085,8.47331200875,8.47331200875,8.473312008711,8.473312008711,8.47331200877,8.31857414795,8.23827781832,8.10795580227,8.47331200897,8.47331200847,7.80111242427,7.1353669486,7.7806135632,8.4733120088,8.4733120088,7.9826180451,8.4733120089,8.4733120089,5.8704700184,7.1365658214,8.473312009,8.473312009,8.473312009,8.2540351007,4.87065817914,4.8782632807,4.7787894842,4.5716179159,5.171259159,8.4733120089,7.3971957734,7.4802940819,8.473312008374,8.473312008374,8.47331200837,8.47331200843,8.47331200843,8.4733120084,6.98062901406,8.47331200881,7.2006006499,7.14300703772,6.8320039486,5.0980626349,3.667474089,7.4147295501,8.4408073569,8.4733120086,8.473312008402,8.473312008402,8.473312008312,8.473312008312,8.47331200823,8.4733120083,8.4733120082,8.4733120082,7.8661145748,4.0300146955,6.0605789367,8.4733120083,8.47331200791,8.4733120086,8.4733120086,8.4733120084,8.4733120084,8.4733120084,5.70159201083,8.47331200931,7.44171336606,8.47331200881,8.47331200881,8.47331200881,8.47331200881,7.97052807311,6.86281222528,7.85438485882,8.47331200852,8.47331200852,8.44518042082,8.47331200902,8.47331200898,8.47331200898,8.3337913596,8.47331200849,8.47331200849,8.4733120085,7.8580827898,8.4733120087,6.9399695879,6.8975342749,8.1209634916,8.4733120082,7.893954375,7.0983174299,8.4733120089,7.0899464971,8.2509626675,8.47331200878,8.47331200878,8.4733120088,2.10841767863,2.55540633773
"t6",4.209730879837,2.6436664013,1.3971643428,0,7.352958872369,7.814315577269,9.023918032669,9.023918032669,8.52046022815,9.02391803265,9.02391803265,9.02391803265,9.02391803265,9.02391803261,8.7038050085,9.023918032616,9.023918032616,9.0239180326,9.0239180326,9.02391803265,7.96618973012,9.023918032581,9.023918032581,9.023918032581,9.02391803264,9.02391803264,9.02391803264,9.02391803265,9.02391803264,9.02391803264,7.70502563222,9.0239180331,9.0239180331,9.0239180328,9.02391803278,9.02391803278,9.02391803308,9.02391803308,9.0239180331,9.0239180331,9.0239180331,9.0239180331,9.0239180331,8.6105341981,9.0239180332,8.3908538793,9.023918033,8.26057119908,8.45813176798,8.32775736067,9.02391803268,8.83159784952,9.023918032728,9.023918032728,9.02391803273,9.02391803268,9.0239180329,6.6321814299,6.3878203883,9.023918032,7.1773504921,7.0958126726,8.8621827691,9.0239180329,7.9015363782,6.24996750465,9.02391803255,9.02391803255,9.023918032511,9.023918032511,9.02391803257,8.86918017175,8.78888384212,8.65856182607,9.02391803277,9.02391803227,8.35171844807,7.6859729724,8.331219587,9.0239180326,9.0239180326,8.5332240689,9.0239180327,9.0239180327,6.4210760422,7.6871718452,9.0239180328,9.0239180328,9.0239180328,8.8046411245,5.42126420294,5.4288693045,5.329395508,5.1222239397,5.7218651828,9.0239180327,7.9478017972,8.0309001057,9.023918032174,9.023918032174,9.02391803217,9.02391803223,9.02391803223,9.0239180322,7.53123503786,9.02391803261,7.7512066737,7.69361306152,7.3826099724,5.6486686587,4.2180801128,7.9653355739,8.9914133807,9.0239180324,9.023918032202,9.023918032202,9.023918032112,9.023918032112,9.02391803203,9.0239180321,9.023918032,9.023918032,8.4167205986,4.5806207193,6.6111849605,9.0239180321,9.02391803171,9.0239180324,9.0239180324,9.0239180322,9.0239180322,9.0239180322,6.25219803463,9.02391803311,7.99231938986,9.02391803261,9.02391803261,9.02391803261,9.02391803261,8.52113409691,7.41341824908,8.40499088262,9.02391803232,9.02391803232,8.99578644462,9.02391803282,9.02391803278,9.02391803278,8.8843973834,9.02391803229,9.02391803229,9.0239180323,8.4086888136,9.0239180325,7.4905756117,7.4481402987,8.6715695154,9.023918032,8.4445603988,7.6489234537,9.0239180327,7.6405525209,8.8015686913,9.02391803258,9.02391803258,9.0239180326,2.65902370243,3.10601236153
"t33",8.480981108206,6.914916629669,6.802352848569,7.352958872369,0,0.8010853595,2.0106878149,2.0106878149,1.526977126319,2.030434930819,2.030434930819,2.030434930819,2.030434930819,2.030434930779,1.710321906669,2.030434930785,2.030434930785,2.030434930769,2.030434930769,2.030434930819,0.972706628289,2.03043493075,2.03043493075,2.03043493075,2.030434930809,2.030434930809,2.030434930809,2.030434930819,2.030434930809,2.030434930809,0.711542530389,3.589971639069,3.589971639069,4.369479531769,4.369479531749,4.369479531749,4.369479532049,4.369479532049,4.369479532069,4.369479532069,4.369479532069,4.369479532069,4.369479532069,3.956095697069,4.369479532169,4.530759276869,5.163823430569,4.400476596649,4.598037165549,4.467662758239,5.163823430249,4.971503247089,5.163823430297,5.163823430297,5.163823430299,5.163823430249,5.163823430469,2.772086827469,2.527725785869,5.590158667169,3.743591127269,3.662053307769,5.428423404269,5.590158668069,4.467777013369,2.816208139819,5.590158667719,5.590158667719,5.59015866768,5.59015866768,5.590158667739,5.435420806919,5.355124477289,5.224802461239,5.590158667939,5.590158667439,4.917959083239,4.252213607569,4.897460222169,5.590158667769,5.590158667769,5.099464704069,5.590158667869,5.590158667869,2.987316677369,4.253412480369,5.590158667969,5.590158667969,5.590158667969,5.370881759669,2.054867721909,5.179860753469,5.080386956969,5.947878630069,6.547519873169,9.849572723069,8.773456487569,8.856554796069,9.849572722543,9.849572722543,9.849572722539,9.849572722599,9.849572722599,9.849572722569,8.356889728229,9.849572722979,8.576861364069,8.519267751889,8.208264662769,6.474323349069,5.043734803169,8.790990264269,9.817068071069,9.849572722769,9.849572722571,9.849572722571,9.849572722481,9.849572722481,9.849572722399,9.849572722469,9.849572722369,9.849572722369,9.242375288969,5.406275409669,7.436839650869,9.849572722469,9.849572722079,9.849572722769,9.849572722769,9.849572722569,9.849572722569,9.849572722569,7.077852724999,9.849572723479,8.817974080229,9.849572722979,9.849572722979,9.849572722979,9.849572722979,9.346788787279,8.239072939449,9.230645572989,9.849572722689,9.849572722689,9.821441134989,9.849572723189,9.849572723149,9.849572723149,9.710052073769,9.849572722659,9.849572722659,9.849572722669,9.234343503969,9.849572722869,8.316230302069,8.273794989069,9.497224205769,9.849572722369,9.270215089169,8.474578144069,9.849572723069,8.466207211269,9.627223381669,9.849572722949,9.849572722949,9.849572722969,6.930273930799,7.377262589899
"t39",8.942337813106,7.376273334569,7.263709553469,7.814315577269,0.8010853595,0,2.2655145416,2.2655145416,1.988333831219,2.491791635719,2.491791635719,2.491791635719,2.491791635719,2.491791635679,2.171678611569,2.491791635685,2.491791635685,2.491791635669,2.491791635669,2.491791635719,1.434063333189,2.49179163565,2.49179163565,2.49179163565,2.491791635709,2.491791635709,2.491791635709,2.491791635719,2.491791635709,2.491791635709,1.172899235289,4.051328343969,4.051328343969,4.830836236669,4.830836236649,4.830836236649,4.830836236949,4.830836236949,4.830836236969,4.830836236969,4.830836236969,4.830836236969,4.830836236969,4.417452401969,4.830836237069,4.992115981769,5.625180135469,4.861833301549,5.059393870449,4.929019463139,5.625180135149,5.432859951989,5.625180135197,5.625180135197,5.625180135199,5.625180135149,5.625180135369,3.233443532369,2.989082490769,6.051515372069,4.204947832169,4.123410012669,5.889780109169,6.051515372969,4.929133718269,3.277564844719,6.051515372619,6.051515372619,6.05151537258,6.05151537258,6.051515372639,5.896777511819,5.816481182189,5.686159166139,6.051515372839,6.051515372339,5.379315788139,4.713570312469,5.358816927069,6.051515372669,6.051515372669,5.560821408969,6.051515372769,6.051515372769,3.448673382269,4.714769185269,6.051515372869,6.051515372869,6.051515372869,5.832238464569,2.516224426809,5.641217458369,5.541743661869,6.409235334969,7.008876578069,10.310929427969,9.234813192469,9.317911500969,10.310929427443,10.310929427443,10.310929427439,10.310929427499,10.310929427499,10.310929427469,8.818246433129,10.310929427879,9.038218068969,8.980624456789,8.669621367669,6.935680053969,5.505091508069,9.252346969169,10.278424775969,10.310929427669,10.310929427471,10.310929427471,10.310929427381,10.310929427381,10.310929427299,10.310929427369,10.310929427269,10.310929427269,9.703731993869,5.867632114569,7.898196355769,10.310929427369,10.310929426979,10.310929427669,10.310929427669,10.310929427469,10.310929427469,10.310929427469,7.539209429899,10.310929428379,9.279330785129,10.310929427879,10.310929427879,10.310929427879,10.310929427879,9.808145492179,8.700429644349,9.692002277889,10.310929427589,10.310929427589,10.282797839889,10.310929428089,10.310929428049,10.310929428049,10.171408778669,10.310929427559,10.310929427559,10.310929427569,9.695700208869,10.310929427769,8.777587006969,8.735151693969,9.958580910669,10.310929427269,9.731571794069,8.935934848969,10.310929427969,8.927563916169,10.088580086569,10.310929427849,10.310929427849,10.310929427869,7.391630635699,7.838619294799
"t83",10.151940268506,8.585875789969,8.473312008869,9.023918032669,2.0106878149,2.2655145416,0,1.5266047328,3.197936286619,3.701394091119,3.701394091119,3.701394091119,3.701394091119,3.701394091079,3.381281066969,3.701394091085,3.701394091085,3.701394091069,3.701394091069,3.701394091119,2.643665788589,3.70139409105,3.70139409105,3.70139409105,3.701394091109,3.701394091109,3.701394091109,3.701394091119,3.701394091109,3.701394091109,2.382501690689,5.260930799369,5.260930799369,6.040438692069,6.040438692049,6.040438692049,6.040438692349,6.040438692349,6.040438692369,6.040438692369,6.040438692369,6.040438692369,6.040438692369,5.627054857369,6.040438692469,6.201718437169,6.834782590869,6.071435756949,6.268996325849,6.138621918539,6.834782590549,6.642462407389,6.834782590597,6.834782590597,6.834782590599,6.834782590549,6.834782590769,4.443045987769,4.198684946169,7.261117827469,5.414550287569,5.333012468069,7.099382564569,7.261117828369,6.138736173669,4.487167300119,7.261117828019,7.261117828019,7.26111782798,7.26111782798,7.261117828039,7.106379967219,7.026083637589,6.895761621539,7.261117828239,7.261117827739,6.588918243539,5.923172767869,6.568419382469,7.261117828069,7.261117828069,6.770423864369,7.261117828169,7.261117828169,4.658275837669,5.924371640669,7.261117828269,7.261117828269,7.261117828269,7.041840919969,3.725826882209,6.850819913769,6.751346117269,7.618837790369,8.218479033469,11.520531883369,10.444415647869,10.527513956369,11.520531882843,11.520531882843,11.520531882839,11.520531882899,11.520531882899,11.520531882869,10.027848888529,11.520531883279,10.247820524369,10.190226912189,9.879223823069,8.145282509369,6.714693963469,10.461949424569,11.488027231369,11.520531883069,11.520531882871,11.520531882871,11.520531882781,11.520531882781,11.520531882699,11.520531882769,11.520531882669,11.520531882669,10.913334449269,7.077234569969,9.107798811169,11.520531882769,11.520531882379,11.520531883069,11.520531883069,11.520531882869,11.520531882869,11.520531882869,8.748811885299,11.520531883779,10.488933240529,11.520531883279,11.520531883279,11.520531883279,11.520531883279,11.017747947579,9.910032099749,10.901604733289,11.520531882989,11.520531882989,11.492400295289,11.520531883489,11.520531883449,11.520531883449,11.381011234069,11.520531882959,11.520531882959,11.520531882969,10.905302664269,11.520531883169,9.987189462369,9.944754149369,11.168183366069,11.520531882669,10.941174249469,10.145537304369,11.520531883369,10.137166371569,11.298182541969,11.520531883249,11.520531883249,11.520531883269,8.601233091099,9.048221750199
"t84",10.151940268506,8.585875789969,8.473312008869,9.023918032669,2.0106878149,2.2655145416,1.5266047328,0,3.197936286619,3.701394091119,3.701394091119,3.701394091119,3.701394091119,3.701394091079,3.381281066969,3.701394091085,3.701394091085,3.701394091069,3.701394091069,3.701394091119,2.643665788589,3.70139409105,3.70139409105,3.70139409105,3.701394091109,3.701394091109,3.701394091109,3.701394091119,3.701394091109,3.701394091109,2.382501690689,5.260930799369,5.260930799369,6.040438692069,6.040438692049,6.040438692049,6.040438692349,6.040438692349,6.040438692369,6.040438692369,6.040438692369,6.040438692369,6.040438692369,5.627054857369,6.040438692469,6.201718437169,6.834782590869,6.071435756949,6.268996325849,6.138621918539,6.834782590549,6.642462407389,6.834782590597,6.834782590597,6.834782590599,6.834782590549,6.834782590769,4.443045987769,4.198684946169,7.261117827469,5.414550287569,5.333012468069,7.099382564569,7.261117828369,6.138736173669,4.487167300119,7.261117828019,7.261117828019,7.26111782798,7.26111782798,7.261117828039,7.106379967219,7.026083637589,6.895761621539,7.261117828239,7.261117827739,6.588918243539,5.923172767869,6.568419382469,7.261117828069,7.261117828069,6.770423864369,7.261117828169,7.261117828169,4.658275837669,5.924371640669,7.261117828269,7.261117828269,7.261117828269,7.041840919969,3.725826882209,6.850819913769,6.751346117269,7.618837790369,8.218479033469,11.520531883369,10.444415647869,10.527513956369,11.520531882843,11.520531882843,11.520531882839,11.520531882899,11.520531882899,11.520531882869,10.027848888529,11.520531883279,10.247820524369,10.190226912189,9.879223823069,8.145282509369,6.714693963469,10.461949424569,11.488027231369,11.520531883069,11.520531882871,11.520531882871,11.520531882781,11.520531882781,11.520531882699,11.520531882769,11.520531882669,11.520531882669,10.913334449269,7.077234569969,9.107798811169,11.520531882769,11.520531882379,11.520531883069,11.520531883069,11.520531882869,11.520531882869,11.520531882869,8.748811885299,11.520531883779,10.488933240529,11.520531883279,11.520531883279,11.520531883279,11.520531883279,11.017747947579,9.910032099749,10.901604733289,11.520531882989,11.520531882989,11.492400295289,11.520531883489,11.520531883449,11.520531883449,11.381011234069,11.520531882959,11.520531882959,11.520531882969,10.905302664269,11.520531883169,9.987189462369,9.944754149369,11.168183366069,11.520531882669,10.941174249469,10.145537304369,11.520531883369,10.137166371569,11.298182541969,11.520531883249,11.520531883249,11.520531883269,8.601233091099,9.048221750199
"t69",9.648482463987,8.08241798545,7.96985420435,8.52046022815,1.526977126319,1.988333831219,3.197936286619,3.197936286619,0,1.6981099923,1.6981099923,1.6981099923,1.6981099923,1.69810999226,1.37799696815,3.018373876666,3.018373876666,3.01837387665,3.01837387665,3.0183738767,1.96064557417,3.018373876631,3.018373876631,3.018373876631,3.01837387669,3.01837387669,3.01837387669,3.0183738767,3.01837387669,3.01837387669,1.69948147627,4.75747299485,4.75747299485,5.53698088755,5.53698088753,5.53698088753,5.53698088783,5.53698088783,5.53698088785,5.53698088785,5.53698088785,5.53698088785,5.53698088785,5.12359705285,5.53698088795,5.69826063265,6.33132478635,5.56797795243,5.76553852133,5.63516411402,6.33132478603,6.13900460287,6.331324786078,6.331324786078,6.33132478608,6.33132478603,6.33132478625,3.93958818325,3.69522714165,6.75766002295,4.91109248305,4.82955466355,6.59592476005,6.75766002385,5.63527836915,3.9837094956,6.7576600235,6.7576600235,6.757660023461,6.757660023461,6.75766002352,6.6029221627,6.52262583307,6.39230381702,6.75766002372,6.75766002322,6.08546043902,5.41971496335,6.06496157795,6.75766002355,6.75766002355,6.26696605985,6.75766002365,6.75766002365,4.15481803315,5.42091383615,6.75766002375,6.75766002375,6.75766002375,6.53838311545,3.22236907769,6.34736210925,6.24788831275,7.11537998585,7.71502122895,11.01707407885,9.94095784335,10.02405615185,11.017074078324,11.017074078324,11.01707407832,11.01707407838,11.01707407838,11.01707407835,9.52439108401,11.01707407876,9.74436271985,9.68676910767,9.37576601855,7.64182470485,6.21123615895,9.95849162005,10.98456942685,11.01707407855,11.017074078352,11.017074078352,11.017074078262,11.017074078262,11.01707407818,11.01707407825,11.01707407815,11.01707407815,10.40987664475,6.57377676545,8.60434100665,11.01707407825,11.01707407786,11.01707407855,11.01707407855,11.01707407835,11.01707407835,11.01707407835,8.24535408078,11.01707407926,9.98547543601,11.01707407876,11.01707407876,11.01707407876,11.01707407876,10.51429014306,9.40657429523,10.39814692877,11.01707407847,11.01707407847,10.98894249077,11.01707407897,11.01707407893,11.01707407893,10.87755342955,11.01707407844,11.01707407844,11.01707407845,10.40184485975,11.01707407865,9.48373165785,9.44129634485,10.66472556155,11.01707407815,10.43771644495,9.64207949985,11.01707407885,9.63370856705,10.79472473745,11.01707407873,11.01707407873,11.01707407875,8.09777528658,8.54476394568
"t97",10.151940268487,8.58587578995,8.47331200885,9.02391803265,2.030434930819,2.491791635719,3.701394091119,3.701394091119,1.6981099923,0,1.065103469,1.2923188534,1.2923188534,1.29231885336,0.97220582925,3.521831681166,3.521831681166,3.52183168115,3.52183168115,3.5218316812,2.46410337867,3.521831681131,3.521831681131,3.521831681131,3.52183168119,3.52183168119,3.52183168119,3.5218316812,3.52183168119,3.52183168119,2.20293928077,5.26093079935,5.26093079935,6.04043869205,6.04043869203,6.04043869203,6.04043869233,6.04043869233,6.04043869235,6.04043869235,6.04043869235,6.04043869235,6.04043869235,5.62705485735,6.04043869245,6.20171843715,6.83478259085,6.07143575693,6.26899632583,6.13862191852,6.83478259053,6.64246240737,6.834782590578,6.834782590578,6.83478259058,6.83478259053,6.83478259075,4.44304598775,4.19868494615,7.26111782745,5.41455028755,5.33301246805,7.09938256455,7.26111782835,6.13873617365,4.4871673001,7.261117828,7.261117828,7.261117827961,7.261117827961,7.26111782802,7.1063799672,7.02608363757,6.89576162152,7.26111782822,7.26111782772,6.58891824352,5.92317276785,6.56841938245,7.26111782805,7.26111782805,6.77042386435,7.26111782815,7.26111782815,4.65827583765,5.92437164065,7.26111782825,7.26111782825,7.26111782825,7.04184091995,3.72582688219,6.85081991375,6.75134611725,7.61883779035,8.21847903345,11.52053188335,10.44441564785,10.52751395635,11.520531882824,11.520531882824,11.52053188282,11.52053188288,11.52053188288,11.52053188285,10.02784888851,11.52053188326,10.24782052435,10.19022691217,9.87922382305,8.14528250935,6.71469396345,10.46194942455,11.48802723135,11.52053188305,11.520531882852,11.520531882852,11.520531882762,11.520531882762,11.52053188268,11.52053188275,11.52053188265,11.52053188265,10.91333444925,7.07723456995,9.10779881115,11.52053188275,11.52053188236,11.52053188305,11.52053188305,11.52053188285,11.52053188285,11.52053188285,8.74881188528,11.52053188376,10.48893324051,11.52053188326,11.52053188326,11.52053188326,11.52053188326,11.01774794756,9.91003209973,10.90160473327,11.52053188297,11.52053188297,11.49240029527,11.52053188347,11.52053188343,11.52053188343,11.38101123405,11.52053188294,11.52053188294,11.52053188295,10.90530266425,11.52053188315,9.98718946235,9.94475414935,11.16818336605,11.52053188265,10.94117424945,10.14553730435,11.52053188335,10.13716637155,11.29818254195,11.52053188323,11.52053188323,11.52053188325,8.60123309108,9.04822175018
