,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,3.1385186,9.817831,5.063854,8.18563,1.8756733,4.406479,3.7623866,1.5832986,3.1643302,3.9546833,6.1584115,6.585421,3.1032603,4.1843033,3.6265252,1.4222586
t2,3.0297914,9.720427,4.9332433,8.29533,1.823759,4.4162774,3.6893606,1.76951,3.1511219,3.9742892,6.106609,6.5842915,3.0995812,4.1780148,3.6054513,1.4238487
t5,3.1089084,9.774529,5.008922,8.2813,1.8833703,4.4036045,3.6495008,1.753273,3.1111908,3.967466,6.0673585,6.518941,3.0416102,4.197072,3.6012938,1.4392807
t6,3.1754704,9.852374,5.0820045,8.172881,1.8582362,4.3463926,3.7891765,1.7110411,3.1743362,3.8852484,6.188666,6.559189,3.1305559,4.2524595,3.594242,1.4392782
t33,9.910136,9.303901,9.694204,8.03161,0.4909866,4.738782,4.662136,3.3709557,5.320843,5.103056,3.2465863,2.9979968,2.3038034,3.033139,5.323419,3.1002493
t39,9.9771,9.339162,9.747462,8.024006,0.3726459,4.861793,4.668895,3.3218608,5.5562034,5.0635734,3.3278987,3.0943573,2.3242285,2.97076,5.3141456,3.1378033
t83,10.12738,9.583964,9.972508,8.002216,-0.117812246,5.6446304,4.6560063,3.3038943,6.9875784,4.911505,3.7135007,3.538036,2.2616615,2.8622816,5.3793383,3.3973105
t84,10.180651,9.626238,9.975932,7.9785147,-0.19089566,5.6031985,4.632387,3.2759,6.9711018,4.9006886,3.6503634,3.6257796,2.2973282,2.8216255,5.4011602,3.4159079
t69,10.064518,9.458334,9.8920965,8.0355015,0.07727108,5.286441,4.644795,3.2817323,6.4300456,4.955235,3.5725002,3.3078773,2.2870407,2.879544,5.3271036,3.2698402
t97,10.057981,9.48228,10.062659,8.074065,-0.029076297,5.53131,4.4956293,3.2286918,6.785812,4.783254,3.8317053,3.231035,2.1047873,2.8770642,5.342155,3.3899767
t98,10.045918,9.424039,10.066122,8.119154,-0.019074174,5.5611033,4.5036426,3.173932,6.788072,4.7674556,3.8684971,3.1416059,2.1148262,2.8506289,5.293559,3.398203
t119,10.029104,9.432985,10.010344,8.122211,0.03790551,5.4985504,4.5383635,3.2026508,6.7239985,4.8319583,3.81119,3.1993847,2.1272016,2.889337,5.2815533,3.3592114
t120,10.092483,9.39534,9.988915,8.103639,-0.03999493,5.4812784,4.589846,3.1367304,6.689102,4.8205504,3.7405288,3.169941,2.2091115,2.8143418,5.274467,3.3664134
t112,10.080869,9.494909,10.015069,8.070143,-0.013524266,5.4875064,4.539746,3.2531338,6.749524,4.8329773,3.782771,3.2440705,2.1165662,2.9189408,5.3351407,3.3470247
t108,10.053727,9.441641,9.992165,8.076192,0.07738872,5.3683124,4.5407147,3.2552373,6.5305967,4.8514943,3.7321777,3.1948042,2.1472738,2.911674,5.3169575,3.2865872
t163,10.301368,9.693685,9.998235,7.92578,-0.31515417,5.555022,4.6314163,3.235999,6.9866643,4.913681,3.5254233,3.7423089,2.3816175,2.7581763,5.4406548,3.3502626
