"","t1","t13","t25","t26","t123","t124","t57","t35","t71","t72","t45","t85","t86","t81","t82","t40","t106","t109","t110","t14","t21","t66","t67","t113","t114","t6","t115","t116","t104","t105","t119","t120","t101","t102","t76","t77","t70","t53","t73","t74","t68","t69","t117","t118","t37","t38","t60","t61","t17","t3","t4","t89","t90","t32","t111","t112","t78","t79","t75","t56","t87","t88","t11","t47","t48","t98","t103","t121","t122","t59","t49","t50","t91","t92","t10","t62","t63","t22","t51","t52","t107","t108","t34","t33","t12","t2","t15","t27","t43","t44","t20","t23","t93","t94","t39","t24","t28","t96","t97","t95","t80","t9","t58","t83","t84","t36","t46","t64","t65","t16","t5","t18","t19","t54","t55","t41","t8","t7","t29","t99","t100","t42","t30","t31"
"t119",3.94638918088,5.83321975368,5.61363322134,6.38669653778,4.52490873112,4.52490873112,4.5249087311,3.9084688561,4.5249087312,4.5249087312,4.52490873122,4.52490873122,4.52490873122,4.52490873126,4.52490873126,4.52490873126,4.49178032727,4.524908731208,4.524908731208,4.524908731,4.5249087312,4.5249087312,4.5249087312,4.5249087312,4.5249087312,3.11300486798,1.16893145771,1.16893145771,1.16893145768,1.16893145768,0,0.07861404376,2.95307747248,2.95307747248,2.9530774725,2.9530774725,2.95307747248,2.95307747248,2.95307747249,2.95307747249,2.95307747253,2.95307747253,3.55728421226,3.55728421226,3.47811218178,3.25062822878,3.55728421228,3.55728421228,2.56006303071,3.36988975748,4.01326340338,9.34800166853,9.34800166853,9.34800166863,9.34800166861,9.34800166861,9.348001668623,9.348001668623,9.34800166863,9.34800166863,9.34800166903,9.34800166903,8.78057773289,9.34800166859,9.18686990659,9.34800166853,9.34800166849,9.34800166852,9.34800166852,9.34800166853,9.34800166857,9.34800166857,9.34800166853,9.34800166853,8.42083676143,9.34800166793,9.34800166793,9.34800166823,9.34800166824,9.34800166824,9.34800166823,9.34800166823,9.34800166826,9.34800166823,8.45070177253,6.42023486586,8.35456223483,9.34800166883,9.34800166883,9.34800166883,9.34800166883,9.34800166833,9.34800166833,9.34800166833,9.34800166833,9.15125678983,9.34800166836,9.34800166832,9.34800166832,9.34800166832,9.34800166836,9.34800166843,9.15109077493,9.16194526109,9.34800166883,9.34800166883,9.34800166883,9.34800166893,9.34800166893,9.34800166873,7.37417984023,8.53824528103,9.34800166883,9.34800166883,9.34800166883,9.34800166883,7.59970365693,9.34800166893,9.82488010818,9.82488010818,9.72272298603,9.82488010818,9.82488010898,9.82488010898
"t120",3.94638918088,5.83321975368,5.61363322134,6.38669653778,4.52490873112,4.52490873112,4.5249087311,3.9084688561,4.5249087312,4.5249087312,4.52490873122,4.52490873122,4.52490873122,4.52490873126,4.52490873126,4.52490873126,4.49178032727,4.524908731208,4.524908731208,4.524908731,4.5249087312,4.5249087312,4.5249087312,4.5249087312,4.5249087312,3.11300486798,1.16893145771,1.16893145771,1.16893145768,1.16893145768,0.07861404376,0,2.95307747248,2.95307747248,2.9530774725,2.9530774725,2.95307747248,2.95307747248,2.95307747249,2.95307747249,2.95307747253,2.95307747253,3.55728421226,3.55728421226,3.47811218178,3.25062822878,3.55728421228,3.55728421228,2.56006303071,3.36988975748,4.01326340338,9.34800166853,9.34800166853,9.34800166863,9.34800166861,9.34800166861,9.348001668623,9.348001668623,9.34800166863,9.34800166863,9.34800166903,9.34800166903,8.78057773289,9.34800166859,9.18686990659,9.34800166853,9.34800166849,9.34800166852,9.34800166852,9.34800166853,9.34800166857,9.34800166857,9.34800166853,9.34800166853,8.42083676143,9.34800166793,9.34800166793,9.34800166823,9.34800166824,9.34800166824,9.34800166823,9.34800166823,9.34800166826,9.34800166823,8.45070177253,6.42023486586,8.35456223483,9.34800166883,9.34800166883,9.34800166883,9.34800166883,9.34800166833,9.34800166833,9.34800166833,9.34800166833,9.15125678983,9.34800166836,9.34800166832,9.34800166832,9.34800166832,9.34800166836,9.34800166843,9.15109077493,9.16194526109,9.34800166883,9.34800166883,9.34800166883,9.34800166893,9.34800166893,9.34800166873,7.37417984023,8.53824528103,9.34800166883,9.34800166883,9.34800166883,9.34800166883,7.59970365693,9.34800166893,9.82488010818,9.82488010818,9.72272298603,9.82488010818,9.82488010898,9.82488010898
"t101",3.9463891808,5.8332197536,5.61363322126,6.3866965377,4.52490873104,4.52490873104,4.52490873102,3.90846885602,4.52490873112,4.52490873112,4.52490873114,4.52490873114,4.52490873114,4.52490873118,4.52490873118,4.52490873118,4.49178032719,4.524908731128,4.524908731128,4.52490873092,4.52490873112,4.52490873112,4.52490873112,4.52490873112,4.52490873112,3.1130048679,2.95307747243,2.95307747243,2.9530774724,2.9530774724,2.95307747248,2.95307747248,0,0.2717781084,0.96363031682,0.96363031682,0.9636303168,2.6995554636,2.69955546361,2.69955546361,2.69955546365,2.69955546365,3.55728421218,3.55728421218,3.4781121817,3.2506282287,3.5572842122,3.5572842122,2.56006303063,3.3698897574,4.0132634033,9.34800166845,9.34800166845,9.34800166855,9.34800166853,9.34800166853,9.348001668543,9.348001668543,9.34800166855,9.34800166855,9.34800166895,9.34800166895,8.78057773281,9.34800166851,9.18686990651,9.34800166845,9.34800166841,9.34800166844,9.34800166844,9.34800166845,9.34800166849,9.34800166849,9.34800166845,9.34800166845,8.42083676135,9.34800166785,9.34800166785,9.34800166815,9.34800166816,9.34800166816,9.34800166815,9.34800166815,9.34800166818,9.34800166815,8.45070177245,6.42023486578,8.35456223475,9.34800166875,9.34800166875,9.34800166875,9.34800166875,9.34800166825,9.34800166825,9.34800166825,9.34800166825,9.15125678975,9.34800166828,9.34800166824,9.34800166824,9.34800166824,9.34800166828,9.34800166835,9.15109077485,9.16194526101,9.34800166875,9.34800166875,9.34800166875,9.34800166885,9.34800166885,9.34800166865,7.37417984015,8.53824528095,9.34800166875,9.34800166875,9.34800166875,9.34800166875,7.59970365685,9.34800166885,9.8248801081,9.8248801081,9.72272298595,9.8248801081,9.8248801089,9.8248801089
"t102",3.9463891808,5.8332197536,5.61363322126,6.3866965377,4.52490873104,4.52490873104,4.52490873102,3.90846885602,4.52490873112,4.52490873112,4.52490873114,4.52490873114,4.52490873114,4.52490873118,4.52490873118,4.52490873118,4.49178032719,4.524908731128,4.524908731128,4.52490873092,4.52490873112,4.52490873112,4.52490873112,4.52490873112,4.52490873112,3.1130048679,2.95307747243,2.95307747243,2.9530774724,2.9530774724,2.95307747248,2.95307747248,0.2717781084,0,0.96363031682,0.96363031682,0.9636303168,2.6995554636,2.69955546361,2.69955546361,2.69955546365,2.69955546365,3.55728421218,3.55728421218,3.4781121817,3.2506282287,3.5572842122,3.5572842122,2.56006303063,3.3698897574,4.0132634033,9.34800166845,9.34800166845,9.34800166855,9.34800166853,9.34800166853,9.348001668543,9.348001668543,9.34800166855,9.34800166855,9.34800166895,9.34800166895,8.78057773281,9.34800166851,9.18686990651,9.34800166845,9.34800166841,9.34800166844,9.34800166844,9.34800166845,9.34800166849,9.34800166849,9.34800166845,9.34800166845,8.42083676135,9.34800166785,9.34800166785,9.34800166815,9.34800166816,9.34800166816,9.34800166815,9.34800166815,9.34800166818,9.34800166815,8.45070177245,6.42023486578,8.35456223475,9.34800166875,9.34800166875,9.34800166875,9.34800166875,9.34800166825,9.34800166825,9.34800166825,9.34800166825,9.15125678975,9.34800166828,9.34800166824,9.34800166824,9.34800166824,9.34800166828,9.34800166835,9.15109077485,9.16194526101,9.34800166875,9.34800166875,9.34800166875,9.34800166885,9.34800166885,9.34800166865,7.37417984015,8.53824528095,9.34800166875,9.34800166875,9.34800166875,9.34800166875,7.59970365685,9.34800166885,9.8248801081,9.8248801081,9.72272298595,9.8248801081,9.8248801089,9.8248801089
"t76",3.94638918082,5.83321975362,5.61363322128,6.38669653772,4.52490873106,4.52490873106,4.52490873104,3.90846885604,4.52490873114,4.52490873114,4.52490873116,4.52490873116,4.52490873116,4.5249087312,4.5249087312,4.5249087312,4.49178032721,4.524908731148,4.524908731148,4.52490873094,4.52490873114,4.52490873114,4.52490873114,4.52490873114,4.52490873114,3.11300486792,2.95307747245,2.95307747245,2.95307747242,2.95307747242,2.9530774725,2.9530774725,0.96363031682,0.96363031682,0,0.518596282,0.60250083242,2.69955546362,2.69955546363,2.69955546363,2.69955546367,2.69955546367,3.5572842122,3.5572842122,3.47811218172,3.25062822872,3.55728421222,3.55728421222,2.56006303065,3.36988975742,4.01326340332,9.34800166847,9.34800166847,9.34800166857,9.34800166855,9.34800166855,9.348001668563,9.348001668563,9.34800166857,9.34800166857,9.34800166897,9.34800166897,8.78057773283,9.34800166853,9.18686990653,9.34800166847,9.34800166843,9.34800166846,9.34800166846,9.34800166847,9.34800166851,9.34800166851,9.34800166847,9.34800166847,8.42083676137,9.34800166787,9.34800166787,9.34800166817,9.34800166818,9.34800166818,9.34800166817,9.34800166817,9.3480016682,9.34800166817,8.45070177247,6.4202348658,8.35456223477,9.34800166877,9.34800166877,9.34800166877,9.34800166877,9.34800166827,9.34800166827,9.34800166827,9.34800166827,9.15125678977,9.3480016683,9.34800166826,9.34800166826,9.34800166826,9.3480016683,9.34800166837,9.15109077487,9.16194526103,9.34800166877,9.34800166877,9.34800166877,9.34800166887,9.34800166887,9.34800166867,7.37417984017,8.53824528097,9.34800166877,9.34800166877,9.34800166877,9.34800166877,7.59970365687,9.34800166887,9.82488010812,9.82488010812,9.72272298597,9.82488010812,9.82488010892,9.82488010892
"t77",3.94638918082,5.83321975362,5.61363322128,6.38669653772,4.52490873106,4.52490873106,4.52490873104,3.90846885604,4.52490873114,4.52490873114,4.52490873116,4.52490873116,4.52490873116,4.5249087312,4.5249087312,4.5249087312,4.49178032721,4.524908731148,4.524908731148,4.52490873094,4.52490873114,4.52490873114,4.52490873114,4.52490873114,4.52490873114,3.11300486792,2.95307747245,2.95307747245,2.95307747242,2.95307747242,2.9530774725,2.9530774725,0.96363031682,0.96363031682,0.518596282,0,0.60250083242,2.69955546362,2.69955546363,2.69955546363,2.69955546367,2.69955546367,3.5572842122,3.5572842122,3.47811218172,3.25062822872,3.55728421222,3.55728421222,2.56006303065,3.36988975742,4.01326340332,9.34800166847,9.34800166847,9.34800166857,9.34800166855,9.34800166855,9.348001668563,9.348001668563,9.34800166857,9.34800166857,9.34800166897,9.34800166897,8.78057773283,9.34800166853,9.18686990653,9.34800166847,9.34800166843,9.34800166846,9.34800166846,9.34800166847,9.34800166851,9.34800166851,9.34800166847,9.34800166847,8.42083676137,9.34800166787,9.34800166787,9.34800166817,9.34800166818,9.34800166818,9.34800166817,9.34800166817,9.3480016682,9.34800166817,8.45070177247,6.4202348658,8.35456223477,9.34800166877,9.34800166877,9.34800166877,9.34800166877,9.34800166827,9.34800166827,9.34800166827,9.34800166827,9.15125678977,9.3480016683,9.34800166826,9.34800166826,9.34800166826,9.3480016683,9.34800166837,9.15109077487,9.16194526103,9.34800166877,9.34800166877,9.34800166877,9.34800166887,9.34800166887,9.34800166867,7.37417984017,8.53824528097,9.34800166877,9.34800166877,9.34800166877,9.34800166877,7.59970365687,9.34800166887,9.82488010812,9.82488010812,9.72272298597,9.82488010812,9.82488010892,9.82488010892
"t70",3.9463891808,5.8332197536,5.61363322126,6.3866965377,4.52490873104,4.52490873104,4.52490873102,3.90846885602,4.52490873112,4.52490873112,4.52490873114,4.52490873114,4.52490873114,4.52490873118,4.52490873118,4.52490873118,4.49178032719,4.524908731128,4.524908731128,4.52490873092,4.52490873112,4.52490873112,4.52490873112,4.52490873112,4.52490873112,3.1130048679,2.95307747243,2.95307747243,2.9530774724,2.9530774724,2.95307747248,2.95307747248,0.9636303168,0.9636303168,0.60250083242,0.60250083242,0,2.6995554636,2.69955546361,2.69955546361,2.69955546365,2.69955546365,3.55728421218,3.55728421218,3.4781121817,3.2506282287,3.5572842122,3.5572842122,2.56006303063,3.3698897574,4.0132634033,9.34800166845,9.34800166845,9.34800166855,9.34800166853,9.34800166853,9.348001668543,9.348001668543,9.34800166855,9.34800166855,9.34800166895,9.34800166895,8.78057773281,9.34800166851,9.18686990651,9.34800166845,9.34800166841,9.34800166844,9.34800166844,9.34800166845,9.34800166849,9.34800166849,9.34800166845,9.34800166845,8.42083676135,9.34800166785,9.34800166785,9.34800166815,9.34800166816,9.34800166816,9.34800166815,9.34800166815,9.34800166818,9.34800166815,8.45070177245,6.42023486578,8.35456223475,9.34800166875,9.34800166875,9.34800166875,9.34800166875,9.34800166825,9.34800166825,9.34800166825,9.34800166825,9.15125678975,9.34800166828,9.34800166824,9.34800166824,9.34800166824,9.34800166828,9.34800166835,9.15109077485,9.16194526101,9.34800166875,9.34800166875,9.34800166875,9.34800166885,9.34800166885,9.34800166865,7.37417984015,8.53824528095,9.34800166875,9.34800166875,9.34800166875,9.34800166875,7.59970365685,9.34800166885,9.8248801081,9.8248801081,9.72272298595,9.8248801081,9.8248801089,9.8248801089
"t53",3.9463891808,5.8332197536,5.61363322126,6.3866965377,4.52490873104,4.52490873104,4.52490873102,3.90846885602,4.52490873112,4.52490873112,4.52490873114,4.52490873114,4.52490873114,4.52490873118,4.52490873118,4.52490873118,4.49178032719,4.524908731128,4.524908731128,4.52490873092,4.52490873112,4.52490873112,4.52490873112,4.52490873112,4.52490873112,3.1130048679,2.95307747243,2.95307747243,2.9530774724,2.9530774724,2.95307747248,2.95307747248,2.6995554636,2.6995554636,2.69955546362,2.69955546362,2.6995554636,0,0.88486288801,0.88486288801,0.88486288805,0.88486288805,3.55728421218,3.55728421218,3.4781121817,3.2506282287,3.5572842122,3.5572842122,2.56006303063,3.3698897574,4.0132634033,9.34800166845,9.34800166845,9.34800166855,9.34800166853,9.34800166853,9.348001668543,9.348001668543,9.34800166855,9.34800166855,9.34800166895,9.34800166895,8.78057773281,9.34800166851,9.18686990651,9.34800166845,9.34800166841,9.34800166844,9.34800166844,9.34800166845,9.34800166849,9.34800166849,9.34800166845,9.34800166845,8.42083676135,9.34800166785,9.34800166785,9.34800166815,9.34800166816,9.34800166816,9.34800166815,9.34800166815,9.34800166818,9.34800166815,8.45070177245,6.42023486578,8.35456223475,9.34800166875,9.34800166875,9.34800166875,9.34800166875,9.34800166825,9.34800166825,9.34800166825,9.34800166825,9.15125678975,9.34800166828,9.34800166824,9.34800166824,9.34800166824,9.34800166828,9.34800166835,9.15109077485,9.16194526101,9.34800166875,9.34800166875,9.34800166875,9.34800166885,9.34800166885,9.34800166865,7.37417984015,8.53824528095,9.34800166875,9.34800166875,9.34800166875,9.34800166875,7.59970365685,9.34800166885,9.8248801081,9.8248801081,9.72272298595,9.8248801081,9.8248801089,9.8248801089
"t73",3.94638918081,5.83321975361,5.61363322127,6.38669653771,4.52490873105,4.52490873105,4.52490873103,3.90846885603,4.52490873113,4.52490873113,4.52490873115,4.52490873115,4.52490873115,4.52490873119,4.52490873119,4.52490873119,4.4917803272,4.524908731138,4.524908731138,4.52490873093,4.52490873113,4.52490873113,4.52490873113,4.52490873113,4.52490873113,3.11300486791,2.95307747244,2.95307747244,2.95307747241,2.95307747241,2.95307747249,2.95307747249,2.69955546361,2.69955546361,2.69955546363,2.69955546363,2.69955546361,0.88486288801,0,0.5404685424,0.74451399424,0.74451399424,3.55728421219,3.55728421219,3.47811218171,3.25062822871,3.55728421221,3.55728421221,2.56006303064,3.36988975741,4.01326340331,9.34800166846,9.34800166846,9.34800166856,9.34800166854,9.34800166854,9.348001668553,9.348001668553,9.34800166856,9.34800166856,9.34800166896,9.34800166896,8.78057773282,9.34800166852,9.18686990652,9.34800166846,9.34800166842,9.34800166845,9.34800166845,9.34800166846,9.3480016685,9.3480016685,9.34800166846,9.34800166846,8.42083676136,9.34800166786,9.34800166786,9.34800166816,9.34800166817,9.34800166817,9.34800166816,9.34800166816,9.34800166819,9.34800166816,8.45070177246,6.42023486579,8.35456223476,9.34800166876,9.34800166876,9.34800166876,9.34800166876,9.34800166826,9.34800166826,9.34800166826,9.34800166826,9.15125678976,9.34800166829,9.34800166825,9.34800166825,9.34800166825,9.34800166829,9.34800166836,9.15109077486,9.16194526102,9.34800166876,9.34800166876,9.34800166876,9.34800166886,9.34800166886,9.34800166866,7.37417984016,8.53824528096,9.34800166876,9.34800166876,9.34800166876,9.34800166876,7.59970365686,9.34800166886,9.82488010811,9.82488010811,9.72272298596,9.82488010811,9.82488010891,9.82488010891
"t74",3.94638918081,5.83321975361,5.61363322127,6.38669653771,4.52490873105,4.52490873105,4.52490873103,3.90846885603,4.52490873113,4.52490873113,4.52490873115,4.52490873115,4.52490873115,4.52490873119,4.52490873119,4.52490873119,4.4917803272,4.524908731138,4.524908731138,4.52490873093,4.52490873113,4.52490873113,4.52490873113,4.52490873113,4.52490873113,3.11300486791,2.95307747244,2.95307747244,2.95307747241,2.95307747241,2.95307747249,2.95307747249,2.69955546361,2.69955546361,2.69955546363,2.69955546363,2.69955546361,0.88486288801,0.5404685424,0,0.74451399424,0.74451399424,3.55728421219,3.55728421219,3.47811218171,3.25062822871,3.55728421221,3.55728421221,2.56006303064,3.36988975741,4.01326340331,9.34800166846,9.34800166846,9.34800166856,9.34800166854,9.34800166854,9.348001668553,9.348001668553,9.34800166856,9.34800166856,9.34800166896,9.34800166896,8.78057773282,9.34800166852,9.18686990652,9.34800166846,9.34800166842,9.34800166845,9.34800166845,9.34800166846,9.3480016685,9.3480016685,9.34800166846,9.34800166846,8.42083676136,9.34800166786,9.34800166786,9.34800166816,9.34800166817,9.34800166817,9.34800166816,9.34800166816,9.34800166819,9.34800166816,8.45070177246,6.42023486579,8.35456223476,9.34800166876,9.34800166876,9.34800166876,9.34800166876,9.34800166826,9.34800166826,9.34800166826,9.34800166826,9.15125678976,9.34800166829,9.34800166825,9.34800166825,9.34800166825,9.34800166829,9.34800166836,9.15109077486,9.16194526102,9.34800166876,9.34800166876,9.34800166876,9.34800166886,9.34800166886,9.34800166866,7.37417984016,8.53824528096,9.34800166876,9.34800166876,9.34800166876,9.34800166876,7.59970365686,9.34800166886,9.82488010811,9.82488010811,9.72272298596,9.82488010811,9.82488010891,9.82488010891
"t68",3.94638918085,5.83321975365,5.61363322131,6.38669653775,4.52490873109,4.52490873109,4.52490873107,3.90846885607,4.52490873117,4.52490873117,4.52490873119,4.52490873119,4.52490873119,4.52490873123,4.52490873123,4.52490873123,4.49178032724,4.524908731178,4.524908731178,4.52490873097,4.52490873117,4.52490873117,4.52490873117,4.52490873117,4.52490873117,3.11300486795,2.95307747248,2.95307747248,2.95307747245,2.95307747245,2.95307747253,2.95307747253,2.69955546365,2.69955546365,2.69955546367,2.69955546367,2.69955546365,0.88486288805,0.74451399424,0.74451399424,0,0.6377735078,3.55728421223,3.55728421223,3.47811218175,3.25062822875,3.55728421225,3.55728421225,2.56006303068,3.36988975745,4.01326340335,9.3480016685,9.3480016685,9.3480016686,9.34800166858,9.34800166858,9.348001668593,9.348001668593,9.3480016686,9.3480016686,9.348001669,9.348001669,8.78057773286,9.34800166856,9.18686990656,9.3480016685,9.34800166846,9.34800166849,9.34800166849,9.3480016685,9.34800166854,9.34800166854,9.3480016685,9.3480016685,8.4208367614,9.3480016679,9.3480016679,9.3480016682,9.34800166821,9.34800166821,9.3480016682,9.3480016682,9.34800166823,9.3480016682,8.4507017725,6.42023486583,8.3545622348,9.3480016688,9.3480016688,9.3480016688,9.3480016688,9.3480016683,9.3480016683,9.3480016683,9.3480016683,9.1512567898,9.34800166833,9.34800166829,9.34800166829,9.34800166829,9.34800166833,9.3480016684,9.1510907749,9.16194526106,9.3480016688,9.3480016688,9.3480016688,9.3480016689,9.3480016689,9.3480016687,7.3741798402,8.538245281,9.3480016688,9.3480016688,9.3480016688,9.3480016688,7.5997036569,9.3480016689,9.82488010815,9.82488010815,9.722722986,9.82488010815,9.82488010895,9.82488010895
"t69",3.94638918085,5.83321975365,5.61363322131,6.38669653775,4.52490873109,4.52490873109,4.52490873107,3.90846885607,4.52490873117,4.52490873117,4.52490873119,4.52490873119,4.52490873119,4.52490873123,4.52490873123,4.52490873123,4.49178032724,4.524908731178,4.524908731178,4.52490873097,4.52490873117,4.52490873117,4.52490873117,4.52490873117,4.52490873117,3.11300486795,2.95307747248,2.95307747248,2.95307747245,2.95307747245,2.95307747253,2.95307747253,2.69955546365,2.69955546365,2.69955546367,2.69955546367,2.69955546365,0.88486288805,0.74451399424,0.74451399424,0.6377735078,0,3.55728421223,3.55728421223,3.47811218175,3.25062822875,3.55728421225,3.55728421225,2.56006303068,3.36988975745,4.01326340335,9.3480016685,9.3480016685,9.3480016686,9.34800166858,9.34800166858,9.348001668593,9.348001668593,9.3480016686,9.3480016686,9.348001669,9.348001669,8.78057773286,9.34800166856,9.18686990656,9.3480016685,9.34800166846,9.34800166849,9.34800166849,9.3480016685,9.34800166854,9.34800166854,9.3480016685,9.3480016685,8.4208367614,9.3480016679,9.3480016679,9.3480016682,9.34800166821,9.34800166821,9.3480016682,9.3480016682,9.34800166823,9.3480016682,8.4507017725,6.42023486583,8.3545622348,9.3480016688,9.3480016688,9.3480016688,9.3480016688,9.3480016683,9.3480016683,9.3480016683,9.3480016683,9.1512567898,9.34800166833,9.34800166829,9.34800166829,9.34800166829,9.34800166833,9.3480016684,9.1510907749,9.16194526106,9.3480016688,9.3480016688,9.3480016688,9.3480016689,9.3480016689,9.3480016687,7.3741798402,8.538245281,9.3480016688,9.3480016688,9.3480016688,9.3480016688,7.5997036569,9.3480016689,9.82488010815,9.82488010815,9.722722986,9.82488010815,9.82488010895,9.82488010895
"t117",3.94638918078,5.83321975358,5.61363322124,6.38669653768,4.52490873102,4.52490873102,4.524908731,3.908468856,4.5249087311,4.5249087311,4.52490873112,4.52490873112,4.52490873112,4.52490873116,4.52490873116,4.52490873116,4.49178032717,4.524908731108,4.524908731108,4.5249087309,4.5249087311,4.5249087311,4.5249087311,4.5249087311,4.5249087311,3.11300486788,3.55728421221,3.55728421221,3.55728421218,3.55728421218,3.55728421226,3.55728421226,3.55728421218,3.55728421218,3.5572842122,3.5572842122,3.55728421218,3.55728421218,3.55728421219,3.55728421219,3.55728421223,3.55728421223,0,0.10042456456,1.37774664788,1.15026269488,2.67167904318,2.67167904318,1.67445786161,3.36988975738,4.01326340328,9.34800166843,9.34800166843,9.34800166853,9.34800166851,9.34800166851,9.348001668523,9.348001668523,9.34800166853,9.34800166853,9.34800166893,9.34800166893,8.78057773279,9.34800166849,9.18686990649,9.34800166843,9.34800166839,9.34800166842,9.34800166842,9.34800166843,9.34800166847,9.34800166847,9.34800166843,9.34800166843,8.42083676133,9.34800166783,9.34800166783,9.34800166813,9.34800166814,9.34800166814,9.34800166813,9.34800166813,9.34800166816,9.34800166813,8.45070177243,6.42023486576,8.35456223473,9.34800166873,9.34800166873,9.34800166873,9.34800166873,9.34800166823,9.34800166823,9.34800166823,9.34800166823,9.15125678973,9.34800166826,9.34800166822,9.34800166822,9.34800166822,9.34800166826,9.34800166833,9.15109077483,9.16194526099,9.34800166873,9.34800166873,9.34800166873,9.34800166883,9.34800166883,9.34800166863,7.37417984013,8.53824528093,9.34800166873,9.34800166873,9.34800166873,9.34800166873,7.59970365683,9.34800166883,9.82488010808,9.82488010808,9.72272298593,9.82488010808,9.82488010888,9.82488010888
"t118",3.94638918078,5.83321975358,5.61363322124,6.38669653768,4.52490873102,4.52490873102,4.524908731,3.908468856,4.5249087311,4.5249087311,4.52490873112,4.52490873112,4.52490873112,4.52490873116,4.52490873116,4.52490873116,4.49178032717,4.524908731108,4.524908731108,4.5249087309,4.5249087311,4.5249087311,4.5249087311,4.5249087311,4.5249087311,3.11300486788,3.55728421221,3.55728421221,3.55728421218,3.55728421218,3.55728421226,3.55728421226,3.55728421218,3.55728421218,3.5572842122,3.5572842122,3.55728421218,3.55728421218,3.55728421219,3.55728421219,3.55728421223,3.55728421223,0.10042456456,0,1.37774664788,1.15026269488,2.67167904318,2.67167904318,1.67445786161,3.36988975738,4.01326340328,9.34800166843,9.34800166843,9.34800166853,9.34800166851,9.34800166851,9.348001668523,9.348001668523,9.34800166853,9.34800166853,9.34800166893,9.34800166893,8.78057773279,9.34800166849,9.18686990649,9.34800166843,9.34800166839,9.34800166842,9.34800166842,9.34800166843,9.34800166847,9.34800166847,9.34800166843,9.34800166843,8.42083676133,9.34800166783,9.34800166783,9.34800166813,9.34800166814,9.34800166814,9.34800166813,9.34800166813,9.34800166816,9.34800166813,8.45070177243,6.42023486576,8.35456223473,9.34800166873,9.34800166873,9.34800166873,9.34800166873,9.34800166823,9.34800166823,9.34800166823,9.34800166823,9.15125678973,9.34800166826,9.34800166822,9.34800166822,9.34800166822,9.34800166826,9.34800166833,9.15109077483,9.16194526099,9.34800166873,9.34800166873,9.34800166873,9.34800166883,9.34800166883,9.34800166863,7.37417984013,8.53824528093,9.34800166873,9.34800166873,9.34800166873,9.34800166873,7.59970365683,9.34800166883,9.82488010808,9.82488010808,9.72272298593,9.82488010808,9.82488010888,9.82488010888
"t37",3.8672171503,5.7540477231,5.53446119076,6.3075245072,4.44573670054,4.44573670054,4.44573670052,3.82929682552,4.44573670062,4.44573670062,4.44573670064,4.44573670064,4.44573670064,4.44573670068,4.44573670068,4.44573670068,4.41260829669,4.445736700628,4.445736700628,4.44573670042,4.44573670062,4.44573670062,4.44573670062,4.44573670062,4.44573670062,3.0338328374,3.47811218173,3.47811218173,3.4781121817,3.4781121817,3.47811218178,3.47811218178,3.4781121817,3.4781121817,3.47811218172,3.47811218172,3.4781121817,3.4781121817,3.47811218171,3.47811218171,3.47811218175,3.47811218175,1.37774664788,1.37774664788,0,0.831796945,2.5925070127,2.5925070127,1.59528583113,3.2907177269,3.9340913728,9.26882963795,9.26882963795,9.26882963805,9.26882963803,9.26882963803,9.268829638043,9.268829638043,9.26882963805,9.26882963805,9.26882963845,9.26882963845,8.70140570231,9.26882963801,9.10769787601,9.26882963795,9.26882963791,9.26882963794,9.26882963794,9.26882963795,9.26882963799,9.26882963799,9.26882963795,9.26882963795,8.34166473085,9.26882963735,9.26882963735,9.26882963765,9.26882963766,9.26882963766,9.26882963765,9.26882963765,9.26882963768,9.26882963765,8.37152974195,6.34106283528,8.27539020425,9.26882963825,9.26882963825,9.26882963825,9.26882963825,9.26882963775,9.26882963775,9.26882963775,9.26882963775,9.07208475925,9.26882963778,9.26882963774,9.26882963774,9.26882963774,9.26882963778,9.26882963785,9.07191874435,9.08277323051,9.26882963825,9.26882963825,9.26882963825,9.26882963835,9.26882963835,9.26882963815,7.29500780965,8.45907325045,9.26882963825,9.26882963825,9.26882963825,9.26882963825,7.52053162635,9.26882963835,9.7457080776,9.7457080776,9.64355095545,9.7457080776,9.7457080784,9.7457080784
