"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123"
"t56",0.0668313174110422,0.186446187000805,0.0331504493752766,0.0287561144205893,1.07856340092777e-05,0.00102730989548571,-0.000457062899607978,-0.000478943222276387,0.248700125164083,-0.00159967359656397,-0.00362247916434668,-0.000413536805472885,1.24823416839662e-05,-0.00497321313301218,-9.37438442430095e-06,-0.000970154877979364,1.75128579404144e-06,0.00294027349263789,-0.171014718105273,7.98529901638703e-05,-0.00046875834214519,-0.0234138828449464,-6.56844157106705e-06,0.000203305337865786,0.0527979225930071,-7.69902329801002e-06,0.00010288666887369,6.94682354060779e-05,1.99806272969243e-05,3.5156785941412e-05,-4.9299030458752e-06,6.60503750361726e-06,-0.000133298930814612,1.44108016696193e-06,0.00116811863608269,-5.6617598843759e-07,0.000196718536822484,0.185475054777715,0.00554262825626184,-0.000320150382522641,8.96132940951622e-05,0.000147297240325495,-2.70413917214742e-06,-7.42335673507193e-06,-2.9683896833611e-05,-0.00032698130027538,-0.000105758185744926,3.49382539126237e-07,-0.000174798596073249,-0.00137864364632069,-0.0298731497413111,-6.15452831999432e-08,4.47200268362789e-06,-6.88024844151085e-05,-2.81212993947003e-07,2.24910773643247e-07,1.49959320660305e-07,-1.24263993201193e-15,-6.68289194452457e-08,3.3806460113207e-06,2.78164590761953e-09,4.40926890995721e-07,5.54712239530776e-07,-4.5219644973202e-05,2.28578637375043e-08,5.10316921515078e-05,6.75793629225225e-08,-1.31743712575641e-15,3.45085390790231e-07,-1.06037722631008e-07,-1.3695011616612e-06,0.906057618533798,9.92391699495875e-14,0.00387065400020767,-0.00027345039042967,-7.89493375258319e-15,3.31367601909878e-05,1.47469299338198e-09,-3.25476037845306e-15,0.00145833364672324,2.13604758279596e-06,1.03059800684057e-16,1.13390061309307e-15,1.00044844311588e-15,9.62567066617314e-06,6.49608411524034e-15,3.0338860861033e-05,-3.2045525115515e-05,-5.77930061926892e-05,-5.34448484522287e-16,-9.34579974378178e-08,1.85886015326379e-06,-1.36839959776829e-06,-2.09749246955635e-15,4.87388497771328e-16,-4.46647155533681e-07,-0.00317755576130527,4.42544018134974e-16,-1.20280319493835e-15,3.45134244364696e-15,-1.66947369462435e-15,5.95013601483105e-16,0.000122122780424771,2.28277386895156e-15,-4.25588607545969e-16,1.77714492780654e-07,-2.50578718581643e-16,-4.12273156366536e-17,2.10173278152831e-05,2.51788659469549e-16,-8.15403274689694e-08,-3.19467695158221e-15,-7.62917490429671e-06,-5.66349263276498e-16,-1.82313734467752e-16,-2.5748614140263e-17,3.31413311490847e-08,2.40418291783208e-16,9.44290151823237e-16,-1.36339541262269e-15,1.14329894250953e-15,-4.58321367534522e-16,-2.92871698199304e-14
"t87",0.0644701268036832,0.176353839624266,0.0297585792776792,0.024002467315258,8.59513604914264e-06,0.000769236554500252,-0.000268474025682693,-0.000232855576752657,0.116031086099868,-0.000625176033714727,-0.0011709190862384,-9.70838437473103e-05,1.11350295356263e-06,0.000503343890901271,2.13846094224419e-06,0.000283684050909179,-7.12199900645881e-07,-0.00191275750022487,0.245652950609136,-0.00025085831237657,0.00195087092407165,0.147289426823271,6.29023806530017e-05,-0.00221458864553662,-0.597105678139912,0.000136517161999079,-0.00473217464090643,-0.00730712290675928,0.000394928763586559,0.000365324462563047,-3.06914983530719e-05,2.88814401073063e-05,-0.000445488105853988,4.45004289105829e-06,0.00352138179131758,-1.60508200480707e-06,0.000482436733173305,0.0185351293182379,-0.0412914665291079,0.00656263807640087,-0.00247972475328921,-0.00694651916162182,-6.60324212078477e-05,-8.59208054122546e-05,-0.000251736972258381,-0.00179738253145306,-0.000526979462436368,1.1460351620499e-06,-0.000430069603709765,-0.00222178884400269,-0.0300509878399896,1.63723642865636e-07,-1.68486646607835e-05,0.00042563198726092,-0.00026123129939511,0.000161780286459997,0.000347658064430482,4.77156578371203e-16,0.000128988889248713,-0.00104125848948427,-6.8674260839397e-07,-2.87070312248352e-05,-1.8633983048719e-05,0.00114936166692421,-5.31745432186513e-07,-0.0010012445625619,-2.27570717217723e-07,-2.84879653315224e-16,-9.87712347563675e-07,8.1254400649004e-08,3.85785407875307e-07,-0.00321573223699345,2.30936634425795e-16,0.000511867512313492,-0.000118055129080302,9.08336171709661e-18,2.20799099355675e-05,1.02783396781154e-09,5.40953749961217e-16,0.00151305730939278,2.4405268444105e-06,-2.46860537592907e-16,-1.26779774226621e-15,4.93512611474675e-16,1.42521643481848e-05,9.22436173438963e-16,4.83205966142377e-05,-5.21670202217259e-05,-9.62764428291728e-05,-7.04525612562296e-16,-1.59850366717087e-07,3.20021308580992e-06,-2.48133642511937e-06,4.52539610348213e-15,-3.1784070119706e-16,-8.36382047969595e-07,-3.55463599898474e-05,8.1652258993741e-15,-4.6181763341597e-15,2.12776224383099e-14,-5.48808848311817e-14,0.707106781186547,0.000241288287979843,7.67202810759994e-14,1.351433782956e-14,3.56017596738044e-07,2.18854784477685e-15,-6.47018547629795e-16,4.3582785154531e-05,-3.31767038780996e-16,-1.7153316071066e-07,2.75571151151863e-16,-1.61848979853873e-05,-1.4523012090654e-16,6.09182139666848e-15,-2.82660776175786e-16,7.10132028591734e-08,-1.6149085918281e-15,1.51126114407935e-15,-1.68959256690818e-15,1.79898693278736e-16,-2.16649100737732e-15,-2.00390750596159e-14
"t88",0.0644701268036832,0.176353839624266,0.0297585792776791,0.0240024673152581,8.59513604915429e-06,0.000769236554500266,-0.000268474025682611,-0.000232855576752823,0.116031086099868,-0.00062517603371476,-0.00117091908623839,-9.7083843747214e-05,1.1135029534647e-06,0.000503343890901251,2.13846094222938e-06,0.000283684050909242,-7.12199900590368e-07,-0.00191275750022469,0.245652950609136,-0.000250858312376645,0.00195087092407204,0.147289426823272,6.2902380652996e-05,-0.0022145886455367,-0.597105678139912,0.000136517161998784,-0.0047321746409072,-0.00730712290675915,0.000394928763586541,0.000365324462563022,-3.06914983531959e-05,2.88814401064649e-05,-0.00044548810585399,4.45004289014134e-06,0.00352138179131776,-1.60508200492045e-06,0.000482436733173648,0.0185351293182381,-0.0412914665291074,0.00656263807640079,-0.00247972475329062,-0.006946519161622,-6.60324212078098e-05,-8.59208054119211e-05,-0.000251736972258049,-0.0017973825314523,-0.000526979462436555,1.14603516217167e-06,-0.000430069603710854,-0.00222178884400502,-0.0300509878399895,1.63723642476167e-07,-1.68486646609588e-05,0.000425631987260394,-0.000261231299395368,0.000161780286460047,0.000347658064430821,2.04859347724744e-16,0.000128988889248373,-0.0010412584894849,-6.86742606747559e-07,-2.87070312245007e-05,-1.86339830491831e-05,0.00114936166692571,-5.31745431953674e-07,-0.00100124456256219,-2.27570716925548e-07,1.83001487081817e-16,-9.87712348358356e-07,8.12543991790014e-08,3.85785408133179e-07,-0.00321573223699242,-1.39965272586214e-15,0.000511867512312823,-0.00011805512908165,-7.1945752984653e-16,2.2079909935497e-05,1.02783363604999e-09,-4.5479526333949e-16,0.00151305730939189,2.44052684706259e-06,1.02642649382434e-15,1.05437171437598e-15,-5.64678049525373e-16,1.42521643487112e-05,3.53446873318676e-16,4.83205966143521e-05,-5.21670202260072e-05,-9.62764428240562e-05,2.46102852304584e-16,-1.59850370755051e-07,3.20021308324039e-06,-2.48133642836786e-06,-3.73362236564333e-15,6.74421127250734e-16,-8.36382067083122e-07,-3.55463599944697e-05,-7.34667142279065e-15,3.89584648735931e-15,-2.02447186826711e-14,5.36243338676916e-14,-0.707106781186548,0.000241288287785032,-7.58521180847578e-14,-1.45488084369696e-14,3.56017585860777e-07,-1.86995821829865e-15,1.08259520704051e-15,4.35827851478663e-05,8.68661606664346e-16,-1.71533161308813e-07,-6.36893397229892e-16,-1.61848979851026e-05,7.19854210840703e-17,-3.96263587009324e-15,-9.14100165568047e-16,7.10132195547127e-08,1.38963246856362e-15,-7.83778014588433e-16,-6.97330591960032e-16,1.59543304984281e-15,-3.23732374375669e-15,-2.67580927629431e-14
"t11",0.0628582930401651,0.169603217559294,0.0276088281007193,0.0212087923974691,7.36978965569206e-06,0.000634594947506075,-0.000205826224088908,0.0046835632829761,-0.0498329059770538,-6.45177521116985e-05,-1.02923489583764e-05,2.92979761636293e-05,-2.47387767591154e-06,0.00176128139750589,4.20639387438234e-06,0.000478935750819227,-9.96038227471131e-07,-0.00208471448683291,0.169408914137408,-5.59605097255348e-05,-0.000149434816852992,-0.2057980976195,-0.00442158429018776,0.00187696784115115,0.0190840153047453,0.000112373327229147,-0.00277290838808065,-0.00368970648053926,5.1024974382497e-05,-7.12757806683787e-05,2.66538524709619e-05,-6.10286339726349e-05,0.00167887765048334,-1.91097091574187e-05,-0.0156765302460917,7.77667016890955e-06,-0.00275132942369392,-0.0734127441640347,0.859045615002045,-0.17551595300511,0.0702371178659876,0.212958896507662,0.00364317014209417,0.0281196149167261,-0.0256111149538013,-0.0480762015957239,-0.0118969204124519,1.62326507646069e-05,-0.224190521505879,-0.015495831693693,-0.0618101747957569,2.65235876873622e-06,-0.000245830042068751,0.00548008163945453,-0.00207968988015812,0.0012723745225521,0.00259194697392773,1.03978410762083e-16,0.000948139590924636,-0.0074495153840824,-4.88294954336454e-06,-0.000192705703912848,-0.000119741510149422,0.00722871083207951,-3.3203940353351e-06,-0.00616364700427225,-1.19511411621137e-06,-7.73367612187192e-16,-5.12029449700953e-06,3.90267754687364e-07,1.79798831617436e-06,-0.00338834117890331,-6.91413401395898e-16,0.00689787166868332,-0.000532628983415007,-6.6670755863244e-16,9.80516708207568e-05,4.55690305012849e-09,5.84674377105236e-16,0.0291370891662392,9.53374050525041e-06,-1.3698904276277e-17,-5.07150901111947e-16,9.16022679382373e-17,5.52540901885657e-05,4.31590612035412e-16,0.000183759729063376,-0.000197017924861953,-0.000360718553837237,-1.70616807050224e-16,-5.92924227579859e-07,1.18388842887555e-05,-8.96190114746389e-06,5.61590186638389e-16,6.18647825386604e-17,-2.96528909968242e-06,-3.15137783306962e-05,7.0698117420286e-16,-8.00480363718095e-16,2.17661435247652e-16,-9.96327729145358e-16,-3.81317924321375e-17,0.00208390680465214,9.01579584814107e-16,-3.20496573423995e-16,1.20044290458281e-06,6.32617325468851e-16,5.92312129264219e-17,0.000350181701988203,1.93499622165171e-16,-5.46335931390349e-07,-1.87972028932238e-16,-5.08508501520977e-05,9.40292030549178e-17,1.43035160955495e-15,-5.52402178870982e-16,2.18939100472393e-07,-3.79365577868802e-16,-3.36881967397405e-16,-1.55552577414953e-15,1.00132627449411e-15,-3.20545198415142e-15,-2.39178201561867e-14
"t47",0.0636986495863527,0.173071261723687,0.0286713607820666,0.0225202850734277,7.92786886162221e-06,0.00069379356073208,-0.000236947324404426,0.0055583575327921,-0.0594815384927505,-7.86996842169958e-05,-1.27927890136654e-05,3.72927547274667e-05,-3.26877307999304e-06,0.00243622411360698,5.98811781502975e-06,0.000691469283599086,-1.47335263164868e-06,-0.0032377942230213,0.300896874731838,-0.000122717657466367,-0.000359598564542436,-0.573111887053759,-0.0143168455474795,0.00635654048420254,0.0654668639907859,0.000445357105540048,-0.0137571435612527,-0.0203763645225876,0.000949206071245478,0.000825615409649431,-6.76672774436416e-05,6.74221314047663e-05,-0.00115859838539976,1.19768338017497e-05,0.00957400019210103,-4.4743348352156e-06,0.00141763766996132,0.0264789110149835,-0.242864072583621,0.0460386996371585,-0.0181473947943594,-0.0539489953259599,-0.00082504036178188,-0.00559774871629099,0.00451068914696205,0.00622237674604671,0.00141103432899013,-1.36617470718718e-06,0.0158346767229998,0.000914752423892023,0.00321731883873533,-6.47910167660198e-08,4.68700876007623e-06,-5.43407480132979e-05,-0.000138549130886041,8.85429183456031e-05,0.000216139766277579,7.39952963466177e-16,8.2741137720946e-05,-0.000707322806231824,-4.72450180580245e-07,-2.2091107202874e-05,-1.55264353601222e-05,0.000994755365148003,-4.66038965693362e-07,-0.000899577105594345,-2.73763996832778e-07,5.67239292088992e-16,-1.22244295374522e-06,1.24099015325012e-07,6.52563918390094e-07,-0.00137032603571351,-3.15698446962699e-15,0.0029848166463,-0.000284782348385243,-6.35780047529482e-16,7.04314350755116e-05,3.46253321136594e-09,-7.27296462729463e-15,0.680711368504539,-1.4260626609809e-05,3.68465766267468e-16,-2.10497660514967e-15,-5.71743227848091e-16,-5.0909781832439e-06,-2.17291975423928e-16,-1.1775647892455e-07,-4.33254996725849e-06,-1.59423353194941e-05,-6.28792664787275e-16,-4.02659368444982e-08,8.70801602674943e-07,-1.04130194421021e-06,4.64377494650581e-15,1.13141922425429e-15,-4.21506928817055e-07,-4.60482218382754e-06,-6.62077646039397e-17,-1.78582566013398e-15,2.21064563635309e-15,-1.10575610015372e-15,-7.41816495362637e-16,0.000383401434466887,1.62542134225097e-15,-3.74676953837598e-17,2.34940094910974e-07,-2.77741745758625e-16,6.5396431666247e-16,7.98269727195065e-05,1.30161479151598e-15,-1.33092525443923e-07,-1.17766291684437e-15,-1.290843959057e-05,8.99438837156417e-17,-2.76933519763322e-15,-1.04024168023393e-15,5.85765466293181e-08,2.062086103971e-16,-9.39582468397266e-16,-1.35751266147679e-15,7.88158792065591e-16,-2.28343709716586e-15,-1.90881256140798e-14
"t48",0.0636055899775262,0.172687900377804,0.028554425758912,0.0223767416025753,7.86697869150858e-06,0.00068735945745332,-0.00023360467792606,0.00546502224054847,-0.0584533565717741,-7.71953427059382e-05,-1.25285838073761e-05,3.64520477060737e-05,-3.18579132133675e-06,0.00236636336122693,5.80464491612684e-06,0.000669637438671546,-1.4245250738688e-06,-0.00312077989036104,0.287817490620324,-0.000116248146524969,-0.000339429014359786,-0.538333771948882,-0.013391049569972,0.00593877382830102,0.0611450323856806,0.000414615116656706,-0.0127549976182456,-0.0188611828831863,0.00086999865751532,0.000748973393430739,-6.01274670229973e-05,5.81675596281436e-05,-0.000973944792537602,1.00057242294135e-05,0.00798461271156808,-3.71651524986543e-06,0.00116845181793427,0.0212402855562045,-0.190991403176523,0.0359815482912348,-0.0141653403221566,-0.0420422248429859,-0.000636996244614214,-0.00427617868715607,0.00341161537351494,0.00459494091307852,0.00103534705669687,-9.79662566712831e-07,0.0112384156189534,0.00064309333377225,0.00224822990740297,-4.40855323427656e-08,3.17093533144233e-06,-3.63882388743509e-05,-8.25051800292464e-05,5.24093176956678e-05,0.000124153613409089,-2.02280379060152e-16,4.70998855986335e-05,-0.000395154082735032,-2.62732543038277e-07,-1.16947412828409e-05,-7.83875413047323e-06,0.000488546686815826,-2.26611074250932e-07,-0.000428307567157413,-8.16140514469901e-08,-4.97115637796869e-16,-3.36228805664312e-07,1.06964412256259e-08,-7.92789468960523e-09,0.00012861729137045,3.74556240957524e-15,-0.000431172925973306,8.42334426207504e-05,1.31508951044794e-16,-3.37792655651425e-05,-1.76758696153348e-09,7.38787565798242e-15,-0.731936006391803,2.02123250239951e-05,3.41076681469046e-17,2.11141210297386e-15,4.28328396566006e-16,3.44210595460873e-05,6.72717928469156e-16,9.92728542112697e-05,-0.000102753664580686,-0.000181870965256841,-5.32584407935586e-17,-2.88729149991411e-07,5.71918399245871e-06,-4.09785699649273e-06,-5.04041504696574e-15,-6.27133375539283e-16,-1.31978736912118e-06,-1.39760559409455e-05,7.61390942723141e-16,1.37256161874208e-15,-2.1434415820697e-15,-5.76941708229689e-16,1.76633728815085e-16,0.000901152620209167,-8.63385587044872e-16,-1.0407137735e-15,5.1690152226399e-07,5.57723722652878e-16,-3.48944918315378e-16,0.000150408993121778,-1.16254733880486e-15,-2.35503587388346e-07,7.41441248697519e-16,-2.20063906131364e-05,-1.34803138778553e-16,3.4858762395754e-15,-1.19484899833245e-16,9.54256858626925e-08,-3.42941191994508e-16,1.79251285653746e-15,-9.59203011542623e-16,1.29177661202314e-15,-2.92739772463758e-15,-2.74784508225792e-14
"t98",0.0673382544554428,0.188672808947487,0.0339605649687463,0.0300471612495787,1.14392702231884e-05,0.00111626386659396,-0.000616054694096207,0.0233392867428724,-0.283370298084087,-0.000775734974030683,-0.00240903218289319,-0.000311533213416559,1.01063622389468e-05,-0.00415313038593922,-7.87852176893683e-06,-0.000816007592891099,1.47085210839353e-06,0.0024389499420021,-0.128099152250776,2.76251579669388e-05,6.3905134664042e-05,0.0720153411561936,0.00127487195282044,-0.000510847830471852,-0.00510817002169268,-2.47434766403846e-05,0.000420931523797753,0.000440400800649491,2.27071941169038e-05,4.96832134491186e-05,-7.67912777235665e-06,1.12893956009823e-05,-0.000239239829350109,2.58015709373775e-06,0.00208614754259302,-1.00089218167543e-06,0.000332950501243396,0.00730185180542232,-0.0750732956030666,0.014753694032461,-0.0058582844501767,-0.0175832467041869,-0.000284106387228243,-0.00205532030781865,0.00176084811293015,0.0028107429438653,0.000659076982339814,-5.3918829544765e-07,-0.223118285188324,0.00122316649647562,0.00414883518689751,-1.37456554777941e-07,1.23244841913352e-05,-0.000260518251422248,6.38600855956509e-05,-3.83318460796867e-05,-7.12032504771888e-05,2.56101682571026e-16,-2.53505227809339e-05,0.000188466876338533,1.21898831024387e-07,4.18390337387486e-06,2.28350310504854e-06,-0.000128020252395189,5.72634337026885e-08,0.000100530202875994,4.5985970719128e-09,-1.56224007421508e-16,1.29288258724729e-08,3.77249123506977e-09,4.14186034168139e-08,-0.000230325327486223,-7.38911072706963e-16,0.055654788617404,1.34965887963724e-05,-1.13005046874729e-15,-1.07473751915527e-06,-4.50755191020031e-11,2.21613250725655e-17,-4.09847782761689e-05,-8.85488908581564e-09,6.87824922780728e-16,4.53188572114062e-16,1.36294694341086e-15,4.94596174436586e-08,7.43957508860092e-16,-1.10157213938623e-07,3.16590248707754e-07,1.14383605633993e-06,9.38812233026929e-16,3.52058104683252e-09,-8.11565882327333e-08,1.87957367906707e-07,-9.50918188961506e-15,3.3136501745781e-15,1.42052439498276e-07,1.75546481858193e-06,-1.80785179453145e-15,4.03614742532329e-15,1.85131888903476e-14,1.25564331164565e-13,1.08465839225415e-13,-0.799900306536619,-1.47612391603975e-13,2.74469352617857e-14,4.05383330849033e-07,3.02697356154126e-15,6.69306711727644e-15,0.385017782611735,-3.01195256720285e-15,-5.11579584479459e-08,1.28130347210298e-15,-4.77564699849942e-06,-4.54705900145886e-16,3.52256679854554e-15,4.12158079728329e-17,2.0344698281249e-08,2.41827797738176e-15,2.25173840990412e-15,-2.32554213725502e-16,8.70110198204433e-16,-2.10723746504643e-15,-2.57294657291376e-14
"t103",0.0673861139509903,0.188876149261577,0.0340279772371181,0.0301404112303391,1.1482058036907e-05,0.0011213066647094,-0.000620291654076886,0.0235304375914987,-0.2857595761318,-0.000782970033492533,-0.00243331413172865,-0.000314961867031106,1.02316742598619e-05,-0.00421133036958242,-7.99652529643162e-06,-0.000828603967462874,1.49469013280806e-06,0.00248207638754638,-0.1308266872532,2.83395720988213e-05,6.56643565668006e-05,0.0741617073773642,0.00131538637246136,-0.000527350307865829,-0.0052739284199366,-2.55834112125285e-05,0.000436019253910268,0.000456518164482295,2.36410084700164e-05,5.19592773218384e-05,-8.10250728192045e-06,1.20588892174448e-05,-0.000258229328614832,2.79178059272351e-06,0.00225877544882866,-1.08542834332842e-06,0.000362159194992595,0.00802483521906759,-0.0831136637184966,0.0163707415940213,-0.00650332134208971,-0.0195308361568811,-0.000316632155557888,-0.00229929104174714,0.00197675777970434,0.00318144897837783,0.000747612601104035,-6.16296717366466e-07,-0.255881602972337,0.00140706697426386,0.00478178984250166,-1.59749642561653e-07,1.43484665317966e-05,-0.000304247061296939,7.70833309609856e-05,-4.63422041527316e-05,-8.6746879954266e-05,2.37194514470482e-16,-3.09545030449931e-05,0.000231195459854995,1.49701996950226e-07,5.19812947176522e-06,2.8671858452382e-06,-0.000161692657386961,7.2475869195852e-08,0.00012778743765333,6.29351782322244e-09,2.37239494190201e-16,1.78593159401856e-08,5.61058689380258e-09,6.39176079517088e-08,-0.000366248799747995,1.32871576765569e-15,0.0901263936895857,2.30480371779387e-05,9.91696789310181e-17,-1.95240911516699e-06,-8.27194309385746e-11,1.74479467115534e-17,-8.94303428977175e-05,-2.12561755051104e-08,1.19023152339686e-15,-6.53455211759562e-16,-1.71957194188537e-15,3.37965309363876e-07,-1.23087912314551e-15,1.56982941981018e-06,-1.81911724536979e-06,-3.57365136385672e-06,8.00406749199322e-16,-6.25364609932566e-09,1.26333168856563e-07,-9.41379767034604e-08,7.39504268993655e-16,1.63070342520244e-15,-2.12237064497221e-08,-1.88323383516261e-07,-2.65105905430563e-16,5.76852307939216e-16,4.43293946691264e-15,9.6313574879658e-15,2.29392365874101e-14,-0.136541781433598,-2.78188815824347e-14,2.10685639933063e-15,8.34905871384737e-08,-6.46265004100624e-15,-8.36416931662969e-15,-0.863021927086556,9.15935704777418e-15,-4.92196069897244e-08,-7.0403515288004e-15,-3.97388285991128e-06,-1.22352298992333e-15,2.15453196243201e-14,4.99806494237923e-17,1.61100034427824e-08,2.84892354934417e-16,-1.36206132896807e-15,-4.32633464151953e-15,-1.39903480974145e-16,-3.86907307303981e-15,-3.46828900734549e-15
"t121",0.0674574032277542,0.189178980223692,0.034128327925638,0.0302791477027622,1.154569745966e-05,0.00112880409972221,-0.000626583797518993,0.0238141294358499,-0.289305155096163,-0.000793701950438389,-0.00246931919589245,-0.000320043620940064,1.04172830621353e-05,-0.0042974698222829,-8.17109964861525e-06,-0.000847235096299836,1.52993615501874e-06,0.00254579858669512,-0.134850246604466,2.93913251656907e-05,6.82523876330038e-05,0.0773161832024599,0.00137487961210012,-0.000551577920993307,-0.00551726662669337,-2.6815683544681e-05,0.000458137007088649,0.000480137919565856,2.50069644092889e-05,5.52823898844284e-05,-8.71842253052831e-06,1.31729587110022e-05,-0.000285614854553613,3.09669813120738e-06,0.00250744518434211,-1.20713263481319e-06,0.000404164686055079,0.00906080830733685,-0.0946061112504313,0.0186803116952573,-0.00742446467993139,-0.0223115391291638,-0.000363020086521026,-0.00264681101725075,0.00228396045845933,0.00370753056981185,0.000873172333171401,-7.25396038488331e-07,-0.302191204123746,0.00166676691767187,0.00567512655374454,-1.91137717230269e-07,1.71967505948841e-05,-0.000365730893701849,9.55113957830255e-05,-5.75010357319521e-05,-0.000108358127722908,8.58363105334405e-16,-3.87416848660896e-05,0.000290502931152715,1.8828245448455e-07,6.60159945110939e-06,3.67290042053291e-06,-0.000208111986072204,9.34372860746056e-08,0.000165309514801717,8.59235981409764e-09,-5.515445020359e-16,2.45353849200285e-08,8.06946214297784e-09,9.38546825599352e-08,-0.000546380179198928,-8.75895349975512e-16,0.135703153850503,3.55969056143479e-05,3.38948862251401e-16,-3.09794231034571e-06,-1.31794079872809e-10,4.25981458161238e-16,-0.000151677386272943,-3.70882054838713e-08,-5.79384715564045e-16,-5.54576749045941e-16,-2.1796027682251e-16,6.93871105219535e-07,2.066815443808e-15,3.59949565034511e-06,-4.37740975434836e-06,-9.16416419760417e-06,-1.06332113465225e-15,-1.76613937403744e-08,3.67435054656026e-07,-4.06129324222146e-07,3.60885021211271e-15,-1.79381509159156e-15,-1.91908971877781e-07,-2.19617340525447e-06,1.56984492036694e-15,-3.01585390085453e-15,-1.01062548071053e-14,-5.96923635032371e-14,-5.68162361158435e-14,0.409697052190241,7.95454675067813e-14,-1.33498868106348e-14,-1.37438470208335e-07,2.45582464255969e-15,8.04228691327489e-16,0.231150714040172,-2.61219991684245e-15,-1.03097929091615e-09,3.62571838363279e-15,-6.23001708199745e-07,-4.32485027423335e-16,-1.04866916703119e-14,-3.70914564763366e-15,4.77766174307184e-09,-2.87910220570865e-15,4.04757843481689e-16,-5.21236787851243e-16,-3.82099737528003e-15,-0.70710678118655,-7.79639377288827e-14
"t122",0.0674574032277541,0.189178980223692,0.034128327925638,0.0302791477027621,1.15456974596992e-05,0.0011288040997222,-0.00062658379751898,0.0238141294358499,-0.289305155096163,-0.000793701950438399,-0.00246931919589249,-0.000320043620940015,1.04172830621877e-05,-0.00429746982228302,-8.17109964857538e-06,-0.00084723509630002,1.52993615502881e-06,0.00254579858669506,-0.134850246604466,2.93913251656911e-05,6.82523876331167e-05,0.0773161832024598,0.00137487961210009,-0.000551577920993262,-0.0055172666266934,-2.68156835451515e-05,0.000458137007089101,0.000480137919565795,2.50069644093569e-05,5.52823898843804e-05,-8.718422530485e-06,1.3172958710005e-05,-0.000285614854553541,3.09669813037596e-06,0.00250744518434171,-1.20713263518817e-06,0.000404164686055316,0.00906080830733739,-0.0946061112504309,0.0186803116952573,-0.00742446467993145,-0.0223115391291631,-0.000363020086520925,-0.00264681101725077,0.00228396045845905,0.0037075305698115,0.000873172333171223,-7.25396038705334e-07,-0.302191204123747,0.00166676691767129,0.0056751265537438,-1.91137716595574e-07,1.71967505951775e-05,-0.000365730893701707,9.55113957826373e-05,-5.75010357320427e-05,-0.000108358127722236,4.53471258867818e-16,-3.8741684867058e-05,0.000290502931151711,1.8828245704678e-07,6.60159945038312e-06,3.67290042056439e-06,-0.000208111986071664,9.34372845277709e-08,0.000165309514800744,8.59236033799191e-09,-4.96821442879626e-16,2.45353862853948e-08,8.06946412408837e-09,9.38546843100746e-08,-0.000546380179202333,1.0002556340044e-15,0.135703153850504,3.55969056148886e-05,1.86127769131897e-16,-3.09794231127623e-06,-1.31794472008671e-10,2.13416943284063e-16,-0.000151677386273564,-3.70882041560692e-08,-7.87551557381456e-16,-7.0114419445198e-16,1.85635381375087e-16,6.93871107518165e-07,-1.3002828230637e-15,3.59949565077042e-06,-4.37740975056666e-06,-9.16416419728325e-06,-1.27148794855444e-15,-1.76613920762994e-08,3.67435055371191e-07,-4.06129325513088e-07,5.02091512155725e-15,-1.79381505506778e-15,-1.91908971809178e-07,-2.1961734051926e-06,2.03128136470412e-15,-2.12166833053395e-15,-1.06990965550198e-14,-6.13993314035983e-14,-5.80566719149653e-14,0.409697052190242,7.64333786032673e-14,-1.37805808848696e-14,-1.37438471337846e-07,1.96758914706572e-15,1.77327994156025e-15,0.23115071404017,-2.58791379165859e-15,-1.03097798813326e-09,1.35670007736626e-15,-6.23001708807189e-07,1.80529630247959e-15,-8.44665686256215e-15,8.7862036016744e-16,4.77767792676306e-09,-1.65438743166777e-15,-6.62530775763121e-16,5.02301365235428e-16,6.47285172532964e-15,0.707106781186544,1.39590592631283e-14
