"","turnover.rates","eps.values","transition.rates"
"1",0.462571903131902,0.0858976920135319,NA
"2",0.985481918090954,0.436908514471725,0.744014680152759
"3",0.620945975184441,0.921639995416626,0.156034013489261
"4",0.20306607009843,0.255421219393611,0.353855499997735
"5",0.462571903131902,0.0858976920135319,0.761263282038271
"6",0.985481918090954,0.436908514471725,NA
"7",0.620945975184441,0.921639995416626,0.876310106832534
"8",0.20306607009843,0.255421219393611,0.477010887581855
"9",0.462571903131902,0.0858976920135319,0.91557382629253
"10",0.985481918090954,0.436908514471725,0.0846702137496322
"11",0.620945975184441,0.921639995416626,NA
"12",0.20306607009843,0.255421219393611,0.101996085140854
"13",0.462571903131902,0.0858976920135319,0.391433439916
"14",0.985481918090954,0.436908514471725,0.958668975858018
"15",0.620945975184441,0.921639995416626,0.749363869195804
"16",0.20306607009843,0.255421219393611,NA
