accepted_species,estimate
t74,-0.43880662
t61,-0.43040988
t35,0.764405
t52,1.2270069
t14,-0.72764313
t57,-0.3676639
t59,0.22588792
t9,-0.72764313
t12,-0.72764313
t13,-0.72764313
