"accepted_species","I1.1/1"
"t94","0"
"t95","0"
"t60","0"
"t40","1"
"t88","1"
"t89","1"
"t34",NA
"t41","0"
"t42","0"
"t29",NA
"t36",NA
"t82","0"
"t83","0"
"t20","1"
"t16","0"
"t99","0"
"t100","0"
"t57","0"
"t58","0"
"t59","0"
"t9","1"
"t33","1"
"t38","1"
"t39","1"
"t97","0"
"t98","0"
"t96","0"
"t84","1"
"t85",NA
"t30","0"
"t64","0"
"t65","0"
"t70","1"
"t5","0"
"t53","0"
"t54","0"
"t55","1"
"t56","0"
"t22","0"
"t32","0"
"t47","1"
"t51",NA
"t52","1"
"t3",NA
"t14","0"
"t31","1"
"t63","0"
"t21","1"
"t6","0"
"t67","0"
"t72","0"
"t73","0"
"t13","0"
"t48","1"
"t49","1"
"t50",NA
"t80","1"
"t81","1"
"t2","1"
"t19",NA
"t61","0"
"t62","1"
"t92","1"
"t93","1"
"t37","0"
"t74","0"
"t75","0"
"t17","1"
"t45","0"
"t46","1"
"t10","0"
"t12","1"
"t25","1"
"t26","1"
"t27","1"
"t28","1"
"t43","1"
"t44","1"
"t71","0"
"t76","1"
"t77",NA
"t15","1"
"t87","1"
"t90","1"
"t91","1"
"t86","1"
"t78","0"
"t79","1"
"t66","1"
"t7","1"
"t18","1"
"t35","0"
"t68","0"
"t69","0"
"t4","1"
"t8","1"
"t11",NA
"t23","1"
"t24","1"
"t1","1"
