"accepted_species","trait_EB_scaled"
"t1",0.512780584587409
"t24",0.0891438336617659
"t25",-0.249471933109143
"t5",-2.13612502998771
"t43",-0.642660177975426
"t44",-0.623295144113672
"t12",-1.2854428517306
"t47",-2.31114147980089
"t48",NA
"t15",-2.88571705501679
"t10",-1.27374952983961
"t39",-1.3913901988918
"t40",-1.54243477338959
"t31",-0.752036889256447
"t99",-0.864730114848131
"t100",-0.76469845393872
"t63",-1.19282765046401
"t64",-1.17905387912179
"t41",-0.329661343376772
"t42",-0.486030332888371
"t54",NA
"t55",-0.418849618906401
"t60",-0.354182927167185
"t61",-0.497427922773151
"t32",-0.345789513188474
"t17",-1.03987314739672
"t72",0.189199396508315
"t73",-0.0750960323699057
"t49",-0.215890238455969
"t20",-0.325302330173441
"t70",0.0300103922461063
"t71",-0.134339739392
"t93",NA
"t94",-0.923982059487228
"t16",-1.28595433225286
"t2",-1.3185490607567
"t85",0.349201524664703
"t86",NA
"t97",-0.209270416290589
"t98",NA
"t95",-0.0216370901556235
"t96",-0.211184987548443
"t35",0.126745251811243
"t9",-0.0666219360262092
"t27",-0.556225663911119
"t28",NA
"t11",-0.602674035941156
"t7",-1.04496917883524
"t8",-1.20522284030369
"t22",-0.670897763985663
"t23",-0.830727215512758
"t18",NA
"t33",2.45129881148854
"t34",1.96762556541504
"t81",-0.0140063857564824
"t82",-0.0504310209138423
"t51",-0.019990800375089
"t68",-0.552623088761989
"t69",-0.254133023577338
"t37",0.0707051304215747
"t38",-0.32768692174389
"t89",-0.209070960093046
"t90",-0.206324837009324
"t3",-0.786101783785171
"t36",0.662234431599149
"t56",0.916745680417956
"t57",0.712065673350401
"t19",-0.476960312639441
"t78",0.174663385293156
"t83",0.465613099302165
"t84",0.343845995001771
"t52",0.423708511335138
"t76",NA
"t77",-0.0793558342193476
"t26",1.12345477575686
"t50",0.770244269550169
"t66",0.869323452360535
"t67",1.01612080318171
"t4",1.67926373091089
"t29",0.603122239607775
"t30",0.574058614232502
"t58",1.04793818774844
"t59",1.00747746051345
"t53",1.17875345060738
"t21",0.369090229469121
"t74",1.13371696566991
"t75",1.37623555835448
"t45",1.83932283821771
"t46",NA
"t91",1.42462647057698
"t92",NA
"t13",1.38255166025574
"t14",0.892737000704054
"t87",1.32523989666859
"t88",1.37916552470061
"t62",1.36244570006791
"t79",1.0481350012121
"t80",0.809497513785941
"t65",1.0584215521451
"t6",0.24068916161633
