"","t1","t2","t7","t8","t56","t112","t113","t95","t12","t31","t87","t88","t18","t22","t59","t60","t137","t138","t54","t93","t94","t44","t77","t122","t123","t17","t109","t110","t27","t86","t103","t104","t62","t63","t13","t6","t45","t139","t140","t55","t32","t19","t26","t40","t51","t52","t28","t4","t46","t80","t81","t11","t3","t96","t97","t98","t125","t126","t124","t85","t23","t65","t133","t134","t70","t73","t74","t37","t20","t57","t58","t49","t89","t129","t130","t38","t29","t30","t14","t24","t25","t41","t42","t35","t75","t76","t92","t107","t108","t120","t121","t64","t71","t72","t9","t101","t102","t83","t84","t50","t16","t36","t141","t142","t79","t90","t91","t82","t21","t99","t100","t118","t119","t66","t34","t39","t114","t115","t33","t105","t106","t78","t111","t131","t132","t127","t128","t61","t43","t10","t47","t48","t67","t68","t15","t135","t136","t69","t143","t144","t53","t116","t117","t5"
"t1",0,4.4788543124,6.94376537188,7.66294089688,7.66294089748,7.66294089748,7.56043217278,7.33322829414,7.66294089788,7.6629408973,7.6629408972,7.6629408972,7.6629408975,7.09057163201,7.66294089731,7.66294089731,7.66294089729,7.66294089729,7.66294089731,7.66294089731,7.66294089731,7.10068784194,7.66294089734,7.66294089744,7.66294089744,7.110201829,7.6629408977,7.589794789,7.6629408975,7.6629408975,7.6629408974,7.6629408974,7.6629408973,7.6629408973,6.45123979,5.429527638916,6.86081049976,7.66294089698,7.66294089698,7.66294089706,7.66294089746,7.05122339305,7.6629408971,7.6629408971,7.2505754452,7.662940897,7.6629408969,6.55223961851,7.66294089751,7.66294089751,7.66294089751,7.66294089751,7.66294089701,7.66294089721,7.662940897181,7.662940897181,7.66294089732,7.66294089732,7.66294089731,7.66294089731,7.09643997191,7.27025210481,7.66294089744,7.66294089744,7.40379087925,7.66294089661,7.66294089661,7.40547959701,7.66294089731,7.66294089721,7.55230392691,6.814112244081,7.66294089721,7.66294089719,7.66294089719,7.30246250091,6.74410999411,7.66294089721,6.66742504491,6.40752028471,6.86222893501,6.89652194361,7.22410867601,7.36779082491,7.32685540459,7.66294089699,7.66294089708,7.66294089709,7.66294089709,7.66294089711,7.66294089711,7.66294089701,7.37259039473,7.66294089703,5.91626423831,7.66294089669,7.66294089669,7.66294089709,7.66294089709,6.98860277299,7.66294089689,7.66294089699,7.66294089704,7.66294089704,7.66294089699,7.66294089701,7.59739096621,7.49808251936,7.66294089679,7.66294089699,7.57052655659,7.66294089713,7.66294089713,7.66294089713,6.76926060973,7.12137819419,7.66294089709,7.66294089709,7.66294089729,7.66294089709,7.66294089709,7.66294089709,7.66294089709,7.66294089704,7.66294089704,7.66294089711,7.66294089711,7.66294089709,6.77909665099,7.66294089759,7.66294089713,7.15294279743,7.66294089703,7.35596480783,6.09842701037,7.6629408978,7.6629408978,7.28220308796,7.662940897493,7.662940897493,7.662940897,7.6629408969,7.6629408969,5.6249147028
"t2",4.4788543124,0,3.53216780148,4.25134332648,4.25134332708,4.25134332708,4.14883460238,3.92163072374,4.25134332748,5.6988961779,5.6988961778,5.6988961778,5.6988961781,5.12652691261,5.69889617791,5.69889617791,5.69889617789,5.69889617789,5.69889617791,5.69889617791,5.69889617791,5.13664312254,5.69889617794,5.69889617804,5.69889617804,5.1461571096,5.6988961783,5.6257500696,5.6988961781,5.6988961781,5.698896178,5.698896178,5.6988961779,5.6988961779,4.4871950706,3.465482919516,4.89676578036,5.69889617758,5.69889617758,5.69889617766,5.69889617806,5.08717867365,5.6988961777,5.6988961777,5.2865307258,5.6988961776,5.6988961775,4.58819489911,5.69889617811,5.69889617811,5.69889617811,5.69889617811,5.69889617761,5.69889617781,5.698896177781,5.698896177781,5.69889617792,5.69889617792,5.69889617791,5.69889617791,5.13239525251,5.30620738541,5.69889617804,5.69889617804,5.43974615985,5.69889617721,5.69889617721,5.44143487761,5.69889617791,5.69889617781,5.58825920751,4.850067524681,5.69889617781,5.69889617779,5.69889617779,5.33841778151,4.78006527471,5.69889617781,4.70338032551,4.44347556531,4.89818421561,4.93247722421,5.26006395661,5.40374610551,5.36281068519,5.69889617759,5.69889617768,5.69889617769,5.69889617769,5.69889617771,5.69889617771,5.69889617761,5.40854567533,5.69889617763,3.95221951891,5.69889617729,5.69889617729,5.69889617769,5.69889617769,5.02455805359,5.69889617749,5.69889617759,5.69889617764,5.69889617764,5.69889617759,5.69889617761,5.63334624681,5.53403779996,5.69889617739,5.69889617759,5.60648183719,5.69889617773,5.69889617773,5.69889617773,4.80521589033,5.15733347479,5.69889617769,5.69889617769,5.69889617789,5.69889617769,5.69889617769,5.69889617769,5.69889617769,5.69889617764,5.69889617764,5.69889617771,5.69889617771,5.69889617769,4.81505193159,5.69889617819,5.69889617773,5.18889807803,5.69889617763,5.39192008843,4.13438229097,5.6988961784,5.6988961784,5.31815836856,5.698896178093,5.698896178093,5.6988961776,5.6988961775,5.6988961775,3.6608699834
"t7",6.94376537188,3.53216780148,0,3.481985039,6.6003936536,6.6003936536,6.4978849289,6.27068105026,6.600393654,8.16380723738,8.16380723728,8.16380723728,8.16380723758,7.59143797209,8.16380723739,8.16380723739,8.16380723737,8.16380723737,8.16380723739,8.16380723739,8.16380723739,7.60155418202,8.16380723742,8.16380723752,8.16380723752,7.61106816908,8.16380723778,8.09066112908,8.16380723758,8.16380723758,8.16380723748,8.16380723748,8.16380723738,8.16380723738,6.95210613008,5.930393978996,7.36167683984,8.16380723706,8.16380723706,8.16380723714,8.16380723754,7.55208973313,8.16380723718,8.16380723718,7.75144178528,8.16380723708,8.16380723698,7.05310595859,8.16380723759,8.16380723759,8.16380723759,8.16380723759,8.16380723709,8.16380723729,8.163807237261,8.163807237261,8.1638072374,8.1638072374,8.16380723739,8.16380723739,7.59730631199,7.77111844489,8.16380723752,8.16380723752,7.90465721933,8.16380723669,8.16380723669,7.90634593709,8.16380723739,8.16380723729,8.05317026699,7.314978584161,8.16380723729,8.16380723727,8.16380723727,7.80332884099,7.24497633419,8.16380723729,7.16829138499,6.90838662479,7.36309527509,7.39738828369,7.72497501609,7.86865716499,7.82772174467,8.16380723707,8.16380723716,8.16380723717,8.16380723717,8.16380723719,8.16380723719,8.16380723709,7.87345673481,8.16380723711,6.41713057839,8.16380723677,8.16380723677,8.16380723717,8.16380723717,7.48946911307,8.16380723697,8.16380723707,8.16380723712,8.16380723712,8.16380723707,8.16380723709,8.09825730629,7.99894885944,8.16380723687,8.16380723707,8.07139289667,8.16380723721,8.16380723721,8.16380723721,7.27012694981,7.62224453427,8.16380723717,8.16380723717,8.16380723737,8.16380723717,8.16380723717,8.16380723717,8.16380723717,8.16380723712,8.16380723712,8.16380723719,8.16380723719,8.16380723717,7.27996299107,8.16380723767,8.16380723721,7.65380913751,8.16380723711,7.85683114791,6.59929335045,8.16380723788,8.16380723788,7.78306942804,8.163807237573,8.163807237573,8.16380723708,8.16380723698,8.16380723698,6.12578104288
"t8",7.66294089688,4.25134332648,3.481985039,0,7.3195691786,7.3195691786,7.2170604539,6.98985657526,7.319569179,8.88298276238,8.88298276228,8.88298276228,8.88298276258,8.31061349709,8.88298276239,8.88298276239,8.88298276237,8.88298276237,8.88298276239,8.88298276239,8.88298276239,8.32072970702,8.88298276242,8.88298276252,8.88298276252,8.33024369408,8.88298276278,8.80983665408,8.88298276258,8.88298276258,8.88298276248,8.88298276248,8.88298276238,8.88298276238,7.67128165508,6.649569503996,8.08085236484,8.88298276206,8.88298276206,8.88298276214,8.88298276254,8.27126525813,8.88298276218,8.88298276218,8.47061731028,8.88298276208,8.88298276198,7.77228148359,8.88298276259,8.88298276259,8.88298276259,8.88298276259,8.88298276209,8.88298276229,8.882982762261,8.882982762261,8.8829827624,8.8829827624,8.88298276239,8.88298276239,8.31648183699,8.49029396989,8.88298276252,8.88298276252,8.62383274433,8.88298276169,8.88298276169,8.62552146209,8.88298276239,8.88298276229,8.77234579199,8.034154109161,8.88298276229,8.88298276227,8.88298276227,8.52250436599,7.96415185919,8.88298276229,7.88746690999,7.62756214979,8.08227080009,8.11656380869,8.44415054109,8.58783268999,8.54689726967,8.88298276207,8.88298276216,8.88298276217,8.88298276217,8.88298276219,8.88298276219,8.88298276209,8.59263225981,8.88298276211,7.13630610339,8.88298276177,8.88298276177,8.88298276217,8.88298276217,8.20864463807,8.88298276197,8.88298276207,8.88298276212,8.88298276212,8.88298276207,8.88298276209,8.81743283129,8.71812438444,8.88298276187,8.88298276207,8.79056842167,8.88298276221,8.88298276221,8.88298276221,7.98930247481,8.34142005927,8.88298276217,8.88298276217,8.88298276237,8.88298276217,8.88298276217,8.88298276217,8.88298276217,8.88298276212,8.88298276212,8.88298276219,8.88298276219,8.88298276217,7.99913851607,8.88298276267,8.88298276221,8.37298466251,8.88298276211,8.57600667291,7.31846887545,8.88298276288,8.88298276288,8.50224495304,8.882982762573,8.882982762573,8.88298276208,8.88298276198,8.88298276198,6.84495656788
"t56",7.66294089748,4.25134332708,6.6003936536,7.3195691786,0,1.3595689252,1.2570602005,1.02985632186,3.4133858556,8.88298276298,8.88298276288,8.88298276288,8.88298276318,8.31061349769,8.88298276299,8.88298276299,8.88298276297,8.88298276297,8.88298276299,8.88298276299,8.88298276299,8.32072970762,8.88298276302,8.88298276312,8.88298276312,8.33024369468,8.88298276338,8.80983665468,8.88298276318,8.88298276318,8.88298276308,8.88298276308,8.88298276298,8.88298276298,7.67128165568,6.649569504596,8.08085236544,8.88298276266,8.88298276266,8.88298276274,8.88298276314,8.27126525873,8.88298276278,8.88298276278,8.47061731088,8.88298276268,8.88298276258,7.77228148419,8.88298276319,8.88298276319,8.88298276319,8.88298276319,8.88298276269,8.88298276289,8.882982762861,8.882982762861,8.882982763,8.882982763,8.88298276299,8.88298276299,8.31648183759,8.49029397049,8.88298276312,8.88298276312,8.62383274493,8.88298276229,8.88298276229,8.62552146269,8.88298276299,8.88298276289,8.77234579259,8.034154109761,8.88298276289,8.88298276287,8.88298276287,8.52250436659,7.96415185979,8.88298276289,7.88746691059,7.62756215039,8.08227080069,8.11656380929,8.44415054169,8.58783269059,8.54689727027,8.88298276267,8.88298276276,8.88298276277,8.88298276277,8.88298276279,8.88298276279,8.88298276269,8.59263226041,8.88298276271,7.13630610399,8.88298276237,8.88298276237,8.88298276277,8.88298276277,8.20864463867,8.88298276257,8.88298276267,8.88298276272,8.88298276272,8.88298276267,8.88298276269,8.81743283189,8.71812438504,8.88298276247,8.88298276267,8.79056842227,8.88298276281,8.88298276281,8.88298276281,7.98930247541,8.34142005987,8.88298276277,8.88298276277,8.88298276297,8.88298276277,8.88298276277,8.88298276277,8.88298276277,8.88298276272,8.88298276272,8.88298276279,8.88298276279,8.88298276277,7.99913851667,8.88298276327,8.88298276281,8.37298466311,8.88298276271,8.57600667351,7.31846887605,8.88298276348,8.88298276348,8.50224495364,8.882982763173,8.882982763173,8.88298276268,8.88298276258,8.88298276258,6.84495656848
"t112",7.66294089748,4.25134332708,6.6003936536,7.3195691786,1.3595689252,0,0.3375629177,0.38275214766,3.4133858556,8.88298276298,8.88298276288,8.88298276288,8.88298276318,8.31061349769,8.88298276299,8.88298276299,8.88298276297,8.88298276297,8.88298276299,8.88298276299,8.88298276299,8.32072970762,8.88298276302,8.88298276312,8.88298276312,8.33024369468,8.88298276338,8.80983665468,8.88298276318,8.88298276318,8.88298276308,8.88298276308,8.88298276298,8.88298276298,7.67128165568,6.649569504596,8.08085236544,8.88298276266,8.88298276266,8.88298276274,8.88298276314,8.27126525873,8.88298276278,8.88298276278,8.47061731088,8.88298276268,8.88298276258,7.77228148419,8.88298276319,8.88298276319,8.88298276319,8.88298276319,8.88298276269,8.88298276289,8.882982762861,8.882982762861,8.882982763,8.882982763,8.88298276299,8.88298276299,8.31648183759,8.49029397049,8.88298276312,8.88298276312,8.62383274493,8.88298276229,8.88298276229,8.62552146269,8.88298276299,8.88298276289,8.77234579259,8.034154109761,8.88298276289,8.88298276287,8.88298276287,8.52250436659,7.96415185979,8.88298276289,7.88746691059,7.62756215039,8.08227080069,8.11656380929,8.44415054169,8.58783269059,8.54689727027,8.88298276267,8.88298276276,8.88298276277,8.88298276277,8.88298276279,8.88298276279,8.88298276269,8.59263226041,8.88298276271,7.13630610399,8.88298276237,8.88298276237,8.88298276277,8.88298276277,8.20864463867,8.88298276257,8.88298276267,8.88298276272,8.88298276272,8.88298276267,8.88298276269,8.81743283189,8.71812438504,8.88298276247,8.88298276267,8.79056842227,8.88298276281,8.88298276281,8.88298276281,7.98930247541,8.34142005987,8.88298276277,8.88298276277,8.88298276297,8.88298276277,8.88298276277,8.88298276277,8.88298276277,8.88298276272,8.88298276272,8.88298276279,8.88298276279,8.88298276277,7.99913851667,8.88298276327,8.88298276281,8.37298466311,8.88298276271,8.57600667351,7.31846887605,8.88298276348,8.88298276348,8.50224495364,8.882982763173,8.882982763173,8.88298276268,8.88298276258,8.88298276258,6.84495656848
"t113",7.56043217278,4.14883460238,6.4978849289,7.2170604539,1.2570602005,0.3375629177,0,0.28024342296,3.3108771309,8.78047403828,8.78047403818,8.78047403818,8.78047403848,8.20810477299,8.78047403829,8.78047403829,8.78047403827,8.78047403827,8.78047403829,8.78047403829,8.78047403829,8.21822098292,8.78047403832,8.78047403842,8.78047403842,8.22773496998,8.78047403868,8.70732792998,8.78047403848,8.78047403848,8.78047403838,8.78047403838,8.78047403828,8.78047403828,7.56877293098,6.547060779896,7.97834364074,8.78047403796,8.78047403796,8.78047403804,8.78047403844,8.16875653403,8.78047403808,8.78047403808,8.36810858618,8.78047403798,8.78047403788,7.66977275949,8.78047403849,8.78047403849,8.78047403849,8.78047403849,8.78047403799,8.78047403819,8.780474038161,8.780474038161,8.7804740383,8.7804740383,8.78047403829,8.78047403829,8.21397311289,8.38778524579,8.78047403842,8.78047403842,8.52132402023,8.78047403759,8.78047403759,8.52301273799,8.78047403829,8.78047403819,8.66983706789,7.931645385061,8.78047403819,8.78047403817,8.78047403817,8.41999564189,7.86164313509,8.78047403819,7.78495818589,7.52505342569,7.97976207599,8.01405508459,8.34164181699,8.48532396589,8.44438854557,8.78047403797,8.78047403806,8.78047403807,8.78047403807,8.78047403809,8.78047403809,8.78047403799,8.49012353571,8.78047403801,7.03379737929,8.78047403767,8.78047403767,8.78047403807,8.78047403807,8.10613591397,8.78047403787,8.78047403797,8.78047403802,8.78047403802,8.78047403797,8.78047403799,8.71492410719,8.61561566034,8.78047403777,8.78047403797,8.68805969757,8.78047403811,8.78047403811,8.78047403811,7.88679375071,8.23891133517,8.78047403807,8.78047403807,8.78047403827,8.78047403807,8.78047403807,8.78047403807,8.78047403807,8.78047403802,8.78047403802,8.78047403809,8.78047403809,8.78047403807,7.89662979197,8.78047403857,8.78047403811,8.27047593841,8.78047403801,8.47349794881,7.21596015135,8.78047403878,8.78047403878,8.39973622894,8.780474038473,8.780474038473,8.78047403798,8.78047403788,8.78047403788,6.74244784378
"t95",7.33322829414,3.92163072374,6.27068105026,6.98985657526,1.02985632186,0.38275214766,0.28024342296,0,3.08367325226,8.55327015964,8.55327015954,8.55327015954,8.55327015984,7.98090089435,8.55327015965,8.55327015965,8.55327015963,8.55327015963,8.55327015965,8.55327015965,8.55327015965,7.99101710428,8.55327015968,8.55327015978,8.55327015978,8.00053109134,8.55327016004,8.48012405134,8.55327015984,8.55327015984,8.55327015974,8.55327015974,8.55327015964,8.55327015964,7.34156905234,6.319856901256,7.7511397621,8.55327015932,8.55327015932,8.5532701594,8.5532701598,7.94155265539,8.55327015944,8.55327015944,8.14090470754,8.55327015934,8.55327015924,7.44256888085,8.55327015985,8.55327015985,8.55327015985,8.55327015985,8.55327015935,8.55327015955,8.553270159521,8.553270159521,8.55327015966,8.55327015966,8.55327015965,8.55327015965,7.98676923425,8.16058136715,8.55327015978,8.55327015978,8.29412014159,8.55327015895,8.55327015895,8.29580885935,8.55327015965,8.55327015955,8.44263318925,7.704441506421,8.55327015955,8.55327015953,8.55327015953,8.19279176325,7.63443925645,8.55327015955,7.55775430725,7.29784954705,7.75255819735,7.78685120595,8.11443793835,8.25812008725,8.21718466693,8.55327015933,8.55327015942,8.55327015943,8.55327015943,8.55327015945,8.55327015945,8.55327015935,8.26291965707,8.55327015937,6.80659350065,8.55327015903,8.55327015903,8.55327015943,8.55327015943,7.87893203533,8.55327015923,8.55327015933,8.55327015938,8.55327015938,8.55327015933,8.55327015935,8.48772022855,8.3884117817,8.55327015913,8.55327015933,8.46085581893,8.55327015947,8.55327015947,8.55327015947,7.65958987207,8.01170745653,8.55327015943,8.55327015943,8.55327015963,8.55327015943,8.55327015943,8.55327015943,8.55327015943,8.55327015938,8.55327015938,8.55327015945,8.55327015945,8.55327015943,7.66942591333,8.55327015993,8.55327015947,8.04327205977,8.55327015937,8.24629407017,6.98875627271,8.55327016014,8.55327016014,8.1725323503,8.553270159833,8.553270159833,8.55327015934,8.55327015924,8.55327015924,6.51524396514
"t12",7.66294089788,4.25134332748,6.600393654,7.319569179,3.4133858556,3.4133858556,3.3108771309,3.08367325226,0,8.88298276338,8.88298276328,8.88298276328,8.88298276358,8.31061349809,8.88298276339,8.88298276339,8.88298276337,8.88298276337,8.88298276339,8.88298276339,8.88298276339,8.32072970802,8.88298276342,8.88298276352,8.88298276352,8.33024369508,8.88298276378,8.80983665508,8.88298276358,8.88298276358,8.88298276348,8.88298276348,8.88298276338,8.88298276338,7.67128165608,6.649569504996,8.08085236584,8.88298276306,8.88298276306,8.88298276314,8.88298276354,8.27126525913,8.88298276318,8.88298276318,8.47061731128,8.88298276308,8.88298276298,7.77228148459,8.88298276359,8.88298276359,8.88298276359,8.88298276359,8.88298276309,8.88298276329,8.882982763261,8.882982763261,8.8829827634,8.8829827634,8.88298276339,8.88298276339,8.31648183799,8.49029397089,8.88298276352,8.88298276352,8.62383274533,8.88298276269,8.88298276269,8.62552146309,8.88298276339,8.88298276329,8.77234579299,8.034154110161,8.88298276329,8.88298276327,8.88298276327,8.52250436699,7.96415186019,8.88298276329,7.88746691099,7.62756215079,8.08227080109,8.11656380969,8.44415054209,8.58783269099,8.54689727067,8.88298276307,8.88298276316,8.88298276317,8.88298276317,8.88298276319,8.88298276319,8.88298276309,8.59263226081,8.88298276311,7.13630610439,8.88298276277,8.88298276277,8.88298276317,8.88298276317,8.20864463907,8.88298276297,8.88298276307,8.88298276312,8.88298276312,8.88298276307,8.88298276309,8.81743283229,8.71812438544,8.88298276287,8.88298276307,8.79056842267,8.88298276321,8.88298276321,8.88298276321,7.98930247581,8.34142006027,8.88298276317,8.88298276317,8.88298276337,8.88298276317,8.88298276317,8.88298276317,8.88298276317,8.88298276312,8.88298276312,8.88298276319,8.88298276319,8.88298276317,7.99913851707,8.88298276367,8.88298276321,8.37298466351,8.88298276311,8.57600667391,7.31846887645,8.88298276388,8.88298276388,8.50224495404,8.882982763573,8.882982763573,8.88298276308,8.88298276298,8.88298276298,6.84495656888
"t31",7.6629408973,5.6988961779,8.16380723738,8.88298276238,8.88298276298,8.88298276298,8.78047403828,8.55327015964,8.88298276338,0,2.4175326439,2.4175326439,2.9735714638,3.82044494991,4.39281421521,4.39281421521,4.39281421519,4.39281421519,4.39281421521,4.39281421521,4.39281421521,3.83056115984,4.39281421524,4.39281421534,4.39281421534,3.8400751469,4.6384536988,4.5653075901,4.6384536986,4.6384536986,4.6384536985,4.6384536985,4.6384536984,4.6384536984,3.4267525911,5.404087636016,6.83537049686,7.63750089408,7.63750089408,7.63750089416,7.63750089456,7.02578339015,7.6375008942,7.6375008942,7.2251354423,7.6375008941,7.637500894,6.52679961561,7.63750089461,7.63750089461,7.63750089461,7.63750089461,7.63750089411,7.63750089431,7.637500894281,7.637500894281,7.63750089442,7.63750089442,7.63750089441,7.63750089441,7.07099996901,7.24481210191,7.63750089454,7.63750089454,7.37835087635,7.63750089371,7.63750089371,7.38003959411,7.63750089441,7.63750089431,7.52686392401,6.788672241181,7.63750089431,7.63750089429,7.63750089429,7.27702249801,6.71866999121,7.63750089431,6.64198504201,6.38208028181,6.83678893211,6.87108194071,7.19866867311,7.34235082201,7.30141540169,7.63750089409,7.63750089418,7.63750089419,7.63750089419,7.63750089421,7.63750089421,7.63750089411,7.34715039183,7.63750089413,5.89082423541,7.63750089379,7.63750089379,7.63750089419,7.63750089419,6.96316277009,7.63750089399,7.63750089409,7.63750089414,7.63750089414,7.63750089409,7.63750089411,7.57195096331,7.47264251646,7.63750089389,7.63750089409,7.54508655369,7.63750089423,7.63750089423,7.63750089423,6.74382060683,7.09593819129,7.63750089419,7.63750089419,7.63750089439,7.63750089419,7.63750089419,7.63750089419,7.63750089419,7.63750089414,7.63750089414,7.63750089421,7.63750089421,7.63750089419,6.75365664809,7.63750089469,7.63750089423,7.12750279453,7.63750089413,7.33052480493,6.07298700747,7.6375008949,7.6375008949,7.25676308506,7.637500894593,7.637500894593,7.6375008941,7.637500894,7.637500894,5.5994746999
