"accepted_species","trait_BM_trend_scaled"
"t111",1
"t112",1
"t44",1
"t45",0
"t49",1
"t78",1
"t79",1
"t62",0
"t36",0
"t38",0
"t39",1
"t63",1
"t90",1
"t91",1
"t13",0
"t42",0
"t43",1
"t16",0
"t47",0
"t48",1
"t52",0
"t53",0
"t23",0
"t103",1
"t104",1
"t84",0
"t85",0
"t71",0
"t72",0
"t117",0
"t118",0
"t82",0
"t92",0
"t113",0
"t114",0
"t19",0
"t20",0
"t46",0
"t58",0
"t108",1
"t109",0
"t119",0
"t120",0
"t89",0
"t83",0
"t70",1
"t136",0
"t137",0
"t22",0
"t93",1
"t129",0
"t130",0
"t131",1
"t98",1
"t134",1
"t135",1
"t115",1
"t116",1
"t105",1
"t64",0
"t65",0
"t61",0
"t32",0
"t18",0
"t27",0
"t30",0
"t31",1
"t7",0
"t10",0
"t76",1
"t77",1
"t97",1
"t121",1
"t122",1
"t96",1
"t101",1
"t102",1
"t50",1
"t51",1
"t33",1
"t94",0
"t95",0
"t73",1
"t21",1
"t125",1
"t126",1
"t6",0
"t3",0
"t8",1
"t74",1
"t75",1
"t127",1
"t128",1
"t4",0
"t5",0
"t15",1
"t24",1
"t25",1
"t9",1
"t17",0
"t37",1
"t69",1
"t110",1
"t132",1
"t133",1
"t81",1
"t99",0
"t100",0
"t26",1
"t12",1
"t54",1
"t67",1
"t68",0
"t59",1
"t60",1
"t55",1
"t87",0
"t88",0
"t66",0
"t80",1
"t123",0
"t124",0
"t56",1
"t57",1
"t29",0
"t40",1
"t41",1
"t28",0
"t86",1
"t106",0
"t107",1
"t11",1
"t34",1
"t35",0
"t14",1
"t2",0
"t1",0
