"","t2","t13","t18","t34","t49","t50","t26","t25","t107","t108","t64","t21","t22","t1","t5","t6","t27","t28","t29","t19","t63","t68","t114","t115","t65","t66","t67","t58","t72","t73","t41","t85","t86","t44","t24","t113","t141","t142","t130","t14","t101","t102","t61","t40","t92","t135","t136","t81","t82","t131","t132","t69","t70","t38","t128","t129","t139","t140","t91","t103","t118","t133","t134","t89","t90","t98","t99","t74","t75","t42","t23","t46","t126","t127","t105","t106","t31","t32","t43","t59","t60","t104","t119","t120","t37","t47","t76","t77","t122","t123","t62","t93","t96","t97","t78","t79","t80","t87","t116","t117","t88","t137","t138","t121","t16","t17","t11","t12","t57","t83","t84","t100","t143","t144","t54","t109","t110","t15","t30","t33","t51","t52","t39","t48","t53","t55","t56","t20","t10","t7","t8","t35","t145","t146","t4","t9","t124","t125","t111","t112","t45","t94","t95","t71","t36","t3"
"t2",0,3.30378629101,4.78061766731,5.70385734131,6.97538107791,6.97538107791,6.26454818291,4.97460886091,6.9753810779,6.9753810779,6.656244142,4.3743191302,6.9753810788,2.4068813505,3.4265688679,4.7446894173,7.9515577292,5.61318353463,5.60563772443,6.7091842436,7.95155772969,7.95155772964,7.95155772974,7.95155772974,7.95155772969,7.95155772976,7.95155772976,7.9515577297,7.6859215053,7.9515577301,6.4760680625,7.95155772967,7.95155772967,7.95155772987,5.6826235702,7.9515577297,7.951557729654,7.951557729654,7.95155772966,4.170108154,7.9515577288,7.9515577288,7.9515577288,7.9515577285,7.9515577291,7.95155772911,7.95155772911,7.95155772899,7.95155772899,7.95155772966,7.95155772966,7.95155772929,7.95155772929,6.65810979849,7.951557729432,7.951557729432,7.95155772939,7.95155772939,7.95155772929,7.95155772939,7.95155772931,7.95155772931,7.95155772931,7.95155772979,7.95155772979,7.95155772965,7.95155772965,7.95155772932,7.95155772932,7.95155772932,5.29767212319,7.33217508749,7.95155772919,7.95155772919,7.95155772919,7.95155772919,7.95155772959,5.79896585539,7.95155772939,7.95155772899,7.48990156429,7.95155772899,7.95155772899,7.95155772899,7.95155772879,6.85611071669,7.95155772959,7.95155772959,7.95155772964,7.95155772964,7.95155772964,7.95155772929,7.95155772925,7.95155772925,7.95155772929,7.78661106589,7.62585123429,7.95155772929,7.951557729359,7.951557729359,7.951557729359,7.95155772951,7.95155772951,7.95155772949,4.95152422072,6.44447202032,6.08929145519,5.04957972319,7.95155772963,7.47810791021,7.95155772973,7.95155772973,7.951557729689,7.951557729689,6.87710915875,7.95155772973,7.95155772973,4.17177087955,5.48970923705,6.15301832149,7.86124574691,7.95155772991,6.65121561091,6.79803614849,7.95155772939,7.95155772938,7.95155772938,5.01574613009,3.55528507926,4.05200014649,3.50216817919,7.95155773,7.951557729522,7.951557729522,2.847484449,3.5702870964,7.9515577293,7.9515577293,7.9515577294,7.9515577294,7.95155772914,7.95155772954,7.95155772954,7.95155772954,6.20265397288,2.8233093752
"t13",3.30378629101,0,2.0627328929,2.9859725669,4.2574963035,4.2574963035,3.5466634085,2.2567240865,4.28987366971,4.28987366971,3.97073673381,2.93126828161,5.53233023021,5.09600564791,6.11569316531,7.43381371471,10.64068202661,8.30230783204,8.29476202184,9.39830854101,10.6406820271,10.64068202705,10.64068202715,10.64068202715,10.6406820271,10.64068202717,10.64068202717,10.64068202711,10.37504580271,10.64068202751,9.16519235991,10.64068202708,10.64068202708,10.64068202728,8.37174786761,10.64068202711,10.640682027064,10.640682027064,10.64068202707,6.85923245141,10.64068202621,10.64068202621,10.64068202621,10.64068202591,10.64068202651,10.64068202652,10.64068202652,10.6406820264,10.6406820264,10.64068202707,10.64068202707,10.6406820267,10.6406820267,9.3472340959,10.640682026842,10.640682026842,10.6406820268,10.6406820268,10.6406820267,10.6406820268,10.64068202672,10.64068202672,10.64068202672,10.6406820272,10.6406820272,10.64068202706,10.64068202706,10.64068202673,10.64068202673,10.64068202673,7.9867964206,10.0212993849,10.6406820266,10.6406820266,10.6406820266,10.6406820266,10.640682027,8.4880901528,10.6406820268,10.6406820264,10.1790258617,10.6406820264,10.6406820264,10.6406820264,10.6406820262,9.5452350141,10.640682027,10.640682027,10.64068202705,10.64068202705,10.64068202705,10.6406820267,10.64068202666,10.64068202666,10.6406820267,10.4757353633,10.3149755317,10.6406820267,10.640682026769,10.640682026769,10.640682026769,10.64068202692,10.64068202692,10.6406820269,7.64064851813,9.13359631773,8.7784157526,7.7387040206,10.64068202704,10.16723220762,10.64068202714,10.64068202714,10.640682027099,10.640682027099,9.56623345616,10.64068202714,10.64068202714,6.86089517696,8.17883353446,8.8421426189,10.55037004432,10.64068202732,9.34033990832,9.4871604459,10.6406820268,10.64068202679,10.64068202679,7.7048704275,6.24440937667,6.7411244439,6.1912924766,10.64068202741,10.640682026932,10.640682026932,5.53660874641,6.25941139381,10.64068202671,10.64068202671,10.64068202681,10.64068202681,10.64068202655,10.64068202695,10.64068202695,10.64068202695,8.89177827029,5.51243367261
"t18",4.78061766731,2.0627328929,0,3.148390206,4.4199139426,4.4199139426,3.7090810476,2.4191417256,5.76670504601,5.76670504601,5.44756811011,4.40809965791,7.00916160651,6.57283702421,7.59252454161,8.91064509101,12.11751340291,9.77913920834,9.77159339814,10.87513991731,12.1175134034,12.11751340335,12.11751340345,12.11751340345,12.1175134034,12.11751340347,12.11751340347,12.11751340341,11.85187717901,12.11751340381,10.64202373621,12.11751340338,12.11751340338,12.11751340358,9.84857924391,12.11751340341,12.117513403364,12.117513403364,12.11751340337,8.33606382771,12.11751340251,12.11751340251,12.11751340251,12.11751340221,12.11751340281,12.11751340282,12.11751340282,12.1175134027,12.1175134027,12.11751340337,12.11751340337,12.117513403,12.117513403,10.8240654722,12.117513403142,12.117513403142,12.1175134031,12.1175134031,12.117513403,12.1175134031,12.11751340302,12.11751340302,12.11751340302,12.1175134035,12.1175134035,12.11751340336,12.11751340336,12.11751340303,12.11751340303,12.11751340303,9.4636277969,11.4981307612,12.1175134029,12.1175134029,12.1175134029,12.1175134029,12.1175134033,9.9649215291,12.1175134031,12.1175134027,11.655857238,12.1175134027,12.1175134027,12.1175134027,12.1175134025,11.0220663904,12.1175134033,12.1175134033,12.11751340335,12.11751340335,12.11751340335,12.117513403,12.11751340296,12.11751340296,12.117513403,11.9525667396,11.791806908,12.117513403,12.117513403069,12.117513403069,12.117513403069,12.11751340322,12.11751340322,12.1175134032,9.11747989443,10.61042769403,10.2552471289,9.2155353969,12.11751340334,11.64406358392,12.11751340344,12.11751340344,12.117513403399,12.117513403399,11.04306483246,12.11751340344,12.11751340344,8.33772655326,9.65566491076,10.3189739952,12.02720142062,12.11751340362,10.81717128462,10.9639918222,12.1175134031,12.11751340309,12.11751340309,9.1817018038,7.72124075297,8.2179558202,7.6681238529,12.11751340371,12.117513403232,12.117513403232,7.01344012271,7.73624277011,12.11751340301,12.11751340301,12.11751340311,12.11751340311,12.11751340285,12.11751340325,12.11751340325,12.11751340325,10.36860964659,6.98926504891
"t34",5.70385734131,2.9859725669,3.148390206,0,2.7259280144,2.7259280144,3.2830070504,2.252731532,6.68994472001,6.68994472001,6.37080778411,5.33133933191,7.93240128051,7.49607669821,8.51576421561,9.83388476501,13.04075307691,10.70237888234,10.69483307214,11.79837959131,13.0407530774,13.04075307735,13.04075307745,13.04075307745,13.0407530774,13.04075307747,13.04075307747,13.04075307741,12.77511685301,13.04075307781,11.56526341021,13.04075307738,13.04075307738,13.04075307758,10.77181891791,13.04075307741,13.040753077364,13.040753077364,13.04075307737,9.25930350171,13.04075307651,13.04075307651,13.04075307651,13.04075307621,13.04075307681,13.04075307682,13.04075307682,13.0407530767,13.0407530767,13.04075307737,13.04075307737,13.040753077,13.040753077,11.7473051462,13.040753077142,13.040753077142,13.0407530771,13.0407530771,13.040753077,13.0407530771,13.04075307702,13.04075307702,13.04075307702,13.0407530775,13.0407530775,13.04075307736,13.04075307736,13.04075307703,13.04075307703,13.04075307703,10.3868674709,12.4213704352,13.0407530769,13.0407530769,13.0407530769,13.0407530769,13.0407530773,10.8881612031,13.0407530771,13.0407530767,12.579096912,13.0407530767,13.0407530767,13.0407530767,13.0407530765,11.9453060644,13.0407530773,13.0407530773,13.04075307735,13.04075307735,13.04075307735,13.040753077,13.04075307696,13.04075307696,13.040753077,12.8758064136,12.715046582,13.040753077,13.040753077069,13.040753077069,13.040753077069,13.04075307722,13.04075307722,13.0407530772,10.04071956843,11.53366736803,11.1784868029,10.1387750709,13.04075307734,12.56730325792,13.04075307744,13.04075307744,13.040753077399,13.040753077399,11.96630450646,13.04075307744,13.04075307744,9.26096622726,10.57890458476,11.2422136692,12.95044109462,13.04075307762,11.74041095862,11.8872314962,13.0407530771,13.04075307709,13.04075307709,10.1049414778,8.64448042697,9.1411954942,8.5913635269,13.04075307771,13.040753077232,13.040753077232,7.93667979671,8.65948244411,13.04075307701,13.04075307701,13.04075307711,13.04075307711,13.04075307685,13.04075307725,13.04075307725,13.04075307725,11.29184932059,7.91250472291
"t49",6.97538107791,4.2574963035,4.4199139426,2.7259280144,0,2.618872228,4.554530787,3.5242552686,7.96146845661,7.96146845661,7.64233152071,6.60286306851,9.20392501711,8.76760043481,9.78728795221,11.10540850161,14.31227681351,11.97390261894,11.96635680874,13.06990332791,14.312276814,14.31227681395,14.31227681405,14.31227681405,14.312276814,14.31227681407,14.31227681407,14.31227681401,14.04664058961,14.31227681441,12.83678714681,14.31227681398,14.31227681398,14.31227681418,12.04334265451,14.31227681401,14.312276813964,14.312276813964,14.31227681397,10.53082723831,14.31227681311,14.31227681311,14.31227681311,14.31227681281,14.31227681341,14.31227681342,14.31227681342,14.3122768133,14.3122768133,14.31227681397,14.31227681397,14.3122768136,14.3122768136,13.0188288828,14.312276813742,14.312276813742,14.3122768137,14.3122768137,14.3122768136,14.3122768137,14.31227681362,14.31227681362,14.31227681362,14.3122768141,14.3122768141,14.31227681396,14.31227681396,14.31227681363,14.31227681363,14.31227681363,11.6583912075,13.6928941718,14.3122768135,14.3122768135,14.3122768135,14.3122768135,14.3122768139,12.1596849397,14.3122768137,14.3122768133,13.8506206486,14.3122768133,14.3122768133,14.3122768133,14.3122768131,13.216829801,14.3122768139,14.3122768139,14.31227681395,14.31227681395,14.31227681395,14.3122768136,14.31227681356,14.31227681356,14.3122768136,14.1473301502,13.9865703186,14.3122768136,14.312276813669,14.312276813669,14.312276813669,14.31227681382,14.31227681382,14.3122768138,11.31224330503,12.80519110463,12.4500105395,11.4102988075,14.31227681394,13.83882699452,14.31227681404,14.31227681404,14.312276813999,14.312276813999,13.23782824306,14.31227681404,14.31227681404,10.53248996386,11.85042832136,12.5137374058,14.22196483122,14.31227681422,13.01193469522,13.1587552328,14.3122768137,14.31227681369,14.31227681369,11.3764652144,9.91600416357,10.4127192308,9.8628872635,14.31227681431,14.312276813832,14.312276813832,9.20820353331,9.93100618071,14.31227681361,14.31227681361,14.31227681371,14.31227681371,14.31227681345,14.31227681385,14.31227681385,14.31227681385,12.56337305719,9.18402845951
"t50",6.97538107791,4.2574963035,4.4199139426,2.7259280144,2.618872228,0,4.554530787,3.5242552686,7.96146845661,7.96146845661,7.64233152071,6.60286306851,9.20392501711,8.76760043481,9.78728795221,11.10540850161,14.31227681351,11.97390261894,11.96635680874,13.06990332791,14.312276814,14.31227681395,14.31227681405,14.31227681405,14.312276814,14.31227681407,14.31227681407,14.31227681401,14.04664058961,14.31227681441,12.83678714681,14.31227681398,14.31227681398,14.31227681418,12.04334265451,14.31227681401,14.312276813964,14.312276813964,14.31227681397,10.53082723831,14.31227681311,14.31227681311,14.31227681311,14.31227681281,14.31227681341,14.31227681342,14.31227681342,14.3122768133,14.3122768133,14.31227681397,14.31227681397,14.3122768136,14.3122768136,13.0188288828,14.312276813742,14.312276813742,14.3122768137,14.3122768137,14.3122768136,14.3122768137,14.31227681362,14.31227681362,14.31227681362,14.3122768141,14.3122768141,14.31227681396,14.31227681396,14.31227681363,14.31227681363,14.31227681363,11.6583912075,13.6928941718,14.3122768135,14.3122768135,14.3122768135,14.3122768135,14.3122768139,12.1596849397,14.3122768137,14.3122768133,13.8506206486,14.3122768133,14.3122768133,14.3122768133,14.3122768131,13.216829801,14.3122768139,14.3122768139,14.31227681395,14.31227681395,14.31227681395,14.3122768136,14.31227681356,14.31227681356,14.3122768136,14.1473301502,13.9865703186,14.3122768136,14.312276813669,14.312276813669,14.312276813669,14.31227681382,14.31227681382,14.3122768138,11.31224330503,12.80519110463,12.4500105395,11.4102988075,14.31227681394,13.83882699452,14.31227681404,14.31227681404,14.312276813999,14.312276813999,13.23782824306,14.31227681404,14.31227681404,10.53248996386,11.85042832136,12.5137374058,14.22196483122,14.31227681422,13.01193469522,13.1587552328,14.3122768137,14.31227681369,14.31227681369,11.3764652144,9.91600416357,10.4127192308,9.8628872635,14.31227681431,14.312276813832,14.312276813832,9.20820353331,9.93100618071,14.31227681361,14.31227681361,14.31227681371,14.31227681371,14.31227681345,14.31227681385,14.31227681385,14.31227681385,12.56337305719,9.18402845951
"t26",6.26454818291,3.5466634085,3.7090810476,3.2830070504,4.554530787,4.554530787,0,2.8134223736,7.25063556161,7.25063556161,6.93149862571,5.89203017351,8.49309212211,8.05676753981,9.07645505721,10.39457560661,13.60144391851,11.26306972394,11.25552391374,12.35907043291,13.601443919,13.60144391895,13.60144391905,13.60144391905,13.601443919,13.60144391907,13.60144391907,13.60144391901,13.33580769461,13.60144391941,12.12595425181,13.60144391898,13.60144391898,13.60144391918,11.33250975951,13.60144391901,13.601443918964,13.601443918964,13.60144391897,9.81999434331,13.60144391811,13.60144391811,13.60144391811,13.60144391781,13.60144391841,13.60144391842,13.60144391842,13.6014439183,13.6014439183,13.60144391897,13.60144391897,13.6014439186,13.6014439186,12.3079959878,13.601443918742,13.601443918742,13.6014439187,13.6014439187,13.6014439186,13.6014439187,13.60144391862,13.60144391862,13.60144391862,13.6014439191,13.6014439191,13.60144391896,13.60144391896,13.60144391863,13.60144391863,13.60144391863,10.9475583125,12.9820612768,13.6014439185,13.6014439185,13.6014439185,13.6014439185,13.6014439189,11.4488520447,13.6014439187,13.6014439183,13.1397877536,13.6014439183,13.6014439183,13.6014439183,13.6014439181,12.505996906,13.6014439189,13.6014439189,13.60144391895,13.60144391895,13.60144391895,13.6014439186,13.60144391856,13.60144391856,13.6014439186,13.4364972552,13.2757374236,13.6014439186,13.601443918669,13.601443918669,13.601443918669,13.60144391882,13.60144391882,13.6014439188,10.60141041003,12.09435820963,11.7391776445,10.6994659125,13.60144391894,13.12799409952,13.60144391904,13.60144391904,13.601443918999,13.601443918999,12.52699534806,13.60144391904,13.60144391904,9.82165706886,11.13959542636,11.8029045108,13.51113193622,13.60144391922,12.30110180022,12.4479223378,13.6014439187,13.60144391869,13.60144391869,10.6656323194,9.20517126857,9.7018863358,9.1520543685,13.60144391931,13.601443918832,13.601443918832,8.49737063831,9.22017328571,13.60144391861,13.60144391861,13.60144391871,13.60144391871,13.60144391845,13.60144391885,13.60144391885,13.60144391885,11.85254016219,8.47319556451
"t25",4.97460886091,2.2567240865,2.4191417256,2.252731532,3.5242552686,3.5242552686,2.8134223736,0,5.96069623961,5.96069623961,5.64155930371,4.60209085151,7.20315280011,6.76682821781,7.78651573521,9.10463628461,12.31150459651,9.97313040194,9.96558459174,11.06913111091,12.311504597,12.31150459695,12.31150459705,12.31150459705,12.311504597,12.31150459707,12.31150459707,12.31150459701,12.04586837261,12.31150459741,10.83601492981,12.31150459698,12.31150459698,12.31150459718,10.04257043751,12.31150459701,12.311504596964,12.311504596964,12.31150459697,8.53005502131,12.31150459611,12.31150459611,12.31150459611,12.31150459581,12.31150459641,12.31150459642,12.31150459642,12.3115045963,12.3115045963,12.31150459697,12.31150459697,12.3115045966,12.3115045966,11.0180566658,12.311504596742,12.311504596742,12.3115045967,12.3115045967,12.3115045966,12.3115045967,12.31150459662,12.31150459662,12.31150459662,12.3115045971,12.3115045971,12.31150459696,12.31150459696,12.31150459663,12.31150459663,12.31150459663,9.6576189905,11.6921219548,12.3115045965,12.3115045965,12.3115045965,12.3115045965,12.3115045969,10.1589127227,12.3115045967,12.3115045963,11.8498484316,12.3115045963,12.3115045963,12.3115045963,12.3115045961,11.216057584,12.3115045969,12.3115045969,12.31150459695,12.31150459695,12.31150459695,12.3115045966,12.31150459656,12.31150459656,12.3115045966,12.1465579332,11.9857981016,12.3115045966,12.311504596669,12.311504596669,12.311504596669,12.31150459682,12.31150459682,12.3115045968,9.31147108803,10.80441888763,10.4492383225,9.4095265905,12.31150459694,11.83805477752,12.31150459704,12.31150459704,12.311504596999,12.311504596999,11.23705602606,12.31150459704,12.31150459704,8.53171774686,9.84965610436,10.5129651888,12.22119261422,12.31150459722,11.01116247822,11.1579830158,12.3115045967,12.31150459669,12.31150459669,9.3756929974,7.91523194657,8.4119470138,7.8621150465,12.31150459731,12.311504596832,12.311504596832,7.20743131631,7.93023396371,12.31150459661,12.31150459661,12.31150459671,12.31150459671,12.31150459645,12.31150459685,12.31150459685,12.31150459685,10.56260084019,7.18325624251
"t107",6.9753810779,4.28987366971,5.76670504601,6.68994472001,7.96146845661,7.96146845661,7.25063556161,5.96069623961,0,0.5093677492,1.1229107447,6.6028630685,9.2039250171,8.7676004348,9.7872879522,11.1054085016,14.3122768135,11.97390261893,11.96635680873,13.0699033279,14.31227681399,14.31227681394,14.31227681404,14.31227681404,14.31227681399,14.31227681406,14.31227681406,14.312276814,14.0466405896,14.3122768144,12.8367871468,14.31227681397,14.31227681397,14.31227681417,12.0433426545,14.312276814,14.312276813954,14.312276813954,14.31227681396,10.5308272383,14.3122768131,14.3122768131,14.3122768131,14.3122768128,14.3122768134,14.31227681341,14.31227681341,14.31227681329,14.31227681329,14.31227681396,14.31227681396,14.31227681359,14.31227681359,13.01882888279,14.312276813732,14.312276813732,14.31227681369,14.31227681369,14.31227681359,14.31227681369,14.31227681361,14.31227681361,14.31227681361,14.31227681409,14.31227681409,14.31227681395,14.31227681395,14.31227681362,14.31227681362,14.31227681362,11.65839120749,13.69289417179,14.31227681349,14.31227681349,14.31227681349,14.31227681349,14.31227681389,12.15968493969,14.31227681369,14.31227681329,13.85062064859,14.31227681329,14.31227681329,14.31227681329,14.31227681309,13.21682980099,14.31227681389,14.31227681389,14.31227681394,14.31227681394,14.31227681394,14.31227681359,14.31227681355,14.31227681355,14.31227681359,14.14733015019,13.98657031859,14.31227681359,14.312276813659,14.312276813659,14.312276813659,14.31227681381,14.31227681381,14.31227681379,11.31224330502,12.80519110462,12.45001053949,11.41029880749,14.31227681393,13.83882699451,14.31227681403,14.31227681403,14.312276813989,14.312276813989,13.23782824305,14.31227681403,14.31227681403,10.53248996385,11.85042832135,12.51373740579,14.22196483121,14.31227681421,13.01193469521,13.15875523279,14.31227681369,14.31227681368,14.31227681368,11.37646521439,9.91600416356,10.41271923079,9.86288726349,14.3122768143,14.312276813822,14.312276813822,9.2082035333,9.9310061807,14.3122768136,14.3122768136,14.3122768137,14.3122768137,14.31227681344,14.31227681384,14.31227681384,14.31227681384,12.56337305718,9.1840284595
"t108",6.9753810779,4.28987366971,5.76670504601,6.68994472001,7.96146845661,7.96146845661,7.25063556161,5.96069623961,0.5093677492,0,1.1229107447,6.6028630685,9.2039250171,8.7676004348,9.7872879522,11.1054085016,14.3122768135,11.97390261893,11.96635680873,13.0699033279,14.31227681399,14.31227681394,14.31227681404,14.31227681404,14.31227681399,14.31227681406,14.31227681406,14.312276814,14.0466405896,14.3122768144,12.8367871468,14.31227681397,14.31227681397,14.31227681417,12.0433426545,14.312276814,14.312276813954,14.312276813954,14.31227681396,10.5308272383,14.3122768131,14.3122768131,14.3122768131,14.3122768128,14.3122768134,14.31227681341,14.31227681341,14.31227681329,14.31227681329,14.31227681396,14.31227681396,14.31227681359,14.31227681359,13.01882888279,14.312276813732,14.312276813732,14.31227681369,14.31227681369,14.31227681359,14.31227681369,14.31227681361,14.31227681361,14.31227681361,14.31227681409,14.31227681409,14.31227681395,14.31227681395,14.31227681362,14.31227681362,14.31227681362,11.65839120749,13.69289417179,14.31227681349,14.31227681349,14.31227681349,14.31227681349,14.31227681389,12.15968493969,14.31227681369,14.31227681329,13.85062064859,14.31227681329,14.31227681329,14.31227681329,14.31227681309,13.21682980099,14.31227681389,14.31227681389,14.31227681394,14.31227681394,14.31227681394,14.31227681359,14.31227681355,14.31227681355,14.31227681359,14.14733015019,13.98657031859,14.31227681359,14.312276813659,14.312276813659,14.312276813659,14.31227681381,14.31227681381,14.31227681379,11.31224330502,12.80519110462,12.45001053949,11.41029880749,14.31227681393,13.83882699451,14.31227681403,14.31227681403,14.312276813989,14.312276813989,13.23782824305,14.31227681403,14.31227681403,10.53248996385,11.85042832135,12.51373740579,14.22196483121,14.31227681421,13.01193469521,13.15875523279,14.31227681369,14.31227681368,14.31227681368,11.37646521439,9.91600416356,10.41271923079,9.86288726349,14.3122768143,14.312276813822,14.312276813822,9.2082035333,9.9310061807,14.3122768136,14.3122768136,14.3122768137,14.3122768137,14.31227681344,14.31227681384,14.31227681384,14.31227681384,12.56337305718,9.1840284595
