"","nbr_traits","class","model","states","correlation","uncorr_traits","fraction_uncorr_traits","lambda","kappa","highCor","manTrait"
"1",1,"continuous","OU1",1,"1",1,0,0.764816228067502,0.419788746861741,0,0
