,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t11,-2.6417463,6.5164204,-6.489637,2.864182,24.308983,25.974306,25.430738,-3.23015,24.387074,37.353115,8.239963,13.456093,-0.61313695,-0.76474184,34.421543,-3.771078
t12,-2.7182186,7.0725603,-6.672474,3.106299,25.283464,26.625471,25.911783,-3.2565472,24.895569,38.391403,8.411428,13.942105,-0.6406426,-0.7479571,35.9095,-3.8883343
t40,-3.2340887,8.461626,-7.317945,4.5274615,29.338562,30.008219,27.934921,-3.673435,27.336388,44.013916,10.0026045,15.228562,-0.847075,-0.6129567,41.80142,-4.344111
t118,-3.7275715,11.1517105,-8.390113,6.6380897,35.087543,34.420998,31.094906,-3.9061627,30.52282,50.460007,11.455939,17.657875,-1.1061676,-0.43344352,49.99273,-5.012862
t157,-3.7263138,11.111443,-8.422829,6.7291684,35.19162,34.568108,31.20678,-3.904572,30.494669,50.445633,11.54101,17.695652,-1.0977557,-0.39562306,50.007496,-5.034354
t158,-3.7328668,11.089564,-8.413508,6.723658,35.18761,34.528183,31.154573,-3.907873,30.456821,50.448288,11.58281,17.689178,-1.0978918,-0.39370504,50.005505,-5.0288486
t104,-3.687376,11.165152,-8.436596,5.670584,35.95325,33.85429,31.119713,-3.8368623,30.011326,50.787197,11.59204,18.648808,-0.9692572,-0.45942503,50.42004,-4.840539
t105,-3.695155,11.057076,-8.43933,5.664949,35.90103,33.962547,31.205364,-3.8616886,29.946249,50.681854,11.55598,18.513802,-0.9734939,-0.48786074,50.245045,-4.8407407
t45,-3.523235,11.075259,-8.272315,4.7997746,35.237507,32.770073,31.382486,-4.097446,30.666943,51.08657,12.09685,19.253063,-0.916341,-0.5736647,50.508747,-4.6870093
t46,-3.152417,8.894436,-7.465984,4.040007,30.504585,29.702847,28.9749,-3.7967381,28.07081,45.244072,10.645938,16.793335,-0.7402608,-0.6215572,43.20444,-4.2604594
t5,-2.4347725,3.3954248,-5.893725,-0.07494097,20.203999,24.472658,25.071896,-3.5216873,24.204716,36.07958,8.114127,11.005328,-0.6698808,-1.4422759,29.393414,-3.271104
t119,-3.4857895,8.382623,-8.331086,1.2693725,33.54136,34.575928,32.197285,-4.392526,33.199463,48.906918,11.366839,17.660587,-0.5936691,-1.3579717,49.782566,-5.0185547
t120,-3.4702108,8.501625,-8.340139,1.2052255,33.435898,34.595642,32.244125,-4.387224,33.172604,48.97763,11.288445,17.664557,-0.6201777,-1.3762008,49.738018,-5.0020514
t47,-3.5609767,4.2024555,-7.5857224,-0.06694098,29.85757,30.580393,29.748737,-4.173421,30.222952,43.751835,10.804942,14.569565,-0.54219365,-1.4694666,43.08964,-4.418179
t92,-4.0776534,5.3404217,-8.403626,0.2585721,34.83922,33.3394,32.034275,-4.4727597,33.054905,48.552666,11.909955,16.615057,-0.682263,-1.4312991,49.98605,-4.8657966
t124,-4.127315,5.1983395,-8.383751,0.18547297,35.092155,33.208813,32.08295,-4.4759727,33.13581,48.67166,12.017163,16.723026,-0.71428823,-1.444892,50.006474,-4.905745
t125,-4.1091948,5.2164593,-8.382715,0.20906687,35.051735,33.199005,32.05232,-4.470717,33.174557,48.64345,11.963372,16.722868,-0.7168128,-1.4618555,50.005814,-4.916101
t110,-3.988732,6.156207,-8.282854,0.48738146,34.39185,34.14511,31.411953,-4.5095577,32.65896,48.727493,12.636456,16.525423,-0.59137744,-1.3906101,50.56825,-4.8867702
t111,-3.9667585,6.256672,-8.272288,0.6817727,34.39871,34.03144,31.475128,-4.4952006,32.775677,48.751846,12.598092,16.660181,-0.5841104,-1.351163,50.377197,-4.8755445
t44,-3.4908226,4.0032024,-7.3980384,-0.11201334,28.979626,30.004807,29.122288,-4.122517,29.622475,42.89334,10.625485,14.136057,-0.5277613,-1.5004271,41.867542,-4.2753735
t28,-3.6403024,6.0041018,-7.835322,0.32998037,31.839483,31.82871,30.419373,-4.1524086,30.5849,46.230423,11.346768,15.705271,-0.6120438,-1.3554282,45.562054,-4.4882565
t50,-3.0359771,5.2074404,-7.218765,0.8713069,26.071815,29.936811,28.552055,-4.188468,28.803173,45.303444,10.12256,13.489782,-0.9355244,-1.422124,40.455868,-4.1041365
t51,-3.466187,7.579379,-8.191395,2.1579747,31.45047,33.530594,30.837013,-4.4605055,31.844055,51.525146,11.617064,16.017618,-1.0914716,-1.3438872,49.198177,-4.743897
t75,-3.4100144,7.760412,-8.156753,2.0940976,31.292624,33.86873,31.560282,-4.5130954,32.2373,50.901054,11.569813,16.074474,-1.1498524,-1.323197,47.83438,-4.6428027
t76,-3.4045074,7.3947144,-8.065864,2.1247678,30.822987,33.84042,31.447073,-4.4953475,31.921669,49.98147,11.528188,15.857426,-1.1243184,-1.2841916,46.759907,-4.599169
t68,-3.4271915,6.8430624,-8.008609,1.9092822,30.881916,33.225468,31.462868,-4.564196,32.046085,50.362885,11.627913,15.732462,-1.1574836,-1.3301991,46.88164,-4.598037
