"accepted_species","sorted"
"t3",0.65478379222866
"t84",-1.0767417748006
"t85",-1.19001226614307
"t64",-0.907205190769946
"t73",-0.465717970103606
"t74",-0.287167361927212
"t95",-0.486126030946167
"t96",-0.365069175458988
"t12",-0.622200528534674
"t14",-0.0545257246997924
"t15",-0.103657120468048
"t41",0.328636135161687
"t67",0.258196623888428
"t68",0.262995430216177
"t43",0.170286167171513
"t58",-0.558602431546625
"t59",-0.756584149208633
"t10",-0.135653690701886
"t24",-0.0421396952820788
"t91",NA
"t92",0.426171941563661
"t89",0.185889862217817
"t90",-0.177022866535082
"t86",0.0118431264666274
"t47",-0.556314648492619
"t48",-0.195991545452887
"t22",-0.206294879316123
"t46",-0.513439444157167
"t75",-0.206329526052593
"t76",-0.189096317339713
"t50",-0.183430103497551
"t51",-0.053910440927286
"t87",-0.220896427469598
"t88",-0.0777801553842114
"t2",1.51993931840949
"t27",-0.77895699558158
"t28",-0.658718518531889
"t7",-0.0422717141012721
"t34",NA
"t60",NA
"t61",-2.05620756571528
"t29",-0.910085673665751
"t30",NA
"t38",-0.556575332656965
"t69",-1.46052873184778
"t70",-1.11824254639576
"t52",-1.91329042568695
"t53",-1.43664586197091
"t82",-1.10253444336259
"t83",NA
"t65",NA
"t66",-1.47731837192759
"t35",-1.66647631355441
"t8",-0.930050324914324
"t54",-0.715250864911006
"t55",0.0277660772752642
"t49",-0.416694033218228
"t9",-0.212080179519986
"t16",1.64045565419341
"t39",1.68604819194653
"t40",1.48990446619818
"t97",1.86107485612007
"t98",1.94920900402628
"t18",0.285829503898479
"t19",0.475857619928285
"t42",1.12618900578583
"t93",1.33984340158313
"t94",1.36159381421841
"t77",0.870317293158159
"t17",0.427409347276487
"t36",0.0813675930517611
"t37",0.521580488624933
"t23",-0.283222786006152
"t5",-0.0078177009041724
"t1",0.975379699946015
"t25",0.6871237403632
"t26",-0.0760320972359001
"t99",0.502238974238602
"t100",NA
"t71",NA
"t72",0.393688884223214
"t21",0.673659602770858
"t44",1.82409540018992
"t45",1.27678656566159
"t31",1.57528439032108
"t56",1.65534254532391
"t57",NA
"t13",2.14890628603888
"t11",1.30082942337424
"t32",0.9390122027749
"t33",0.837249518445779
"t20",0.0705079286257068
"t80",0.956353322040623
"t81",0.739126330169408
"t4",0.382006452053594
"t78",-1.89883780742371
"t79",NA
"t6",0.357254370453736
"t62",0.18677150545944
"t63",-0.034601273506681
