accepted_species,estimate
t9,-0.5332894
t131,-1.9010406
t5,2.3743892
t15,-0.72408426
t10,0.5128691
t123,0.27102125
t126,0.1723047
t100,0.1762178
t78,0.21625896
t121,-0.41410896
t154,1.1054844
t86,0.120829694
t82,-0.028771654
t26,-0.0013236811
t60,0.39943156
t153,-0.70081747
