"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100"
"Hindsia_republicana",-0.0232147892236399,-0.0373929053184123,-0.035033070095834,-0.00693297517120995,0.0990193326813687,0.0601556035224417,-0.0494851057450416,0.0881546103614055,0.594837093922222,0.0862276157067564,-0.00215886005247266,-0.00129727572816718,-0.221424340395391,0.143197922956904,0.70710678118655,0.023688125803616,-0.169029358276705,0.0358438309253064,-0.0147030384963436,2.8328737689893e-16,0.000814560627784002,0.000417610267387761,0.0397562486991899,-4.10051443576649e-17,-4.42007979406337e-16,2.18172989590441e-16,4.26277385513454e-18,-1.91176171993716e-19,-0.00140985088436469,-0.00860395557969361,0.000284355446786102,-5.95813194200919e-17,-0.00540446483596476,-0.000410129634275678,-0.00107166352303765,-0.000142105551078967,-0.00277255317533332,-6.19864565778748e-05,-0.00159790880098923,0.00153721922174164,9.75503599579109e-05,0.000117393782599219,-0.000156067431795094,0.000379003189540629,6.29082269146077e-07,-0.000872640853489137,1.57257213565459e-16,-1.32747242824855e-16,0.000365084796150702,7.3965886456677e-05,-9.21677330023402e-06,-5.45553793095773e-05,2.08518155795833e-19,-8.11851209563595e-16,-0.00123734634026764,1.49657336204536e-08,-9.76435911060666e-07,-3.39414410063273e-05,-2.68747073862592e-16,7.62253155256327e-06,-1.20449144212153e-18,1.43714645486994e-16,-5.61742482158828e-16,-2.90470253006782e-16,3.78381712392055e-16,0,0,0,-2.02130037942446e-16,-1.2200184859986e-16,-7.7911594896233e-17,-0.000547053138793024,9.80959295721837e-05,-1.10882456455815e-06,1.8067837668889e-16,0.000221243363372786,1.7212152768637e-16,3.6108497984573e-16,-0.000428388303789432,-3.26697845044249e-16,-3.29959359369172e-16,8.77379361820871e-17,5.00263430581072e-16,8.04330155905814e-17,3.17990843646979e-15,2.18161585966446e-16,-6.02484801228696e-05,-7.24271685002348e-17,2.71957928240862e-16,5.08627305989068e-17,1.03478512859784e-15,-2.29020933938979e-16,-4.48883637249875e-17,-2.51352819256625e-16,7.19357172727342e-06,-2.92596531819749e-07,-3.9017708652683e-16,-4.9756590084269e-16,-5.48753712774408e-16,-0.0999999999999955
"Argocoffeopsis_kivuensis",-0.02321478922364,-0.0373929053184128,-0.0350330700958335,-0.00693297517121009,0.0990193326813694,0.0601556035224405,-0.0494851057450414,0.088154610361406,0.59483709392222,0.0862276157067531,-0.00215886005247302,-0.00129727572815967,-0.221424340395409,0.143197922956928,-0.707106781186546,0.0236881258036151,-0.169029358276685,0.0358438309253053,-0.014703038496343,-1.53954276996468e-16,0.000814560627783546,0.000417610267387553,0.039756248699188,-9.29228811943914e-16,8.45222414974526e-16,2.99957008801645e-16,-1.7178373631156e-15,1.29190390304859e-15,-0.00140985088436639,-0.0086039555796955,0.000284355446784355,-6.78011525786319e-16,-0.00540446483596312,-0.000410129634277204,-0.00107166352303812,-0.000142105551079605,-0.00277255317533277,-6.19864565757702e-05,-0.00159790880098863,0.00153721922174141,9.75503599582676e-05,0.000117393782599725,-0.000156067431795403,0.000379003189539783,6.29082270587529e-07,-0.000872640853490573,-1.40354366728522e-16,3.0506129031613e-16,0.000365084796150774,7.39658864558665e-05,-9.21677330013265e-06,-5.45553793092248e-05,-7.64571250214285e-16,-9.3881894459023e-16,-0.00123734634026749,1.49657334590199e-08,-9.76435911822858e-07,-3.39414410072345e-05,1.08812224404771e-15,7.62253155187492e-06,1.86193837148691e-16,3.62364751243254e-16,-2.96976692343581e-16,2.11413057718865e-16,2.18801323166944e-16,3.24124231528512e-16,3.6156529782505e-16,-2.47401299203749e-16,3.03825915083271e-17,-3.2088116247726e-16,-9.38019259501768e-17,-0.000547053138793706,9.8095929572303e-05,-1.10882456235142e-06,1.46789389032684e-16,0.000221243363373518,3.68998040758915e-16,2.47648539599046e-16,-0.0004283883037884,4.80528894876196e-15,1.4674634037267e-16,3.66042702692512e-17,4.98635126926245e-17,-1.35313605590746e-15,6.65390005494608e-15,1.09532279287396e-16,-6.02484801234272e-05,-2.38358101107326e-16,-6.34857244051849e-16,6.07122050208815e-16,1.01824940248171e-15,-1.0443288255961e-16,-4.65376434042495e-17,-3.78433174466816e-16,7.19357172784044e-06,-2.92596530752663e-07,-5.44717322557573e-16,-1.5718459162075e-15,-6.84432867861902e-16,-0.0999999999999939
"Galium_incrassatum",-0.0933365420050153,0.0823100442044676,0.0104828701641706,-0.203354348310566,-0.0260515532018574,-0.0218476182986099,0.188503291667221,0.0310468847978623,-0.0156509019928661,-0.00315151589821773,9.17518775813175e-05,6.53383589133885e-05,-0.0682107254638152,0.0121331286602297,-1.12323345069498e-15,-0.00206929149795454,0.0437026606477046,0.0138891948515005,-7.14380208886104e-05,-3.15466136578198e-16,-1.83456039873419e-05,-0.00154730773481596,-5.89671896642928e-07,-9.42977603456758e-16,-1.28066645181452e-16,-9.20234164657674e-17,-3.51284136737511e-16,-2.61481024252913e-16,-0.00062919638227591,-3.88920909064287e-06,1.85529859348893e-07,2.28310874260472e-16,-9.4786846946904e-06,-1.03236928178938e-06,-3.43548671651518e-06,-2.17532522623332e-06,-0.0047328067637902,1.63643892931446e-06,-0.000343264296000321,4.89726353227894e-06,3.4177543213081e-07,0.000237053204809259,-8.75704845909774e-07,2.33396048167054e-06,4.29282743021909e-09,-6.04433722535027e-06,-8.94044364898999e-16,-4.03472726035419e-16,0.000264786077379434,0.000152988512621616,-5.21906025213512e-05,-0.000113582885592344,2.77546383747052e-16,1.35753498749013e-15,-1.14182854759009e-05,1.2100578168572e-08,-1.06940959579813e-08,-7.69525761800562e-05,2.99160146723447e-15,1.085607517459e-07,1.40904689019114e-14,6.09884726935633e-15,-2.4850717225212e-14,4.49083646625643e-15,2.67121858206368e-14,-4.5561365758186e-15,-2.27628045957298e-15,-6.75723406384798e-15,7.71126156836149e-15,-1.49452117471458e-14,-8.51974646811984e-16,-1.57414362094026e-05,0.176257753782139,7.79875697662993e-08,-1.14995735862723e-15,-1.78083400124396e-07,2.20283003537938e-14,-7.0339452280474e-15,-3.22938168384436e-06,-0.835536110196272,-0.101551850735279,0.11582305202841,0.0211905943879607,0.261566118934242,0.257737525531628,-7.08935869944571e-15,-5.88537518662471e-07,-1.24819819115189e-14,1.05273006070989e-14,-1.18763600249629e-14,-5.44995897778371e-15,9.64347915395048e-16,-9.97819729512425e-16,4.10021503278628e-15,9.81463454900185e-08,-4.00866304478647e-09,8.74629054306567e-16,3.06552036492012e-15,-7.84312028276553e-16,-0.099999999999992
"Galium_acutum",-0.0933365420050145,0.0823100442044671,0.0104828701641707,-0.203354348310566,-0.0260515532018583,-0.0218476182986122,0.188503291667221,0.0310468847978627,-0.0156509019928704,-0.00315151589821835,9.17518775812788e-05,6.53383589134407e-05,-0.0682107254638154,0.0121331286602287,5.45050116151913e-15,-0.00206929149795531,0.0437026606477057,0.0138891948514994,-7.14380208903091e-05,-2.26528735829032e-16,-1.83456039868937e-05,-0.00154730773481487,-5.89671897499014e-07,-6.71354206947424e-17,-3.42896111689927e-16,2.31875702694432e-16,-4.37875823034907e-16,2.48341905602609e-17,-0.000629196382273085,-3.8892090885748e-06,1.85529858649899e-07,2.53880677558314e-16,-9.47868469361354e-06,-1.03236927972006e-06,-3.43548671339773e-06,-2.17532522281187e-06,-0.00473280676379024,1.63643892768144e-06,-0.000343264296004864,4.89726353756232e-06,3.41775433744889e-07,0.000237053204801235,-8.75704839335321e-07,2.33396048504056e-06,4.29282851674174e-09,-6.04433722558305e-06,-9.57105510431657e-16,-1.35808415538359e-15,0.000264786077378172,0.000152988512607824,-5.2190602529706e-05,-0.000113582885593244,-1.42090219063184e-15,-1.33193187252638e-15,-1.14182854759548e-05,1.21005804617361e-08,-1.06941009096746e-08,-7.69525761684289e-05,-1.40159686136589e-15,1.08560752754271e-07,1.61355365402907e-14,8.11804574874128e-15,-9.06460436987454e-15,-6.82953126584233e-15,2.4952453140536e-15,-5.91168343982391e-15,8.80045469265186e-15,5.68817911224021e-15,-1.96531747959952e-14,1.33532278665724e-14,3.70316385550284e-15,-1.57414361751845e-05,0.17625775378209,7.79875189662767e-08,3.70654437269712e-15,-1.78083425189769e-07,6.8421377713909e-16,-1.52259026800675e-14,-3.22938166260505e-06,0.421552897075965,-0.12005538770551,0.046447463407821,0.0675000761564608,-0.0688212267605596,0.80843845010096,2.46067798555424e-14,-5.88537489516541e-07,-5.54458615316178e-15,1.30206044407839e-15,5.81093732442426e-15,2.73858298275175e-15,-3.60691283818805e-15,-2.2904188097937e-15,-1.05276860431171e-15,9.8146337896036e-08,-4.0086661094682e-09,9.08916477713449e-16,-1.38069531188431e-14,-1.35197885419154e-15,-0.0999999999999664
"Galium_elegans",-0.0933365420050148,0.0823100442044677,0.0104828701641709,-0.203354348310566,-0.0260515532018572,-0.0218476182986116,0.188503291667221,0.0310468847978638,-0.0156509019928665,-0.0031515158982187,9.17518775804912e-05,6.53383589132141e-05,-0.0682107254638147,0.0121331286602283,1.36002320516582e-15,-0.00206929149795321,0.0437026606477082,0.0138891948514997,-7.14380208893633e-05,7.88330800200058e-17,-1.8345603987539e-05,-0.00154730773481584,-5.8967189732195e-07,-7.51390893440845e-16,3.69450418968044e-17,2.07270211288884e-16,3.59275093115806e-16,2.16912628940441e-16,-0.000629196382272957,-3.88920908936883e-06,1.85529857002005e-07,-7.17785545020345e-16,-9.47868469237416e-06,-1.03236928001154e-06,-3.43548671603019e-06,-2.17532522641052e-06,-0.00473280676378836,1.63643892859279e-06,-0.00034326429600238,4.8972635370746e-06,3.4177543516989e-07,0.000237053204801915,-8.75704843363289e-07,2.33396048349322e-06,4.2928285309877e-09,-6.04433722880622e-06,3.88247018511746e-16,-3.7365712888383e-16,0.000264786077378442,0.00015298851260054,-5.21906025151934e-05,-0.000113582885590394,7.44451993661912e-16,-3.90810356488514e-16,-1.14182854717049e-05,1.21005768640379e-08,-1.06940910422313e-08,-7.69525761558041e-05,1.32328741789082e-16,1.08560756169423e-07,3.11418692817592e-15,6.53951428207478e-15,-5.19260353885152e-16,2.60175605552135e-15,-3.61383054428773e-15,5.12217797366408e-15,1.5885728814905e-16,-4.81890463333786e-15,-1.91751141920074e-15,-1.9950019939274e-15,2.20942678072255e-15,-1.574143615645e-05,0.17625775378215,7.79875385399539e-08,-1.29244363302165e-14,-1.78083416768731e-07,-1.74447832861824e-14,2.08946638877453e-16,-3.22938167684951e-06,0.202995572609216,-0.596320687078686,0.396555595238594,-0.415770726914193,0.0763661227253587,-0.352680975716031,2.82766721796914e-15,-5.88537443799144e-07,-9.03745844106323e-16,-9.76470370041113e-15,-6.9744350703313e-16,1.01202894991324e-15,2.0879215783515e-16,-6.9970381216759e-16,-2.54260736059905e-16,9.81463394233926e-08,-4.00866907832536e-09,-3.80477477692599e-16,1.43983057194555e-15,8.34925356007175e-16,-0.10000000000001
"Galium_pringlei",-0.0933365420050148,0.0823100442044678,0.0104828701641707,-0.203354348310566,-0.0260515532018576,-0.021847618298612,0.188503291667221,0.0310468847978632,-0.0156509019928664,-0.00315151589821896,9.17518775807514e-05,6.5338358913645e-05,-0.0682107254638156,0.0121331286602284,1.07899800205757e-15,-0.00206929149795372,0.0437026606477085,0.0138891948515001,-7.14380208897277e-05,4.19201535294061e-16,-1.8345603987496e-05,-0.00154730773481422,-5.89671898600753e-07,3.83232677681963e-16,-1.08505995460566e-15,-6.73189173575834e-16,1.40419584825732e-15,6.43961243481585e-17,-0.000629196382273583,-3.88920908757758e-06,1.85529858236873e-07,2.70225104386005e-16,-9.47868469275833e-06,-1.03236928042714e-06,-3.43548671645978e-06,-2.17532522297294e-06,-0.00473280676378981,1.63643892303584e-06,-0.000343264296003859,4.8972635376144e-06,3.41775430906176e-07,0.000237053204804214,-8.75704842376725e-07,2.33396048379346e-06,4.29282273129897e-09,-6.04433722688062e-06,-1.62087987960971e-15,6.51399332767117e-17,0.000264786077379027,0.000152988512596261,-5.21906025154665e-05,-0.000113582885599576,3.29825610767875e-15,9.85865639978171e-16,-1.14182854750947e-05,1.21005804338803e-08,-1.06941018120805e-08,-7.69525761502455e-05,9.60165267901499e-16,1.08560748371899e-07,-4.44383519450354e-15,1.74411638042561e-14,-1.37222943758397e-14,-1.18724010110106e-14,7.07396324546635e-15,-8.06458321579104e-16,1.41548391760721e-15,5.10313263954236e-15,4.87888671543538e-16,6.83904528659606e-15,6.01544239395065e-16,-1.57414361327542e-05,0.176257753782143,7.79875384576263e-08,1.43632387119473e-15,-1.78083450185025e-07,-1.53633761326477e-15,8.63613868084427e-15,-3.22938158283225e-06,0.237712616272642,0.0600594272432035,-0.0539030774408964,0.670551645715908,0.503401785436914,-0.301778106389283,1.16350756965304e-14,-5.88537435743163e-07,2.32719882627467e-15,-6.83917504865534e-15,1.8925541875251e-14,-4.96821768914315e-16,-1.38699402095594e-17,2.0132086091368e-15,-2.03786713679675e-15,9.81463442269103e-08,-4.00866261885027e-09,-2.67954722517817e-16,2.07056547903009e-15,1.22624126679936e-15,-0.100000000000008
"Galium_shepherdii",-0.0933365420050148,0.0823100442044678,0.0104828701641703,-0.203354348310566,-0.0260515532018572,-0.0218476182986119,0.188503291667221,0.031046884797863,-0.0156509019928671,-0.00315151589821827,9.17518775805355e-05,6.53383589124827e-05,-0.0682107254638146,0.0121331286602284,1.82406173498961e-15,-0.00206929149795452,0.0437026606477078,0.0138891948515002,-7.14380208896858e-05,1.59243144673989e-17,-1.83456039880534e-05,-0.00154730773481508,-5.89671898005865e-07,2.9570698199975e-16,-1.83332650663801e-16,6.02130012108776e-16,-2.08861435934371e-17,5.28571922074918e-16,-0.000629196382272119,-3.88920908790601e-06,1.85529858990628e-07,-5.91923122376059e-16,-9.47868469234868e-06,-1.03236927938459e-06,-3.43548671406617e-06,-2.17532522428214e-06,-0.00473280676379163,1.63643892884413e-06,-0.000343264296004026,4.89726354013155e-06,3.41775434740979e-07,0.000237053204806182,-8.75704841785808e-07,2.33396048455612e-06,4.29282864126368e-09,-6.04433722426932e-06,2.81653397496895e-15,-4.36503964182596e-16,0.000264786077380619,0.000152988512594535,-5.21906025152362e-05,-0.000113582885590322,-4.21152062256774e-15,1.04407532381482e-15,-1.14182854779675e-05,1.21005776215709e-08,-1.06940939892352e-08,-7.69525761612615e-05,6.77786953275955e-16,1.08560752683333e-07,-1.69054245441323e-15,5.6921141099391e-15,-1.2408284613873e-14,-9.22457642810169e-15,-1.15131199873171e-15,-1.32058370515749e-15,9.98413554107492e-15,3.64104635606038e-15,-4.35917167107546e-15,3.62154656176383e-15,-4.18905656261669e-15,-1.57414361494342e-05,0.176257753782123,7.79875040694042e-08,-1.75432704575967e-15,-1.78083464236442e-07,-1.55397329400946e-14,1.32977695141476e-14,-3.22938168359876e-06,0.119700737304306,0.560114136736586,-0.306399086581071,-0.584154311804559,0.299779650373714,-0.0640487737879214,-2.97545102004124e-14,-5.88537473965027e-07,-2.65775647558534e-15,-1.1790821890508e-14,-5.70363042564177e-15,5.02939207398955e-15,2.75697031954757e-15,3.23222998300718e-16,-9.35678410909239e-16,9.81463464447118e-08,-4.00866380881869e-09,-1.85189519270786e-15,-9.6680119213847e-17,-3.10006372848594e-15,-0.100000000000005
"Galium_×_jarynae",-0.0933365420050148,0.0823100442044678,0.0104828701641704,-0.203354348310566,-0.0260515532018577,-0.0218476182986115,0.188503291667222,0.0310468847978634,-0.0156509019928669,-0.00315151589821902,9.17518775802635e-05,6.53383589131569e-05,-0.0682107254638155,0.0121331286602287,1.82406173498961e-15,-0.00206929149795452,0.0437026606477088,0.0138891948514998,-7.14380208889418e-05,8.88972407768906e-17,-1.83456039877275e-05,-0.00154730773481445,-5.89671897154983e-07,1.55153379274914e-16,-2.44043036491605e-16,-1.25173220001077e-16,-1.18835230921633e-17,1.56561965892426e-16,-0.000629196382272773,-3.88920908797518e-06,1.85529859062944e-07,-2.78070839883572e-16,-9.47868469214637e-06,-1.03236928003482e-06,-3.43548671562333e-06,-2.17532522343145e-06,-0.00473280676378755,1.63643892799834e-06,-0.000343264296004816,4.89726353716859e-06,3.41775432655964e-07,0.000237053204806143,-8.7570484421932e-07,2.33396048458894e-06,4.29282619743752e-09,-6.04433722826388e-06,-2.10400935450565e-16,-8.77806621823394e-17,0.000264786077376931,0.000152988512591475,-5.21906025112451e-05,-0.000113582885591318,6.95589780555285e-15,-2.96791471517157e-16,-1.14182854716384e-05,1.21005762304072e-08,-1.06940948717545e-08,-7.69525761534214e-05,1.01880428565706e-15,1.08560752020436e-07,-1.90115161740152e-15,1.85327591284731e-14,-1.36929475428948e-14,-3.09097942987155e-15,4.10828783919301e-15,-8.6559659786759e-15,-2.8113729205437e-15,7.17503046373575e-15,4.36562559575838e-15,-1.63015876694178e-14,-3.83854499650167e-15,-1.57414361380504e-05,0.176257753782139,7.79875273833545e-08,-1.80922987775972e-14,-1.78083449099537e-07,1.74435998177268e-15,-4.46475516872459e-15,-3.22938162845457e-06,-0.0466651461212409,0.474900576937019,0.496841831783949,0.154175848460668,-0.573751232927084,-0.172110975712991,9.10131872917511e-15,-5.8853742458243e-07,1.63778987152153e-14,2.23388015385649e-17,-3.26847075951693e-15,1.35845588699629e-15,-1.61592924706149e-15,1.33454372073838e-15,-1.6620491860117e-15,9.81463436007195e-08,-4.00866455810007e-09,4.8607608215356e-16,5.16148512079944e-16,-3.63848584097449e-16,-0.100000000000005
"Galium_timeroyi",-0.0933365420050148,0.0823100442044678,0.0104828701641704,-0.203354348310566,-0.026051553201857,-0.0218476182986116,0.188503291667221,0.0310468847978628,-0.0156509019928665,-0.00315151589821881,9.17518775807033e-05,6.533835891294e-05,-0.0682107254638153,0.0121331286602288,1.30190996872059e-15,-0.00206929149795427,0.0437026606477085,0.0138891948514998,-7.14380208886515e-05,-2.4427240438645e-16,-1.83456039876043e-05,-0.00154730773481403,-5.89671897963988e-07,5.26181763898853e-16,-1.07449089026215e-16,-7.92450831327931e-17,-8.62430872170461e-16,1.45963470725727e-16,-0.000629196382272424,-3.8892090891833e-06,1.85529858688776e-07,3.58999459265582e-16,-9.47868469314822e-06,-1.03236928021085e-06,-3.43548671526895e-06,-2.17532522398271e-06,-0.0047328067637914,1.63643892811806e-06,-0.000343264296002797,4.89726353711486e-06,3.41775433732102e-07,0.000237053204802179,-8.75704842761101e-07,2.33396048326495e-06,4.29282439052638e-09,-6.04433722757622e-06,2.10512499961284e-16,-3.96277254427855e-16,0.000264786077378428,0.000152988512601657,-5.21906025203196e-05,-0.000113582885595205,1.01587119717928e-15,-1.59236162040918e-16,-1.1418285469804e-05,1.2100580682593e-08,-1.06940961405218e-08,-7.69525761537122e-05,-5.55762532614261e-16,1.08560758058537e-07,-7.77626846101012e-16,5.90327561988298e-15,4.78899938301932e-15,1.78391757474101e-15,-1.72967340850209e-14,1.12440489807171e-14,3.21289050654849e-15,-9.43415437088288e-15,3.49362867658683e-16,7.62818453744409e-15,-2.89617447176495e-15,-1.57414361509491e-05,0.176257753782151,7.79875251108886e-08,-1.20179579784827e-14,-1.78083439236142e-07,-6.99525986257887e-16,6.8499049599429e-15,-3.22938162746758e-06,-0.0997605669445874,-0.27714621539732,-0.695365778436804,0.0865068739977491,-0.498541217782579,-0.175557144026278,-1.69746439264817e-15,-5.88537441149392e-07,3.26955782569665e-15,1.04164313864858e-14,-4.29435432717147e-15,2.6041600941012e-15,1.28560322361376e-15,-2.23762149609934e-16,-9.66004648277135e-16,9.81463413597211e-08,-4.00866751469252e-09,-6.83914710240584e-16,4.68027049304274e-17,-1.80682659155888e-15,-0.100000000000005
"Asperula_sherardioides",-0.09321508041579,0.0821027314584594,0.0104080205804027,-0.201231107630632,-0.0256441158795158,-0.0214575901288439,0.184794311484435,0.0304004487724504,-0.0151592785557883,-0.0030315655333674,8.80737407130004e-05,6.26265385463748e-05,-0.0651125394330381,0.011575181841062,1.38777878078145e-15,-0.00196242562058146,0.0414168681458804,0.013112952309756,-6.71252306406589e-05,1.60487301744093e-16,-1.69958955409787e-05,-0.00143142011113612,-5.42773628636178e-07,-8.263018131674e-17,-4.47337687958644e-16,-1.56216190364867e-16,-3.5249257271586e-16,2.73322700131172e-16,-0.000573464224140685,-3.52926213356029e-06,1.67880583436189e-07,-7.25137403228371e-17,-8.43519203370931e-06,-9.07985285783875e-07,-2.98968906300435e-06,-1.8128672359591e-06,-0.00393101296720827,1.35753273873375e-06,-0.000282462929982687,3.97249382813578e-06,2.7627153448979e-07,0.000181349462849195,-6.6858153938814e-07,1.74272065024727e-06,3.07752650620469e-09,-4.30161240172178e-06,4.59378606162583e-16,9.08433727283857e-16,0.000174830697848675,9.23494044721849e-05,-2.94791073780394e-05,-6.40741095726857e-05,-2.70108394562468e-15,-5.83203909932202e-16,-5.92884419387623e-06,4.97630397296363e-09,-2.84129179299695e-09,-1.73497998182568e-05,-2.17753479936043e-15,-3.90154374427454e-08,-1.43719714811012e-14,-3.48321040434289e-14,3.23506617969414e-14,8.33175287688136e-15,-8.7449361749103e-15,5.75068938520063e-15,-1.32081256837713e-14,-3.12672658072177e-15,4.37860605047168e-15,-1.39266767311864e-15,2.1182666943535e-15,2.97613182526873e-05,-0.625503673965569,-3.30684386272398e-07,2.43328276039204e-14,1.16200367743412e-05,1.08974190812614e-14,5.89082605017416e-17,-1.09186114278278e-05,-2.40625127343265e-14,2.53352547156304e-15,-1.18322292814864e-14,-1.51475820403257e-14,5.05188265933953e-15,-3.45120746011108e-14,0.707106781186543,-1.23471968976924e-06,6.43031596770464e-15,-6.57044027628478e-15,5.09975154559132e-15,2.0369779822705e-15,-1.86742870122776e-15,-7.46345053490897e-16,5.43601573348129e-16,1.32600852750955e-07,-5.39846517979533e-09,-1.54441932921841e-15,1.61176627350961e-15,-1.44921076973002e-15,-0.100000000000004
