"","t23","t111","t112","t14","t4","t9","t10","t16","t19","t20","t24","t71","t98","t109","t110","t63","t79","t92","t93","t105","t117","t141","t142","t150","t151","t70","t128","t129","t163","t164","t148","t29","t44","t113","t114","t90","t145","t146","t139","t45","t87","t106","t107","t120","t127","t137","t138","t94","t67","t73","t74","t36","t130","t161","t162","t102","t80","t55","t64","t81","t82","t72","t75","t125","t126","t147","t159","t160","t43","t58","t59","t40","t5","t6","t12","t13","t17","t18","t84","t88","t89","t47","t155","t156","t34","t41","t42","t53","t54","t52","t46","t28","t11","t68","t69","t96","t97","t15","t48","t49","t65","t66","t100","t101","t99","t37","t3","t2","t61","t62","t60","t77","t86","t91","t115","t116","t149","t153","t154","t152","t124","t108","t78","t118","t119","t76","t122","t123","t50","t51","t27","t33","t103","t157","t158","t140","t104","t143","t144","t135","t136","t95","t56","t57","t131","t132","t35","t83","t85","t121","t133","t134","t31","t32","t25","t26","t38","t39","t30","t21","t22","t7","t8","t1"
"t23",0,4.6884888721,4.6884888721,3.1235522506,4.8283496723,5.3942105706,5.1569288414,6.60772026795,6.31418932435,6.781422322831,7.034354336831,8.520802246231,8.850699429331,8.850699429321,8.850699429321,8.358070775731,8.850699429531,8.850699429521,8.850699429521,8.850699429431,8.7219904848122,8.8506994294122,8.8506994294122,8.8506994294222,8.8506994294222,8.372195120831,8.850699429431,8.850699429431,8.850699428931,8.850699428931,8.850699428931,8.683367437831,8.850699429331,8.850699429412,8.850699429412,8.850699429412,8.850699429392,8.850699429392,8.850699429412,8.850699429612,8.850699429531,8.638398954031,8.850699429531,8.850699429331,8.796737264031,8.831724472421,8.850699429421,8.850699429331,8.775515010431,8.850699429431,8.850699429431,7.854042001431,8.850699429061,8.850699429071,8.850699429071,8.850699429061,8.171733976321,8.850699428661,8.850699429361,8.850699429461,8.850699429461,8.850699429361,8.850699429461,8.672870305341,8.850699429361,8.850699429461,8.850699429421,8.850699429421,8.850699429661,8.850699429271,8.850699429271,8.850699429371,6.62829054647,4.77992908657,5.32254500786,6.18743691926,5.88119607317,7.56726790947,8.85069942937,8.85069942937,8.85069942937,8.64603166927,8.85069942968,8.85069942968,7.25294290007,7.81816639887,7.43208240377,8.8506994289,8.8506994289,7.93473536107,7.77011764687,7.05284162767,5.04465425777,8.85069942896,8.85069942896,8.85069942906,8.85069942906,5.60990411256,8.57452740206,8.850699428851,8.288711468151,8.337396633051,8.8506994294303,8.8506994294303,8.75237006436,7.53745978496,4.60742574335,8.1532308018,9.5463920074,9.8760558918,9.1011223197,9.4440858135,9.5141655582,9.87605589247,9.87605589237,9.87605589237,9.8760558927,9.876055892701,9.876055892701,9.8760558927,9.8760558927,9.8760558927,9.876055892404,9.876055892404,9.876055892404,9.8760558925,9.8760558922,9.8760558922,9.8760558926,8.9074367567,9.3709065431,8.1592153667,9.8760558924,9.876055892424,9.876055892424,9.876055892384,9.876055892384,9.86750191513,9.87605589243,9.87605589243,9.87605589243,9.8760558924,9.8760558921,9.3721925283,9.8760558925,9.8760558925,8.2816832731,9.876055892,9.87605589198,9.59869156416,9.87605589198,9.87605589198,8.1243866936,7.9547639442,7.48862134773,9.8760558924,9.8760558929,8.3708407176,8.0543893234,7.3973384741,7.4976844633,5.8824428466,6.1263484432,7.2659031511
"t111",4.6884888721,0,0.7568852622,3.5761850027,5.2809824244,5.8468433227,5.6095615935,7.06035302005,6.76682207645,7.234055074931,7.486987088931,8.973434998331,9.303332181431,9.303332181421,9.303332181421,8.810703527831,9.303332181631,9.303332181621,9.303332181621,9.303332181531,9.1746232369122,9.3033321815122,9.3033321815122,9.3033321815222,9.3033321815222,8.824827872931,9.303332181531,9.303332181531,9.303332181031,9.303332181031,9.303332181031,9.136000189931,9.303332181431,9.303332181512,9.303332181512,9.303332181512,9.303332181492,9.303332181492,9.303332181512,9.303332181712,9.303332181631,9.091031706131,9.303332181631,9.303332181431,9.249370016131,9.284357224521,9.303332181521,9.303332181431,9.228147762531,9.303332181531,9.303332181531,8.306674753531,9.303332181161,9.303332181171,9.303332181171,9.303332181161,8.624366728421,9.303332180761,9.303332181461,9.303332181561,9.303332181561,9.303332181461,9.303332181561,9.125503057441,9.303332181461,9.303332181561,9.303332181521,9.303332181521,9.303332181761,9.303332181371,9.303332181371,9.303332181471,7.08092329857,5.23256183867,5.77517775996,6.64006967136,6.33382882527,8.01990066157,9.30333218147,9.30333218147,9.30333218147,9.09866442137,9.30333218178,9.30333218178,7.70557565217,8.27079915097,7.88471515587,9.303332181,9.303332181,8.38736811317,8.22275039897,7.50547437977,5.49728700987,9.30333218106,9.30333218106,9.30333218116,9.30333218116,6.06253686466,9.02716015416,9.303332180951,8.741344220251,8.790029385151,9.3033321815303,9.3033321815303,9.20500281646,7.99009253706,5.06005849545,8.6058635539,9.9990247595,10.3286886439,9.5537550718,9.8967185656,9.9667983103,10.32868864457,10.32868864447,10.32868864447,10.3286886448,10.328688644801,10.328688644801,10.3286886448,10.3286886448,10.3286886448,10.328688644504,10.328688644504,10.328688644504,10.3286886446,10.3286886443,10.3286886443,10.3286886447,9.3600695088,9.8235392952,8.6118481188,10.3286886445,10.328688644524,10.328688644524,10.328688644484,10.328688644484,10.32013466723,10.32868864453,10.32868864453,10.32868864453,10.3286886445,10.3286886442,9.8248252804,10.3286886446,10.3286886446,8.7343160252,10.3286886441,10.32868864408,10.05132431626,10.32868864408,10.32868864408,8.5770194457,8.4073966963,7.94125409983,10.3286886445,10.328688645,8.8234734697,8.5070220755,7.8499712262,7.9503172154,6.3350755987,6.5789811953,7.7185359032
"t112",4.6884888721,0.7568852622,0,3.5761850027,5.2809824244,5.8468433227,5.6095615935,7.06035302005,6.76682207645,7.234055074931,7.486987088931,8.973434998331,9.303332181431,9.303332181421,9.303332181421,8.810703527831,9.303332181631,9.303332181621,9.303332181621,9.303332181531,9.1746232369122,9.3033321815122,9.3033321815122,9.3033321815222,9.3033321815222,8.824827872931,9.303332181531,9.303332181531,9.303332181031,9.303332181031,9.303332181031,9.136000189931,9.303332181431,9.303332181512,9.303332181512,9.303332181512,9.303332181492,9.303332181492,9.303332181512,9.303332181712,9.303332181631,9.091031706131,9.303332181631,9.303332181431,9.249370016131,9.284357224521,9.303332181521,9.303332181431,9.228147762531,9.303332181531,9.303332181531,8.306674753531,9.303332181161,9.303332181171,9.303332181171,9.303332181161,8.624366728421,9.303332180761,9.303332181461,9.303332181561,9.303332181561,9.303332181461,9.303332181561,9.125503057441,9.303332181461,9.303332181561,9.303332181521,9.303332181521,9.303332181761,9.303332181371,9.303332181371,9.303332181471,7.08092329857,5.23256183867,5.77517775996,6.64006967136,6.33382882527,8.01990066157,9.30333218147,9.30333218147,9.30333218147,9.09866442137,9.30333218178,9.30333218178,7.70557565217,8.27079915097,7.88471515587,9.303332181,9.303332181,8.38736811317,8.22275039897,7.50547437977,5.49728700987,9.30333218106,9.30333218106,9.30333218116,9.30333218116,6.06253686466,9.02716015416,9.303332180951,8.741344220251,8.790029385151,9.3033321815303,9.3033321815303,9.20500281646,7.99009253706,5.06005849545,8.6058635539,9.9990247595,10.3286886439,9.5537550718,9.8967185656,9.9667983103,10.32868864457,10.32868864447,10.32868864447,10.3286886448,10.328688644801,10.328688644801,10.3286886448,10.3286886448,10.3286886448,10.328688644504,10.328688644504,10.328688644504,10.3286886446,10.3286886443,10.3286886443,10.3286886447,9.3600695088,9.8235392952,8.6118481188,10.3286886445,10.328688644524,10.328688644524,10.328688644484,10.328688644484,10.32013466723,10.32868864453,10.32868864453,10.32868864453,10.3286886445,10.3286886442,9.8248252804,10.3286886446,10.3286886446,8.7343160252,10.3286886441,10.32868864408,10.05132431626,10.32868864408,10.32868864408,8.5770194457,8.4073966963,7.94125409983,10.3286886445,10.328688645,8.8234734697,8.5070220755,7.8499712262,7.9503172154,6.3350755987,6.5789811953,7.7185359032
"t14",3.1235522506,3.5761850027,3.5761850027,0,1.9271387827,2.492999681,2.2557179518,3.70650937835,3.41297843475,3.880211433231,4.133143447231,5.619591356631,5.949488539731,5.949488539721,5.949488539721,5.456859886131,5.949488539931,5.949488539921,5.949488539921,5.949488539831,5.8207795952122,5.9494885398122,5.9494885398122,5.9494885398222,5.9494885398222,5.470984231231,5.949488539831,5.949488539831,5.949488539331,5.949488539331,5.949488539331,5.782156548231,5.949488539731,5.949488539812,5.949488539812,5.949488539812,5.949488539792,5.949488539792,5.949488539812,5.949488540012,5.949488539931,5.737188064431,5.949488539931,5.949488539731,5.895526374431,5.930513582821,5.949488539821,5.949488539731,5.874304120831,5.949488539831,5.949488539831,4.952831111831,5.949488539461,5.949488539471,5.949488539471,5.949488539461,5.270523086721,5.949488539061,5.949488539761,5.949488539861,5.949488539861,5.949488539761,5.949488539861,5.771659415741,5.949488539761,5.949488539861,5.949488539821,5.949488539821,5.949488540061,5.949488539671,5.949488539671,5.949488539771,3.72707965687,1.87871819697,2.42133411826,3.28622602966,2.97998518357,4.66605701987,5.94948853977,5.94948853977,5.94948853977,5.74482077967,5.94948854008,5.94948854008,4.35173201047,4.91695550927,4.53087151417,5.9494885393,5.9494885393,5.03352447147,4.86890675727,4.15163073807,2.14344336817,5.94948853936,5.94948853936,5.94948853946,5.94948853946,2.70869322296,5.67331651246,5.949488539251,5.387500578551,5.436185743451,5.9494885398303,5.9494885398303,5.85115917476,4.63624889536,1.70621485375,5.2520199122,6.6451811178,6.9748450022,6.1999114301,6.5428749239,6.6129546686,6.97484500287,6.97484500277,6.97484500277,6.9748450031,6.974845003101,6.974845003101,6.9748450031,6.9748450031,6.9748450031,6.974845002804,6.974845002804,6.974845002804,6.9748450029,6.9748450026,6.9748450026,6.974845003,6.0062258671,6.4696956535,5.2580044771,6.9748450028,6.974845002824,6.974845002824,6.974845002784,6.974845002784,6.96629102553,6.97484500283,6.97484500283,6.97484500283,6.9748450028,6.9748450025,6.4709816387,6.9748450029,6.9748450029,5.3804723835,6.9748450024,6.97484500238,6.69748067456,6.97484500238,6.97484500238,5.223175804,5.0535530546,4.58741045813,6.9748450028,6.9748450033,5.469629828,5.1531784338,4.4961275845,4.5964735737,2.981231957,3.2251375536,4.3646922615
"t4",4.8283496723,5.2809824244,5.2809824244,1.9271387827,0,2.3704796353,2.1331979061,3.58398933265,3.29045838905,3.757691387531,4.010623401531,5.497071310931,5.826968494031,5.826968494021,5.826968494021,5.334339840431,5.826968494231,5.826968494221,5.826968494221,5.826968494131,5.6982595495122,5.8269684941122,5.8269684941122,5.8269684941222,5.8269684941222,5.348464185531,5.826968494131,5.826968494131,5.826968493631,5.826968493631,5.826968493631,5.659636502531,5.826968494031,5.826968494112,5.826968494112,5.826968494112,5.826968494092,5.826968494092,5.826968494112,5.826968494312,5.826968494231,5.614668018731,5.826968494231,5.826968494031,5.773006328731,5.807993537121,5.826968494121,5.826968494031,5.751784075131,5.826968494131,5.826968494131,4.830311066131,5.826968493761,5.826968493771,5.826968493771,5.826968493761,5.148003041021,5.826968493361,5.826968494061,5.826968494161,5.826968494161,5.826968494061,5.826968494161,5.649139370041,5.826968494061,5.826968494161,5.826968494121,5.826968494121,5.826968494361,5.826968493971,5.826968493971,5.826968494071,3.60455961117,1.75619815127,2.29881407256,3.16370598396,2.85746513787,4.54353697417,5.82696849407,5.82696849407,5.82696849407,5.62230073397,5.82696849438,5.82696849438,4.22921196477,4.79443546357,4.40835146847,5.8269684936,5.8269684936,4.91100442577,4.74638671157,4.02911069237,2.02092332247,5.82696849366,5.82696849366,5.82696849376,5.82696849376,2.58617317726,5.55079646676,5.826968493551,5.264980532851,5.313665697751,5.8269684941303,5.8269684941303,5.72863912906,4.51372884966,1.58369480805,5.1294998665,6.5226610721,6.8523249565,6.0773913844,6.4203548782,6.4904346229,6.85232495717,6.85232495707,6.85232495707,6.8523249574,6.852324957401,6.852324957401,6.8523249574,6.8523249574,6.8523249574,6.852324957104,6.852324957104,6.852324957104,6.8523249572,6.8523249569,6.8523249569,6.8523249573,5.8837058214,6.3471756078,5.1354844314,6.8523249571,6.852324957124,6.852324957124,6.852324957084,6.852324957084,6.84377097983,6.85232495713,6.85232495713,6.85232495713,6.8523249571,6.8523249568,6.348461593,6.8523249572,6.8523249572,5.2579523378,6.8523249567,6.85232495668,6.57496062886,6.85232495668,6.85232495668,5.1006557583,4.9310330089,4.46489041243,6.8523249571,6.8523249576,5.3471097823,5.0306583881,4.3736075388,4.473953528,2.8587119113,3.1026175079,4.2421722158
"t9",5.3942105706,5.8468433227,5.8468433227,2.492999681,2.3704796353,0,0.7446102666,3.40271811495,3.10918717135,3.576420169831,3.829352183831,5.315800093231,5.645697276331,5.645697276321,5.645697276321,5.153068622731,5.645697276531,5.645697276521,5.645697276521,5.645697276431,5.5169883318122,5.6456972764122,5.6456972764122,5.6456972764222,5.6456972764222,5.167192967831,5.645697276431,5.645697276431,5.645697275931,5.645697275931,5.645697275931,5.478365284831,5.645697276331,5.645697276412,5.645697276412,5.645697276412,5.645697276392,5.645697276392,5.645697276412,5.645697276612,5.645697276531,5.433396801031,5.645697276531,5.645697276331,5.591735111031,5.626722319421,5.645697276421,5.645697276331,5.570512857431,5.645697276431,5.645697276431,4.649039848431,5.645697276061,5.645697276071,5.645697276071,5.645697276061,4.966731823321,5.645697275661,5.645697276361,5.645697276461,5.645697276461,5.645697276361,5.645697276461,5.467868152341,5.645697276361,5.645697276461,5.645697276421,5.645697276421,5.645697276661,5.645697276271,5.645697276271,5.645697276371,3.42328839347,1.57492693357,2.11754285486,2.98243476626,2.67619392017,4.36226575647,5.64569727637,5.64569727637,5.64569727637,5.44102951627,5.64569727668,5.64569727668,4.04794074707,4.61316424587,4.22708025077,5.6456972759,5.6456972759,4.72973320807,4.56511549387,3.84783947467,1.83965210477,5.64569727596,5.64569727596,5.64569727606,5.64569727606,2.40490195956,5.36952524906,5.645697275851,5.083709315151,5.132394480051,5.6456972764303,5.6456972764303,5.54736791136,4.33245763196,1.40242359035,5.1493746954,6.542535901,6.8721997854,6.0972662133,6.4402297071,6.5103094518,6.87219978607,6.87219978597,6.87219978597,6.8721997863,6.872199786301,6.872199786301,6.8721997863,6.8721997863,6.8721997863,6.872199786004,6.872199786004,6.872199786004,6.8721997861,6.8721997858,6.8721997858,6.8721997862,5.9035806503,6.3670504367,5.1553592603,6.872199786,6.872199786024,6.872199786024,6.872199785984,6.872199785984,6.86364580873,6.87219978603,6.87219978603,6.87219978603,6.872199786,6.8721997857,6.3683364219,6.8721997861,6.8721997861,5.2778271667,6.8721997856,6.87219978558,6.59483545776,6.87219978558,6.87219978558,5.1205305872,4.9509078378,4.48476524133,6.872199786,6.8721997865,5.3669846112,5.050533217,4.3934823677,4.4938283569,2.8785867402,3.1224923368,4.2620470447
"t10",5.1569288414,5.6095615935,5.6095615935,2.2557179518,2.1331979061,0.7446102666,0,3.16543638575,2.87190544215,3.339138440631,3.592070454631,5.078518364031,5.408415547131,5.408415547121,5.408415547121,4.915786893531,5.408415547331,5.408415547321,5.408415547321,5.408415547231,5.2797066026122,5.4084155472122,5.4084155472122,5.4084155472222,5.4084155472222,4.929911238631,5.408415547231,5.408415547231,5.408415546731,5.408415546731,5.408415546731,5.241083555631,5.408415547131,5.408415547212,5.408415547212,5.408415547212,5.408415547192,5.408415547192,5.408415547212,5.408415547412,5.408415547331,5.196115071831,5.408415547331,5.408415547131,5.354453381831,5.389440590221,5.408415547221,5.408415547131,5.333231128231,5.408415547231,5.408415547231,4.411758119231,5.408415546861,5.408415546871,5.408415546871,5.408415546861,4.729450094121,5.408415546461,5.408415547161,5.408415547261,5.408415547261,5.408415547161,5.408415547261,5.230586423141,5.408415547161,5.408415547261,5.408415547221,5.408415547221,5.408415547461,5.408415547071,5.408415547071,5.408415547171,3.18600666427,1.33764520437,1.88026112566,2.74515303706,2.43891219097,4.12498402727,5.40841554717,5.40841554717,5.40841554717,5.20374778707,5.40841554748,5.40841554748,3.81065901787,4.37588251667,3.98979852157,5.4084155467,5.4084155467,4.49245147887,4.32783376467,3.61055774547,1.60237037557,5.40841554676,5.40841554676,5.40841554686,5.40841554686,2.16762023036,5.13224351986,5.408415546651,4.846427585951,4.895112750851,5.4084155472303,5.4084155472303,5.31008618216,4.09517590276,1.16514186115,4.9120929662,6.3052541718,6.6349180562,5.8599844841,6.2029479779,6.2730277226,6.63491805687,6.63491805677,6.63491805677,6.6349180571,6.634918057101,6.634918057101,6.6349180571,6.6349180571,6.6349180571,6.634918056804,6.634918056804,6.634918056804,6.6349180569,6.6349180566,6.6349180566,6.634918057,5.6662989211,6.1297687075,4.9180775311,6.6349180568,6.634918056824,6.634918056824,6.634918056784,6.634918056784,6.62636407953,6.63491805683,6.63491805683,6.63491805683,6.6349180568,6.6349180565,6.1310546927,6.6349180569,6.6349180569,5.0405454375,6.6349180564,6.63491805638,6.35755372856,6.63491805638,6.63491805638,4.883248858,4.7136261086,4.24748351213,6.6349180568,6.6349180573,5.129702882,4.8132514878,4.1562006385,4.2565466277,2.641305011,2.8852106076,4.0247653155
"t16",6.60772026795,7.06035302005,7.06035302005,3.70650937835,3.58398933265,3.40271811495,3.16543638575,0,1.9285298544,2.395762852881,2.648694866881,4.135142776281,4.465039959381,4.465039959371,4.465039959371,3.972411305781,4.465039959581,4.465039959571,4.465039959571,4.465039959481,4.3363310148622,4.4650399594622,4.4650399594622,4.4650399594722,4.4650399594722,3.986535650881,4.465039959481,4.465039959481,4.465039958981,4.465039958981,4.465039958981,4.297707967881,4.465039959381,4.465039959462,4.465039959462,4.465039959462,4.465039959442,4.465039959442,4.465039959462,4.465039959662,4.465039959581,4.252739484081,4.465039959581,4.465039959381,4.411077794081,4.446065002471,4.465039959471,4.465039959381,4.389855540481,4.465039959481,4.465039959481,3.468382531481,4.465039959111,4.465039959121,4.465039959121,4.465039959111,3.786074506371,4.465039958711,4.465039959411,4.465039959511,4.465039959511,4.465039959411,4.465039959511,4.287210835391,4.465039959411,4.465039959511,4.465039959471,4.465039959471,4.465039959711,4.465039959321,4.465039959321,4.465039959421,4.59406980452,2.74570834462,3.28832426591,4.15321617731,3.84697533122,5.53304716752,6.81647868742,6.81647868742,6.81647868742,6.61181092732,6.81647868773,6.81647868773,5.21872215812,5.78394565692,5.39786166182,6.81647868695,6.81647868695,5.90051461912,5.73589690492,5.01862088572,3.01043351582,6.81647868701,6.81647868701,6.81647868711,6.81647868711,3.57568337061,6.54030666011,6.816478686901,6.254490726201,6.303175891101,6.8164786874803,6.8164786874803,6.71814932241,5.50323904301,2.5732050014,6.36288439275,7.75604559835,8.08570948275,7.31077591065,7.65373940445,7.72381914915,8.08570948342,8.08570948332,8.08570948332,8.08570948365,8.085709483651,8.085709483651,8.08570948365,8.08570948365,8.08570948365,8.085709483354,8.085709483354,8.085709483354,8.08570948345,8.08570948315,8.08570948315,8.08570948355,7.11709034765,7.58056013405,6.36886895765,8.08570948335,8.085709483374,8.085709483374,8.085709483334,8.085709483334,8.07715550608,8.08570948338,8.08570948338,8.08570948338,8.08570948335,8.08570948305,7.58184611925,8.08570948345,8.08570948345,6.49133686405,8.08570948295,8.08570948293,7.80834515511,8.08570948293,8.08570948293,6.33404028455,6.16441753515,5.69827493868,8.08570948335,8.08570948385,6.58049430855,6.26404291435,5.60699206505,5.70733805425,4.09209643755,4.33600203415,5.47555674205
"t19",6.31418932435,6.76682207645,6.76682207645,3.41297843475,3.29045838905,3.10918717135,2.87190544215,1.9285298544,0,1.084712687881,1.337644701881,2.824092611281,3.153989794381,3.153989794371,3.153989794371,2.661361140781,3.153989794581,3.153989794571,3.153989794571,3.153989794481,3.0252808498622,3.1539897944622,3.1539897944622,3.1539897944722,3.1539897944722,2.675485485881,3.153989794481,3.153989794481,3.153989793981,3.153989793981,3.153989793981,2.986657802881,3.153989794381,3.153989794462,3.153989794462,3.153989794462,3.153989794442,3.153989794442,3.153989794462,3.153989794662,3.153989794581,2.941689319081,3.153989794581,3.153989794381,3.100027629081,3.135014837471,3.153989794471,3.153989794381,3.078805375481,3.153989794481,3.153989794481,2.157332366481,3.153989794111,3.153989794121,3.153989794121,3.153989794111,2.475024341371,3.153989793711,3.153989794411,3.153989794511,3.153989794511,3.153989794411,3.153989794511,2.976160670391,3.153989794411,3.153989794511,3.153989794471,3.153989794471,3.153989794711,3.153989794321,3.153989794321,3.153989794421,4.30053886092,2.45217740102,2.99479332231,3.85968523371,3.55344438762,5.23951622392,6.52294774382,6.52294774382,6.52294774382,6.31827998372,6.52294774413,6.52294774413,4.92519121452,5.49041471332,5.10433071822,6.52294774335,6.52294774335,5.60698367552,5.44236596132,4.72508994212,2.71690257222,6.52294774341,6.52294774341,6.52294774351,6.52294774351,3.28215242701,6.24677571651,6.522947743301,5.960959782601,6.009644947501,6.5229477438803,6.5229477438803,6.42461837881,5.20970809941,2.2796740578,6.06935344915,7.46251465475,7.79217853915,7.01724496705,7.36020846085,7.43028820555,7.79217853982,7.79217853972,7.79217853972,7.79217854005,7.792178540051,7.792178540051,7.79217854005,7.79217854005,7.79217854005,7.792178539754,7.792178539754,7.792178539754,7.79217853985,7.79217853955,7.79217853955,7.79217853995,6.82355940405,7.28702919045,6.07533801405,7.79217853975,7.792178539774,7.792178539774,7.792178539734,7.792178539734,7.78362456248,7.79217853978,7.79217853978,7.79217853978,7.79217853975,7.79217853945,7.28831517565,7.79217853985,7.79217853985,6.19780592045,7.79217853935,7.79217853933,7.51481421151,7.79217853933,7.79217853933,6.04050934095,5.87088659155,5.40474399508,7.79217853975,7.79217854025,6.28696336495,5.97051197075,5.31346112145,5.41380711065,3.79856549395,4.04247109055,5.18202579845
"t20",6.781422322831,7.234055074931,7.234055074931,3.880211433231,3.757691387531,3.576420169831,3.339138440631,2.395762852881,1.084712687881,0,1.7057527718,3.1922006812,3.5220978643,3.52209786429,3.52209786429,3.0294692107,3.5220978645,3.52209786449,3.52209786449,3.5220978644,3.3933889197812,3.5220978643812,3.5220978643812,3.5220978643912,3.5220978643912,3.0435935558,3.5220978644,3.5220978644,3.5220978639,3.5220978639,3.5220978639,3.3547658728,3.6125240701,3.612524070181,3.612524070181,3.612524070181,3.612524070161,3.612524070161,3.612524070181,3.612524070381,3.6125240703,3.4002235948,3.6125240703,3.6125240701,3.5585619048,3.59354911319,3.61252407019,3.6125240701,3.5373396512,3.6125240702,3.6125240702,2.6158666422,3.61252406983,3.61252406984,3.61252406984,3.61252406983,2.93355861709,3.61252406943,3.61252407013,3.61252407023,3.61252407023,3.61252407013,3.61252407023,3.43469494611,3.61252407013,3.61252407023,3.61252407019,3.61252407019,3.61252407043,3.61252407004,3.61252407004,3.61252407014,4.767771859401,2.919410399501,3.462026320791,4.326918232191,4.020677386101,5.706749222401,6.990180742301,6.990180742301,6.990180742301,6.785512982201,6.990180742611,6.990180742611,5.392424213001,5.957647711801,5.571563716701,6.990180741831,6.990180741831,6.074216674001,5.909598959801,5.192322940601,3.184135570701,6.990180741891,6.990180741891,6.990180741991,6.990180741991,3.749385425491,6.714008714991,6.990180741782,6.428192781082,6.476877945982,6.9901807423613,6.9901807423613,6.891851377291,5.676941097891,2.746907056281,6.536586447631,7.929747653231,8.259411537631,7.484477965531,7.827441459331,7.897521204031,8.259411538301,8.259411538201,8.259411538201,8.259411538531,8.259411538532,8.259411538532,8.259411538531,8.259411538531,8.259411538531,8.259411538235,8.259411538235,8.259411538235,8.259411538331,8.259411538031,8.259411538031,8.259411538431,7.290792402531,7.754262188931,6.542571012531,8.259411538231,8.259411538255,8.259411538255,8.259411538215,8.259411538215,8.250857560961,8.259411538261,8.259411538261,8.259411538261,8.259411538231,8.259411537931,7.755548174131,8.259411538331,8.259411538331,6.665038918931,8.259411537831,8.259411537811,7.982047209991,8.259411537811,8.259411537811,6.507742339431,6.338119590031,5.871976993561,8.259411538231,8.259411538731,6.754196363431,6.437744969231,5.780694119931,5.881040109131,4.265798492431,4.509704089031,5.649258796931
