"accepted_species","trait_BM_trend_scaled"
"t23",0
"t111",0
"t112",0
"t14",1
"t4",1
"t9",1
"t10",1
"t16",1
"t19",1
"t20",1
"t24",0
"t71",0
"t98",0
"t109",0
"t110",0
"t63",0
"t79",0
"t92",1
"t93",0
"t105",0
"t117",0
"t141",0
"t142",0
"t150",0
"t151",0
"t70",0
"t128",0
"t129",0
"t163",0
"t164",0
"t148",0
"t29",1
"t44",0
"t113",0
"t114",0
"t90",0
"t145",0
"t146",0
"t139",0
"t45",1
"t87",0
"t106",0
"t107",0
"t120",0
"t127",0
"t137",0
"t138",0
"t94",0
"t67",0
"t73",0
"t74",0
"t36",1
"t130",1
"t161",1
"t162",1
"t102",1
"t80",1
"t55",1
"t64",1
"t81",1
"t82",1
"t72",0
"t75",1
"t125",1
"t126",0
"t147",0
"t159",1
"t160",1
"t43",1
"t58",1
"t59",1
"t40",1
"t5",1
"t6",1
"t12",1
"t13",1
"t17",1
"t18",0
"t84",1
"t88",0
"t89",0
"t47",0
"t155",0
"t156",0
"t34",0
"t41",1
"t42",1
"t53",0
"t54",0
"t52",0
"t46",0
"t28",1
"t11",1
"t68",0
"t69",0
"t96",0
"t97",0
"t15",1
"t48",0
"t49",0
"t65",0
"t66",0
"t100",0
"t101",0
"t99",0
"t37",0
"t3",1
"t2",0
"t61",0
"t62",NA
"t60",0
"t77",NA
"t86",0
"t91",NA
"t115",0
"t116",NA
"t149",NA
"t153",0
"t154",0
"t152",0
"t124",0
"t108",0
"t78",NA
"t118",0
"t119",NA
"t76",NA
"t122",0
"t123",0
"t50",NA
"t51",0
"t27",0
"t33",NA
"t103",0
"t157",0
"t158",0
"t140",0
"t104",0
"t143",0
"t144",NA
"t135",0
"t136",NA
"t95",NA
"t56",NA
"t57",0
"t131",0
"t132",0
"t35",0
"t83",NA
"t85",NA
"t121",0
"t133",0
"t134",0
"t31",1
"t32",1
"t25",1
"t26",0
"t38",0
"t39",0
"t30",1
"t21",1
"t22",1
"t7",1
"t8",1
"t1",1
