"accepted_species","sorted"
"t10",1.25251587074164
"t11",1.18995077639539
"t13",1.47012820386182
"t87",1.54727679697403
"t88",1.60515929109136
"t79",1.32529229191256
"t80",1.38102847145826
"t26",1.40190067709611
"t51",NA
"t67",0.930904427262789
"t68",NA
"t18",0.989891898464282
"t24",0.0856091151495926
"t58",0.212664109827246
"t59",0.0905929405721129
"t71",0.284160930725377
"t72",0.230765393545655
"t56",0.204298548810682
"t9",0.80674711009198
"t32",0.529308574038051
"t38",0.741724510895078
"t73",0.664568459751685
"t74",0.744564822836737
"t20",0.734293136176977
"t33",1.33033011026615
"t43",0.763656768717086
"t44",0.791095990070624
"t12",1.33071411689587
"t22",0.980004249090207
"t30",1.03856802199299
"t31",1.27187869950525
"t48",1.0541497073247
"t49",NA
"t60",0.422138339099865
"t61",NA
"t6",0.360173187744894
"t8",0.736536837750191
"t27",0.183434993933767
"t39",0.199587025045308
"t40",-0.239770193396974
"t2",0.659467864787482
"t95",0.110599000953687
"t96",0.136508633325475
"t46",0.217344731879877
"t4",NA
"t63",0.834479474655216
"t64",0.679133597373795
"t7",0.664190548440996
"t21",1.35779305740128
"t99",1.47049770085231
"t100",1.47003302340832
"t25",1.35618600980538
"t34",0.118279267489391
"t35",0.387317669553968
"t1",2.024438070093
"t16",-1.00404918068565
"t54",-1.08089842922651
"t55",NA
"t41",NA
"t42",-0.787369633438806
"t19",-0.792577232238777
"t45",-0.837014589608593
"t50",-0.734081147463739
"t91",-0.667600710236828
"t92",-0.63458722743022
"t53",-0.782116851811568
"t47",-0.687435539899324
"t15",-0.47805405308366
"t75",-0.439220374031249
"t76",-0.527926976191019
"t57",-0.759053604988573
"t77",-0.746098558216049
"t78",NA
"t85",-0.697689813952908
"t86",-0.703478689030872
"t14",-0.874273221360692
"t62",-0.593382745464811
"t69",-0.495293717694466
"t70",-0.700264421526153
"t17",-0.513888375272579
"t89",-1.37126212030996
"t90",-1.35274805185823
"t83",-1.78414343031722
"t84",-1.66073048820364
"t36",-1.36183806228554
"t37",-1.3532603171025
"t23",-1.67726703746131
"t65",-1.52431406266982
"t66",-1.64544832627892
"t5",NA
"t3",-1.55872470513519
"t93",-1.03251684076492
"t94",-0.998156193702329
"t81",-0.922383005237927
"t82",-0.86456776374139
"t52",-0.989359304426774
"t97",-0.98088172656391
"t98",NA
"t28",-0.994118533928939
"t29",-0.891629776964775
