"","t2","t17","t58","t59","t49","t35","t48","t77","t123","t124","t32","t68","t69","t28","t47","t62","t63","t102","t103","t22","t23","t80","t81","t51","t13","t14","t7","t93","t94","t15","t52","t53","t31","t96","t121","t122","t90","t100","t101","t78","t79","t82","t83","t42","t16","t43","t107","t108","t57","t74","t87","t130","t131","t129","t117","t118","t95","t64","t19","t20","t36","t37","t99","t127","t128","t109","t110","t73","t67","t75","t76","t85","t86","t45","t111","t112","t50","t56","t60","t61","t21","t54","t55","t65","t66","t8","t33","t34","t29","t30","t106","t125","t126","t115","t116","t84","t24","t18","t9","t46","t119","t120","t44","t104","t105","t10","t5","t4","t11","t113","t114","t25","t26","t6","t88","t89","t72","t97","t98","t27","t91","t92","t38","t39","t12","t3","t70","t71","t40","t41","t1"
"t2",0,3.7065144293,4.4018978092,4.4018978092,4.4018978092,4.40189780894,4.40189780894,4.40189780894,4.40189780899,4.40189780899,4.40189780863,4.40189780853,4.40189780853,4.40189780864,4.40189780864,4.40189780856,4.40189780856,4.40189780864,4.40189780864,3.65990205764,3.70889035044,4.40189780904,4.40189780904,4.40189780904,3.14081684525,3.17443135835,2.88852996492,4.40189780912,4.40189780912,3.15542597302,4.40189780854,4.40189780854,3.96454145034,4.31809335068,4.40189780893,4.40189780893,4.40189780894,4.40189780904,4.40189780904,4.40189780904,4.40189780904,4.40189780894,4.40189780894,4.40189780894,3.43045223754,3.65510180258,4.40189780967,4.40189780967,4.40189780967,4.40189780977,4.40189780978,4.401897809698,4.401897809698,4.4018978097,4.40189780932,4.40189780932,4.40189780934,4.40189780924,4.40189780994,3.62190538924,3.60382272562,3.55145261706,4.4018978095,4.40189780947,4.40189780947,4.40189780949,4.40189780949,4.40189780949,4.40189780951,4.40189780942,4.40189780942,4.40189780938,4.40189780938,4.40189780938,4.40189780938,4.40189780938,4.40189780938,4.40189780928,4.40189780934,4.40189780934,4.4018978093,4.4018978088,4.4018978088,4.401897809,4.12139499481,2.6503423226,4.4018978093,3.8020734937,4.3272534419,3.4980306188,4.4018978092,4.40189780916,4.40189780916,4.40189780924,4.40189780924,4.4018978092,4.4018978097,4.4018978095,3.2480225402,4.40189780927,4.40189780922,4.40189780922,4.40189780922,4.40189780922,4.40189780922,4.40189780943,3.4850525636,3.0984176312,2.80866012349,4.4018978093,4.4018978093,4.4018978097,3.9802651878,3.2238113247,4.40189780921,4.40189780921,4.40189780921,4.40189780921,4.40189780921,4.40189780971,4.40189780931,4.40189780931,3.7793913168,3.8654137906,3.1589185771,2.1598457497,4.4018978092,4.4018978092,4.401897809,4.401897809,2.565584686
"t17",3.7065144293,0,2.1145168463,2.1145168463,2.1145168463,7.39583689404,7.39583689404,7.39583689404,7.39583689409,7.39583689409,7.39583689373,7.39583689363,7.39583689363,7.39583689374,7.39583689374,7.39583689366,7.39583689366,7.39583689374,7.39583689374,6.65384114274,6.70282943554,7.39583689414,7.39583689414,7.39583689414,6.13475593035,6.16837044345,5.88246905002,7.39583689422,7.39583689422,6.14936505812,7.39583689364,7.39583689364,6.95848053544,7.31203243578,7.39583689403,7.39583689403,7.39583689404,7.39583689414,7.39583689414,7.39583689414,7.39583689414,7.39583689404,7.39583689404,7.39583689404,6.42439132264,6.64904088768,7.39583689477,7.39583689477,7.39583689477,7.39583689487,7.39583689488,7.395836894798,7.395836894798,7.3958368948,7.39583689442,7.39583689442,7.39583689444,7.39583689434,7.39583689504,6.61584447434,6.59776181072,6.54539170216,7.3958368946,7.39583689457,7.39583689457,7.39583689459,7.39583689459,7.39583689459,7.39583689461,7.39583689452,7.39583689452,7.39583689448,7.39583689448,7.39583689448,7.39583689448,7.39583689448,7.39583689448,7.39583689438,7.39583689444,7.39583689444,7.3958368944,7.3958368939,7.3958368939,7.3958368941,7.11533407991,5.6442814077,7.3958368944,6.7960125788,7.321192527,6.4919697039,7.3958368943,7.39583689426,7.39583689426,7.39583689434,7.39583689434,7.3958368943,7.3958368948,7.3958368946,6.2419616253,7.39583689437,7.39583689432,7.39583689432,7.39583689432,7.39583689432,7.39583689432,7.39583689453,6.4789916487,6.0923567163,5.80259920859,7.3958368944,7.3958368944,7.3958368948,6.9742042729,6.2177504098,7.39583689431,7.39583689431,7.39583689431,7.39583689431,7.39583689431,7.39583689481,7.39583689441,7.39583689441,6.7733304019,6.8593528757,6.1528576622,5.1537848348,7.3958368943,7.3958368943,7.3958368941,7.3958368941,5.8067455785
"t58",4.4018978092,2.1145168463,0,0.8828205788,1.334707538,8.09122027394,8.09122027394,8.09122027394,8.09122027399,8.09122027399,8.09122027363,8.09122027353,8.09122027353,8.09122027364,8.09122027364,8.09122027356,8.09122027356,8.09122027364,8.09122027364,7.34922452264,7.39821281544,8.09122027404,8.09122027404,8.09122027404,6.83013931025,6.86375382335,6.57785242992,8.09122027412,8.09122027412,6.84474843802,8.09122027354,8.09122027354,7.65386391534,8.00741581568,8.09122027393,8.09122027393,8.09122027394,8.09122027404,8.09122027404,8.09122027404,8.09122027404,8.09122027394,8.09122027394,8.09122027394,7.11977470254,7.34442426758,8.09122027467,8.09122027467,8.09122027467,8.09122027477,8.09122027478,8.091220274698,8.091220274698,8.0912202747,8.09122027432,8.09122027432,8.09122027434,8.09122027424,8.09122027494,7.31122785424,7.29314519062,7.24077508206,8.0912202745,8.09122027447,8.09122027447,8.09122027449,8.09122027449,8.09122027449,8.09122027451,8.09122027442,8.09122027442,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027428,8.09122027434,8.09122027434,8.0912202743,8.0912202738,8.0912202738,8.091220274,7.81071745981,6.3396647876,8.0912202743,7.4913959587,8.0165759069,7.1873530838,8.0912202742,8.09122027416,8.09122027416,8.09122027424,8.09122027424,8.0912202742,8.0912202747,8.0912202745,6.9373450052,8.09122027427,8.09122027422,8.09122027422,8.09122027422,8.09122027422,8.09122027422,8.09122027443,7.1743750286,6.7877400962,6.49798258849,8.0912202743,8.0912202743,8.0912202747,7.6695876528,6.9131337897,8.09122027421,8.09122027421,8.09122027421,8.09122027421,8.09122027421,8.09122027471,8.09122027431,8.09122027431,7.4687137818,7.5547362556,6.8482410421,5.8491682147,8.0912202742,8.0912202742,8.091220274,8.091220274,6.5021289584
"t59",4.4018978092,2.1145168463,0.8828205788,0,1.334707538,8.09122027394,8.09122027394,8.09122027394,8.09122027399,8.09122027399,8.09122027363,8.09122027353,8.09122027353,8.09122027364,8.09122027364,8.09122027356,8.09122027356,8.09122027364,8.09122027364,7.34922452264,7.39821281544,8.09122027404,8.09122027404,8.09122027404,6.83013931025,6.86375382335,6.57785242992,8.09122027412,8.09122027412,6.84474843802,8.09122027354,8.09122027354,7.65386391534,8.00741581568,8.09122027393,8.09122027393,8.09122027394,8.09122027404,8.09122027404,8.09122027404,8.09122027404,8.09122027394,8.09122027394,8.09122027394,7.11977470254,7.34442426758,8.09122027467,8.09122027467,8.09122027467,8.09122027477,8.09122027478,8.091220274698,8.091220274698,8.0912202747,8.09122027432,8.09122027432,8.09122027434,8.09122027424,8.09122027494,7.31122785424,7.29314519062,7.24077508206,8.0912202745,8.09122027447,8.09122027447,8.09122027449,8.09122027449,8.09122027449,8.09122027451,8.09122027442,8.09122027442,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027428,8.09122027434,8.09122027434,8.0912202743,8.0912202738,8.0912202738,8.091220274,7.81071745981,6.3396647876,8.0912202743,7.4913959587,8.0165759069,7.1873530838,8.0912202742,8.09122027416,8.09122027416,8.09122027424,8.09122027424,8.0912202742,8.0912202747,8.0912202745,6.9373450052,8.09122027427,8.09122027422,8.09122027422,8.09122027422,8.09122027422,8.09122027422,8.09122027443,7.1743750286,6.7877400962,6.49798258849,8.0912202743,8.0912202743,8.0912202747,7.6695876528,6.9131337897,8.09122027421,8.09122027421,8.09122027421,8.09122027421,8.09122027421,8.09122027471,8.09122027431,8.09122027431,7.4687137818,7.5547362556,6.8482410421,5.8491682147,8.0912202742,8.0912202742,8.091220274,8.091220274,6.5021289584
"t49",4.4018978092,2.1145168463,1.334707538,1.334707538,0,8.09122027394,8.09122027394,8.09122027394,8.09122027399,8.09122027399,8.09122027363,8.09122027353,8.09122027353,8.09122027364,8.09122027364,8.09122027356,8.09122027356,8.09122027364,8.09122027364,7.34922452264,7.39821281544,8.09122027404,8.09122027404,8.09122027404,6.83013931025,6.86375382335,6.57785242992,8.09122027412,8.09122027412,6.84474843802,8.09122027354,8.09122027354,7.65386391534,8.00741581568,8.09122027393,8.09122027393,8.09122027394,8.09122027404,8.09122027404,8.09122027404,8.09122027404,8.09122027394,8.09122027394,8.09122027394,7.11977470254,7.34442426758,8.09122027467,8.09122027467,8.09122027467,8.09122027477,8.09122027478,8.091220274698,8.091220274698,8.0912202747,8.09122027432,8.09122027432,8.09122027434,8.09122027424,8.09122027494,7.31122785424,7.29314519062,7.24077508206,8.0912202745,8.09122027447,8.09122027447,8.09122027449,8.09122027449,8.09122027449,8.09122027451,8.09122027442,8.09122027442,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027438,8.09122027428,8.09122027434,8.09122027434,8.0912202743,8.0912202738,8.0912202738,8.091220274,7.81071745981,6.3396647876,8.0912202743,7.4913959587,8.0165759069,7.1873530838,8.0912202742,8.09122027416,8.09122027416,8.09122027424,8.09122027424,8.0912202742,8.0912202747,8.0912202745,6.9373450052,8.09122027427,8.09122027422,8.09122027422,8.09122027422,8.09122027422,8.09122027422,8.09122027443,7.1743750286,6.7877400962,6.49798258849,8.0912202743,8.0912202743,8.0912202747,7.6695876528,6.9131337897,8.09122027421,8.09122027421,8.09122027421,8.09122027421,8.09122027421,8.09122027471,8.09122027431,8.09122027431,7.4687137818,7.5547362556,6.8482410421,5.8491682147,8.0912202742,8.0912202742,8.091220274,8.091220274,6.5021289584
"t35",4.40189780894,7.39583689404,8.09122027394,8.09122027394,8.09122027394,0,1.8747748022,1.8747748022,1.87477480225,1.87477480225,4.74163110189,4.74163110179,4.74163110179,4.7416311019,4.7416311019,4.74163110182,4.74163110182,4.7416311019,4.7416311019,4.7399933137,4.7889816065,5.4819890651,5.4819890651,5.4819890651,4.22090810131,4.25452261441,3.96862122098,5.48198906518,5.48198906518,4.23551722908,5.4819890646,5.4819890646,5.0446327064,7.18536917734,7.26917363559,7.26917363559,7.2691736356,7.2691736357,7.2691736357,7.2691736357,7.2691736357,7.2691736356,7.2691736356,7.2691736356,6.2977280642,6.52237762924,7.26917363633,7.26917363633,7.26917363633,7.26917363643,7.26917363644,7.269173636358,7.269173636358,7.26917363636,7.26917363598,7.26917363598,7.269173636,7.2691736359,7.2691736366,6.4891812159,6.50379772716,6.4514276186,7.30187281104,7.30187281101,7.30187281101,7.30187281103,7.30187281103,7.30187281103,7.30187281105,7.30187281096,7.30187281096,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281082,7.30187281088,7.30187281088,7.30187281084,7.30187281034,7.30187281034,7.30187281054,7.02136999635,5.55031732414,7.30187281084,6.70204849524,7.22722844344,6.39800562034,7.30187281074,7.3018728107,7.3018728107,7.30187281078,7.30187281078,7.30187281074,7.30187281124,7.30187281104,6.14799754174,7.30187281081,7.30187281076,7.30187281076,7.30187281076,7.30187281076,7.30187281076,7.30187281097,6.38502756514,5.99839263274,5.70863512503,7.30187281084,7.30187281084,7.30187281124,6.88024018934,6.12378632624,7.30187281075,7.30187281075,7.30187281075,7.30187281075,7.30187281075,7.30187281125,7.30187281085,7.30187281085,6.67936631834,6.76538879214,6.05889357864,5.05982075124,7.30187281074,7.30187281074,7.30187281054,7.30187281054,6.50212895814
"t48",4.40189780894,7.39583689404,8.09122027394,8.09122027394,8.09122027394,1.8747748022,0,1.4324805144,1.43248051445,1.43248051445,4.74163110189,4.74163110179,4.74163110179,4.7416311019,4.7416311019,4.74163110182,4.74163110182,4.7416311019,4.7416311019,4.7399933137,4.7889816065,5.4819890651,5.4819890651,5.4819890651,4.22090810131,4.25452261441,3.96862122098,5.48198906518,5.48198906518,4.23551722908,5.4819890646,5.4819890646,5.0446327064,7.18536917734,7.26917363559,7.26917363559,7.2691736356,7.2691736357,7.2691736357,7.2691736357,7.2691736357,7.2691736356,7.2691736356,7.2691736356,6.2977280642,6.52237762924,7.26917363633,7.26917363633,7.26917363633,7.26917363643,7.26917363644,7.269173636358,7.269173636358,7.26917363636,7.26917363598,7.26917363598,7.269173636,7.2691736359,7.2691736366,6.4891812159,6.50379772716,6.4514276186,7.30187281104,7.30187281101,7.30187281101,7.30187281103,7.30187281103,7.30187281103,7.30187281105,7.30187281096,7.30187281096,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281082,7.30187281088,7.30187281088,7.30187281084,7.30187281034,7.30187281034,7.30187281054,7.02136999635,5.55031732414,7.30187281084,6.70204849524,7.22722844344,6.39800562034,7.30187281074,7.3018728107,7.3018728107,7.30187281078,7.30187281078,7.30187281074,7.30187281124,7.30187281104,6.14799754174,7.30187281081,7.30187281076,7.30187281076,7.30187281076,7.30187281076,7.30187281076,7.30187281097,6.38502756514,5.99839263274,5.70863512503,7.30187281084,7.30187281084,7.30187281124,6.88024018934,6.12378632624,7.30187281075,7.30187281075,7.30187281075,7.30187281075,7.30187281075,7.30187281125,7.30187281085,7.30187281085,6.67936631834,6.76538879214,6.05889357864,5.05982075124,7.30187281074,7.30187281074,7.30187281054,7.30187281054,6.50212895814
"t77",4.40189780894,7.39583689404,8.09122027394,8.09122027394,8.09122027394,1.8747748022,1.4324805144,0,0.49505921205,0.49505921205,4.74163110189,4.74163110179,4.74163110179,4.7416311019,4.7416311019,4.74163110182,4.74163110182,4.7416311019,4.7416311019,4.7399933137,4.7889816065,5.4819890651,5.4819890651,5.4819890651,4.22090810131,4.25452261441,3.96862122098,5.48198906518,5.48198906518,4.23551722908,5.4819890646,5.4819890646,5.0446327064,7.18536917734,7.26917363559,7.26917363559,7.2691736356,7.2691736357,7.2691736357,7.2691736357,7.2691736357,7.2691736356,7.2691736356,7.2691736356,6.2977280642,6.52237762924,7.26917363633,7.26917363633,7.26917363633,7.26917363643,7.26917363644,7.269173636358,7.269173636358,7.26917363636,7.26917363598,7.26917363598,7.269173636,7.2691736359,7.2691736366,6.4891812159,6.50379772716,6.4514276186,7.30187281104,7.30187281101,7.30187281101,7.30187281103,7.30187281103,7.30187281103,7.30187281105,7.30187281096,7.30187281096,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281092,7.30187281082,7.30187281088,7.30187281088,7.30187281084,7.30187281034,7.30187281034,7.30187281054,7.02136999635,5.55031732414,7.30187281084,6.70204849524,7.22722844344,6.39800562034,7.30187281074,7.3018728107,7.3018728107,7.30187281078,7.30187281078,7.30187281074,7.30187281124,7.30187281104,6.14799754174,7.30187281081,7.30187281076,7.30187281076,7.30187281076,7.30187281076,7.30187281076,7.30187281097,6.38502756514,5.99839263274,5.70863512503,7.30187281084,7.30187281084,7.30187281124,6.88024018934,6.12378632624,7.30187281075,7.30187281075,7.30187281075,7.30187281075,7.30187281075,7.30187281125,7.30187281085,7.30187281085,6.67936631834,6.76538879214,6.05889357864,5.05982075124,7.30187281074,7.30187281074,7.30187281054,7.30187281054,6.50212895814
"t123",4.40189780899,7.39583689409,8.09122027399,8.09122027399,8.09122027399,1.87477480225,1.43248051445,0.49505921205,0,0.1179868341,4.74163110194,4.74163110184,4.74163110184,4.74163110195,4.74163110195,4.74163110187,4.74163110187,4.74163110195,4.74163110195,4.73999331375,4.78898160655,5.48198906515,5.48198906515,5.48198906515,4.22090810136,4.25452261446,3.96862122103,5.48198906523,5.48198906523,4.23551722913,5.48198906465,5.48198906465,5.04463270645,7.18536917739,7.26917363564,7.26917363564,7.26917363565,7.26917363575,7.26917363575,7.26917363575,7.26917363575,7.26917363565,7.26917363565,7.26917363565,6.29772806425,6.52237762929,7.26917363638,7.26917363638,7.26917363638,7.26917363648,7.26917363649,7.269173636408,7.269173636408,7.26917363641,7.26917363603,7.26917363603,7.26917363605,7.26917363595,7.26917363665,6.48918121595,6.50379772721,6.45142761865,7.30187281109,7.30187281106,7.30187281106,7.30187281108,7.30187281108,7.30187281108,7.3018728111,7.30187281101,7.30187281101,7.30187281097,7.30187281097,7.30187281097,7.30187281097,7.30187281097,7.30187281097,7.30187281087,7.30187281093,7.30187281093,7.30187281089,7.30187281039,7.30187281039,7.30187281059,7.0213699964,5.55031732419,7.30187281089,6.70204849529,7.22722844349,6.39800562039,7.30187281079,7.30187281075,7.30187281075,7.30187281083,7.30187281083,7.30187281079,7.30187281129,7.30187281109,6.14799754179,7.30187281086,7.30187281081,7.30187281081,7.30187281081,7.30187281081,7.30187281081,7.30187281102,6.38502756519,5.99839263279,5.70863512508,7.30187281089,7.30187281089,7.30187281129,6.88024018939,6.12378632629,7.3018728108,7.3018728108,7.3018728108,7.3018728108,7.3018728108,7.3018728113,7.3018728109,7.3018728109,6.67936631839,6.76538879219,6.05889357869,5.05982075129,7.30187281079,7.30187281079,7.30187281059,7.30187281059,6.50212895819
"t124",4.40189780899,7.39583689409,8.09122027399,8.09122027399,8.09122027399,1.87477480225,1.43248051445,0.49505921205,0.1179868341,0,4.74163110194,4.74163110184,4.74163110184,4.74163110195,4.74163110195,4.74163110187,4.74163110187,4.74163110195,4.74163110195,4.73999331375,4.78898160655,5.48198906515,5.48198906515,5.48198906515,4.22090810136,4.25452261446,3.96862122103,5.48198906523,5.48198906523,4.23551722913,5.48198906465,5.48198906465,5.04463270645,7.18536917739,7.26917363564,7.26917363564,7.26917363565,7.26917363575,7.26917363575,7.26917363575,7.26917363575,7.26917363565,7.26917363565,7.26917363565,6.29772806425,6.52237762929,7.26917363638,7.26917363638,7.26917363638,7.26917363648,7.26917363649,7.269173636408,7.269173636408,7.26917363641,7.26917363603,7.26917363603,7.26917363605,7.26917363595,7.26917363665,6.48918121595,6.50379772721,6.45142761865,7.30187281109,7.30187281106,7.30187281106,7.30187281108,7.30187281108,7.30187281108,7.3018728111,7.30187281101,7.30187281101,7.30187281097,7.30187281097,7.30187281097,7.30187281097,7.30187281097,7.30187281097,7.30187281087,7.30187281093,7.30187281093,7.30187281089,7.30187281039,7.30187281039,7.30187281059,7.0213699964,5.55031732419,7.30187281089,6.70204849529,7.22722844349,6.39800562039,7.30187281079,7.30187281075,7.30187281075,7.30187281083,7.30187281083,7.30187281079,7.30187281129,7.30187281109,6.14799754179,7.30187281086,7.30187281081,7.30187281081,7.30187281081,7.30187281081,7.30187281081,7.30187281102,6.38502756519,5.99839263279,5.70863512508,7.30187281089,7.30187281089,7.30187281129,6.88024018939,6.12378632629,7.3018728108,7.3018728108,7.3018728108,7.3018728108,7.3018728108,7.3018728113,7.3018728109,7.3018728109,6.67936631839,6.76538879219,6.05889357869,5.05982075129,7.30187281079,7.30187281079,7.30187281059,7.30187281059,6.50212895819
