"accepted_species","trait_BM_trend_scaled"
"t2",0
"t17",0
"t58",1
"t59",1
"t49",1
"t35",0
"t48",1
"t77",0
"t123",0
"t124",0
"t32",0
"t68",0
"t69",0
"t28",0
"t47",0
"t62",0
"t63",0
"t102",NA
"t103",NA
"t22",0
"t23",0
"t80",0
"t81",0
"t51",0
"t13",0
"t14",NA
"t7",0
"t93",0
"t94",0
"t15",0
"t52",NA
"t53",NA
"t31",0
"t96",1
"t121",1
"t122",1
"t90",1
"t100",1
"t101",1
"t78",0
"t79",NA
"t82",1
"t83",1
"t42",1
"t16",0
"t43",0
"t107",NA
"t108",0
"t57",1
"t74",0
"t87",0
"t130",0
"t131",0
"t129",0
"t117",0
"t118",0
"t95",0
"t64",0
"t19",0
"t20",0
"t36",0
"t37",0
"t99",1
"t127",1
"t128",NA
"t109",1
"t110",1
"t73",1
"t67",NA
"t75",1
"t76",1
"t85",1
"t86",0
"t45",1
"t111",0
"t112",0
"t50",0
"t56",0
"t60",0
"t61",0
"t21",0
"t54",0
"t55",1
"t65",0
"t66",NA
"t8",0
"t33",0
"t34",0
"t29",1
"t30",1
"t106",1
"t125",1
"t126",1
"t115",1
"t116",0
"t84",1
"t24",1
"t18",0
"t9",0
"t46",1
"t119",0
"t120",0
"t44",NA
"t104",0
"t105",0
"t10",0
"t5",0
"t4",0
"t11",0
"t113",0
"t114",0
"t25",0
"t26",0
"t6",0
"t88",0
"t89",0
"t72",0
"t97",0
"t98",0
"t27",0
"t91",NA
"t92",0
"t38",NA
"t39",0
"t12",0
"t3",0
"t70",0
"t71",0
"t40",0
"t41",0
"t1",0
