"accepted_species","traits"
"sp30",1
"sp38",1
"sp46",0
"sp48",1
"sp53",1
"sp56",1
"sp69",1
"sp79",0
"sp80",1
"sp84",0
"sp89",0
"sp90",0
"sp94",0
"sp102",1
"sp104",1
"sp115",1
"sp116",0
"sp121",1
"sp124",0
"sp125",1
"sp126",0
"sp128",1
"sp129",0
"sp132",1
"sp133",1
"sp137",0
"sp138",0
"sp142",1
"sp143",1
"sp144",1
"sp147",1
"sp148",1
"sp151",0
"sp153",1
"sp156",1
"sp157",1
"sp158",1
"sp159",1
"sp160",1
"sp161",1
"sp162",0
"sp163",1
"sp164",1
"sp165",1
"sp166",1
"sp167",1
"sp168",1
"sp170",1
"sp171",1
"sp174",1
"sp175",0
"sp176",0
"sp177",1
"sp178",1
"sp179",1
"sp180",0
"sp181",1
"sp182",0
"sp183",0
"sp184",0
"sp185",1
"sp186",1
"sp187",1
"sp188",1
"sp189",1
"sp190",1
"sp191",0
"sp192",0
"sp193",1
"sp194",0
"sp195",0
"sp196",0
"sp197",1
"sp198",1
"sp199",1
"sp200",1
"sp201",1
"sp202",1
"sp203",1
"sp205",1
"sp206",1
"sp207",1
"sp208",1
"sp209",1
"sp210",1
"sp211",1
"sp212",1
"sp213",1
"sp214",1
"sp215",1
"sp216",1
"sp217",1
"sp218",1
"sp219",1
"sp220",1
"sp221",1
"sp222",1
"sp223",1
"sp224",1
"sp225",1
