,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t5,5.305135,21.06752,21.012383,-0.16668014,-2.2646837,-3.1897736,9.851626,12.879828,46.557114,4.2799883,-3.6660805,-2.242959,-0.79588735,16.067919,-2.541814
t55,6.8927937,30.854275,29.92187,-0.8860881,-2.7231748,-4.268794,10.821409,19.119303,62.693424,2.372281,-4.6454253,-2.8250177,-0.8586282,21.23857,-3.3238735
t88,6.961527,30.705936,30.105602,-0.97849095,-2.706447,-4.2425485,10.996148,19.120232,62.30131,2.28267,-4.641092,-2.782002,-0.9027484,21.80242,-3.2928162
t89,7.0874796,30.94043,30.138348,-1.0146711,-2.6972008,-4.2699084,10.919404,19.115799,62.647137,2.211604,-4.7177725,-2.7900434,-0.8856522,21.968311,-3.2968564
t92,6.2731752,30.352583,29.037651,-0.5936994,-2.5610766,-4.028783,9.680232,19.0112,60.71047,1.5543871,-4.441525,-2.7555294,-0.8393321,20.412374,-3.2176747
t93,6.5008507,31.209726,29.578636,-0.6155333,-2.644192,-4.1416535,10.063592,19.52521,62.20539,1.7861719,-4.561505,-2.8234713,-0.84023315,20.882446,-3.3214836
t152,6.456955,31.346952,29.678032,-0.5940468,-2.5941725,-4.1510878,10.134036,19.467398,62.141308,1.5289927,-4.5853934,-2.8729608,-0.7922507,20.802227,-3.3054585
t153,6.4626083,31.346066,29.677364,-0.5936694,-2.5936863,-4.1498647,10.14326,19.477444,62.14022,1.5377417,-4.584969,-2.8729656,-0.79473156,20.816103,-3.3086193
t49,5.99117,28.42183,27.57006,-0.7848315,-2.322984,-3.6860528,8.688956,17.714344,55.889545,0.93649584,-4.150557,-2.5492253,-0.7176981,18.659693,-2.8797662
t64,5.911206,28.229744,27.440962,-0.8451002,-2.4355495,-3.628535,9.118443,17.398762,56.20415,1.202075,-4.3203053,-2.5732417,-0.72958523,18.43872,-2.8454263
t65,6.6565094,31.363417,29.447166,-0.6834418,-2.7727783,-4.082256,11.035925,19.065948,62.68938,1.9349966,-4.803822,-2.8036795,-0.7514573,20.415606,-3.298664
t111,8.765102,32.166374,34.799103,-1.3947356,-2.6373105,-3.6634064,10.271144,19.169981,61.872814,-0.5543448,-5.186025,-3.07717,-0.83596337,18.283867,-3.0265641
t132,8.686036,32.245476,34.81971,-1.3820653,-2.6397426,-3.6442482,10.3842745,19.245033,61.899395,-0.5343229,-5.18733,-3.0789447,-0.84503,18.312384,-3.0146265
t133,8.6826935,32.19896,34.83954,-1.3949622,-2.6448603,-3.6419563,10.382585,19.233938,61.892998,-0.5322016,-5.194305,-3.082573,-0.8495461,18.293505,-3.013126
t74,8.811,32.03795,34.577316,-1.34067,-2.80582,-3.664121,9.955071,19.131567,61.44335,-0.39208776,-4.9927435,-3.1368449,-0.90214586,18.676664,-2.973496
t125,9.156008,32.383152,34.93931,-1.3706192,-2.7555163,-3.7119482,9.687625,19.10798,61.80571,-0.5611357,-5.050245,-3.1489658,-0.8792518,18.539055,-3.0209138
t126,9.140027,32.357914,34.95862,-1.3730752,-2.7524152,-3.7033448,9.711782,19.12118,61.8436,-0.5529871,-5.0667777,-3.1598318,-0.88770247,18.56825,-3.0193536
t75,8.762347,32.284554,34.374287,-1.2921007,-2.7573001,-3.689193,10.280028,19.19013,61.526325,-0.43586332,-4.9303293,-3.0502253,-0.9093013,18.983755,-3.0174723
t99,8.797074,32.153206,34.80224,-1.3834957,-2.762915,-3.6888402,10.278948,19.257036,61.65494,-0.38582134,-5.00193,-3.1450317,-0.95395976,19.040705,-2.9979885
t100,8.896849,32.157215,34.67184,-1.3850416,-2.793915,-3.7112617,10.454384,19.243008,61.585506,-0.40412465,-4.9833255,-3.1183405,-0.9476352,19.009998,-3.0231621
t22,5.3984346,21.918144,23.936785,8.550809,-3.1180942,-3.6281803,10.230985,13.993611,55.90008,9.533608,-3.8642452,-3.4779413,-0.93327254,16.705566,-3.2184854
t23,5.999798,23.64258,24.863554,9.20489,-3.5293877,-3.8400612,11.810525,14.710228,59.85409,10.592334,-4.1871357,-3.7124124,-0.8643965,17.579737,-3.3599975
t154,5.782319,25.185825,26.98268,10.189968,-3.5817304,-4.252273,13.46857,16.14044,64.086685,11.47895,-4.3667617,-4.0148654,-0.89869416,19.289757,-3.6973405
t155,5.78228,25.193874,26.973892,10.191097,-3.5814474,-4.2535386,13.476057,16.14574,64.09178,11.484544,-4.3661265,-4.0144844,-0.89931136,19.289202,-3.6996071
t48,6.026829,24.201012,28.095755,11.903702,-3.6614227,-3.990104,11.352481,15.879271,63.353603,11.839721,-4.207368,-4.33621,-0.9757482,17.189625,-3.6797855
t69,5.3841968,21.892921,27.483288,11.284335,-3.3788605,-3.7551637,9.591199,14.756651,59.932617,11.069587,-4.0371795,-4.2263956,-0.8887553,15.756027,-3.33572
t90,5.762646,23.474888,29.115366,12.206385,-3.5768685,-4.023661,10.238048,15.572803,63.705334,11.7317705,-4.2219887,-4.4817686,-0.8683324,16.743956,-3.5486362
t124,5.7510824,23.045547,29.201,12.478614,-3.6060498,-3.9991593,10.306503,15.397223,63.56033,11.667075,-4.270504,-4.5640063,-0.8842479,16.313612,-3.5582867
t140,5.812846,23.08889,29.25351,12.588056,-3.639169,-3.985946,10.184915,15.353788,63.580284,11.588468,-4.2828994,-4.580679,-0.8943912,16.22941,-3.5546384
t141,5.813946,23.120668,29.243675,12.550584,-3.6336682,-3.9891984,10.175466,15.349942,63.58267,11.562547,-4.287398,-4.5734396,-0.88869137,16.234264,-3.5507905
t119,5.7933445,23.060352,29.261337,12.4178505,-3.603957,-3.9971356,10.239495,15.345344,63.570286,11.555514,-4.277437,-4.5584908,-0.8885072,16.36551,-3.549041
t76,5.9668217,23.47698,28.972992,12.227023,-3.576468,-4.0283957,10.779006,15.556799,63.596832,11.7471895,-4.2593856,-4.455115,-0.9306404,16.942259,-3.5779045
t36,5.1281815,21.448925,25.888918,10.136334,-3.2298856,-3.6415334,9.774986,14.491578,57.78182,10.546662,-3.8614826,-3.912354,-0.88738126,15.534846,-3.3076673
t81,5.8722663,23.843285,28.352047,11.185277,-3.5337179,-4.045858,11.095869,16.23836,63.68205,11.907365,-4.1563506,-4.2341514,-1.0033338,17.569902,-3.7920537
t148,5.792529,23.7513,28.142387,11.35595,-3.5281441,-4.077869,11.282904,16.059223,63.535564,12.041892,-4.0906844,-4.166896,-1.0110813,17.719576,-3.7784784
t149,5.796791,23.7617,28.148663,11.33537,-3.5302677,-4.077308,11.280651,16.071087,63.537823,12.033938,-4.0928044,-4.1698127,-1.012939,17.703571,-3.7803152
t9,8.747919,24.884989,11.365189,-0.87674946,-2.3868237,-4.344907,19.065624,19.521297,48.316093,16.4943,-2.039528,-2.0403175,6.959993,11.717577,-2.4332016
t20,9.677021,25.412151,12.274506,-0.82427627,-2.4380796,-4.509529,19.90252,19.80909,49.840305,16.721632,-2.1586874,-2.1376572,7.628966,12.468573,-2.5692816
t21,10.903688,31.085627,14.836787,-0.82746154,-3.1726618,-5.324681,24.320852,23.812815,61.0492,19.84235,-2.8537478,-2.4582355,7.935242,15.767573,-3.320004
t134,9.75251,31.022274,14.135848,-0.61920065,-2.7245638,-5.7023187,22.765072,23.759195,60.44182,19.622398,-2.1161978,-2.3534086,9.175685,15.517014,-3.115918
t135,9.792728,31.229643,14.197,-0.59851706,-2.7408593,-5.739593,22.908747,23.89138,60.83688,19.73466,-2.1287463,-2.3685741,9.196527,15.638182,-3.1464458
t129,9.781922,31.16251,14.258033,-0.6078793,-2.736594,-5.740806,22.923763,23.880089,60.81066,19.736975,-2.1293142,-2.3701727,9.168691,15.682793,-3.1389937
t60,9.765071,31.25987,14.626177,-0.4733019,-2.7049344,-5.581435,23.386059,23.78018,61.06601,19.438148,-2.35859,-2.431015,8.910577,15.321799,-3.2348592
