"","t5","t55","t88","t89","t92","t93","t152","t153","t49","t64","t65","t111","t132","t133","t74","t125","t126","t75","t99","t100","t22","t23","t154","t155","t48","t69","t90","t124","t140","t141","t119","t76","t36","t81","t148","t149","t9","t20","t21","t134","t135","t129","t60","t61","t51","t116","t146","t147","t105","t106","t97","t98","t109","t110","t56","t107","t108","t67","t95","t96","t127","t128","t130","t131","t57","t66","t144","t145","t37","t27","t39","t112","t113","t85","t101","t102","t70","t71","t72","t38","t4","t35","t58","t59","t10","t77","t78","t118","t120","t121","t86","t87","t136","t137","t68","t16","t17","t11","t91","t150","t151","t73","t24","t103","t104","t94","t117","t142","t143","t2","t7","t52","t83","t84","t50","t25","t15","t114","t115","t30","t47","t82","t122","t123","t26","t33","t34","t14","t41","t42","t18","t19","t62","t63","t28","t53","t54","t79","t80","t138","t139","t40","t45","t46","t43","t44","t8","t1","t12","t13","t31","t32","t29","t6","t3"
"t5",0,4.0485374359,4.0485374361,4.0485374361,3.8635063487,4.0485374361,4.04853743604,4.04853743604,3.2318751279,3.2348119052,4.0485374361,4.0485374366,4.0485374366,4.0485374366,4.0485374363,4.0485374363,4.0485374363,4.0485374363,4.0485374363,4.0485374363,4.2056604551,4.6964655381,5.2656177599,5.2656177599,5.26561775972,4.78814256212,5.26561776002,5.26561776004,5.26561775995,5.26561775995,5.26561776002,5.26561776002,4.48770723953,5.26561776003,5.26561776004,5.26561776004,4.96582580044,5.20758740374,6.67352032574,6.625254558839,6.673520325729,6.67352032581,6.67352032537,6.67352032537,5.81687041977,6.67352032591,6.67352032595,6.67352032595,6.67352032591,6.67352032591,6.67352032591,6.67352032591,6.67352032591,6.67352032591,6.67352032611,6.67352032601,6.67352032601,6.67352032601,6.6735203262,6.6735203262,6.6735203262,6.6735203262,6.673520326052,6.673520326052,6.673520325652,6.026473335152,6.673520326122,6.673520326122,5.5339013641,4.79985877179,6.673520326343,6.673520326223,6.673520326223,6.673520326223,6.673520326223,6.673520326223,5.922205230113,6.108505728743,6.673520326143,5.5171002742,6.63715340895,5.58096248485,6.67719471115,6.67719471115,4.41252779095,6.07660594857,6.67719471105,6.67719471105,6.67719471103,6.67719471103,6.67719471155,6.21512057085,6.67719471155,6.67719471155,6.67719471155,5.85747131355,5.78863653055,4.64591408135,6.677194711751,6.677194711741,6.677194711741,5.922774739781,5.030055184751,6.67719471106,6.67719471106,6.6771947111,6.67719471115,6.67719471114,6.67719471114,3.05437919085,4.24136658848,6.6771947119,6.6771947115,6.6771947115,6.67719471198,6.67719471118,4.89998191428,6.67719471128,6.67719471128,5.87355578438,5.51175409248,6.67719471138,6.67719471138,6.50729271007,4.81864733672,5.69906185754,6.30234519294,6.67719471134,6.12338807745,5.45357725145,5.23546492705,6.67719471185,6.67719471145,6.67719471145,5.25055278755,6.56821320675,5.94975438165,6.6771947114,6.6771947114,6.6771947114,6.6771947114,5.9742733375,5.43366989185,6.67719471135,5.30072201402,6.46174782245,4.28417635005,2.98255766417,4.87592709175,5.26912308155,5.67740960437,7.13452834027,6.43045861505,4.36569340975,3.96496931775
"t55",4.0485374359,0,2.2598253762,2.2598253762,3.8698212092,4.0548522966,4.05485229654,4.05485229654,3.2381899884,3.2411267657,4.0548522966,4.9970182727,4.9970182727,4.9970182727,4.9970182724,4.9970182724,4.9970182724,4.9970182724,4.9970182724,4.9970182724,6.5617510008,7.0525560838,7.6217083056,7.6217083056,7.62170830542,7.14423310782,7.62170830572,7.62170830574,7.62170830565,7.62170830565,7.62170830572,7.62170830572,6.84379778523,7.62170830573,7.62170830574,7.62170830574,7.32191634614,7.56367794944,9.02961087144,8.981345104539,9.029610871429,9.02961087151,9.02961087107,9.02961087107,8.17296096547,9.02961087161,9.02961087165,9.02961087165,9.02961087161,9.02961087161,9.02961087161,9.02961087161,9.02961087161,9.02961087161,9.02961087181,9.02961087171,9.02961087171,9.02961087171,9.0296108719,9.0296108719,9.0296108719,9.0296108719,9.029610871752,9.029610871752,9.029610871352,8.382563880852,9.029610871822,9.029610871822,7.8899919098,7.15594931749,9.029610872043,9.029610871923,9.029610871923,9.029610871923,9.029610871923,9.029610871923,8.278295775813,8.464596274443,9.029610871843,7.8731908199,8.99324395465,7.93705303055,9.03328525685,9.03328525685,6.76861833665,8.43269649427,9.03328525675,9.03328525675,9.03328525673,9.03328525673,9.03328525725,8.57121111655,9.03328525725,9.03328525725,9.03328525725,8.21356185925,8.14472707625,7.00200462705,9.033285257451,9.033285257441,9.033285257441,8.278865285481,7.386145730451,9.03328525676,9.03328525676,9.0332852568,9.03328525685,9.03328525684,9.03328525684,5.41046973655,6.59745713418,9.0332852576,9.0332852572,9.0332852572,9.03328525768,9.03328525688,7.25607245998,9.03328525698,9.03328525698,8.22964633008,7.86784463818,9.03328525708,9.03328525708,8.86338325577,7.17473788242,8.05515240324,8.65843573864,9.03328525704,8.47947862315,7.80966779715,7.59155547275,9.03328525755,9.03328525715,9.03328525715,7.60664333325,8.92430375245,8.30584492735,9.0332852571,9.0332852571,9.0332852571,9.0332852571,8.3303638832,7.78976043755,9.03328525705,7.65681255972,8.81783836815,6.64026689575,5.33864820987,7.23201763745,7.62521362725,8.03350015007,9.49061888597,8.78654916075,6.72178395545,6.32105986345
"t88",4.0485374361,2.2598253762,0,1.0863161938,3.8698212094,4.0548522968,4.05485229674,4.05485229674,3.2381899886,3.2411267659,4.0548522968,4.9970182729,4.9970182729,4.9970182729,4.9970182726,4.9970182726,4.9970182726,4.9970182726,4.9970182726,4.9970182726,6.561751001,7.052556084,7.6217083058,7.6217083058,7.62170830562,7.14423310802,7.62170830592,7.62170830594,7.62170830585,7.62170830585,7.62170830592,7.62170830592,6.84379778543,7.62170830593,7.62170830594,7.62170830594,7.32191634634,7.56367794964,9.02961087164,8.981345104739,9.029610871629,9.02961087171,9.02961087127,9.02961087127,8.17296096567,9.02961087181,9.02961087185,9.02961087185,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087201,9.02961087191,9.02961087191,9.02961087191,9.0296108721,9.0296108721,9.0296108721,9.0296108721,9.029610871952,9.029610871952,9.029610871552,8.382563881052,9.029610872022,9.029610872022,7.88999191,7.15594931769,9.029610872243,9.029610872123,9.029610872123,9.029610872123,9.029610872123,9.029610872123,8.278295776013,8.464596274643,9.029610872043,7.8731908201,8.99324395485,7.93705303075,9.03328525705,9.03328525705,6.76861833685,8.43269649447,9.03328525695,9.03328525695,9.03328525693,9.03328525693,9.03328525745,8.57121111675,9.03328525745,9.03328525745,9.03328525745,8.21356185945,8.14472707645,7.00200462725,9.033285257651,9.033285257641,9.033285257641,8.278865285681,7.386145730651,9.03328525696,9.03328525696,9.033285257,9.03328525705,9.03328525704,9.03328525704,5.41046973675,6.59745713438,9.0332852578,9.0332852574,9.0332852574,9.03328525788,9.03328525708,7.25607246018,9.03328525718,9.03328525718,8.22964633028,7.86784463838,9.03328525728,9.03328525728,8.86338325597,7.17473788262,8.05515240344,8.65843573884,9.03328525724,8.47947862335,7.80966779735,7.59155547295,9.03328525775,9.03328525735,9.03328525735,7.60664333345,8.92430375265,8.30584492755,9.0332852573,9.0332852573,9.0332852573,9.0332852573,8.3303638834,7.78976043775,9.03328525725,7.65681255992,8.81783836835,6.64026689595,5.33864821007,7.23201763765,7.62521362745,8.03350015027,9.49061888617,8.78654916095,6.72178395565,6.32105986365
"t89",4.0485374361,2.2598253762,1.0863161938,0,3.8698212094,4.0548522968,4.05485229674,4.05485229674,3.2381899886,3.2411267659,4.0548522968,4.9970182729,4.9970182729,4.9970182729,4.9970182726,4.9970182726,4.9970182726,4.9970182726,4.9970182726,4.9970182726,6.561751001,7.052556084,7.6217083058,7.6217083058,7.62170830562,7.14423310802,7.62170830592,7.62170830594,7.62170830585,7.62170830585,7.62170830592,7.62170830592,6.84379778543,7.62170830593,7.62170830594,7.62170830594,7.32191634634,7.56367794964,9.02961087164,8.981345104739,9.029610871629,9.02961087171,9.02961087127,9.02961087127,8.17296096567,9.02961087181,9.02961087185,9.02961087185,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087201,9.02961087191,9.02961087191,9.02961087191,9.0296108721,9.0296108721,9.0296108721,9.0296108721,9.029610871952,9.029610871952,9.029610871552,8.382563881052,9.029610872022,9.029610872022,7.88999191,7.15594931769,9.029610872243,9.029610872123,9.029610872123,9.029610872123,9.029610872123,9.029610872123,8.278295776013,8.464596274643,9.029610872043,7.8731908201,8.99324395485,7.93705303075,9.03328525705,9.03328525705,6.76861833685,8.43269649447,9.03328525695,9.03328525695,9.03328525693,9.03328525693,9.03328525745,8.57121111675,9.03328525745,9.03328525745,9.03328525745,8.21356185945,8.14472707645,7.00200462725,9.033285257651,9.033285257641,9.033285257641,8.278865285681,7.386145730651,9.03328525696,9.03328525696,9.033285257,9.03328525705,9.03328525704,9.03328525704,5.41046973675,6.59745713438,9.0332852578,9.0332852574,9.0332852574,9.03328525788,9.03328525708,7.25607246018,9.03328525718,9.03328525718,8.22964633028,7.86784463838,9.03328525728,9.03328525728,8.86338325597,7.17473788262,8.05515240344,8.65843573884,9.03328525724,8.47947862335,7.80966779735,7.59155547295,9.03328525775,9.03328525735,9.03328525735,7.60664333345,8.92430375265,8.30584492755,9.0332852573,9.0332852573,9.0332852573,9.0332852573,8.3303638834,7.78976043775,9.03328525725,7.65681255992,8.81783836835,6.64026689595,5.33864821007,7.23201763765,7.62521362745,8.03350015027,9.49061888617,8.78654916095,6.72178395565,6.32105986365
"t92",3.8635063487,3.8698212092,3.8698212094,3.8698212094,0,0.6513424274,1.37335470834,1.37335470834,1.5853993472,2.6009237025,3.4146492334,4.8119871855,4.8119871855,4.8119871855,4.8119871852,4.8119871852,4.8119871852,4.8119871852,4.8119871852,4.8119871852,6.3767199136,6.8675249966,7.4366772184,7.4366772184,7.43667721822,6.95920202062,7.43667721852,7.43667721854,7.43667721845,7.43667721845,7.43667721852,7.43667721852,6.65876669803,7.43667721853,7.43667721854,7.43667721854,7.13688525894,7.37864686224,8.84457978424,8.796314017339,8.844579784229,8.84457978431,8.84457978387,8.84457978387,7.98792987827,8.84457978441,8.84457978445,8.84457978445,8.84457978441,8.84457978441,8.84457978441,8.84457978441,8.84457978441,8.84457978441,8.84457978461,8.84457978451,8.84457978451,8.84457978451,8.8445797847,8.8445797847,8.8445797847,8.8445797847,8.844579784552,8.844579784552,8.844579784152,8.197532793652,8.844579784622,8.844579784622,7.7049608226,6.97091823029,8.844579784843,8.844579784723,8.844579784723,8.844579784723,8.844579784723,8.844579784723,8.093264688613,8.279565187243,8.844579784643,7.6881597327,8.80821286745,7.75202194335,8.84825416965,8.84825416965,6.58358724945,8.24766540707,8.84825416955,8.84825416955,8.84825416953,8.84825416953,8.84825417005,8.38618002935,8.84825417005,8.84825417005,8.84825417005,8.02853077205,7.95969598905,6.81697353985,8.848254170251,8.848254170241,8.848254170241,8.093834198281,7.201114643251,8.84825416956,8.84825416956,8.8482541696,8.84825416965,8.84825416964,8.84825416964,5.22543864935,6.41242604698,8.8482541704,8.84825417,8.84825417,8.84825417048,8.84825416968,7.07104137278,8.84825416978,8.84825416978,8.04461524288,7.68281355098,8.84825416988,8.84825416988,8.67835216857,6.98970679522,7.87012131604,8.47340465144,8.84825416984,8.29444753595,7.62463670995,7.40652438555,8.84825417035,8.84825416995,8.84825416995,7.42161224605,8.73927266525,8.12081384015,8.8482541699,8.8482541699,8.8482541699,8.8482541699,8.145332796,7.60472935035,8.84825416985,7.47178147252,8.63280728095,6.45523580855,5.15361712267,7.04698655025,7.44018254005,7.84846906287,9.30558779877,8.60151807355,6.53675286825,6.13602877625
"t93",4.0485374361,4.0548522966,4.0548522968,4.0548522968,0.6513424274,0,1.55838579574,1.55838579574,1.7704304346,2.7859547899,3.5996803208,4.9970182729,4.9970182729,4.9970182729,4.9970182726,4.9970182726,4.9970182726,4.9970182726,4.9970182726,4.9970182726,6.561751001,7.052556084,7.6217083058,7.6217083058,7.62170830562,7.14423310802,7.62170830592,7.62170830594,7.62170830585,7.62170830585,7.62170830592,7.62170830592,6.84379778543,7.62170830593,7.62170830594,7.62170830594,7.32191634634,7.56367794964,9.02961087164,8.981345104739,9.029610871629,9.02961087171,9.02961087127,9.02961087127,8.17296096567,9.02961087181,9.02961087185,9.02961087185,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087181,9.02961087201,9.02961087191,9.02961087191,9.02961087191,9.0296108721,9.0296108721,9.0296108721,9.0296108721,9.029610871952,9.029610871952,9.029610871552,8.382563881052,9.029610872022,9.029610872022,7.88999191,7.15594931769,9.029610872243,9.029610872123,9.029610872123,9.029610872123,9.029610872123,9.029610872123,8.278295776013,8.464596274643,9.029610872043,7.8731908201,8.99324395485,7.93705303075,9.03328525705,9.03328525705,6.76861833685,8.43269649447,9.03328525695,9.03328525695,9.03328525693,9.03328525693,9.03328525745,8.57121111675,9.03328525745,9.03328525745,9.03328525745,8.21356185945,8.14472707645,7.00200462725,9.033285257651,9.033285257641,9.033285257641,8.278865285681,7.386145730651,9.03328525696,9.03328525696,9.033285257,9.03328525705,9.03328525704,9.03328525704,5.41046973675,6.59745713438,9.0332852578,9.0332852574,9.0332852574,9.03328525788,9.03328525708,7.25607246018,9.03328525718,9.03328525718,8.22964633028,7.86784463838,9.03328525728,9.03328525728,8.86338325597,7.17473788262,8.05515240344,8.65843573884,9.03328525724,8.47947862335,7.80966779735,7.59155547295,9.03328525775,9.03328525735,9.03328525735,7.60664333345,8.92430375265,8.30584492755,9.0332852573,9.0332852573,9.0332852573,9.0332852573,8.3303638834,7.78976043775,9.03328525725,7.65681255992,8.81783836835,6.64026689595,5.33864821007,7.23201763765,7.62521362745,8.03350015027,9.49061888617,8.78654916095,6.72178395565,6.32105986365
"t152",4.04853743604,4.05485229654,4.05485229674,4.05485229674,1.37335470834,1.55838579574,0,0.05550655128,1.77043043454,2.78595478984,3.59968032074,4.99701827284,4.99701827284,4.99701827284,4.99701827254,4.99701827254,4.99701827254,4.99701827254,4.99701827254,4.99701827254,6.56175100094,7.05255608394,7.62170830574,7.62170830574,7.62170830556,7.14423310796,7.62170830586,7.62170830588,7.62170830579,7.62170830579,7.62170830586,7.62170830586,6.84379778537,7.62170830587,7.62170830588,7.62170830588,7.32191634628,7.56367794958,9.02961087158,8.981345104679,9.029610871569,9.02961087165,9.02961087121,9.02961087121,8.17296096561,9.02961087175,9.02961087179,9.02961087179,9.02961087175,9.02961087175,9.02961087175,9.02961087175,9.02961087175,9.02961087175,9.02961087195,9.02961087185,9.02961087185,9.02961087185,9.02961087204,9.02961087204,9.02961087204,9.02961087204,9.029610871892,9.029610871892,9.029610871492,8.382563880992,9.029610871962,9.029610871962,7.88999190994,7.15594931763,9.029610872183,9.029610872063,9.029610872063,9.029610872063,9.029610872063,9.029610872063,8.278295775953,8.464596274583,9.029610871983,7.87319082004,8.99324395479,7.93705303069,9.03328525699,9.03328525699,6.76861833679,8.43269649441,9.03328525689,9.03328525689,9.03328525687,9.03328525687,9.03328525739,8.57121111669,9.03328525739,9.03328525739,9.03328525739,8.21356185939,8.14472707639,7.00200462719,9.033285257591,9.033285257581,9.033285257581,8.278865285621,7.386145730591,9.0332852569,9.0332852569,9.03328525694,9.03328525699,9.03328525698,9.03328525698,5.41046973669,6.59745713432,9.03328525774,9.03328525734,9.03328525734,9.03328525782,9.03328525702,7.25607246012,9.03328525712,9.03328525712,8.22964633022,7.86784463832,9.03328525722,9.03328525722,8.86338325591,7.17473788256,8.05515240338,8.65843573878,9.03328525718,8.47947862329,7.80966779729,7.59155547289,9.03328525769,9.03328525729,9.03328525729,7.60664333339,8.92430375259,8.30584492749,9.03328525724,9.03328525724,9.03328525724,9.03328525724,8.33036388334,7.78976043769,9.03328525719,7.65681255986,8.81783836829,6.64026689589,5.33864821001,7.23201763759,7.62521362739,8.03350015021,9.49061888611,8.78654916089,6.72178395559,6.32105986359
"t153",4.04853743604,4.05485229654,4.05485229674,4.05485229674,1.37335470834,1.55838579574,0.05550655128,0,1.77043043454,2.78595478984,3.59968032074,4.99701827284,4.99701827284,4.99701827284,4.99701827254,4.99701827254,4.99701827254,4.99701827254,4.99701827254,4.99701827254,6.56175100094,7.05255608394,7.62170830574,7.62170830574,7.62170830556,7.14423310796,7.62170830586,7.62170830588,7.62170830579,7.62170830579,7.62170830586,7.62170830586,6.84379778537,7.62170830587,7.62170830588,7.62170830588,7.32191634628,7.56367794958,9.02961087158,8.981345104679,9.029610871569,9.02961087165,9.02961087121,9.02961087121,8.17296096561,9.02961087175,9.02961087179,9.02961087179,9.02961087175,9.02961087175,9.02961087175,9.02961087175,9.02961087175,9.02961087175,9.02961087195,9.02961087185,9.02961087185,9.02961087185,9.02961087204,9.02961087204,9.02961087204,9.02961087204,9.029610871892,9.029610871892,9.029610871492,8.382563880992,9.029610871962,9.029610871962,7.88999190994,7.15594931763,9.029610872183,9.029610872063,9.029610872063,9.029610872063,9.029610872063,9.029610872063,8.278295775953,8.464596274583,9.029610871983,7.87319082004,8.99324395479,7.93705303069,9.03328525699,9.03328525699,6.76861833679,8.43269649441,9.03328525689,9.03328525689,9.03328525687,9.03328525687,9.03328525739,8.57121111669,9.03328525739,9.03328525739,9.03328525739,8.21356185939,8.14472707639,7.00200462719,9.033285257591,9.033285257581,9.033285257581,8.278865285621,7.386145730591,9.0332852569,9.0332852569,9.03328525694,9.03328525699,9.03328525698,9.03328525698,5.41046973669,6.59745713432,9.03328525774,9.03328525734,9.03328525734,9.03328525782,9.03328525702,7.25607246012,9.03328525712,9.03328525712,8.22964633022,7.86784463832,9.03328525722,9.03328525722,8.86338325591,7.17473788256,8.05515240338,8.65843573878,9.03328525718,8.47947862329,7.80966779729,7.59155547289,9.03328525769,9.03328525729,9.03328525729,7.60664333339,8.92430375259,8.30584492749,9.03328525724,9.03328525724,9.03328525724,9.03328525724,8.33036388334,7.78976043769,9.03328525719,7.65681255986,8.81783836829,6.64026689589,5.33864821001,7.23201763759,7.62521362739,8.03350015021,9.49061888611,8.78654916089,6.72178395559,6.32105986359
"t49",3.2318751279,3.2381899884,3.2381899886,3.2381899886,1.5853993472,1.7704304346,1.77043043454,1.77043043454,0,1.9692924817,2.7830180126,4.1803559647,4.1803559647,4.1803559647,4.1803559644,4.1803559644,4.1803559644,4.1803559644,4.1803559644,4.1803559644,5.7450886928,6.2358937758,6.8050459976,6.8050459976,6.80504599742,6.32757079982,6.80504599772,6.80504599774,6.80504599765,6.80504599765,6.80504599772,6.80504599772,6.02713547723,6.80504599773,6.80504599774,6.80504599774,6.50525403814,6.74701564144,8.21294856344,8.164682796539,8.212948563429,8.21294856351,8.21294856307,8.21294856307,7.35629865747,8.21294856361,8.21294856365,8.21294856365,8.21294856361,8.21294856361,8.21294856361,8.21294856361,8.21294856361,8.21294856361,8.21294856381,8.21294856371,8.21294856371,8.21294856371,8.2129485639,8.2129485639,8.2129485639,8.2129485639,8.212948563752,8.212948563752,8.212948563352,7.565901572852,8.212948563822,8.212948563822,7.0733296018,6.33928700949,8.212948564043,8.212948563923,8.212948563923,8.212948563923,8.212948563923,8.212948563923,7.461633467813,7.647933966443,8.212948563843,7.0565285119,8.17658164665,7.12039072255,8.21662294885,8.21662294885,5.95195602865,7.61603418627,8.21662294875,8.21662294875,8.21662294873,8.21662294873,8.21662294925,7.75454880855,8.21662294925,8.21662294925,8.21662294925,7.39689955125,7.32806476825,6.18534231905,8.216622949451,8.216622949441,8.216622949441,7.462202977481,6.569483422451,8.21662294876,8.21662294876,8.2166229488,8.21662294885,8.21662294884,8.21662294884,4.59380742855,5.78079482618,8.2166229496,8.2166229492,8.2166229492,8.21662294968,8.21662294888,6.43941015198,8.21662294898,8.21662294898,7.41298402208,7.05118233018,8.21662294908,8.21662294908,8.04672094777,6.35807557442,7.23849009524,7.84177343064,8.21662294904,7.66281631515,6.99300548915,6.77489316475,8.21662294955,8.21662294915,8.21662294915,6.78998102525,8.10764144445,7.48918261935,8.2166229491,8.2166229491,8.2166229491,8.2166229491,7.5137015752,6.97309812955,8.21662294905,6.84015025172,8.00117606015,5.82360458775,4.52198590187,6.41535532945,6.80855131925,7.21683784207,8.67395657797,7.96988685275,5.90512164745,5.50439755545
"t64",3.2348119052,3.2411267657,3.2411267659,3.2411267659,2.6009237025,2.7859547899,2.78595478984,2.78595478984,1.9692924817,0,1.1707279679,4.183292742,4.183292742,4.183292742,4.1832927417,4.1832927417,4.1832927417,4.1832927417,4.1832927417,4.1832927417,5.7480254701,6.2388305531,6.8079827749,6.8079827749,6.80798277472,6.33050757712,6.80798277502,6.80798277504,6.80798277495,6.80798277495,6.80798277502,6.80798277502,6.03007225453,6.80798277503,6.80798277504,6.80798277504,6.50819081544,6.74995241874,8.21588534074,8.167619573839,8.215885340729,8.21588534081,8.21588534037,8.21588534037,7.35923543477,8.21588534091,8.21588534095,8.21588534095,8.21588534091,8.21588534091,8.21588534091,8.21588534091,8.21588534091,8.21588534091,8.21588534111,8.21588534101,8.21588534101,8.21588534101,8.2158853412,8.2158853412,8.2158853412,8.2158853412,8.215885341052,8.215885341052,8.215885340652,7.568838350152,8.215885341122,8.215885341122,7.0762663791,6.34222378679,8.215885341343,8.215885341223,8.215885341223,8.215885341223,8.215885341223,8.215885341223,7.464570245113,7.650870743743,8.215885341143,7.0594652892,8.17951842395,7.12332749985,8.21955972615,8.21955972615,5.95489280595,7.61897096357,8.21955972605,8.21955972605,8.21955972603,8.21955972603,8.21955972655,7.75748558585,8.21955972655,8.21955972655,8.21955972655,7.39983632855,7.33100154555,6.18827909635,8.219559726751,8.219559726741,8.219559726741,7.465139754781,6.572420199751,8.21955972606,8.21955972606,8.2195597261,8.21955972615,8.21955972614,8.21955972614,4.59674420585,5.78373160348,8.2195597269,8.2195597265,8.2195597265,8.21955972698,8.21955972618,6.44234692928,8.21955972628,8.21955972628,7.41592079938,7.05411910748,8.21955972638,8.21955972638,8.04965772507,6.36101235172,7.24142687254,7.84471020794,8.21955972634,7.66575309245,6.99594226645,6.77782994205,8.21955972685,8.21955972645,8.21955972645,6.79291780255,8.11057822175,7.49211939665,8.2195597264,8.2195597264,8.2195597264,8.2195597264,7.5166383525,6.97603490685,8.21955972635,6.84308702902,8.00411283745,5.82654136505,4.52492267917,6.41829210675,6.81148809655,7.21977461937,8.67689335527,7.97282363005,5.90805842475,5.50733433275
