"accepted_species","trait_EB_scaled"
"t73",0.128275982119696
"t74",-0.0259252912458824
"t24",0.962011609462761
"t29",0.221022020380933
"t30",0.399515032116553
"t91",-0.209483699220133
"t92",0.00547423872858363
"t51",0.430423020036623
"t64",0.275951251713786
"t86",0.563701150324809
"t87",0.1549724608094
"t67",0.286994733342179
"t68",0.261644391939774
"t12",-0.0454747412380767
"t8",-1.95597175333276
"t46",-0.736396677927435
"t47",-1.11632179287763
"t25",0.418468888312133
"t10",-2.75763503329733
"t56",0.0396370009423823
"t57",0.0336830496384996
"t83",-0.843127457992482
"t84",-1.37867691616333
"t20",1.00341445406804
"t21",1.18216732655602
"t54",-0.444242247178112
"t55",-0.980332826189012
"t4",-0.245187663644231
"t2",0.0113116659947189
"t13",0.594391777558408
"t40",-0.775891080328267
"t41",-0.133132864977258
"t28",-0.975028467264553
"t58",-1.02159231524098
"t59",-1.28773978163243
"t60",-0.478992468729481
"t61",-0.27216045264467
"t44",-0.587915976802823
"t45",-0.460772549451713
"t19",-0.316665785945957
"t42",0.574431426932172
"t43",0.385475071093883
"t22",-0.294462778785689
"t32",-0.110423407421621
"t52",0.972411461415084
"t53",-0.0663017870061696
"t17",-0.173369348229429
"t5",-1.11602397257772
"t1",0.674464515907557
"t97",-0.560952076334993
"t98",-0.700624596456414
"t38",-0.603902403275199
"t39",-1.13502410788553
"t75",-0.387862888684856
"t76",-1.14228545765808
"t99",1.85686124595413
"t100",1.91644472472077
"t88",2.18125382324901
"t69",-1.29786268650254
"t70",-1.39203316906905
"t14",-0.25402982931524
"t95",-2.32120660532461
"t96",-2.27676696419935
"t85",0.920402663805977
"t89",0.808819014387006
"t90",0.821498330883007
"t26",1.35640163073352
"t3",-0.914684991695683
"t71",-0.164855984570198
"t72",0.197959479842789
"t50",0.352264711992463
"t31",-1.04341141287018
"t81",-1.45540837712271
"t82",-1.33264213854671
"t36",0.748156149158244
"t37",1.01464986910011
"t6",-0.80425191095395
"t11",-0.0386456711806692
"t62",1.25502730266399
"t63",1.12630070380327
"t7",0.780742065690529
"t23",1.55516595807195
"t65",1.61198509174832
"t66",1.93909425261937
"t77",1.68297268279026
"t78",1.67456901139439
"t9",0.550218999345461
"t79",1.43377215615003
"t80",1.14970357574236
"t48",0.538537832099223
"t49",0.277555176546269
"t27",-0.0635390260604245
"t18",-0.605701242885504
"t15",-1.42554248338463
"t16",-0.708736331343265
"t93",0.076827520007788
"t94",0.0287945383278477
"t35",0.479160417614053
"t33",0.904437726469406
"t34",0.619800308359426
