"","turnover.rates","eps.values","transition.rates"
"1",0.600066566141322,0.902567298617214,NA
"2",0.202335636131465,0.27491696481593,0.636487555457279
"3",0.805759122828022,0.0592473160941154,0.203308808384463
"4",0.473524891771376,0.708305815700442,0.277382611995563
"5",0.600066566141322,0.902567298617214,0.0943321010563523
"6",0.202335636131465,0.27491696481593,NA
"7",0.805759122828022,0.0592473160941154,0.745609737699851
"8",0.473524891771376,0.708305815700442,0.586643640417606
"9",0.600066566141322,0.902567298617214,0.273353847675025
"10",0.202335636131465,0.27491696481593,0.252724161604419
"11",0.805759122828022,0.0592473160941154,NA
"12",0.473524891771376,0.708305815700442,0.642549850512296
"13",0.600066566141322,0.902567298617214,0.915490510407835
"14",0.202335636131465,0.27491696481593,0.984893999993801
"15",0.805759122828022,0.0592473160941154,0.362399471225217
"16",0.473524891771376,0.708305815700442,NA
