"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118"
"t6",0.0233780549361658,-0.14283857984931,-0.0360586584939243,-0.0085506854615446,-0.114633920061678,-0.00201073674234585,0.00353936904402987,-0.00285572969550664,-0.000111969271684484,-0.000350800080918469,0.00255303865129689,-0.0578264591513774,-0.000132297866102941,0.0405906104301463,-0.000219942839586611,-0.000572642966028662,-0.00279643024611321,0.0142771653985842,-0.00417905518617504,0.0133632523719109,-0.0674865917304044,0.00130256411173288,0.926481109684443,0.0624433790350616,0.00527848737051486,-0.00467817524178812,0.013688349628795,-0.00150629890153347,0.0484410219104096,-0.262663231217935,0.00722984002278836,-0.000118872996911982,-0.00145155063043115,-1.61144876301505e-16,0.00220599086192559,-0.0196381518817852,0.0138806290007949,-0.000663779398441951,0.0249700010988336,0.00805299201094167,0.00948768417089767,0.000754177578332868,0.000445909598428688,3.04646135686224e-05,-0.0379027975771882,0.000462519153784895,-0.000947973727040063,0.00177553884378556,-0.0076911210798118,-0.016855070137035,2.34379965636736e-15,-0.0653394306096177,-0.00329011700308106,0.00585562845671444,-0.0111330083654833,0.0254478646309877,-0.00251643303838266,0.000356545010718037,-0.000307077655410643,0.000930233300871594,0.0590116499575067,5.01360178714588e-06,-0.000250285834234034,-5.37227765307729e-05,5.9220080371455e-17,3.05478392552892e-16,-0.000347513080186894,0.000473604906717804,-0.000598760736529642,2.61894926947588e-06,-0.00315019905122358,-0.00364030871371537,4.63945922496099e-16,-3.42848831889898e-16,3.28711948933927e-05,-2.45448461010516e-16,-9.097742329255e-06,1.36676896354065e-16,3.30750488684792e-06,1.70343491072355e-05,-1.11142283807426e-05,2.92569769402377e-06,-5.19097077972421e-16,-0.000199438229471422,1.83163497145785e-16,4.65044669439862e-14,-0.0115838867004893,6.21078328708604e-07,-2.05412194677908e-07,7.23705802442141e-10,1.11922394380299e-06,-9.41375870673269e-06,-2.66964557778069e-16,-1.76490536218112e-05,-5.24209767789831e-08,-2.65564745355419e-06,-2.6933270240637e-16,-0.019141346298436,-4.55553855357387e-16,-6.44085209919545e-16,2.79740037106014e-16,6.57324187071553e-06,2.15633252493127e-16,-9.97380189902422e-16,8.88015859079981e-17,-2.17342809282015e-16,2.93938218237767e-15,3.82289515256513e-16,-3.55451345713343e-16,2.3955521201352e-16,1.11779609275257e-07,-4.2121340234936e-08,2.42961578719662e-15,-7.67981366095242e-16,4.03706844175127e-16,-2.82666850175473e-15,1.3999828313167e-15,-5.59562829729063e-15
"t49",0.0720391977087103,0.0273985479899853,0.000550264768325067,0.178204947667916,0.0209992908980686,0.0633242593656114,0.00293245784137119,0.32797436477697,-0.00150436775303925,-0.0968815460159356,-0.145373882183078,-0.00670060735127457,0.00295116926961469,-0.00253777679041939,0.0035326761867574,0.00121470950993664,0.00422756785439415,-0.0514052279656481,0.000114178390940005,-0.00203948139565756,0.00262358240510181,-0.000198650984403936,-0.00599297378245558,-0.000253535533998687,0.00169771451746572,-0.00334963572535667,0.00297577479440167,-0.00184471414939346,0.382818496338518,0.0536385053139576,-0.0194448898754738,5.72173340252238e-05,-8.97890048241512e-05,-8.37511871683536e-16,0.000831087379200362,-0.0170176665217498,0.0130012806836714,-0.00115512393267144,0.0428309294640272,-0.000354847887753923,-0.00166818028958079,-0.000449733196896405,-0.00427631374306451,-6.12496457515373e-06,0.00135450195749286,-8.08928096056058e-05,0.000161752404073797,-0.000200444062615295,0.00106242001094669,0.000692022497797919,-1.32514128702057e-15,0.00491947684814415,0.0862088404591088,0.00128184492392667,0.00352032050664853,0.0019275923993398,-0.00209316145643652,0.385925280445038,0.000263437642361612,-0.000110032734655275,-0.000482930803097187,7.75228899764961e-08,-8.85698845611253e-08,9.02268619202189e-06,-2.78419225469696e-15,-8.86127751046404e-15,2.08771958514849e-05,-3.13449982316103e-05,-0.00064396711783553,8.6687502607308e-06,1.18993589203053e-05,2.3750388534026e-05,-0.707106781186544,1.10073454660061e-11,2.03463810972446e-05,-1.58610080112593e-15,-4.21724364538667e-06,7.68151102187146e-15,1.46620026785226e-08,5.83436451181481e-08,-1.31618759421251e-06,-1.04372248288474e-08,-4.32914258634171e-16,2.66643842441289e-08,-2.79669440573063e-15,-5.22151766269019e-15,2.38756845743012e-07,-1.82079680782062e-07,-2.93385639785293e-07,1.11765375549579e-10,1.46054708091884e-07,-2.21587888683266e-05,6.29780681150387e-16,-1.84074639428407e-06,-8.9824508323224e-08,-2.66523957747174e-07,1.80347843441196e-16,-5.73978629740915e-06,-7.90475112420697e-16,9.49277232289487e-17,-2.35568036586802e-16,1.16594056979104e-05,5.92306735415679e-16,-2.13454577743306e-15,1.25219584477998e-15,2.42595906002527e-15,-5.4410958138111e-16,6.5003114052265e-16,-2.89106239651242e-15,-2.69807832949716e-16,1.77188217947744e-08,-6.68199479674422e-09,3.10075693880838e-15,-5.09570461178235e-16,9.57201433156101e-16,-3.05649399253901e-15,1.66119942977572e-15,-7.09749323897237e-15
"t50",0.0720391977087103,0.0273985479899853,0.000550264768325044,0.178204947667916,0.0209992908980685,0.0633242593656114,0.00293245784137109,0.32797436477697,-0.00150436775303936,-0.0968815460159355,-0.145373882183078,-0.00670060735127458,0.00295116926961472,-0.00253777679041938,0.00353267618675761,0.00121470950993611,0.00422756785439447,-0.0514052279656481,0.000114178390939893,-0.00203948139565793,0.00262358240510064,-0.000198650984404189,-0.00599297378245555,-0.000253535533999959,0.00169771451746541,-0.00334963572535697,0.00297577479440077,-0.0018447141493931,0.382818496338518,0.0536385053139588,-0.0194448898754713,5.72173340252272e-05,-8.97890048243707e-05,-1.90317367499628e-15,0.000831087379199686,-0.017017666521751,0.0130012806836724,-0.00115512393267245,0.0428309294640277,-0.000354847887753353,-0.00166818028957903,-0.000449733196894918,-0.00427631374306516,-6.12496457356002e-06,0.00135450195749529,-8.08928096075122e-05,0.00016175240407561,-0.000200444062608993,0.00106242001094803,0.000692022497800483,2.63173704944565e-16,0.00491947684814366,0.086208840459105,0.00128184492392943,0.0035203205066494,0.00192759239933629,-0.0020931614564383,0.385925280445026,0.000263437642356686,-0.000110032734637494,-0.000482930803098109,7.75229060007082e-08,-8.85698823252057e-08,9.02268619309561e-06,-2.80758461772113e-15,5.06812908257851e-15,2.08771958468491e-05,-3.13449982213757e-05,-0.000643967117813285,8.66875029540269e-06,1.18993589776986e-05,2.37503885801376e-05,0.707106781186551,-1.10078775119497e-11,2.03463810703422e-05,4.89399058770341e-16,-4.21724366040677e-06,-7.99582860336979e-15,1.46620024327001e-08,5.83436449628497e-08,-1.31618758498646e-06,-1.04372359506272e-08,3.83112276522185e-16,2.66643687659503e-08,2.50024480604312e-15,6.283168429988e-15,2.38756843283825e-07,-1.82079676513735e-07,-2.93385639343447e-07,1.11758329876761e-10,1.46054708744784e-07,-2.21587888668639e-05,-1.24355527822971e-15,-1.84074639561844e-06,-8.98245076169215e-08,-2.66523957034032e-07,5.93617434881796e-16,-5.7397862963243e-06,1.02846280996131e-16,8.17802444466716e-17,-4.02101490280436e-16,1.16594056972947e-05,1.87268513022359e-16,-1.38514523581108e-15,-6.21262617096198e-16,-1.29498756648953e-15,3.70249348781011e-15,7.9517042998746e-17,3.00699742180872e-15,6.35052090113626e-16,1.77188207095847e-08,-6.68199518452314e-09,2.13421055171555e-15,-1.61170804999219e-15,3.80195147788167e-16,-3.09174830784673e-15,1.40393947379388e-15,-3.80415633044658e-15
"t37",0.0718818314427514,0.0273115651207958,0.000548288033079604,0.176890006680972,0.0208401197383165,0.0628320107501117,0.00290189768429939,0.324067327989997,-0.00148437601746025,-0.0955133591418385,-0.142648803185196,-0.00657268908155667,0.002883022593415,-0.00245922135516286,0.003409343498407,0.00116999478374236,0.00405168410376909,-0.0488546935451732,0.000107911531400795,-0.00190896790675194,0.00244792266037083,-0.000184736125675749,-0.00550416135490382,-0.000232631618590535,0.00154979317140426,-0.00303352532881857,0.00268048746568145,-0.00166096047055863,0.334479324030291,0.0468109494039304,-0.0168477863126601,4.86874282573627e-05,-7.57352125148356e-05,-1.30807850186704e-15,0.000691940515369916,-0.0139819188332098,0.010668475119919,-0.000941533359204282,0.0348385904999843,-0.00028069117561731,-0.00120266952022291,-0.000322743253693916,-0.00301036293374316,-3.66520269995677e-06,0.000774590661974526,-3.65842491706287e-05,7.19452626737614e-05,-8.57782094732636e-05,0.000404447072181141,0.000239004612684875,1.21393642360784e-15,0.00104765076480716,0.00253140872031686,3.99104648033438e-06,-0.000110022117085602,-0.00172465498561043,0.00272444834665421,-0.83489908264622,-0.00069946814144348,0.000465010994265545,0.00304082610025341,-4.48578099150625e-06,-6.00005900431972e-06,0.000135754045355354,5.77539783319334e-15,3.83225626329963e-15,5.1881364916704e-05,-7.67692565348006e-05,-0.00150168190937289,1.9480942345953e-05,2.58455124551428e-05,5.05255964143459e-05,-7.48427820024629e-15,4.31875816525478e-16,3.99617878725309e-05,4.88803427433383e-16,-7.77628743985304e-06,1.25174047146492e-16,2.33196785017483e-08,9.17377243086024e-08,-2.05872643518637e-06,-1.59627239806345e-08,-6.15358090369696e-17,4.02884638117901e-08,9.89541726514666e-17,6.1409211049579e-16,3.54485385243517e-07,-2.6472658524947e-07,-4.22436170434418e-07,1.56894162911373e-10,2.02814510115079e-07,-3.04875822105862e-05,4.55018030507954e-16,-2.45709353917995e-06,-1.19417449311792e-07,-3.53465956287007e-07,-1.16856349625335e-16,-7.50373729583535e-06,-1.46433908490597e-16,1.25874373497697e-16,1.81385890517063e-16,1.46477367694093e-05,5.43569243580408e-16,-2.01989590115808e-16,2.48547360582612e-16,-4.86777832300255e-16,2.20040209183331e-15,3.97541130427165e-16,-4.33596168296853e-16,-1.77512400259217e-16,2.14040740644404e-08,-8.07033953087748e-09,2.40015636815409e-15,-1.15780253076513e-15,2.7098315795572e-16,-3.01586787794516e-15,1.24010793723717e-15,-5.53343670243803e-15
"t40",0.0714357002851573,0.0270630562395002,0.000542622016034833,0.173006080631879,0.0203692196352912,0.0613734530195639,0.00280938608345603,0.312094709656588,-0.00142241391443157,-0.0912433688177716,-0.133805475485965,-0.00615634281746462,0.0026533713413358,-0.00217500221095617,0.00294619088929967,0.00099898558370321,0.00334651313039733,-0.0377443107242551,7.89919398710571e-05,-0.00123909125923586,0.00151266421383192,-0.000107664302777789,-0.00232772335371605,-9.49843629897583e-05,0.000502546367807591,-0.000505275701450517,9.69106043256244e-05,-4.13842992021176e-05,-0.520380257591393,-0.0786042914900311,0.0456779332229472,-0.000776209264877904,-0.00336805533773509,6.28918628504329e-17,0.00619487752907041,-0.0800565891543139,0.0593877982592866,-0.00462299002187805,0.165578451255091,-0.00101286473870105,-0.00335339496330725,-0.000895987250537711,-0.00823757884704441,-1.00353194820365e-05,0.00216024429140242,-0.000117317021628391,0.000233405744822617,-0.000286037291000222,0.00147177433653541,0.000938726860803136,-2.78268329838341e-16,0.00620043781042356,0.0986942117614955,0.00144759127395315,0.00390491933073691,0.00125870327732001,-0.000942834913865175,0.0112232222848725,-5.50719432462005e-05,0.000106176788055673,0.000944871723346535,-2.05824018741886e-06,-2.951923564038e-06,7.39998246209818e-05,-0.707106781186548,2.47647857506413e-14,4.53210393627786e-05,-6.74746994330434e-05,-0.00134774013907879,1.77649104862797e-05,2.39205364794164e-05,4.71891720323901e-05,1.9256010160883e-16,-1.42541168055723e-15,3.86592180196819e-05,3.41201375749577e-16,-7.73564567367269e-06,1.20803172423114e-15,2.472871017188e-08,9.77436605106934e-08,-2.19823800967341e-06,-1.72006263097379e-08,2.50355770412517e-16,4.36231663699597e-08,3.07647665884729e-16,-1.84921522539128e-15,3.86460527238935e-07,-2.9090852678477e-07,-4.65879745635271e-07,1.74593661171613e-10,2.26528858480379e-07,-3.41558725294132e-05,-2.32337763077408e-16,-2.77837883163645e-06,-1.35187372620691e-07,-4.00417118904008e-07,-3.61138766837378e-16,-8.53305537048572e-06,-4.09391566465427e-16,6.13258588467634e-17,-1.24212103454658e-16,1.68024405821006e-05,2.83003663110463e-16,-8.42343642551143e-16,2.86583143215007e-16,1.3613324748567e-16,2.0333970505046e-15,7.69896489194988e-16,-5.95275865518358e-16,9.46424338805956e-17,2.46727944475976e-08,-9.3029064083568e-09,2.88608812080221e-15,-9.96576274678349e-16,6.7013923537234e-16,-2.88687067154993e-15,1.26731528455641e-15,-5.47356844374641e-15
"t41",0.0714357002851572,0.0270630562395002,0.000542622016034827,0.173006080631879,0.0203692196352911,0.0613734530195639,0.00280938608345605,0.312094709656588,-0.00142241391443157,-0.0912433688177716,-0.133805475485965,-0.00615634281746467,0.00265337134133582,-0.00217500221095625,0.00294619088929976,0.0009989855837031,0.00334651313039737,-0.0377443107242553,7.89919398704115e-05,-0.00123909125923631,0.00151266421383202,-0.000107664302777862,-0.0023277233537159,-9.49843629894946e-05,0.00050254636780764,-0.000505275701450763,9.69106043254291e-05,-4.13842992021422e-05,-0.520380257591394,-0.0786042914900303,0.0456779332229482,-0.000776209264877911,-0.00336805533773522,3.90027935404504e-16,0.00619487752907059,-0.0800565891543142,0.0593877982592871,-0.00462299002187779,0.165578451255091,-0.00101286473870034,-0.00335339496330765,-0.000895987250538058,-0.00823757884704414,-1.00353194819684e-05,0.0021602442914049,-0.00011731702162781,0.000233405744822619,-0.000286037290998141,0.0014717743365354,0.00093872686080517,-1.09280528757967e-16,0.00620043781042331,0.0986942117614951,0.00144759127395277,0.00390491933073877,0.00125870327732097,-0.000942834913866192,0.0112232222848826,-5.50719432405514e-05,0.000106176788046742,0.00094487172334543,-2.05824019069319e-06,-2.95192358864587e-06,7.39998246344035e-05,0.707106781186548,-2.44602678004444e-14,4.53210393618881e-05,-6.74746994324709e-05,-0.00134774013907889,1.7764910483946e-05,2.39205364751904e-05,4.71891720317526e-05,8.15377991265463e-17,1.66933500058539e-15,3.86592180187461e-05,-5.36196760994958e-18,-7.73564567246757e-06,-1.59358229215303e-15,2.47287101818894e-08,9.77436606226847e-08,-2.19823800967296e-06,-1.72006252649448e-08,-4.95040082026502e-16,4.36231631659932e-08,-2.01083617154669e-16,2.08166817117217e-15,3.86460526186121e-07,-2.90908526616227e-07,-4.65879745902645e-07,1.74593667734558e-10,2.26528858765299e-07,-3.41558725291636e-05,3.25924905233381e-16,-2.77837883259131e-06,-1.35187372752111e-07,-4.00417118615897e-07,6.91274468518413e-16,-8.53305537012135e-06,-6.5540581681593e-17,-6.29403196587958e-17,8.39547136625682e-17,1.68024405819199e-05,3.0497572396582e-16,-1.17541054993869e-15,4.73577848862144e-16,6.41528471057847e-17,2.6995308652797e-15,1.3397283900773e-16,-3.38536791073791e-16,1.66397564961022e-16,2.46727945825167e-08,-9.3029066025747e-09,2.59410807471348e-15,-1.01423671027283e-15,7.40093470545068e-16,-2.81734769115749e-15,1.7899672529316e-15,-5.38797695463869e-15
"t7",0.0660907810421299,0.0241207338009347,0.000475871609670189,0.129303851682736,0.0150836737001811,0.0450410045328169,0.00180692795821996,0.18476689863611,-0.000774853516052952,-0.0470904354289998,-0.0477017858549624,-0.00212104554099365,0.000544182580522313,0.000161681689915644,-0.000645010214220201,-0.000289288902073518,-0.00158124641856081,0.0301477901032487,-8.16869255940074e-05,0.00186759559040064,-0.00255539260767524,0.000204794336346652,0.00720061249006724,0.000307159260593091,-0.00213148234333797,0.0043184860609402,-0.00381641278412608,0.00236265387148705,-0.10840197349074,-0.00949469207602504,-0.0148949257974425,0.000823374818054202,0.0044497131737369,2.68233396353018e-15,-0.0102036876781812,0.154587743784396,-0.116176950118844,0.00963983073944388,-0.351661565250691,0.00262400484547036,0.0125644433572132,0.00339944825337138,0.0328176355386012,5.24406458019483e-05,-0.0118580133596378,0.000763057896732083,-0.00153108046321041,0.001911295655807,-0.0103093867787696,-0.00678531226369831,2.27251327877194e-15,-0.0493170930881752,-0.862119930748159,-0.0127827525204507,-0.0349471339480449,-0.0133793696868353,0.0101660986838399,0.065807176293018,0.000857947191663446,-0.00150063028168668,-0.0134719490047321,3.08515523449375e-05,4.49794028087193e-05,-0.0011627466057245,-8.28229683729419e-16,-1.74666668339845e-15,-0.0011021359491581,0.00166599978136053,0.0352352583905219,-0.000488459837390318,-0.000693799721714405,-0.00141964024678268,-1.87273325368299e-15,-7.78870069878168e-16,-0.00139148063595508,3.80280390315728e-16,0.000343973916794315,3.67665328656796e-16,-5.15990994765191e-06,-3.28573431598355e-05,0.00103904421053368,-9.59970174544845e-06,-6.68460709921108e-16,1.07347485232934e-05,-3.57979845441413e-16,9.36750677027476e-16,5.10927494302111e-05,-2.39610798586285e-05,-3.23121516258265e-05,8.34919354150435e-09,9.44904606725097e-06,-0.00127873337751373,1.43740891550695e-16,-7.55851370169235e-05,-3.53533688301642e-06,-1.02271384354041e-05,7.39638866264383e-16,-0.000190466080666284,-4.17476793914218e-16,5.89305527479008e-16,-6.03967120234302e-16,0.000264220687240739,6.15819089262229e-16,2.23840785768793e-16,2.61223015063866e-16,-2.74498200444301e-16,3.4250016286165e-15,8.03462482667997e-16,-1.97904928207152e-16,-8.09130421594408e-17,2.79111246337056e-07,-1.05085402164595e-07,2.90290078949328e-15,-1.19560334034048e-15,2.85325942827528e-17,-2.75952530957252e-15,1.3358757732248e-15,-5.50357975076695e-15
"t3",0.0619337374694744,0.0218303985285938,0.000423893803662215,0.0951603850266922,0.0109534647731469,0.032276354802188,0.00102156155511323,0.08487409570692,-0.000266156589481905,-0.0123778668452808,0.0203045393985895,0.00106724054111031,-0.00112936201936199,0.00203261800747023,-0.00353481859616695,-0.00132856494384528,-0.00558345085148093,0.0859955264673253,-0.000215143463025005,0.0044999699038303,-0.00602885034019885,0.000473936361893564,0.0157665487126642,0.000670204330114008,-0.00457048383463798,0.0090357281474263,-0.00785829290539855,0.00485867955123244,-0.120450993320017,-0.00444380095745909,-0.0380283544754886,0.00176726454227654,0.00937494536581947,5.10662197390957e-15,-0.0211553690462104,0.317305332978743,-0.238282380147649,0.0197006756511327,-0.717972527309885,0.00530858773405282,0.0252892219375421,0.00684406816494708,0.0661655453980291,0.000108584092690932,-0.0248202486966219,0.00172156515928948,-0.00347711407238523,0.00441032441284596,-0.0251284856105937,-0.0174586170610606,6.51243906773745e-16,-0.203078491854359,0.46776970095986,0.00128965331573351,-0.00904321291362402,-0.0184334977598392,0.014776301144273,-0.0207757486621311,0.00117417396367053,-0.00219806887950202,-0.0200831679303486,4.71405236850252e-05,6.90685505799312e-05,-0.00179923618354693,3.97429352456953e-16,5.06399954882319e-16,-0.00178156173787342,0.00269483246570408,0.0571258283115689,-0.000793326796828316,-0.00112869105240991,-0.00231185676513681,9.26520307952373e-16,-8.16818288017794e-17,-0.00227496242748499,2.23857079471467e-16,0.000564122258262602,4.45245873166328e-17,-8.51883767625151e-06,-5.42698208798091e-05,0.00171649651823459,-1.5870835918462e-05,-8.59505980717037e-16,1.77540061082592e-05,-3.17868715894643e-16,2.0122792321331e-16,8.45420009070883e-05,-3.96664044232662e-05,-5.35003084506356e-05,1.38279007954284e-08,1.56500162810463e-05,-0.00211787004271659,-4.29311592759804e-16,-0.000125134008200489,-5.85227432838417e-06,-1.69284814765587e-05,6.22525732761694e-16,-0.000315108863688209,-8.56962470342332e-17,8.34522694431356e-16,5.26449787059849e-16,0.000436008027425407,5.5501290550077e-16,1.94728342965133e-16,4.50340575064487e-16,-2.3363083161993e-16,5.2488633899406e-15,1.06469280971586e-16,-4.3920044239241e-17,-8.66743408578813e-17,4.58285070185203e-07,-1.72539194812797e-07,2.50535721635676e-15,-9.75388511570382e-16,5.25234392389304e-16,-3.25481387822952e-15,1.16722124600078e-15,-5.21312155118763e-15
"t63",0.0667637245112925,0.0243654080370923,0.000480118126358777,0.121846052967606,0.0140955931235841,0.0417235900928871,0.00131896530565382,0.0926603398798839,-0.00010901011677956,0.00925916852029899,0.537209197635606,0.0325667444191697,0.014106201405852,-0.00510531954693782,0.00613286890485385,0.00199833147348453,0.00623362328741276,-0.0659124501212879,0.000135353166282482,-0.00212982782552397,0.00263034537089189,-0.000190773516743121,-0.00485151849116652,-0.000202345721289911,0.00125185382893489,-0.00214699796080322,0.00170510877966238,-0.00104690118263554,0.0119612046919194,-0.000112006215265654,0.00514504469795084,-0.000181888719133845,-0.000863300599389517,-5.2168396413121e-16,0.00166139440924759,-0.0212490338076449,0.0157163001099833,-0.0011989557102859,0.0426131850284677,-0.000223326462854312,-0.000189439033447916,-4.32201733345261e-05,-0.000116673026309641,2.42991159265907e-06,-0.000656842816428129,6.80404253921059e-05,-0.000139506116157505,0.000182576714336827,-0.00111747682110658,-0.000808587475935349,1.93080038587462e-16,-0.0100797094789379,0.000256978672144014,-0.000277707166287098,-0.00140713943319325,-0.00156739446262417,0.00128816882925157,-0.000202344145671815,0.00010986090580317,-0.000210077175644754,-0.00195637720822039,4.80942085781347e-06,7.13929452411759e-06,-0.00019045372485248,-6.9264951661689e-16,1.14945732136577e-15,-0.000283394193952856,0.000438049411433582,0.0101856863680329,-0.000156498885109136,-0.000255622463189903,-0.000592104778170921,-7.50886940742862e-15,-8.37386436161859e-15,-0.404757434872283,2.76774623002493e-15,-3.1512275916074e-05,-5.12603133010485e-16,-6.75544809739535e-07,-4.51194311245539e-06,0.000145593742435104,-1.45422939768109e-06,-0.707106781186551,1.6883651239606e-06,2.27367385158623e-14,-3.77475828372553e-15,8.44843725163861e-06,-4.18745039178294e-06,-5.7862313288277e-06,1.58966622078752e-09,1.84590880468762e-06,-0.000255263801038831,-9.64062145007309e-16,-1.619862343347e-05,-7.64947855172312e-07,-2.22577106150911e-06,1.73275762832624e-16,-4.29075390964125e-05,-3.18957796414033e-17,1.10270691867546e-15,-5.17571332384271e-16,6.58663033346589e-05,-2.96917763817121e-16,1.18000007972942e-15,7.80252276484348e-16,3.35111990096171e-16,3.49413529130942e-15,7.3005200568222e-16,1.19921026198509e-16,-2.27128997670858e-16,7.78951370748571e-08,-2.93434940403662e-08,2.269426636275e-15,-9.33906130941842e-16,7.76215203623067e-16,-3.54733994637276e-15,1.18278152114563e-15,-5.39466907830686e-15
"t64",0.0667637245112925,0.0243654080370923,0.000480118126358833,0.121846052967606,0.0140955931235841,0.041723590092887,0.00131896530565387,0.092660339879884,-0.000109010116779551,0.00925916852029897,0.537209197635606,0.0325667444191697,0.0141062014058519,-0.00510531954693775,0.00613286890485376,0.00199833147348463,0.00623362328741265,-0.0659124501212877,0.000135353166282489,-0.00212982782552384,0.002630345370892,-0.000190773516742868,-0.00485151849116632,-0.000202345721289554,0.00125185382893489,-0.00214699796080357,0.00170510877966264,-0.00104690118263557,0.0119612046919192,-0.000112006215265846,0.00514504469795073,-0.000181888719134087,-0.000863300599389366,-4.79312525944208e-16,0.00166139440924733,-0.0212490338076442,0.0157163001099825,-0.00119895571028639,0.0426131850284668,-0.000223326462854616,-0.000189439033445178,-4.32201733347078e-05,-0.000116673026309715,2.42991159231328e-06,-0.000656842816427581,6.80404253915664e-05,-0.00013950611615799,0.000182576714337065,-0.00111747682110632,-0.000808587475934723,-1.18837615481718e-16,-0.0100797094789371,0.000256978672143938,-0.000277707166286888,-0.00140713943319309,-0.00156739446262524,0.00128816882925136,-0.000202344145671751,0.000109860905802544,-0.000210077175634957,-0.00195637720821979,4.809420857298e-06,7.13929452319516e-06,-0.000190453724851412,1.27874687519571e-16,2.89277846779353e-15,-0.000283394193953408,0.00043804941143619,0.0101856863680327,-0.0001564988851084,-0.000255622463196646,-0.000592104778177515,-8.35888391073978e-15,-3.62072203744211e-15,-0.404757434872295,3.41319881889087e-15,-3.15122759137275e-05,-2.60858514294718e-15,-6.75544813029188e-07,-4.51194310543926e-06,0.000145593742443586,-1.45422935590978e-06,0.707106781186544,1.6883651555105e-06,-2.28647990766538e-14,9.63118473862323e-15,8.44843722113108e-06,-4.18745040128878e-06,-5.78623133362251e-06,1.5896687790505e-09,1.8459088059734e-06,-0.000255263801043389,-1.97370610738948e-16,-1.61986234353516e-05,-7.6494785584528e-07,-2.22577106357589e-06,-7.84247648775191e-17,-4.29075390961052e-05,-5.27320985206946e-16,-2.13780807476198e-17,-1.43738423311469e-16,6.58663033352661e-05,7.29308535830746e-16,-9.67563985895111e-17,-1.14960868819306e-16,-2.38801994587695e-16,9.40772783948776e-17,4.58524874532416e-16,2.86454479892296e-16,-1.97525106563106e-16,7.78951375473993e-08,-2.93434932871267e-08,2.51454918877336e-15,-1.33174790751343e-15,1.02624134648264e-15,-2.46684636200095e-15,1.27288651004081e-15,-5.12215943530054e-15
"t55",0.0666656139912665,0.0243134357341767,0.000478959910779231,0.121245150021742,0.0140242026150694,0.041506925239699,0.00130981328881333,0.0919267450503186,-0.000108048999312291,0.00917250400941156,0.530572955868459,0.0321572063721968,0.0138926860417753,-0.00500271834210436,0.00599452339001334,0.00195090964728911,0.00606739360539112,-0.063836210773533,0.000130665958118268,-0.00204474871141814,0.00252078935461454,-0.00018249039618989,-0.00460946498763868,-0.00019215095071467,0.00118555585005104,-0.00202484709873572,0.00160365916375962,-0.00098440102004721,0.0110822323365716,-0.00010371830584101,0.00474827531464764,-0.000166490204787264,-0.000787167440266576,-6.04277678504648e-17,0.00150644739690143,-0.0191613581286062,0.0141648563878118,-0.001077669477994,0.038270447813452,-0.00019840654758374,-0.000163056749493639,-3.71483776420395e-05,-9.97042535300523e-05,1.99283996270718e-06,-0.00053362398400401,5.31669344641351e-05,-0.000108765706460666,0.000141636334439626,-0.000855271713512923,-0.00061293233944391,7.32530520523297e-16,-0.00739302897324023,0.000181295646431043,-0.000194939052271908,-0.000981467057510127,-0.000976055317479433,0.000775418336283328,-0.000115754168483716,6.15439890951833e-05,-0.0001124505264987,-0.00101188408968645,2.26928113619298e-06,3.27179969255478e-06,-8.24036145403026e-05,3.51691117568175e-16,-4.19942177788767e-15,4.23591802676494e-05,-8.02080979090736e-05,-0.00330196556944024,7.37694334124898e-05,0.000168068292409471,0.000478169382896561,1.5524410914187e-14,1.27093732823808e-14,0.819877538560063,-6.16733361531691e-15,0.000250856913590606,2.92823268491468e-15,-1.72722546294218e-06,-1.07628652094618e-05,0.000337291794221797,-3.01454587879365e-06,6.98051108774082e-15,3.32255695033087e-06,-6.00123198707439e-17,-4.64905891561784e-15,1.55468941944803e-05,-7.18328158233368e-06,-9.6385985414861e-06,2.47147408387461e-09,2.79427412040628e-06,-0.000378233719418553,9.67923327670446e-16,-2.25283111076846e-05,-1.05563851159096e-06,-3.05744442498362e-06,7.65175322853686e-16,-5.74251751504871e-05,-2.76215824784584e-16,-7.401263580078e-16,3.46719675841151e-17,8.26872741503336e-05,6.62112547698753e-16,-4.60541055252763e-15,8.55293496940886e-17,2.02542581925836e-16,3.12345130067547e-15,1.25815458462918e-16,-1.14309359856158e-15,4.60365379995135e-16,9.27058332032409e-08,-3.4915082641671e-08,3.21570662216732e-15,-1.01485786604278e-15,-1.24520918246395e-16,-2.81168674768952e-15,1.6648680006288e-15,-5.68822921364033e-15
