"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118"
"t53",-0.103172460809499,0.0506613187898032,-0.0762446991212,-0.00424714547953541,-0.000312374857806367,0.00223864495425572,-0.0495678796540075,-0.00219947523050764,-0.037704354033155,2.20017024471831e-05,0.00611630533695567,-0.000617049760124657,-0.502106005000018,-0.00394065843188395,0.000825204316623979,0.0385285065700377,0.0130378093161323,-0.0179571633531559,0.29595467044744,0.00233168941095043,-0.000211338818808041,-0.00113697397884549,-0.00126726036553436,-5.47080271441893e-05,6.97740510577689e-05,-0.000178118374877728,0.0105006079085533,0.000216348140141908,0.00152955830918305,-0.000623302628659452,0.0060570551628169,-2.86107328661027e-05,-0.00571878318152647,8.32403566987662e-17,0.0285856621898743,-0.230721643750508,-0.269247331478054,0.000299296928773479,-0.0106970706719715,-1.24480962370526e-05,0.000103770121070034,8.19567074319593e-05,1.80682463482981e-05,1.34950210753942e-05,-0.000430317353946352,0.000440774701015115,-0.000117869061311839,0.000106807065600707,-0.000838042415235191,-0.000453574541259807,3.88475592583375e-16,-0.00564157179425842,-0.000275031488707501,0.000501376797102639,-0.000610918923589043,-0.000865786741258727,-0.000263514722137678,1.81948737052431e-05,-1.15290781463679e-05,-0.000131631341703861,-0.00123217407787417,-6.91455307555914e-07,4.61478426509778e-06,2.10794002401545e-05,8.48195866448988e-17,7.36316208350298e-16,0.000326071526473694,-0.00135823954918377,-0.000645864190678126,1.38861319044695e-05,0.00524445616108484,0.000937126175493501,3.19756810487582e-16,1.40743546129987e-14,-2.97084092652937e-06,-0.707106781186548,1.50272043325284e-07,-1.99566012516779e-15,-0.00034627251424955,-0.00414514220790438,1.70658866789218e-07,-0.000766259937904176,2.67377916489027e-16,4.23007651259718e-07,-1.24390893816833e-15,2.22044604925031e-16,2.36747250633785e-06,-0.00107425058850121,-3.15531307744887e-05,2.81432713970339e-07,8.39548479611143e-06,-4.5109571911745e-06,5.73269448382582e-16,-6.1580022042479e-05,-1.68166984899226e-08,-0.000244411472491927,7.27062815165157e-16,-1.61970949053926e-05,-3.81092671037691e-16,-9.75076808470958e-17,-1.88565455195889e-15,2.03247726333391e-06,5.88290175282164e-16,-1.03285067245044e-15,2.74862274830493e-16,2.84349024076107e-16,2.77094169747951e-15,3.79118563517075e-16,-1.74361350359424e-15,1.00619361589206e-16,4.62291803271903e-06,-7.69580088586562e-08,2.60943374142743e-15,-1.12412959998531e-15,7.1654819330771e-16,-2.86515936909127e-15,1.24441906051064e-15,-5.4243195600265e-15
"t54",-0.103172460809499,0.0506613187898032,-0.0762446991212,-0.00424714547953545,-0.000312374857806311,0.00223864495425568,-0.0495678796540076,-0.00219947523050764,-0.037704354033155,2.20017024472265e-05,0.00611630533695565,-0.000617049760124766,-0.502106005000018,-0.0039406584318842,0.000825204316623773,0.0385285065700379,0.0130378093161323,-0.0179571633531558,0.29595467044744,0.00233168941095027,-0.000211338818807603,-0.00113697397884556,-0.00126726036553395,-5.47080271441937e-05,6.97740510579277e-05,-0.00017811837487761,0.0105006079085536,0.00021634814014184,0.00152955830918382,-0.000623302628660095,0.00605705516281683,-2.86107328661893e-05,-0.00571878318152653,-9.64837834564222e-17,0.0285856621898746,-0.230721643750508,-0.269247331478053,0.00029929692877334,-0.0106970706719715,-1.24480962377164e-05,0.000103770121069723,8.19567074321704e-05,1.80682463486349e-05,1.3495021076104e-05,-0.000430317353949042,0.000440774701015217,-0.000117869061311798,0.000106807065599418,-0.000838042415234973,-0.000453574541259056,3.26885113021172e-16,-0.00564157179425712,-0.00027503148870711,0.000501376797103665,-0.000610918923586957,-0.000865786741262099,-0.000263514722138661,1.81948737064615e-05,-1.1529078145951e-05,-0.000131631341701918,-0.00123217407787729,-6.91455308688617e-07,4.61478426440469e-06,2.10794002393434e-05,-8.17138670489673e-17,-8.04118239003198e-16,0.000326071526473629,-0.00135823954917643,-0.000645864190682967,1.38861319020171e-05,0.00524445616107915,0.000937126175488983,-6.23932760467825e-16,-1.36048931696873e-14,-2.97084091588478e-06,0.707106781186548,1.5027205629358e-07,1.83807120980139e-15,-0.000346272514251887,-0.00414514220790236,1.70658867229777e-07,-0.000766259937904475,-4.92430965987765e-16,4.23007643458558e-07,1.12919277700096e-15,3.46944695195361e-17,2.36747250865622e-06,-0.0010742505885012,-3.15531307744802e-05,2.81432712446826e-07,8.39548479602154e-06,-4.51095719130825e-06,-5.50831364049528e-16,-6.15800220436749e-05,-1.68166978407448e-08,-0.000244411472491842,-2.02748968003283e-16,-1.61970949056186e-05,-2.25752211048314e-16,1.3841471188904e-16,1.86134815615096e-15,2.03247726370329e-06,2.20528797625438e-16,-1.72427828365943e-16,2.84934039411403e-16,-3.63902511930381e-17,1.761332634461e-15,5.04018655048084e-16,1.25398866289368e-15,-1.63058651085212e-16,4.62291803260239e-06,-7.69580092124105e-08,2.79166930599766e-15,-1.00741509578283e-15,3.78375616110147e-16,-3.08026514879072e-15,1.544267555515e-15,-5.49648104519958e-15
"t19",-0.101990966709661,0.049814720639741,-0.0748004917939245,-0.00407927572365994,-0.000299681073672987,0.00214527478004279,-0.0467650741850354,-0.00205640248898199,-0.0349521365026627,2.0288869472015e-05,0.00547140342091032,-0.000550688975135145,-0.43561623790899,-0.00321552531139873,0.000650726569370279,0.029860986293252,0.00964503461165962,-0.012156611953062,0.187279281342351,0.00128339302679626,-0.000110281234937261,-0.000558171660684524,-0.000463346776350795,-1.94358325189339e-05,2.08317287644009e-05,-3.63187823850759e-05,0.00141912562947345,2.80320719453868e-05,-0.00053490242627923,0.000232028233938296,-0.00315238992226218,2.77414467432331e-05,0.00709395020347002,-4.51858208698429e-16,-0.0494685169633999,0.549803667005967,0.661312953726122,-0.000862751291512783,0.032418005780303,7.79842250311858e-05,0.00121232900362881,0.000887796105098078,0.000153736657084039,5.78768519927601e-05,-0.00171956084102319,0.00146122961629484,-0.000387798208922417,0.000345816125837958,-0.00261150258590959,-0.00138054046475101,3.46075103271393e-18,-0.016112688423599,-0.000745146585688331,0.00135080593817334,-0.00163477306875567,-0.00213575616676358,-0.000640128129258817,4.33789157074199e-05,-2.73080190936358e-05,-0.000307964893597497,-0.0028600080520412,-1.57788120835259e-06,1.04845029310733e-05,4.75271363479518e-05,-1.62830088343681e-16,-2.0053304616975e-16,0.000683246400622512,-0.00284082466947861,-0.00134197325203951,2.86959676620942e-05,0.010779286341438,0.00191939652302821,-6.14833377948731e-16,1.55379475099843e-16,-5.99319388542805e-06,-1.5833676390966e-16,2.98853525990002e-07,-1.81591516600406e-16,-0.00065843668908553,-0.00784755025327524,3.2242666644492e-07,-0.00143439069004546,-7.81418782073302e-17,7.8766863845277e-07,-3.38569207418747e-17,6.93889390390723e-17,4.3731425702745e-06,-0.00196401688536932,-5.73978571724958e-05,5.04806235371662e-07,1.49617808061085e-05,-7.99331576173089e-06,-1.13431489198941e-16,-0.000106921956251718,-2.9113954157267e-08,-0.000422381531131644,2.07955415054122e-16,-2.76877398787282e-05,-2.7053786169489e-16,1.7559570476391e-16,-3.52652834771185e-16,3.35721298991965e-06,4.46844866600517e-16,-1.24417855033918e-15,3.50477104697571e-16,9.10539534912996e-17,2.20974983983492e-15,4.36320421845516e-16,-2.24228557948387e-16,1.08749862672045e-16,7.32843559715454e-06,-1.21972148352818e-07,2.60843251894448e-15,-9.4575715367482e-16,6.36731994420928e-16,-2.89808370986762e-15,1.44964351350329e-15,-5.29813536595936e-15
"t45",-0.121333017316686,0.0658949399113204,-0.104266489902518,-0.0172434674955295,-0.00150246403919812,0.0132734281177488,0.0389929371179311,-0.00144675581379489,-0.251905963476085,-0.000105939919534383,-0.00279188581692714,0.000257791863587626,0.0804639771010189,-2.06149895634507e-05,2.89714057323402e-05,0.00166141569334925,0.000651863862700052,-0.000506996683135796,-0.000305850826868511,0.000929542111333897,-0.0010073079349363,0.366528779106547,-0.00151592664779951,-6.12417114924761e-05,6.02295499203764e-05,-0.000121339094565677,0.00645597076469663,0.000132110831853139,0.000720985382136259,-0.000292523343302947,0.00278866929072025,-1.37638228903682e-05,-0.00318225072469208,3.61640351706285e-16,0.143035255415206,0.00688250289643252,0.00232527523514977,1.52685420450261e-05,-0.000634873480555089,-9.11357685608798e-08,6.71071196183719e-05,5.042508185879e-05,9.53601851704195e-06,4.61764740762119e-06,-0.000139311082223617,0.000297985384452813,-3.06026352796318e-05,2.75012467515987e-05,-0.000204440138284279,-0.000106331608250468,1.35065085147622e-15,-0.00115508535983233,-4.79553670903825e-05,8.5601477798499e-05,-0.000101531901589048,-8.47540564357381e-05,-2.13299915653232e-05,1.05117535545334e-06,-5.6417863485689e-07,-4.07895548692843e-06,-2.2748008763599e-05,7.88944598440104e-09,-9.19561560490211e-08,-7.49208773171449e-07,-1.57690312292981e-16,-4.91799584102291e-17,-9.62489751658874e-05,0.000418165015880816,0.000235147030369963,-6.10481403961803e-06,-0.00359204738507841,0.00100287884437403,-2.37416864388418e-15,-1.73762008249662e-17,1.33707771513831e-06,-4.71945952083963e-17,-9.59085942552786e-08,-2.537028423132e-15,0.00089266632623079,0.0227026214314087,1.7974308318815e-06,0.00649832497556716,5.18643483637223e-15,-1.43216327235497e-06,2.45037326274066e-15,1.33781874467331e-14,-1.61655175143922e-05,0.856721432068017,-0.000514339256327234,3.59621868292215e-06,2.97413244717619e-05,-1.3420802262434e-05,6.63055852171224e-16,-0.000123639200673686,-3.37785064296179e-08,-0.0159517795598033,-7.79381328502574e-16,-2.54328925872477e-05,-4.22141038336199e-16,1.01825106603618e-15,1.49585158635859e-15,2.39482398829066e-06,5.84538888621351e-16,-1.92606158109698e-15,5.7460159770153e-16,-1.41673134827261e-16,5.50383525278776e-15,4.3876472682804e-17,-5.47085878990162e-16,4.02986238164953e-16,0.000124174418315712,-7.28980641595246e-08,2.11439624707952e-15,-1.44025608652835e-15,8.60771608931749e-16,-2.86155947776612e-15,1.36066714749692e-15,-5.12519816143041e-15
"t56",-0.122186734302362,0.0665688109456294,-0.105473056289604,-0.0176534276981246,-0.001539158438862,0.0136058875031858,0.0403024852190725,-0.0015023020068088,-0.26269600455353,-0.000110762443341982,-0.00296062814793144,0.000273660167349106,0.0864563893465878,-2.26740325685007e-05,3.22358486117907e-05,0.00185882712643935,0.000739429940442818,-0.000588258579893901,-0.000360097675400088,0.00112187212617082,-0.00122541078437866,0.449571286592308,-0.00191613914722907,-7.75862413290151e-05,7.72212746040897e-05,-0.000158432579709576,0.00853180288342181,0.000174753219495597,0.00101647633464082,-0.000413384808616201,0.00399811961256576,-2.04331186267898e-05,-0.00480193061629986,2.24644447526017e-16,0.220962224511196,0.0108803408307323,0.00368392629976908,2.44654076041611e-05,-0.00102082969000175,-1.53270604757845e-07,0.000128467601735939,9.70893291586177e-05,1.87959643070932e-05,1.07408460696797e-05,-0.000336581196758781,0.000841926110631424,-8.7253146758897e-05,8.00113751509977e-05,-0.000628312010024267,-0.000339888839403352,-7.43229682166483e-16,-0.00423145155099784,-0.000207356485494067,0.000378332607340722,-0.000461518463159491,-0.000669955911911719,-0.000205433916318112,1.43392910858498e-05,-9.12531719541697e-06,-0.000105132335011075,-0.000990540334571226,-5.64869055374411e-07,3.78779360175778e-06,1.74550037302545e-05,1.56022540426965e-15,2.4913282052034e-16,0.000325651184894191,-0.00137413428220239,-0.000697334739069085,1.66745561750212e-05,0.00905681444320419,-0.00240277413749153,8.71456284154858e-15,4.99667253809977e-16,-2.58255079890855e-06,-1.51641600882186e-15,1.51932471150823e-07,0.707106781186549,-0.000745569780745288,-0.0177267791828091,-1.35910222963055e-06,-0.00423266835161069,-1.1812192600901e-15,8.52897888551865e-07,-2.89713145026436e-15,-7.35522753814166e-16,8.34101182414288e-06,-0.361735480332815,0.000195140648108551,-9.67822368111612e-07,-6.61556034155744e-06,2.4590904642361e-06,1.05502584169986e-15,7.00513980974941e-06,1.35142180369616e-09,0.000477965143598527,1.92601166953955e-15,-7.26548063549614e-07,8.04299377255301e-17,5.10190993034991e-16,-1.81081895120719e-15,4.48639274952535e-07,-3.0079861811822e-17,-1.23845745313633e-15,3.92212187937537e-16,2.82407101120454e-16,3.3822568466832e-16,4.09173712934772e-16,5.19951804418443e-16,-1.25571163867858e-16,4.20462722847624e-05,-2.47321111456159e-08,3.45746999531365e-15,-1.11837842119608e-15,4.49943410507587e-16,-2.7556381056776e-15,1.39420988358521e-15,-5.63228088847554e-15
"t57",-0.122186734302362,0.0665688109456294,-0.105473056289604,-0.0176534276981247,-0.00153915843886199,0.0136058875031858,0.0403024852190725,-0.00150230200680877,-0.26269600455353,-0.00011076244334196,-0.00296062814793146,0.000273660167349003,0.0864563893465878,-2.26740325685189e-05,3.22358486117247e-05,0.00185882712643918,0.000739429940442665,-0.000588258579893694,-0.000360097675400172,0.00112187212617055,-0.00122541078437892,0.449571286592308,-0.00191613914722897,-7.75862413290342e-05,7.72212746040222e-05,-0.000158432579709583,0.00853180288342201,0.000174753219495874,0.00101647633464101,-0.000413384808615776,0.0039981196125665,-2.04331186264971e-05,-0.00480193061629975,5.90184589231495e-16,0.220962224511197,0.0108803408307321,0.00368392629976914,2.44654076042649e-05,-0.00102082969000192,-1.53270604435851e-07,0.000128467601735074,9.70893291587213e-05,1.8795964307105e-05,1.07408460698767e-05,-0.000336581196760957,0.000841926110631088,-8.7253146758889e-05,8.00113751536693e-05,-0.000628312010023857,-0.000339888839400892,3.21022684454428e-16,-0.0042314515509993,-0.000207356485494629,0.000378332607340648,-0.000461518463159145,-0.000669955911910366,-0.00020543391631754,1.43392910855563e-05,-9.12531719714093e-06,-0.000105132335014227,-0.000990540334568609,-5.64869055623585e-07,3.78779360335259e-06,1.74550037288821e-05,-1.46339761435786e-15,-5.83534451096338e-16,0.000325651184895369,-0.00137413428219777,-0.000697334739065475,1.66745561736102e-05,0.00905681444320029,-0.00240277413748311,-6.98815406296384e-15,7.03497262237263e-16,-2.5825507934632e-06,1.50914711419475e-15,1.51932476386361e-07,-0.707106781186546,-0.000745569780745623,-0.017726779182804,-1.35910223578308e-06,-0.00423266835161134,-3.47105424838031e-15,8.52897889638317e-07,6.69460016300752e-16,-8.38218383591993e-15,8.34101182927468e-06,-0.361735480332819,0.000195140648108488,-9.67822367789058e-07,-6.61556034235549e-06,2.4590904650352e-06,-1.61644831130481e-15,7.00513980775895e-06,1.35142226540821e-09,0.000477965143596619,-7.66279165150503e-16,-7.26548064786797e-07,-4.75182696890066e-16,-7.11054334054249e-16,2.63910326061096e-16,4.48639275360698e-07,6.74217870308926e-16,-5.23751381033889e-16,-7.90998443093175e-17,3.53161610059897e-17,1.38079449373038e-15,8.4632402776992e-16,-8.8170476417082e-16,-1.53326719307314e-16,4.2046272284159e-05,-2.47321116196878e-08,2.4542937286879e-15,-6.95780260892731e-16,5.03986494983816e-16,-3.1745738080633e-15,1.40523894594328e-15,-5.54006548494078e-15
"t85",-0.124109931165973,0.0681238303007176,-0.108285985022574,-0.0187051816210549,-0.0016337920028664,0.0144676351072505,0.0439457658284032,-0.00166334691573978,-0.295226364390015,-0.000125656993929843,-0.00356110212872668,0.000330761510665777,0.1111689861108,-3.43423342624859e-05,5.47717536495465e-05,0.00337693208309916,0.0016751299385884,-0.00288648551789851,0.0405557176181858,-0.00196917273134341,0.0014523814543238,-0.370321437125988,0.000390741653423324,1.37434349134023e-05,-4.53912873253877e-06,-1.15237005801633e-05,0.00119026963007567,2.52040155855947e-05,0.000388808498923575,-0.00016117084976337,0.00173959631131972,-1.13393565382379e-05,-0.00299803663546994,3.10503933338308e-16,0.16733544368373,0.0105380784702578,0.00366867304567747,2.87518750352765e-05,-0.00127310266199671,-3.93185206394632e-06,-1.30109238595851e-05,-8.21527847851743e-06,-5.49941333718376e-07,1.42741364325367e-06,-5.00096872230672e-05,0.000157145371794452,-1.64076477933077e-05,1.52777109071407e-05,-0.00012412152285348,-6.84390809025346e-05,5.9441239802522e-16,-0.000890503739080374,-4.48380470838204e-05,8.19968542548299e-05,-0.000100287815643287,-0.000147621831707728,-4.51792578293404e-05,3.1378767162329e-06,-1.99192044954934e-06,-2.28131212931536e-05,-0.000213925643989959,-1.20427726892861e-07,8.04289361597021e-07,3.67779081720551e-06,-3.21615298772205e-16,-1.3720462821286e-16,5.92220740603352e-05,-0.000248340886914626,-0.000123031216044023,2.8782441973529e-06,0.00152653619905615,-0.000398306247738516,-4.91591026378253e-16,-1.21569506566861e-15,-3.93170932003233e-07,-1.29991732511084e-16,2.08113784686678e-08,-1.2175796441362e-15,-5.0887754924276e-05,-0.00105857189893661,-7.55932246796268e-08,-0.000155735751478078,9.91492008751695e-16,2.22344740884953e-08,1.15145864206773e-15,8.49320613838245e-15,9.26872420941639e-08,0.00022341303787431,1.6211340347408e-07,-7.80832698514772e-08,-1.44571600834471e-06,1.20795249340826e-06,-1.40737344164671e-15,0.000155210697042645,1.18428794590049e-07,0.831161297973969,2.20257618018988e-14,-2.37520861851659e-05,-1.73972211971809e-15,4.6303781370269e-16,-2.10337047110595e-16,1.14331590609766e-06,-1.3302154935375e-16,-5.32055907709735e-15,5.31267864224014e-17,-1.251186747953e-16,1.91405067430362e-15,6.90009242609159e-16,7.39690849179024e-16,-1.16061708005158e-17,0.00383391377245566,-3.31601197178291e-08,2.91364187619511e-15,-1.18374879987778e-15,2.79773853940626e-16,-3.36215233589324e-15,1.37836405875056e-15,-5.68649525080942e-15
"t105",-0.124455355785148,0.0683987978707182,-0.108780107520469,-0.0188790848239639,-0.00164938857763797,0.0146092161636539,0.0445190720737732,-0.00168807348461558,-0.300107962699594,-0.000127861131793143,-0.0036432160028063,0.000338523269064443,0.114298332944904,-3.56175030404712e-05,5.70471778888292e-05,0.00352428878855902,0.00175695500072621,-0.00305199302126486,0.0431018217855601,-0.00211080603380689,0.00156106345483137,-0.39914351514231,0.00042540034857718,1.49736958351063e-05,-4.96484525895873e-06,-1.26790229009046e-05,0.00131465497952176,2.78461829891195e-05,0.000438126312001092,-0.000181743206094818,0.00197012420665971,-1.29738423279928e-05,-0.00344627161460179,2.04862680863871e-16,0.193631500602068,0.0122721829226926,0.00427490858680499,3.36064516886184e-05,-0.00148945943912031,-4.6551285913507e-06,-1.59034963493404e-05,-1.00551204095105e-05,-6.76727905806639e-07,1.81908180146721e-06,-6.42009989720164e-05,0.000207417413069034,-2.16889685528343e-05,2.02617268163336e-05,-0.000166036753734786,-9.20935776820386e-05,-3.98748875098297e-16,-0.00122120898303604,-6.27358416861368e-05,0.000115006036909731,-0.000141088707898205,-0.000217477193811574,-6.73207806616836e-05,4.74856286095572e-06,-3.03209287703798e-06,-3.51388405322455e-05,-0.000332213780287152,-1.90652416660228e-07,1.28021075256893e-06,5.91199096652939e-06,1.87812232146286e-17,-5.02812955362107e-17,0.00010954873804404,-0.000461737247101541,-0.00023323248317387,5.55141371665331e-06,0.00299916014326159,-0.000792558188877054,-4.92927221364638e-16,3.86423316294519e-16,-8.3332393624094e-07,-1.14381546575395e-16,4.75522804158456e-08,7.39960386138795e-16,-0.000183943711286741,-0.004164989060492,-3.11087305993758e-07,-0.000831306778022703,-4.68083264291856e-16,1.47500236313456e-07,-4.70759570095766e-16,-5.84254866708989e-15,1.06632158480553e-06,-0.0162733167360571,-2.21773560403694e-06,2.68227972350803e-07,3.36424712118633e-06,-2.07306490023588e-06,7.21379988318902e-16,-9.5079064531203e-05,-6.16236222976775e-08,-0.389305193220768,-9.62998598262364e-15,5.00624019092032e-06,2.16233940413189e-16,1.49963321567116e-15,-1.87495474897572e-15,2.75198749670091e-07,-3.55001033098667e-16,8.99794370693207e-15,6.26735834630919e-16,5.57262918386052e-16,-7.96931721823474e-16,-8.63002987495664e-17,-1.00522831537322e-14,-3.91007926291835e-15,-0.709334919161309,-7.08447385249671e-08,-3.36927429269012e-15,4.04581424687193e-15,2.19543915979378e-15,-2.04257622315206e-15,8.60719091240395e-16,-4.79909042458762e-15
"t106",-0.124463690289656,0.0684054237435247,-0.108792007861383,-0.018883252761864,-0.00164976228582355,0.0146126077468432,0.0445327603914022,-0.00168866277979664,-0.300224109195613,-0.000127913521725685,-0.00364515716825018,0.00033870668329605,0.114371945784673,-3.56472442617499e-05,5.71000305293301e-05,0.0035277049219734,0.00175884291741835,-0.00305578275231589,0.0431598433873595,-0.00211400830661349,0.00156351467286503,-0.399791933060365,0.000426173116934172,1.50011082022516e-05,-4.97429835671879e-06,-1.27045454702261e-05,0.00131739368719154,2.79043431179508e-05,0.000439193975780878,-0.00018218830807239,0.00197509418324606,-1.30087888594649e-05,-0.00345581929433973,2.66837876396504e-16,0.194188685114157,0.0123087430577072,0.00428768394714644,3.37085086305799e-05,-0.00149400455646996,-4.67018499262788e-06,-1.59623129654674e-05,-1.00924953977378e-05,-6.79293659033469e-07,1.82681954878036e-06,-6.44800015393241e-05,0.00020838826708394,-2.17908657837324e-05,2.03576906129684e-05,-0.000166839509648749,-9.2544968998539e-05,-1.90192946692841e-18,-0.00122744838730923,-6.3069601546404e-05,0.000115620742498521,-0.000141847200014004,-0.000218743462058136,-6.77197549362236e-05,4.77735708743498e-06,-3.0506331731341e-06,-3.53572489962341e-05,-0.000334301427372762,-1.91880393426719e-07,1.28851166796596e-06,5.95078084911247e-06,-1.98148591462154e-16,-1.58512480038665e-16,0.000110372588483427,-0.000465223816887089,-0.000235020086268839,5.59450571351319e-06,0.00302274489718701,-0.000798844625554017,7.04798010513746e-16,7.23313711085234e-16,-8.40198157580065e-07,-4.23691435489724e-19,4.79606040834751e-08,1.35177599613074e-16,-0.000185782424458595,-0.00420735531372926,-3.14278323822516e-07,-0.000840175783247778,-7.89545193736522e-16,1.49111744743898e-07,-7.74756226203054e-16,-5.55111512312578e-16,1.07842377908746e-06,-0.0164679981478417,-2.24500743312733e-06,2.71815322263151e-07,3.41120627858695e-06,-2.10318619577937e-06,4.95164590455831e-16,-9.67099535178619e-05,-6.27100009472238e-08,-0.396288394592964,-1.02919295605204e-14,5.10703633654571e-06,6.33653320671911e-16,-1.69672034793905e-15,1.94591455350409e-15,2.84768206584699e-07,1.60722884807437e-15,-6.56605705568231e-15,1.72200980448699e-16,-1.27889562716325e-16,6.56892805314971e-15,6.38030301952491e-16,8.61349298217895e-15,3.88891576863603e-15,0.704861120684411,3.65978701560978e-08,8.520633853419e-15,-5.97987497717889e-15,-7.81916487180918e-16,-3.40085659506362e-15,1.98939861285532e-15,-5.89852506914597e-15
"t26",-0.121136170831652,0.0657405490591569,-0.103990931630482,-0.0171539329288687,-0.00149447644332825,0.0132012957006109,0.0387243510439319,-0.00143584260355505,-0.249887415734365,-0.000105068724435165,-0.00276948463819224,0.000255757646221155,0.0800907243517751,-2.09777344964998e-05,3.02671041873917e-05,0.00176915531295171,0.000752388551498991,-0.000913661618527168,0.00907285160763771,-0.000102399301612452,-1.03442118697047e-05,0.0261864615330141,-0.000127079736176528,-4.75554417840411e-06,2.08383603068935e-06,7.43312741213639e-06,-0.000925866955413209,-1.98747773212909e-05,-0.000645667705135065,0.000273896256509628,-0.00339136896550245,3.01490845816945e-05,0.00915499056474729,-1.455595753138e-15,-0.621169086609895,-0.0473267938585003,-0.0167739495830285,-0.000144422919455168,0.00658342493649415,2.99723430572017e-05,0.0005522003329161,0.000405152642115304,7.06190133435856e-05,2.71559750784448e-05,-0.000808880646536967,0.00174782328880645,-0.000179980199496606,0.000162803466511945,-0.00123642375762665,-0.000654822814590045,-0.707106781186548,-0.00767650302028126,-0.000356482532054284,0.000646553831614153,-0.000782958773577672,-0.00103295917406935,-0.000310405479619048,2.11129839294002e-05,-1.33105299685007e-05,-0.000150568083280611,-0.00140138607650359,-7.77453632375049e-07,5.17452165889538e-06,2.35306272311314e-05,1.70536655905268e-16,-6.41318167197963e-16,0.000373114931309273,-0.00156610441522281,-0.000779178660071646,1.83122324024491e-05,0.00976726754968139,-0.00255947065459602,2.36157564931232e-16,2.34125350796315e-16,-2.59190582581211e-06,1.50088527717012e-16,1.42465535885062e-07,-8.84723544752514e-16,-0.000478861429681956,-0.0106629490082759,-7.89978366716454e-07,-0.00203003216371397,-3.98502904476017e-16,3.51410629049153e-07,2.18996476869682e-17,-9.43689570931383e-16,2.43692432476411e-06,-0.0349126281514099,-4.58730378261638e-06,4.85357418064725e-07,5.57655628056281e-06,-3.1039438838278e-06,1.67882859629474e-16,-4.65755088005703e-05,-1.38689330111583e-08,-0.012325649198931,2.97384766446886e-16,-1.14395949450493e-05,-4.19320229012462e-16,1.77523676494028e-16,-3.03388190721466e-16,1.46066588380433e-06,1.57285274402383e-16,-7.55393947206395e-16,2.48620004895169e-16,1.28911712526126e-17,1.91899452498853e-15,5.05953934180856e-16,-1.8491029105851e-16,-1.96326580297632e-16,0.000164563273520109,-5.43997512601858e-08,2.52736075383239e-15,-1.21305147815629e-15,7.02815153728276e-16,-3.42849775905854e-15,1.486940444436e-15,-5.40134893063451e-15
