"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128","c129","c130","c131","c132","c133","c134","c135","c136","c137","c138","c139","c140","c141","c142","c143","c144","c145","c146","c147","c148","c149","c150","c151","c152","c153","c154","c155","c156","c157","c158","c159"
"t76",-0.128932467931243,0.0808095322198563,-0.00606485305217768,0.00485845564603447,0.00834661221372522,0.0195353662538452,0.00504884035436045,-0.187487137705423,-0.0306514644343339,0.00291094683764972,0.0016261335670492,-0.000830465189036546,-0.00881368911834159,-0.00173356720180224,-5.39961070090673e-05,0.111242456322472,-0.378454560612901,0.0345007085247887,-0.000512699172165568,-0.00316448708787735,-0.0292101982457723,0.000650727574545287,-0.00086481840324049,0.00814858655485425,-0.155974646968782,-0.0214182901140949,0.0351771044294712,-0.0132651639329522,0.000567476634261815,-7.39835011749608e-06,-0.000374040053678312,0.000337575018096029,-0.0022246684251243,0.041001053797698,-0.00266913919581843,-7.57803066202787e-05,-0.0152815584571925,0.0456831159963752,8.36481246156491e-05,-0.000249729008217317,-0.00845485541857579,-0.0014260764489808,0.000944329133148654,2.25429957518904e-05,0.00164576400239266,-1.91552679277199e-05,-9.79403713561078e-05,0.000482121117027214,0.00455203171774153,-0.00209008231565636,-5.18297113180307e-05,7.38868408790806e-05,-6.62755262632626e-05,-3.25057504641905e-05,0.0004277727172271,0.00507530456128732,-0.000615211977367723,-3.56564260891888e-05,1.96389258367247e-05,-9.455730997135e-06,-1.60959518501302e-07,0.000285327131440453,-2.22856363181871e-07,8.48643813703489e-07,2.18069873979176e-05,-0.000817119573121157,-6.58867530707752e-06,-3.40037579743945e-05,-9.50529823400779e-05,1.10363499216928e-05,-2.81988770208173e-05,3.89288827662094e-06,-0.195902740347319,-2.65899556227797e-05,-3.95979372183496e-07,0.000867764695969287,5.50560176202314e-05,6.09125688227915e-06,-5.29681829324379e-06,2.71904266245755e-08,8.37532456956582e-10,-4.8269964575707e-10,1.95884410029423e-09,2.30964067325117e-06,0.841079527880996,1.28242026997633e-05,-2.09873987501606e-06,-0.000256468370463316,5.81087284799885e-08,3.55007425252375e-05,-8.89363190785943e-07,-1.02338096886677e-07,-8.98791252507075e-05,-4.31867379281739e-05,-5.53314792619239e-14,1.39950100216048e-15,8.85783809761561e-09,5.17462290821663e-15,-4.56602819269508e-08,2.04899529338488e-07,-1.69798901445605e-15,2.88632075937946e-06,-8.05448038213325e-16,2.64174269151638e-15,1.55222578317142e-15,-0.000835091787834322,-1.90995637016919e-15,3.12237577900284e-15,-1.39980339102021e-15,0.00278022507051086,-0.000254376404801338,-5.88835373800248e-16,2.69268226305098e-06,-1.72320589030169e-05,0.00232816106516176,3.8426231584789e-07,3.49012996692058e-15,-9.87510331302437e-08,3.98683755533733e-15,-1.81757511690705e-15,7.24628659649458e-11,0.000213776966930126,-5.72579412131046e-09,3.75139167573352e-16,-5.12183983486187e-07,2.80578099141212e-05,8.95246599630824e-16,2.18021166895086e-07,-2.0494755231476e-08,-8.51048190424781e-08,8.88074142117944e-10,-2.62261700070377e-07,-1.75643892880927e-07,-5.85120359554058e-09,-2.09453202734614e-09,-2.33498414178191e-08,4.49667675611491e-16,-1.52043252339544e-05,1.25632152696135e-06,2.45651920032327e-09,1.01574962829593e-05,-2.7163883969411e-09,8.89252344038172e-16,1.78602218361415e-15,-4.34175125997873e-09,-3.36184228809648e-09,-4.35188874434860e-11,-1.58277237461269e-16,-2.18159151332771e-11,7.42191525166892e-10,-4.39531890043106e-09,-1.349544463057e-15,1.86033972695312e-15,-2.10307256970489e-15,1.92507625860623e-15,-1.01240345569419e-10,-2.12026788517775e-15,-2.6582614460333e-15,-8.15263197525766e-14
"t84",-0.129042685744855,0.0808849014849263,-0.00607827698003641,0.00487174638680368,0.00837343536313367,0.019601716929159,0.00508006569162482,-0.188771384488871,-0.0308653158731272,0.00293227826146567,0.00163874002643513,-0.000838127601360937,-0.00890934970992177,-0.00175312449465752,-5.46144307143137e-05,0.112550762850554,-0.382917211012494,0.0349221661991106,-0.000519283191559683,-0.00320551849392534,-0.029754891383605,0.000663384801022856,-0.0008821306810032,0.00832043182190438,-0.159404065594397,-0.0218925882093471,0.0360024676349845,-0.0136816281178249,0.00058694847366769,-7.65584878731627e-06,-0.000387217578403469,0.000349685863062077,-0.00230858695289892,0.0426442745994706,-0.00278379987341548,-7.90855096010958e-05,-0.0159529479642377,0.0477716801034205,8.78416873576167e-05,-0.00026311216401981,-0.00895325366239186,-0.00151242546014436,0.00100268929362231,2.3943939933498e-05,0.00175103150235317,-2.05557169576285e-05,-0.000105776983857959,0.000521412246220267,0.00492710809730353,-0.00228472755260296,-5.71649974304082e-05,8.17251786078712e-05,-7.34505275791869e-05,-3.61494529360284e-05,0.000480453649017558,0.00574591221546618,-0.000702445738242013,-4.08214868876211e-05,2.25812672259199e-05,-1.1012443399901e-05,-1.88228118278301e-07,0.000334489261768106,-2.69816710088712e-07,1.03011593529513e-06,2.67547268028967e-05,-0.00101120787634729,-8.59437498391807e-06,-4.47682214199144e-05,-0.000126223706396049,1.64898908164943e-05,-4.28100198303564e-05,6.11199385225806e-06,-0.311319537899076,-4.32536706503105e-05,-6.69860533661174e-07,0.00148672350532372,0.000106474987399223,1.2493461406881e-05,-1.1514927071065e-05,5.94862768893726e-08,5.08597260907342e-09,2.29616680963871e-09,-4.9567750602669e-09,-4.69366084285623e-06,-0.37819576979277,-1.32605023954696e-06,-2.87387342755277e-07,-4.32211583414684e-05,1.29136717346941e-08,8.37583329056014e-06,-2.24333323938649e-07,-3.23106918308632e-08,-4.12879704947748e-05,-2.05691390405837e-05,-0.70710678118651,9.17067479743374e-14,4.77042211635644e-09,5.81552644832593e-15,-2.49544859324993e-08,1.23039967339458e-07,2.05988722638638e-14,1.78118169072013e-06,8.43035333776543e-15,1.16868872181822e-14,3.64311558555423e-15,-0.00056134996513445,4.12288004380817e-15,2.45872670606163e-14,1.45977506288784e-15,0.00195840234455724,-0.000179757992793423,-4.36203146651193e-15,1.98458940912242e-06,-1.27448446121752e-05,0.00175512013558423,2.94215217112506e-07,2.31681814706156e-14,-7.65343353208237e-08,-3.52529019096222e-16,7.35949135754965e-16,5.66969753308276e-11,0.000167490697843848,-4.48701884116214e-09,2.76778946485451e-15,-4.02562919573188e-07,2.20848961463336e-05,-2.05054533700563e-16,1.75780151989344e-07,-1.66631660842706e-08,-6.93345498468529e-08,7.26346865810593e-10,-2.14836050067677e-07,-1.44224401835933e-07,-4.83045977800091e-09,-1.73900445327285e-09,-1.94381635247965e-08,8.91125562042442e-16,-1.27294481805506e-05,1.05253918077729e-06,2.05940321683332e-09,8.56342436086797e-06,-2.29313082698969e-09,-2.34543177351013e-15,-1.56104732449506e-15,-3.67562401452746e-09,-2.85056422891644e-09,-3.69764045465595e-11,-2.42729966130738e-16,-1.86733391028117e-11,6.39210371739837e-10,-3.78550200956749e-09,-1.11508803368622e-15,2.88830854879276e-15,-1.12592239456401e-15,1.88257327928611e-15,-8.80669609284148e-11,-2.28644142975249e-15,-3.71926337375893e-17,-8.54452664574613e-14
"t85",-0.129042685744855,0.0808849014849266,-0.00607827698003657,0.00487174638680371,0.00837343536313358,0.019601716929159,0.00508006569162529,-0.188771384488872,-0.0308653158731261,0.00293227826146583,0.00163874002643493,-0.000838127601360437,-0.00890934970992226,-0.00175312449465775,-5.46144307141228e-05,0.112550762850553,-0.382917211012492,0.0349221661991104,-0.000519283191559301,-0.00320551849392482,-0.0297548913836028,0.000663384801023015,-0.000882130681003569,0.00832043182190403,-0.159404065594386,-0.021892588209346,0.0360024676349835,-0.0136816281178298,0.000586948473666828,-7.65584878751742e-06,-0.000387217578403349,0.000349685863062841,-0.00230858695290016,0.0426442745994772,-0.00278379987341447,-7.9085509599771e-05,-0.0159529479642358,0.0477716801034107,8.78416873570906e-05,-0.000263112164019919,-0.00895325366240331,-0.00151242546014825,0.00100268929361671,2.39439399261154e-05,0.00175103150235064,-2.05557169550002e-05,-0.000105776983859574,0.000521412246217776,0.0049271080973094,-0.00228472755260276,-5.71649974333157e-05,8.17251786062201e-05,-7.34505275793437e-05,-3.61494529377292e-05,0.0004804536490169,0.00574591221545966,-0.000702445738239646,-4.08214868878219e-05,2.25812672247599e-05,-1.10124434043015e-05,-1.88228118128385e-07,0.000334489261761921,-2.69816710339787e-07,1.03011594230402e-06,2.67547268043314e-05,-0.0010112078763491,-8.59437497736272e-06,-4.47682214163234e-05,-0.000126223706392734,1.6489890822621e-05,-4.28100198228162e-05,6.11199384954991e-06,-0.311319537899048,-4.32536706484977e-05,-6.69860533547123e-07,0.00148672350532034,0.000106474987419614,1.24934614142102e-05,-1.15149270634387e-05,5.94862699739971e-08,5.08600108213905e-09,2.29617692582741e-09,-4.95677303382113e-09,-4.69366084181609e-06,-0.378195769792666,-1.32605022282392e-06,-2.87387348571403e-07,-4.32211583976489e-05,1.29136232186837e-08,8.37583330489875e-06,-2.24333322909643e-07,-3.23106215654232e-08,-4.12879704703373e-05,-2.05691389240627e-05,0.707106781186584,-9.41844954405683e-14,4.77052221074297e-09,-1.17617290115268e-14,-2.4954487075846e-08,1.23039941061098e-07,-2.11035677411359e-14,1.78118162903951e-06,-2.6239393775442e-15,-1.35246308127693e-14,-8.37167162920191e-16,-0.000561349965171074,2.00893107825694e-16,-2.97611455069034e-14,2.42817284009455e-15,0.00195840234457643,-0.000179757992888594,-8.00342790730771e-16,1.98458941286534e-06,-1.27448446100928e-05,0.00175512013558033,2.94215226819045e-07,-2.39309604047738e-14,-7.65343431428998e-08,-2.58738593118738e-15,1.53170622866802e-15,5.66999305892606e-11,0.000167490697833898,-4.48701152402661e-09,-5.27284408339949e-16,-4.02562934691401e-07,2.20848961458767e-05,2.10868232393898e-15,1.75780149967318e-07,-1.6663163695022e-08,-6.93345463009042e-08,7.2635219820097e-10,-2.14836044507964e-07,-1.44224400709637e-07,-4.83045736749764e-09,-1.73899895220196e-09,-1.94381681404527e-08,-8.26428197287654e-16,-1.27294481780998e-05,1.05253917354553e-06,2.05940450002575e-09,8.56342437513842e-06,-2.29312457222186e-09,1.7280555147322e-15,4.17872600268598e-15,-3.67562185074733e-09,-2.85055721835524e-09,-3.69743922218593e-11,8.63419929944163e-16,-1.86705819340056e-11,6.39218209822515e-10,-3.78550191888952e-09,-1.80201947220817e-15,-7.97267515785874e-16,-1.54740902365288e-15,2.41330404249766e-15,-8.80695451009453e-11,-2.11461696135446e-15,-3.14695526963864e-15,-8.08701344331449e-14
"t62",-0.128383861450094,0.0804343490563876,-0.00599792852350201,0.00479215427405737,0.00821272841159088,0.0192041152145126,0.00489243692006288,-0.181049481101166,-0.0295793121333066,0.00280395671831735,0.00156287287995183,-0.000791947561770707,-0.00833189920918819,-0.00163501831627948,-5.08797624344886e-05,0.104646207710631,-0.355953854681415,0.0323746580617635,-0.000479461555111364,-0.0029573210483611,-0.0264416879541803,0.000586334201228878,-0.000776684059370306,0.00727265081074245,-0.138475734798348,-0.0189976966041151,0.0309583475877849,-0.0111166803349584,0.00046668272319262,-6.06467390055627e-06,-0.000305755296221153,0.000274770635604621,-0.00178855103428262,0.0324380280520691,-0.002069632688418,-5.8485811543875e-05,-0.011767212467006,0.0347280956617776,6.153952217589e-05,-0.000178891002799907,-0.00580050029530336,-0.000965355085352255,0.000632497328040901,1.5054468106835e-05,0.00108190002635343,-1.15749283747034e-05,-5.51875671372053e-05,0.00026740603134995,0.00250024385744599,-0.00101228313017577,-2.19580902301201e-05,2.98452838681971e-05,-2.5862447911849e-05,-1.18941559689895e-05,0.000126059055823503,0.00119598874825813,-0.000105142702677196,-5.35297643042071e-06,2.28118267007569e-06,-1.21256165732508e-07,3.41019160178101e-09,-1.19512349725852e-05,7.32153569026173e-08,-2.99340203663046e-07,-9.93456624396713e-06,0.00044229860426311,7.38011706468611e-06,4.19235919982542e-05,0.000127426867813946,-3.50629915584251e-05,9.83012354032427e-05,-1.63326098492655e-05,0.876015929507014,0.000133974460782331,2.41545702404408e-06,-0.00562062944883715,-0.000611653071953558,-8.68382829142483e-05,9.64119945376924e-05,-5.08274931828127e-07,1.59734118088013e-07,1.77440841507577e-08,-2.9289269056969e-08,-2.46864655636914e-05,-0.0807433669793783,1.62532464791771e-05,-3.98458735436797e-06,-0.00050247449897679,1.19086467816636e-07,7.34758675979036e-05,-1.8609385762409e-06,-2.21621040957009e-07,-0.000200871211917995,-9.64674504587034e-05,-8.46442240158307e-15,1.15058332407717e-15,1.95877154092118e-08,1.39463126829818e-16,-1.00743922753037e-07,4.42530182799251e-07,2.53483417393268e-15,6.17875516733323e-06,-5.95437263675463e-15,-8.74009731556911e-16,-5.20545310034469e-15,-0.00172134641254971,-2.77781298534988e-15,-2.35222916524531e-15,-2.22097972429969e-15,0.00556834316280738,-0.000508346506031192,6.32676805160108e-15,5.20841653368941e-06,-3.32316259726548e-05,0.00441218182924802,7.1708742479572e-07,-5.74206729892209e-15,-1.81919799862512e-07,-1.23779871614591e-15,4.39057493732164e-17,1.32068773151518e-10,0.000389044875599951,-1.04176189570156e-08,-2.86550195596791e-15,-9.286705138876e-07,5.0785952028305e-05,-3.28597858969729e-15,3.82917246760288e-07,-3.55871943525996e-08,-1.47358630686365e-07,1.52918379319324e-09,-4.50582062123038e-07,-3.00726493451278e-07,-9.93851102706216e-09,-3.52695830160195e-09,-3.9155527232745e-08,1.23926010648037e-16,-2.52664196081103e-05,2.08545086170142e-06,4.07341413661029e-09,1.66877610129854e-05,-4.45280842411842e-09,3.93104365163127e-16,3.78108050768283e-15,-7.08303903239191e-09,-5.46951881242296e-09,-7.05509618387625e-11,5.08406839018117e-17,-3.49133605816298e-11,1.17402332320232e-09,-6.95264215379757e-09,1.62408035754214e-16,5.51449327103693e-15,-2.26229569385226e-15,-1.91180203998041e-16,-1.57093260288068e-10,-2.05871872518996e-15,-2.43430785566952e-15,-8.33603779546404e-14
"t82",-0.124778392186505,0.0779596609582573,-0.00552873928257391,0.0043152872362523,0.00722657139134886,0.0167416255471498,0.00354384132567877,-0.12339974180174,-0.0199072553690954,0.00181876952151596,0.000965470126747831,-0.000393316067022501,-0.00277003648616786,-0.000462262828685811,-1.33370975298139e-05,0.0233584381223081,-0.0780350926215136,0.00526554849413263,-3.45751677054742e-05,-0.000156878134484044,0.0399663962188317,-0.00113958897948711,0.00179716906301272,-0.0234476385244969,0.597885826889241,0.0865379288397251,-0.231618985058006,-0.103780731671083,0.00320432027858768,-4.01940115530795e-05,-0.00197033255577714,0.00170344377093515,-0.0101341215709905,0.169137995015967,-0.0100587460548866,-0.000280700866357974,-0.056154758969222,0.161177610843296,0.000272834155475984,-0.000777715116742093,-0.0249271006800103,-0.00414819316623992,0.00272014989569625,6.4767281480064e-05,0.0046674207971957,-5.15840692068076e-05,-0.000256253539724245,0.00125464987888951,0.0118085897582277,-0.00524970706634874,-0.000127177409065054,0.000180100441612838,-0.000160838949561632,-7.83024375517373e-05,0.00101050618102264,0.0118172112868574,-0.00141161259968667,-8.1445956489211e-05,4.45361246081216e-05,-2.09940188250761e-05,-3.54946701409209e-07,0.000626616417815289,-4.62330431262466e-07,1.75196037874596e-06,4.40771983837731e-05,-0.00162203728898277,-1.14175005576509e-05,-5.71920732587291e-05,-0.00015519558252073,8.01439937740993e-06,-1.59061804864704e-05,7.17295432160637e-07,-0.0066434963229199,7.40394884927903e-06,3.46506204319791e-07,-0.000946050258158669,-0.000210617694990786,-3.50150193468389e-05,4.34615080650091e-05,-2.31495518533096e-07,1.17334245308759e-07,1.55500374601967e-08,-2.67823983813949e-08,-2.29469140787222e-05,-0.000540842148865961,2.02266500956963e-05,-5.26434441888843e-06,-0.000672423046485015,1.63372349908212e-07,0.000101509426393339,-2.59351659350087e-06,-3.21030042721638e-07,-0.000330465410401674,-0.000162012975340776,-2.7124708212773e-15,6.34273781958606e-16,3.61305476542147e-08,1.05229369143802e-15,-1.88569747285338e-07,9.38212358034642e-07,3.44750129090371e-15,1.37864526075348e-05,1.56929241817713e-15,2.23667393130133e-15,-4.63103297959942e-15,-0.00497076134111816,3.91725619047257e-15,-2.41679845856868e-14,9.49836893617054e-15,0.0216712652638273,-0.00203907402078504,2.30797425924205e-14,4.43826570614889e-05,-0.0003233361880404,0.677048613890638,-7.09423880030807e-06,-3.24311925994411e-14,8.44272578447432e-07,6.26748513861344e-14,2.17546796116099e-14,-3.95185731873082e-10,-0.00109843067003664,2.91515808245568e-08,-1.90709111654943e-14,2.29778669414651e-06,-0.00011839007316005,2.56356646148582e-15,-3.33358655180616e-07,2.0522623545193e-08,7.58702072501214e-08,-6.17529684696391e-10,1.63308032598063e-07,9.08020452920174e-08,1.75007111394863e-09,2.02303951127782e-10,2.32663089102517e-10,2.3704365781758e-15,-2.4196620795275e-06,2.23669211202667e-07,4.81359967554791e-10,3.4615262093978e-06,-1.01245924689984e-09,-1.3914495309451e-15,2.1568871292009e-14,-1.90240377585757e-09,-1.59113707784228e-09,-2.25155837383405e-11,2.02645304440965e-15,-1.43919562639886e-11,5.71608260872436e-10,-3.38517331708873e-09,-3.20988960020665e-15,3.21418592583205e-15,-1.04061431887206e-15,8.84025606295062e-16,-9.33135740640864e-11,-2.39700845777025e-15,-3.5967806745234e-15,-8.41943846735586e-14
"t83",-0.124354232967176,0.0776706590900899,-0.00548046786819878,0.00426886467185156,0.00713550026978171,0.0165188821338205,0.00345936500033882,-0.1201542968109,-0.0193743643034528,0.00176773606025808,0.000936880197063686,-0.000379569947559943,-0.00265719472139462,-0.0004427363469834,-1.2765791151151e-05,0.0223325846364887,-0.0745995394345678,0.00502595797364132,-3.292707823639e-05,-0.000149333055699586,0.0372864745398849,-0.00106022485027042,0.00166874782430857,-0.0216925562238637,0.551449055222811,0.079774155584575,-0.21257041992853,-0.092816253535366,0.00283967638385,-3.55657586658457e-05,-0.00174116264400803,0.00150232551875897,-0.00888739901482213,0.147281995962018,-0.00868462846814191,-0.000241888892112317,-0.0483453685395693,0.13804804121833,0.000230772540881805,-0.000651556224010552,-0.02058459462684,-0.00341112563576645,0.00222953348110229,5.3038096731088e-05,0.00380428344117163,-4.10953989189429e-05,-0.000200821022956545,0.000979864618618522,0.00920318924204522,-0.00399454072606094,-9.47872987661003e-05,0.00013337361502681,-0.00011859023540822,-5.72980569069118e-05,0.000724040752798542,0.00833071730352836,-0.000978653261975341,-5.6176398604359e-05,3.04684163031717e-05,-1.40322487513338e-05,-2.3554556149537e-07,0.000414057751665818,-2.90025822660788e-07,1.09478760146658e-06,2.71153452540832e-05,-0.000985747609105624,-6.4914113337957e-06,-3.2176021766564e-05,-8.64893565807476e-05,4.01158715967326e-06,-7.86762789009309e-06,3.46557514010716e-07,-0.00318431285374169,3.49706008901011e-06,1.59972156958421e-07,-0.000433740209288441,-9.12036505812347e-05,-1.48207704457775e-05,1.80304335349129e-05,-9.58411744544793e-08,4.13987208990203e-08,4.8436016099768e-09,-7.98766061714389e-09,-6.71107115857205e-06,-0.000132126012600618,4.2889919832637e-06,-8.99098712579242e-07,-0.000109703906596842,2.42342373192863e-08,1.46308290456639e-05,-3.60161150153724e-07,-3.69884434013546e-08,-1.05784102522596e-05,-2.88420468158559e-06,-5.18874180511335e-15,-7.47932965078755e-16,-1.75607659285046e-09,-1.27834809198187e-15,1.1159862606315e-08,-1.40689890394291e-07,-3.92653058483742e-15,-2.57901486731753e-06,-1.68219247196528e-15,-1.52215843027348e-15,5.31954725457631e-15,0.00181441265424616,-3.93966138430064e-15,2.34374193510817e-14,-1.03508868410046e-14,-0.0116979217273721,0.00113247741627591,-2.54966000643226e-14,-3.71395379090408e-05,0.000280992638588126,-0.73538474657391,9.47428295891673e-06,3.24767252776262e-14,-1.35577526299586e-06,-6.80350257946988e-14,-2.48123526887781e-14,7.47080018026695e-10,0.00212942665535569,-5.67371449322632e-08,2.18476942077927e-14,-4.73222986606029e-06,0.000250943943938033,-2.73578970506344e-15,1.2968017197617e-06,-1.09719100506207e-07,-4.45022788705651e-07,4.4459960928003e-09,-1.29125824863084e-06,-8.43584577997592e-07,-2.66392063769585e-08,-9.0452817583742e-09,-9.84812196876282e-08,-2.19674596314709e-15,-6.11098767192232e-05,5.02144360198593e-06,9.7665375642331e-09,3.86333911116975e-05,-1.02275516072992e-08,1.84016229490658e-15,-2.05005647616826e-14,-1.60048214778259e-08,-1.22494754174267e-08,-1.56235503111235e-10,-1.96152408745913e-15,-7.44911042019992e-11,2.43069817386329e-09,-1.43947370780284e-08,2.22153988032127e-15,1.2191690717386e-15,-2.83741411732246e-15,2.54847285966318e-15,-3.11641877319559e-10,-1.81627005720077e-15,-3.25340384279476e-17,-8.03185915450767e-14
"t15",-0.123252271385502,0.0769241895256625,-0.00537554648871953,0.00418366731132534,0.00701770354999689,0.0163036821672619,0.00314898378177182,-0.11091318753423,-0.0179422928199932,0.00165493762460325,0.000893635804081517,-0.000444972314443021,0.00103153561070712,-2.64594075582374e-05,-1.7067510150989e-06,0.00471559077045223,-0.016117625765805,0.00123005119901449,-3.23352447940876e-06,3.45512119784419e-06,0.0148864699900184,-0.000386763514640047,0.000566291602532989,-0.00625986935452832,0.133960963765318,0.0187161375264622,-0.0342688138692753,0.0471203889708157,-0.0024052198597284,3.279353744439e-05,0.00172439335421571,-0.00165390925444884,0.0131188768278044,-0.329521886591076,0.0203971016386145,0.000668180210604156,0.142380096327208,-0.554922152435131,-0.00208948014236045,0.0165639251307535,-0.688486014123723,-0.112900540893687,-0.0126485834705998,0.00047824569543817,0.0307161004360332,-0.000252391941048727,-0.00118453664798746,0.00670234605064237,0.102731407670893,-0.0153168383632519,-0.000345230369644232,0.000478232527655214,-0.000420957320322054,-0.000200092722585494,0.00243429161808056,0.0273765809467928,-0.00315645444479088,-0.000180296393891295,9.709353207307e-05,-4.40019871710665e-05,-7.3579512357909e-07,0.00139178100915664,-8.90141803901843e-07,3.3583642405729e-06,8.30637467825521e-05,-0.0030186149686497,-2.00142114375941e-05,-9.94183661666919e-05,-0.000267808824457765,1.28252468240054e-05,-2.521991229938e-05,1.09746698785872e-06,-0.00859454177175648,1.18261777100094e-05,5.39322006392952e-07,-0.00156246526226099,-0.000336672951917018,-5.2010164672434e-05,6.39849587673322e-05,-3.40509266763674e-07,1.62331768179609e-07,2.06779363971784e-08,-3.51711583470161e-08,-2.99705181851463e-05,-0.000562690876502748,2.450651341863e-05,-6.13743526105756e-06,-0.000824410101584412,1.86448443814734e-07,0.000115390629641335,-2.93358836706572e-06,-3.55074069198718e-07,-0.000337199682702965,-0.000163000523862587,-8.93556062475653e-15,-1.2011264596318e-15,3.39784696111208e-08,-5.22496565909654e-16,-1.75393752809246e-07,7.90978226493593e-07,-4.31293332735315e-16,1.11410052119948e-05,-1.5004281643286e-16,-1.51420966547076e-15,5.56867129643643e-16,-0.00337128292645318,-3.47901825291461e-16,-6.51430130231421e-15,-5.96580567949989e-16,0.0106423063900252,-0.00121361528491042,1.35473789274177e-16,1.00213953336715e-05,-6.39728649716473e-05,0.00726464120135015,1.43522266134482e-06,8.90951822057987e-15,-3.64504838577117e-07,-4.73170651759496e-16,2.48392896531142e-16,2.65640195758472e-10,0.00082768200187331,-2.09097320044552e-08,6.85647349134845e-17,-1.87048766212458e-06,0.000108233316576424,1.86950588214216e-16,7.81019165560437e-07,-7.29021988772292e-08,-3.0219123819138e-07,3.14234448321974e-09,-9.26662450145481e-07,-6.1923991339607e-07,-2.05223068352422e-08,-7.30437064779149e-09,-8.12025144851908e-08,-5.32520804955281e-18,-5.25501877467266e-05,4.33889155788486e-06,8.4777368409665e-09,5.19699816166951e-05,-9.29911458723909e-09,4.46987803471015e-16,3.07122261073603e-15,-1.48122200209157e-08,-1.14466094684867e-08,-1.47793982347274e-10,-1.71728767433802e-17,-7.33852851881343e-11,2.47413394190322e-09,-1.46520219655258e-08,-1.00010151497297e-15,2.34475654151663e-15,-1.2588743638236e-15,1.76220082098798e-15,-3.32354111854167e-10,-2.38295356218101e-15,-1.67709334930057e-15,-8.17992804618481e-14
