,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t76,40.232952,14.152699,-4.71576,25.74757,0.8431721,-2.6559148,-0.27581844,4.7666764,-2.0518537,-3.1167114,-0.07656813,55.982883,-1.1746498,-2.2176342,-5.161574,0.7987585
t84,40.200443,14.268261,-4.7255507,25.660728,0.8132858,-2.6620038,-0.24536315,4.5835166,-2.0556068,-3.1386445,-0.060174942,56.228783,-1.1874193,-2.2083886,-5.1758795,0.9507227
t85,40.21797,14.176176,-4.724648,25.723894,0.88556576,-2.6748767,-0.26146087,4.666281,-2.0406332,-3.1594934,-0.040496156,56.376743,-1.2022686,-2.2223327,-5.170159,0.87876797
t62,39.92084,14.052001,-4.745895,25.499153,0.8970289,-2.688833,-0.28176022,4.5033584,-1.9952296,-3.140537,-0.046189114,55.808235,-1.1655456,-2.1492298,-5.1192145,0.907506
t82,40.180084,13.97449,-5.1612535,25.828592,0.018328674,-2.7615461,-0.024827097,4.5932097,-1.8906246,-3.2016656,0.5434618,57.007336,-1.3236446,-1.9451723,-5.2874026,0.6490555
t83,38.67544,13.832653,-4.9443073,24.715658,0.18728352,-2.6739538,-0.11060257,4.103289,-1.8313744,-2.99612,0.38119602,54.66546,-1.2777232,-1.9042472,-5.114002,1.0266256
t15,39.40177,14.149382,-4.7950935,25.533379,0.49110508,-2.6221511,-0.21062241,4.4570913,-1.9817467,-3.0568657,-0.025948713,55.5139,-1.2333487,-2.0354164,-5.1012406,1.168849
t111,40.407925,14.400143,-5.031046,25.566208,-0.039232638,-2.7663424,-0.042038344,3.6760933,-2.1319265,-2.9575217,0.14687635,56.378754,-1.1924584,-2.0771415,-5.204187,-0.020732684
t112,40.390556,14.445799,-5.011059,25.363253,-0.038718224,-2.795328,-0.03155193,3.502115,-2.14095,-2.938166,0.14801551,56.296875,-1.1810702,-2.092986,-5.1897445,-0.03196468
t137,40.622623,14.727989,-4.8538294,25.422436,-0.037113953,-2.7218084,-0.0130532235,4.2228513,-2.0320728,-2.9197958,-0.04082813,55.64874,-1.1960586,-2.0393229,-5.024624,-0.054856867
