"accepted_species","trait_EB_scaled"
"t58",1.10130139984749
"t59",0.975242044877732
"t15",1.01219167909803
"t14",0.460327951527543
"t76",-0.00899273877708085
"t77",0.17466915292861
"t48",-0.277033532224082
"t40",0.759859993215465
"t41",-0.136955167396557
"t24",0.244263907846711
"t25",0.00323111972182396
"t13",0.46000265323744
"t30",0.898040828851088
"t31",0.404100753821828
"t82",-0.230224794416968
"t83",-0.337573891881792
"t9",0.762370238895239
"t85",1.18970316525918
"t86",1.10321302122603
"t57",1.01100659828889
"t65",0.787018863072971
"t71",0.76110580538075
"t72",1.10422729756344
"t45",2.06535874875758
"t51",2.32627157296912
"t99",2.35107235060994
"t100",2.36069703956201
"t66",2.41809182279523
"t67",2.45984968832454
"t32",1.76769158764004
"t10",1.97953297768716
"t2",-1.24068750820126
"t26",0.51624802478565
"t78",0.512208310160871
"t79",0.282245112795918
"t70",0.528311909476045
"t61",0.500235599352531
"t62",0.606930305293013
"t80",-1.37348254304614
"t81",-1.2270899898401
"t54",-0.657429476702476
"t44",-0.345443062565239
"t95",-0.321910938022489
"t96",NA
"t97",NA
"t98",-0.0167677558164082
"t42",-1.27027590453846
"t52",-1.4511499265897
"t53",-1.6801286376993
"t22",-0.666357061899289
"t23",-0.724915477970276
"t28",NA
"t29",-1.06343307765962
"t74",-1.31084405016994
"t75",-0.793151841878138
"t47",-0.48642370835998
"t68",-0.120395682007822
"t69",-0.162649056428287
"t11",0.35410191264631
"t1",0.0213079428821299
"t4",-0.422406624650186
"t5",-1.25007512474549
"t49",NA
"t50",0.211497234396781
"t56",-0.452177083944672
"t91",0.0231929449174571
"t92",-0.222923734863423
"t73",-0.161195070395686
"t27",NA
"t8",0.20297094595954
"t43",-0.832070294280286
"t93",NA
"t94",-0.58457369589833
"t84",-0.440232216097745
"t63",NA
"t64",-0.710950173510044
"t7",-1.15726548496231
"t6",-0.934126475567557
"t19",-0.355509011377928
"t35",0.578819621727473
"t38",-0.879151109592976
"t39",NA
"t20",NA
"t21",0.0764817861208769
"t36",-1.36823134317777
"t37",-0.720343936036437
"t12",-1.87937609436003
"t33",-1.03521663532927
"t34",-0.654793009325855
"t46",-1.65429778637511
"t89",-1.26131054784363
"t90",-1.17559685643798
"t18",NA
"t16",0.977390145353972
"t17",0.425448052429631
"t55",0.453774336947848
"t60",0.509426114157967
"t87",0.931923207261199
"t88",0.785069154377913
"t3",-0.268584078527202
