accepted_species,estimate
t59,-1.5247831
t18,-0.7954976
t23,-0.39397547
t52,-0.31838676
t67,-0.31838676
t56,0.338262
t32,-0.5691748
t20,-0.749932
t24,-0.17674778
t97,-0.81402916
