"accepted_species","Medicinal"
"Sericanthe_petitii",0
"Adolphoduckea_maynensis",1
"Gentiana_clarkei",0
"Gentianella_pilosa",0
"Leichhardtia_kaalaensis",0
"Gynochthodes_jasminoides",0
"Geniostoma_venosum",NA
"Timonius_ternifolius",0
"Rustia_thibaudioides",NA
"Prestonia_annularis",0
"Parsonsia_alboflavescens",1
"Vincetoxicum_carnosum",0
"Ochreinauclea_maingayi",1
"Calycosiphonia_spathicalyx",NA
"Spermacoce_bradei",0
"Aidia_acuminata",0
"Phyllocyclus_parishii",0
"Gentianella_cuspidata",0
"Conostomium_natalense",1
"Palicourea_sandwithii",0
"Pachycarpus_bisacculatus",0
"Geniostoma_degeneri",0
"Cyclophyllum_lordbergense",0
"Orbea_wissmannii",0
"Crawfurdia_dimidiata",0
"Cynanchica_biebersteinii",0
"Vangueriopsis_lanciflora",1
"Vincetoxicum_conspicuum",0
"Heterophyllaea_lycioides",0
"Ceropegia_elliptica",0
"Richardia_humistrata",0
"Diplospora_negrosensis",0
"Acranthera_ceylanica",0
"Mycetia_parishii",0
"Eumachia_leptothyrsa",1
"Alstonia_scholaris",1
"Tarenna_quadrangularis",0
"Tarenna_burttii",0
"Ditassa_lisae",0
"Strychnos_darienensis",0
"Notopleura_capitata",0
"Mitrasacme_laricifolia",0
"Cynanchum_ovalifolium",1
"Lomatogonium_zhongdianense",0
"Swertia_calicina",0
"Swertia_squamigera",0
"Psychotria_aroensis",0
"Galium_kitaibelianum",0
"Psychotria_tripedunculata",NA
"Psychotria_brieyi",0
"Galium_coloradoense",0
"Psychotria_condorensis",0
"Psychotria_rapensis",0
"Psychotria_flagelliflora",NA
"Psychotria_auxopoda",0
"Psychotria_triclada",0
"Gaertnera_rakotovaoana",0
"Asperula_pusilla",0
"Ixora_cuspidata",0
"Ixora_auricularis",0
"Ixora_clerodendron",0
"Hoya_yingjiangensis",0
"Hoya_filiformis",0
"Hoya_thomsonii",0
"Saccifolium_bandeirae",0
"Hoya_martinii",NA
"Tricalysia_reticulata",1
"Vincetoxicum_versicolor",1
"Duvaliandra_dioscoridis",0
"Mandevilla_pavonii",0
"Coffea_salvatrix",0
"Mitracarpus_steyermarkii",0
"Logania_archeri",0
"Secamone_axillaris",0
"Macrocarpaea_nicotianifolia",0
"Matelea_pastazana",0
"Spermacoce_capitata",1
"Psydrax_forsteri",0
"Dischidia_calva",0
"Pavetta_pocsii",0
"Pavetta_ankolensis",0
"Pavetta_macropoda",NA
"Pavetta_intermedia",0
"Pentas_caffensis",0
"Rustia_dressleri",0
"Aleisanthiopsis_distantiflora",NA
"Rudgea_hileiabaiana",0
"Stenostomum_rotundatum",0
"Wendlandia_salicifolia",0
"Gentianella_undulatisepala",0
"Wendlandia_acuminata",0
"Virectaria_belingana",NA
"Otiophora_perrieri",0
"Vincetoxicum_monticola",0
"Oldenlandia_schaeferi",NA
"Sabicea_cordata",0
"Curtia_diffusa",0
"Ophiorrhiza_larseniorum",0
"Gentiana_lutea",1
"Faramea_trinervia",0
