,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,49.07923,-4.5967665,6.3610325,-3.5841286,44.364597,12.007659,0.50962305,-2.631411,24.627642,-1.154875,-5.032216,-8.672593,-1.8079541,-9.235355,-0.6060572,25.970259,28.392754
t9,27.154062,-2.8264918,9.515759,-1.9671469,29.36519,10.735018,1.9890022,-1.4928511,14.324877,-0.5742712,-4.3006935,-4.912522,-1.3129483,-4.7010403,-0.6168797,24.251698,24.544666
t18,32.774273,-3.3199742,10.339923,-2.3786557,34.30374,11.99176,2.6589308,-1.8742586,17.269361,-0.7576189,-5.0246787,-5.7892647,-1.4842751,-5.6356845,-0.6077258,27.26164,27.875984
t19,31.871044,-3.2338035,10.232255,-2.310518,33.520832,11.834168,2.6549454,-1.8074553,16.833572,-0.7246111,-4.931236,-5.6483235,-1.4529095,-5.4785724,-0.60993356,26.777699,27.321112
t28,35.563614,-3.6066873,10.453095,-2.599052,36.872604,12.718923,3.1664662,-2.010587,18.724394,-0.8418245,-5.4642425,-6.18601,-1.6351277,-6.110224,-0.5561125,28.655727,29.903088
t29,35.39002,-3.6229153,10.381011,-2.603688,36.862766,12.71391,3.1390533,-1.9958237,18.64184,-0.8169261,-5.4490113,-6.1919365,-1.6311864,-6.101437,-0.6079886,28.581352,29.9388
t10,26.379755,-2.9405696,9.78386,-1.7559775,28.542994,12.032098,4.357214,-1.2493538,13.218628,-0.5906896,-4.5276384,-4.3554626,-1.6360394,-4.3078833,-0.676632,27.254864,29.278936
t107,42.587753,-3.4619167,16.16946,-1.9652508,34.751198,19.253887,21.29566,-0.20613039,24.843805,-0.19689187,-5.25217,-6.2606196,-2.3843136,-5.8399777,-0.8608619,43.89418,41.20439
t108,42.680748,-3.4571521,16.086332,-1.9714463,34.82527,19.294022,21.177275,-0.21033609,24.946106,-0.17459796,-5.2510166,-6.302776,-2.4196742,-5.867084,-0.8175859,44.2145,41.30465
t98,42.488297,-3.4629304,15.961097,-1.9546827,34.61858,19.28313,21.018541,-0.25329837,24.562517,-0.19773863,-5.226608,-6.296928,-2.3940022,-5.8310943,-0.8545951,44.115116,41.433357
t100,42.781414,-3.427848,16.027939,-1.9153315,35.041317,19.726023,21.854212,-0.08703212,25.070786,-0.15675816,-5.3923254,-6.203342,-2.4613714,-5.8112316,-0.98487467,43.93876,41.767918
t101,42.813465,-3.4041436,16.277275,-1.9672998,35.17859,19.56859,21.496843,-0.13234577,25.249466,-0.19559449,-5.346119,-6.228721,-2.4563642,-5.8290777,-0.94952995,44.037163,41.5482
