"","t2","t7","t19","t26","t38","t58","t59","t76","t77","t27","t107","t108","t70","t97","t98","t24","t79","t80","t119","t120","t42","t82","t83","t114","t115","t93","t94","t124","t125","t103","t116","t117","t88","t50","t154","t155","t54","t55","t18","t89","t90","t86","t148","t149","t78","t66","t65","t104","t142","t143","t63","t64","t121","t140","t141","t99","t36","t10","t14","t15","t71","t72","t21","t23","t34","t35","t52","t53","t46","t12","t13","t31","t32","t43","t44","t146","t147","t138","t100","t69","t45","t37","t33","t144","t145","t62","t158","t159","t131","t118","t126","t134","t156","t157","t139","t87","t106","t109","t110","t95","t96","t111","t152","t153","t75","t127","t128","t67","t68","t39","t84","t85","t4","t8","t9","t5","t3","t16","t17","t25","t57","t150","t151","t101","t81","t129","t130","t49","t73","t74","t51","t102","t122","t123","t112","t113","t105","t132","t133","t11","t47","t48","t40","t41","t29","t30","t60","t61","t56","t91","t92","t20","t22","t136","t137","t135","t28","t6","t1"
"t2",0,4.8163995713,4.80299023634,5.17913322185,6.1768570677,6.95379228473,6.95379228473,6.9537922849,6.9537922849,6.9308631568,6.9537922853,6.8984947071,6.07135132415,6.9537922851,6.9537922851,6.9537922855,6.9537922855,6.9537922855,6.9537922854,6.9537922854,6.0011544359,6.7010853378,6.9537922842,6.9537922842,6.9537922842,6.9537922841,6.9537922841,6.95379228415,6.95379228415,6.95379228415,6.9537922841,6.9537922841,6.9537922841,6.1386627499,6.95379228502,6.95379228502,6.7546389142,6.5571908603,5.3969433888,6.95379228465,6.95379228465,6.54811866863,6.95379228476,6.95379228476,6.95379228473,6.95379228453,6.881825935,6.9537922848,6.9537922848,6.9537922848,6.953792285,6.953792285,6.953792284794,6.953792284754,6.953792284754,6.670971092694,6.953792285094,4.415630894064,5.549054073764,4.718291787264,6.953792284694,6.284400116694,6.953792284494,6.953792284694,6.953792284564,6.085286167364,5.781382790054,5.769669974974,5.797306006994,4.896102329894,6.122764767594,6.60700310707,5.98037600597,5.74716527777,6.95379228457,6.95379228465,6.95379228465,6.93368368227,6.67144787694,6.35124534934,5.68098347279,6.12434477314,6.95379228504,6.909858900489,6.95379228434,6.05271033441,6.953792284755,6.953792284755,6.95379228481,6.95379228481,6.95379228481,6.95379228478,6.953792284772,6.953792284772,6.95379228477,6.95379228481,6.95379228481,6.95379228481,6.95379228481,6.95379228481,6.95379228481,6.95379228484,6.95379228483,6.95379228483,6.95379228481,6.95379228481,6.95379228481,6.74799871811,6.95379228461,6.95379228497,6.41510770067,6.95379228477,4.961382166,6.7009593556,7.21512175,5.5962486645,4.516995846,8.0495356341,7.5689333819,8.225704527715,9.883295504215,9.883295504175,9.883295504175,9.883295504195,9.883295504195,9.883295504115,9.883295504115,9.883295503715,9.151001544415,9.831486777215,9.883295503915,9.883295503915,9.883295503899,9.883295503899,9.883295503979,9.883295503979,9.883295503929,9.883295503915,9.883295503915,7.5363759747,9.8832955041,9.8832955041,9.1151793177,9.8832955043,8.6294016022,8.20649168606,9.883295504,9.883295504,9.6806216444,9.7520320144,9.8832955041,9.8832955046,8.7926936008,9.88329550401,9.88329550401,9.88329550401,8.9894803463,5.2836422396,3.5528646551
"t7",4.8163995713,0,3.00019424304,3.37633722855,4.3740610744,5.15099629143,5.15099629143,5.1509962916,5.1509962916,5.1280671635,5.150996292,5.0956987138,6.21053076165,7.0929717226,7.0929717226,7.092971723,7.092971723,7.092971723,7.0929717229,7.0929717229,6.1403338734,6.8402647753,7.0929717217,7.0929717217,7.0929717217,7.0929717216,7.0929717216,7.09297172165,7.09297172165,7.09297172165,7.0929717216,7.0929717216,7.0929717216,6.2778421874,7.09297172252,7.09297172252,6.8938183517,6.6963702978,5.5361228263,7.09297172215,7.09297172215,6.68729810613,7.09297172226,7.09297172226,7.09297172223,7.09297172203,7.0210053725,7.0929717223,7.0929717223,7.0929717223,7.0929717225,7.0929717225,7.092971722294,7.092971722254,7.092971722254,6.810150530194,7.092971722594,4.554810331564,5.688233511264,4.857471224764,7.092971722194,6.423579554194,7.092971721994,7.092971722194,7.092971722064,6.224465604864,5.920562227554,5.908849412474,5.936485444494,5.035281767394,6.261944205094,6.74618254457,6.11955544347,5.88634471527,7.09297172207,7.09297172215,7.09297172215,7.07286311977,6.81062731444,6.49042478684,5.82016291029,6.26352421064,7.09297172254,7.049038337989,7.09297172184,6.19188977191,7.092971722255,7.092971722255,7.09297172231,7.09297172231,7.09297172231,7.09297172228,7.092971722272,7.092971722272,7.09297172227,7.09297172231,7.09297172231,7.09297172231,7.09297172231,7.09297172231,7.09297172231,7.09297172234,7.09297172233,7.09297172233,7.09297172231,7.09297172231,7.09297172231,6.88717815561,7.09297172211,7.09297172247,6.55428713817,7.09297172227,9.2672837195,11.0068609091,11.5210233035,9.902150218,8.8228973995,12.3554371876,11.8748349354,12.531606081215,14.189197057715,14.189197057675,14.189197057675,14.189197057695,14.189197057695,14.189197057615,14.189197057615,14.189197057215,13.456903097915,14.137388330715,14.189197057415,14.189197057415,14.189197057399,14.189197057399,14.189197057479,14.189197057479,14.189197057429,14.189197057415,14.189197057415,11.8422775282,14.1891970576,14.1891970576,13.4210808712,14.1891970578,12.9353031557,12.51239323956,14.1891970575,14.1891970575,13.9865231979,14.0579335679,14.1891970576,14.1891970581,13.0985951543,14.18919705751,14.18919705751,14.18919705751,13.2953818998,9.5895437931,7.8587662086
"t19",4.80299023634,3.00019424304,0,0.49851091199,1.49623475784,2.27316997487,2.27316997487,2.27316997504,2.27316997504,3.96250176354,3.98543089204,3.93013331384,6.19712142669,7.07956238764,7.07956238764,7.07956238804,7.07956238804,7.07956238804,7.07956238794,7.07956238794,6.12692453844,6.82685544034,7.07956238674,7.07956238674,7.07956238674,7.07956238664,7.07956238664,7.07956238669,7.07956238669,7.07956238669,7.07956238664,7.07956238664,7.07956238664,6.26443285244,7.07956238756,7.07956238756,6.88040901674,6.68296096284,5.52271349134,7.07956238719,7.07956238719,6.67388877117,7.0795623873,7.0795623873,7.07956238727,7.07956238707,7.00759603754,7.07956238734,7.07956238734,7.07956238734,7.07956238754,7.07956238754,7.079562387334,7.079562387294,7.079562387294,6.796741195234,7.079562387634,4.541400996604,5.674824176304,4.844061889804,7.079562387234,6.410170219234,7.079562387034,7.079562387234,7.079562387104,6.211056269904,5.907152892594,5.895440077514,5.923076109534,5.021872432434,6.248534870134,6.73277320961,6.10614610851,5.87293538031,7.07956238711,7.07956238719,7.07956238719,7.05945378481,6.79721797948,6.47701545188,5.80675357533,6.25011487568,7.07956238758,7.035629003029,7.07956238688,6.17848043695,7.079562387295,7.079562387295,7.07956238735,7.07956238735,7.07956238735,7.07956238732,7.079562387312,7.079562387312,7.07956238731,7.07956238735,7.07956238735,7.07956238735,7.07956238735,7.07956238735,7.07956238735,7.07956238738,7.07956238737,7.07956238737,7.07956238735,7.07956238735,7.07956238735,6.87376882065,7.07956238715,7.07956238751,6.54087780321,7.07956238731,9.25387438454,10.99345157414,11.50761396854,9.88874088304,8.80948806454,12.34202785264,11.86142560044,12.518196746255,14.175787722755,14.175787722715,14.175787722715,14.175787722735,14.175787722735,14.175787722655,14.175787722655,14.175787722255,13.443493762955,14.123978995755,14.175787722455,14.175787722455,14.175787722439,14.175787722439,14.175787722519,14.175787722519,14.175787722469,14.175787722455,14.175787722455,11.82886819324,14.17578772264,14.17578772264,13.40767153624,14.17578772284,12.92189382074,12.4989839046,14.17578772254,14.17578772254,13.97311386294,14.04452423294,14.17578772264,14.17578772314,13.08518581934,14.17578772255,14.17578772255,14.17578772255,13.28197256484,9.57613445814,7.84535687364
"t26",5.17913322185,3.37633722855,0.49851091199,0,1.15359599455,1.93053121158,1.93053121158,1.93053121175,1.93053121175,4.33864474905,4.36157387755,4.30627629935,6.5732644122,7.45570537315,7.45570537315,7.45570537355,7.45570537355,7.45570537355,7.45570537345,7.45570537345,6.50306752395,7.20299842585,7.45570537225,7.45570537225,7.45570537225,7.45570537215,7.45570537215,7.4557053722,7.4557053722,7.4557053722,7.45570537215,7.45570537215,7.45570537215,6.64057583795,7.45570537307,7.45570537307,7.25655200225,7.05910394835,5.89885647685,7.4557053727,7.4557053727,7.05003175668,7.45570537281,7.45570537281,7.45570537278,7.45570537258,7.38373902305,7.45570537285,7.45570537285,7.45570537285,7.45570537305,7.45570537305,7.455705372844,7.455705372804,7.455705372804,7.172884180744,7.455705373144,4.917543982114,6.050967161814,5.220204875314,7.455705372744,6.786313204744,7.455705372544,7.455705372744,7.455705372614,6.587199255414,6.283295878104,6.271583063024,6.299219095044,5.398015417944,6.624677855644,7.10891619512,6.48228909402,6.24907836582,7.45570537262,7.4557053727,7.4557053727,7.43559677032,7.17336096499,6.85315843739,6.18289656084,6.62625786119,7.45570537309,7.411771988539,7.45570537239,6.55462342246,7.455705372805,7.455705372805,7.45570537286,7.45570537286,7.45570537286,7.45570537283,7.455705372822,7.455705372822,7.45570537282,7.45570537286,7.45570537286,7.45570537286,7.45570537286,7.45570537286,7.45570537286,7.45570537289,7.45570537288,7.45570537288,7.45570537286,7.45570537286,7.45570537286,7.24991180616,7.45570537266,7.45570537302,6.91702078872,7.45570537282,9.63001737005,11.36959455965,11.88375695405,10.26488386855,9.18563105005,12.71817083815,12.23756858595,12.894339731765,14.551930708265,14.551930708225,14.551930708225,14.551930708245,14.551930708245,14.551930708165,14.551930708165,14.551930707765,13.819636748465,14.500121981265,14.551930707965,14.551930707965,14.551930707949,14.551930707949,14.551930708029,14.551930708029,14.551930707979,14.551930707965,14.551930707965,12.20501117875,14.55193070815,14.55193070815,13.78381452175,14.55193070835,13.29803680625,12.87512689011,14.55193070805,14.55193070805,14.34925684845,14.42066721845,14.55193070815,14.55193070865,13.46132880485,14.55193070806,14.55193070806,14.55193070806,13.65811555035,9.95227744365,8.22149985915
"t38",6.1768570677,4.3740610744,1.49623475784,1.15359599455,0,2.06683102023,2.06683102023,2.0668310204,2.0668310204,5.3363685949,5.3592977234,5.3040001452,7.57098825805,8.453429219,8.453429219,8.4534292194,8.4534292194,8.4534292194,8.4534292193,8.4534292193,7.5007913698,8.2007222717,8.4534292181,8.4534292181,8.4534292181,8.453429218,8.453429218,8.45342921805,8.45342921805,8.45342921805,8.453429218,8.453429218,8.453429218,7.6382996838,8.45342921892,8.45342921892,8.2542758481,8.0568277942,6.8965803227,8.45342921855,8.45342921855,8.04775560253,8.45342921866,8.45342921866,8.45342921863,8.45342921843,8.3814628689,8.4534292187,8.4534292187,8.4534292187,8.4534292189,8.4534292189,8.453429218694,8.453429218654,8.453429218654,8.170608026594,8.453429218994,5.915267827964,7.048691007664,6.217928721164,8.453429218594,7.784037050594,8.453429218394,8.453429218594,8.453429218464,7.584923101264,7.281019723954,7.269306908874,7.296942940894,6.395739263794,7.622401701494,8.10664004097,7.48001293987,7.24680221167,8.45342921847,8.45342921855,8.45342921855,8.43332061617,8.17108481084,7.85088228324,7.18062040669,7.62398170704,8.45342921894,8.409495834389,8.45342921824,7.55234726831,8.453429218655,8.453429218655,8.45342921871,8.45342921871,8.45342921871,8.45342921868,8.453429218672,8.453429218672,8.45342921867,8.45342921871,8.45342921871,8.45342921871,8.45342921871,8.45342921871,8.45342921871,8.45342921874,8.45342921873,8.45342921873,8.45342921871,8.45342921871,8.45342921871,8.24763565201,8.45342921851,8.45342921887,7.91474463457,8.45342921867,10.6277412159,12.3673184055,12.8814807999,11.2626077144,10.1833548959,13.715894684,13.2352924318,13.892063577615,15.549654554115,15.549654554075,15.549654554075,15.549654554095,15.549654554095,15.549654554015,15.549654554015,15.549654553615,14.817360594315,15.497845827115,15.549654553815,15.549654553815,15.549654553799,15.549654553799,15.549654553879,15.549654553879,15.549654553829,15.549654553815,15.549654553815,13.2027350246,15.549654554,15.549654554,14.7815383676,15.5496545542,14.2957606521,13.87285073596,15.5496545539,15.5496545539,15.3469806943,15.4183910643,15.549654554,15.5496545545,14.4590526507,15.54965455391,15.54965455391,15.54965455391,14.6558393962,10.9500012895,9.219223705
"t58",6.95379228473,5.15099629143,2.27316997487,1.93053121158,2.06683102023,0,2.134478418,2.23257845683,2.23257845683,6.11330381193,6.13623294043,6.08093536223,8.34792347508,9.23036443603,9.23036443603,9.23036443643,9.23036443643,9.23036443643,9.23036443633,9.23036443633,8.27772658683,8.97765748873,9.23036443513,9.23036443513,9.23036443513,9.23036443503,9.23036443503,9.23036443508,9.23036443508,9.23036443508,9.23036443503,9.23036443503,9.23036443503,8.41523490083,9.23036443595,9.23036443595,9.03121106513,8.83376301123,7.67351553973,9.23036443558,9.23036443558,8.82469081956,9.23036443569,9.23036443569,9.23036443566,9.23036443546,9.15839808593,9.23036443573,9.23036443573,9.23036443573,9.23036443593,9.23036443593,9.230364435724,9.230364435684,9.230364435684,8.947543243624,9.230364436024,6.692203044994,7.825626224694,6.994863938194,9.230364435624,8.560972267624,9.230364435424,9.230364435624,9.230364435494,8.361858318294,8.057954940984,8.046242125904,8.073878157924,7.172674480824,8.399336918524,8.883575258,8.2569481569,8.0237374287,9.2303644355,9.23036443558,9.23036443558,9.2102558332,8.94802002787,8.62781750027,7.95755562372,8.40091692407,9.23036443597,9.186431051419,9.23036443527,8.32928248534,9.230364435685,9.230364435685,9.23036443574,9.23036443574,9.23036443574,9.23036443571,9.230364435702,9.230364435702,9.2303644357,9.23036443574,9.23036443574,9.23036443574,9.23036443574,9.23036443574,9.23036443574,9.23036443577,9.23036443576,9.23036443576,9.23036443574,9.23036443574,9.23036443574,9.02457086904,9.23036443554,9.2303644359,8.6916798516,9.2303644357,11.40467643293,13.14425362253,13.65841601693,12.03954293143,10.96029011293,14.49282990103,14.01222764883,14.668998794645,16.326589771145,16.326589771105,16.326589771105,16.326589771125,16.326589771125,16.326589771045,16.326589771045,16.326589770645,15.594295811345,16.274781044145,16.326589770845,16.326589770845,16.326589770829,16.326589770829,16.326589770909,16.326589770909,16.326589770859,16.326589770845,16.326589770845,13.97967024163,16.32658977103,16.32658977103,15.55847358463,16.32658977123,15.07269586913,14.64978595299,16.32658977093,16.32658977093,16.12391591133,16.19532628133,16.32658977103,16.32658977153,15.23598786773,16.32658977094,16.32658977094,16.32658977094,15.43277461323,11.72693650653,9.99615892203
"t59",6.95379228473,5.15099629143,2.27316997487,1.93053121158,2.06683102023,2.134478418,0,2.23257845683,2.23257845683,6.11330381193,6.13623294043,6.08093536223,8.34792347508,9.23036443603,9.23036443603,9.23036443643,9.23036443643,9.23036443643,9.23036443633,9.23036443633,8.27772658683,8.97765748873,9.23036443513,9.23036443513,9.23036443513,9.23036443503,9.23036443503,9.23036443508,9.23036443508,9.23036443508,9.23036443503,9.23036443503,9.23036443503,8.41523490083,9.23036443595,9.23036443595,9.03121106513,8.83376301123,7.67351553973,9.23036443558,9.23036443558,8.82469081956,9.23036443569,9.23036443569,9.23036443566,9.23036443546,9.15839808593,9.23036443573,9.23036443573,9.23036443573,9.23036443593,9.23036443593,9.230364435724,9.230364435684,9.230364435684,8.947543243624,9.230364436024,6.692203044994,7.825626224694,6.994863938194,9.230364435624,8.560972267624,9.230364435424,9.230364435624,9.230364435494,8.361858318294,8.057954940984,8.046242125904,8.073878157924,7.172674480824,8.399336918524,8.883575258,8.2569481569,8.0237374287,9.2303644355,9.23036443558,9.23036443558,9.2102558332,8.94802002787,8.62781750027,7.95755562372,8.40091692407,9.23036443597,9.186431051419,9.23036443527,8.32928248534,9.230364435685,9.230364435685,9.23036443574,9.23036443574,9.23036443574,9.23036443571,9.230364435702,9.230364435702,9.2303644357,9.23036443574,9.23036443574,9.23036443574,9.23036443574,9.23036443574,9.23036443574,9.23036443577,9.23036443576,9.23036443576,9.23036443574,9.23036443574,9.23036443574,9.02457086904,9.23036443554,9.2303644359,8.6916798516,9.2303644357,11.40467643293,13.14425362253,13.65841601693,12.03954293143,10.96029011293,14.49282990103,14.01222764883,14.668998794645,16.326589771145,16.326589771105,16.326589771105,16.326589771125,16.326589771125,16.326589771045,16.326589771045,16.326589770645,15.594295811345,16.274781044145,16.326589770845,16.326589770845,16.326589770829,16.326589770829,16.326589770909,16.326589770909,16.326589770859,16.326589770845,16.326589770845,13.97967024163,16.32658977103,16.32658977103,15.55847358463,16.32658977123,15.07269586913,14.64978595299,16.32658977093,16.32658977093,16.12391591133,16.19532628133,16.32658977103,16.32658977153,15.23598786773,16.32658977094,16.32658977094,16.32658977094,15.43277461323,11.72693650653,9.99615892203
"t76",6.9537922849,5.1509962916,2.27316997504,1.93053121175,2.0668310204,2.23257845683,2.23257845683,0,1.6913471506,6.1133038121,6.1362329406,6.0809353624,8.34792347525,9.2303644362,9.2303644362,9.2303644366,9.2303644366,9.2303644366,9.2303644365,9.2303644365,8.277726587,8.9776574889,9.2303644353,9.2303644353,9.2303644353,9.2303644352,9.2303644352,9.23036443525,9.23036443525,9.23036443525,9.2303644352,9.2303644352,9.2303644352,8.415234901,9.23036443612,9.23036443612,9.0312110653,8.8337630114,7.6735155399,9.23036443575,9.23036443575,8.82469081973,9.23036443586,9.23036443586,9.23036443583,9.23036443563,9.1583980861,9.2303644359,9.2303644359,9.2303644359,9.2303644361,9.2303644361,9.230364435894,9.230364435854,9.230364435854,8.947543243794,9.230364436194,6.692203045164,7.825626224864,6.994863938364,9.230364435794,8.560972267794,9.230364435594,9.230364435794,9.230364435664,8.361858318464,8.057954941154,8.046242126074,8.073878158094,7.172674480994,8.399336918694,8.88357525817,8.25694815707,8.02373742887,9.23036443567,9.23036443575,9.23036443575,9.21025583337,8.94802002804,8.62781750044,7.95755562389,8.40091692424,9.23036443614,9.186431051589,9.23036443544,8.32928248551,9.230364435855,9.230364435855,9.23036443591,9.23036443591,9.23036443591,9.23036443588,9.230364435872,9.230364435872,9.23036443587,9.23036443591,9.23036443591,9.23036443591,9.23036443591,9.23036443591,9.23036443591,9.23036443594,9.23036443593,9.23036443593,9.23036443591,9.23036443591,9.23036443591,9.02457086921,9.23036443571,9.23036443607,8.69167985177,9.23036443587,11.4046764331,13.1442536227,13.6584160171,12.0395429316,10.9602901131,14.4928299012,14.012227649,14.668998794815,16.326589771315,16.326589771275,16.326589771275,16.326589771295,16.326589771295,16.326589771215,16.326589771215,16.326589770815,15.594295811515,16.274781044315,16.326589771015,16.326589771015,16.326589770999,16.326589770999,16.326589771079,16.326589771079,16.326589771029,16.326589771015,16.326589771015,13.9796702418,16.3265897712,16.3265897712,15.5584735848,16.3265897714,15.0726958693,14.64978595316,16.3265897711,16.3265897711,16.1239159115,16.1953262815,16.3265897712,16.3265897717,15.2359878679,16.32658977111,16.32658977111,16.32658977111,15.4327746134,11.7269365067,9.9961589222
"t77",6.9537922849,5.1509962916,2.27316997504,1.93053121175,2.0668310204,2.23257845683,2.23257845683,1.6913471506,0,6.1133038121,6.1362329406,6.0809353624,8.34792347525,9.2303644362,9.2303644362,9.2303644366,9.2303644366,9.2303644366,9.2303644365,9.2303644365,8.277726587,8.9776574889,9.2303644353,9.2303644353,9.2303644353,9.2303644352,9.2303644352,9.23036443525,9.23036443525,9.23036443525,9.2303644352,9.2303644352,9.2303644352,8.415234901,9.23036443612,9.23036443612,9.0312110653,8.8337630114,7.6735155399,9.23036443575,9.23036443575,8.82469081973,9.23036443586,9.23036443586,9.23036443583,9.23036443563,9.1583980861,9.2303644359,9.2303644359,9.2303644359,9.2303644361,9.2303644361,9.230364435894,9.230364435854,9.230364435854,8.947543243794,9.230364436194,6.692203045164,7.825626224864,6.994863938364,9.230364435794,8.560972267794,9.230364435594,9.230364435794,9.230364435664,8.361858318464,8.057954941154,8.046242126074,8.073878158094,7.172674480994,8.399336918694,8.88357525817,8.25694815707,8.02373742887,9.23036443567,9.23036443575,9.23036443575,9.21025583337,8.94802002804,8.62781750044,7.95755562389,8.40091692424,9.23036443614,9.186431051589,9.23036443544,8.32928248551,9.230364435855,9.230364435855,9.23036443591,9.23036443591,9.23036443591,9.23036443588,9.230364435872,9.230364435872,9.23036443587,9.23036443591,9.23036443591,9.23036443591,9.23036443591,9.23036443591,9.23036443591,9.23036443594,9.23036443593,9.23036443593,9.23036443591,9.23036443591,9.23036443591,9.02457086921,9.23036443571,9.23036443607,8.69167985177,9.23036443587,11.4046764331,13.1442536227,13.6584160171,12.0395429316,10.9602901131,14.4928299012,14.012227649,14.668998794815,16.326589771315,16.326589771275,16.326589771275,16.326589771295,16.326589771295,16.326589771215,16.326589771215,16.326589770815,15.594295811515,16.274781044315,16.326589771015,16.326589771015,16.326589770999,16.326589770999,16.326589771079,16.326589771079,16.326589771029,16.326589771015,16.326589771015,13.9796702418,16.3265897712,16.3265897712,15.5584735848,16.3265897714,15.0726958693,14.64978595316,16.3265897711,16.3265897711,16.1239159115,16.1953262815,16.3265897712,16.3265897717,15.2359878679,16.32658977111,16.32658977111,16.32658977111,15.4327746134,11.7269365067,9.9961589222
"t27",6.9308631568,5.1280671635,3.96250176354,4.33864474905,5.3363685949,6.11330381193,6.11330381193,6.1133038121,6.1133038121,0,3.6498678165,3.5945702383,8.32499434715,9.2074353081,9.2074353081,9.2074353085,9.2074353085,9.2074353085,9.2074353084,9.2074353084,8.2547974589,8.9547283608,9.2074353072,9.2074353072,9.2074353072,9.2074353071,9.2074353071,9.20743530715,9.20743530715,9.20743530715,9.2074353071,9.2074353071,9.2074353071,8.3923057729,9.20743530802,9.20743530802,9.0082819372,8.8108338833,7.6505864118,9.20743530765,9.20743530765,8.80176169163,9.20743530776,9.20743530776,9.20743530773,9.20743530753,9.135468958,9.2074353078,9.2074353078,9.2074353078,9.207435308,9.207435308,9.207435307794,9.207435307754,9.207435307754,8.924614115694,9.207435308094,6.669273917064,7.802697096764,6.971934810264,9.207435307694,8.538043139694,9.207435307494,9.207435307694,9.207435307564,8.338929190364,8.035025813054,8.023312997974,8.050949029994,7.149745352894,8.376407790594,8.86064613007,8.23401902897,8.00080830077,9.20743530757,9.20743530765,9.20743530765,9.18732670527,8.92509089994,8.60488837234,7.93462649579,8.37798779614,9.20743530804,9.163501923489,9.20743530734,8.30635335741,9.207435307755,9.207435307755,9.20743530781,9.20743530781,9.20743530781,9.20743530778,9.207435307772,9.207435307772,9.20743530777,9.20743530781,9.20743530781,9.20743530781,9.20743530781,9.20743530781,9.20743530781,9.20743530784,9.20743530783,9.20743530783,9.20743530781,9.20743530781,9.20743530781,9.00164174111,9.20743530761,9.20743530797,8.66875072367,9.20743530777,11.381747305,13.1213244946,13.635486889,12.0166138035,10.937360985,14.4699007731,13.9892985209,14.646069666715,16.303660643215,16.303660643175,16.303660643175,16.303660643195,16.303660643195,16.303660643115,16.303660643115,16.303660642715,15.571366683415,16.251851916215,16.303660642915,16.303660642915,16.303660642899,16.303660642899,16.303660642979,16.303660642979,16.303660642929,16.303660642915,16.303660642915,13.9567411137,16.3036606431,16.3036606431,15.5355444567,16.3036606433,15.0497667412,14.62685682506,16.303660643,16.303660643,16.1009867834,16.1723971534,16.3036606431,16.3036606436,15.2130587398,16.30366064301,16.30366064301,16.30366064301,15.4098454853,11.7040073786,9.9732297941
