"accepted_species","trait_BM_trend_scaled"
"t2",1
"t3",1
"t4",1
"t48",0
"t74",0
"t75",0
"t25",0
"t26",0
"t39",0
"t61",0
"t81",0
"t82",0
"t98",0
"t99",0
"t111",0
"t112",0
"t23",0
"t46",0
"t47",0
"t24",0
"t49",NA
"t124",NA
"t125",NA
"t121",0
"t122",0
"t62",NA
"t57",NA
"t96",0
"t97",0
"t70",NA
"t84",NA
"t85",NA
"t76",NA
"t86",NA
"t87",NA
"t45",NA
"t88",NA
"t89",NA
"t9",0
"t14",0
"t38",0
"t119",1
"t120",1
"t64",1
"t52",1
"t17",0
"t18",0
"t95",0
"t133",0
"t134",0
"t19",0
"t12",0
"t91",0
"t92",0
"t107",0
"t128",0
"t129",0
"t50",0
"t59",0
"t60",0
"t114",0
"t115",0
"t72",0
"t73",0
"t13",0
"t71",0
"t100",0
"t105",0
"t106",0
"t58",0
"t53",0
"t109",0
"t110",0
"t55",0
"t16",0
"t28",1
"t103",0
"t104",0
"t90",1
"t83",0
"t140",1
"t141",1
"t101",1
"t54",0
"t93",0
"t94",1
"t40",0
"t130",1
"t131",1
"t80",1
"t20",1
"t135",0
"t136",0
"t137",0
"t108",0
"t43",0
"t44",0
"t34",0
"t10",0
"t11",1
"t8",1
"t35",0
"t36",0
"t31",0
"t126",0
"t127",0
"t118",0
"t116",0
"t117",0
"t148",0
"t149",0
"t65",0
"t29",0
"t30",0
"t51",0
"t79",0
"t144",0
"t145",0
"t113",0
"t102",0
"t77",0
"t78",1
"t63",0
"t139",0
"t146",0
"t147",0
"t123",0
"t22",0
"t7",0
"t56",0
"t68",0
"t69",1
"t32",0
"t33",0
"t27",0
"t41",0
"t42",0
"t15",0
"t21",0
"t66",0
"t67",0
"t138",0
"t142",0
"t143",0
"t132",0
"t37",0
"t6",0
"t5",1
"t1",1
