"","t115","t116","t35","t84","t85","t92","t93","t77","t130","t131","t107","t108","t68","t40","t16","t8","t4","t5","t6","t103","t104","t94","t128","t129","t83","t32","t33","t34","t36","t37","t19","t20","t55","t56","t118","t119","t12","t100","t101","t63","t105","t113","t139","t140","t79","t62","t69","t80","t81","t64","t114","t138","t153","t154","t102","t24","t124","t125","t149","t150","t78","t99","t111","t112","t71","t72","t82","t151","t152","t17","t38","t39","t73","t74","t22","t23","t9","t59","t60","t98","t143","t144","t142","t21","t26","t97","t141","t145","t146","t117","t90","t91","t47","t95","t96","t86","t61","t48","t87","t88","t46","t15","t7","t18","t52","t53","t41","t14","t44","t57","t58","t27","t66","t67","t30","t31","t136","t137","t54","t122","t123","t65","t126","t127","t76","t43","t28","t29","t147","t148","t75","t120","t121","t25","t155","t156","t10","t3","t2","t13","t157","t158","t106","t132","t133","t49","t134","t135","t89","t159","t160","t70","t42","t109","t110","t50","t51","t45","t11","t1"
"t115",0,0.4819666054,3.7622202415,3.76222024127,3.76222024127,3.7622202412,3.7622202412,3.76222024119,3.76222024119,3.76222024119,3.76222024119,3.76222024119,2.99973277628,3.7622202415,4.6341805923,3.1440394849,8.98792928253,6.29626029043,5.68629782563,8.98792928233,8.98792928233,8.9879292823,8.9879292824,8.9374748233,8.9879292824,8.42482525433,8.98792928289,7.82982294089,8.98792928229,7.89714438129,7.23760562435,6.91073047654,8.87677560163,8.98792928333,8.98792928253,8.98792928253,6.60049230623,8.98792928283,8.98792928283,8.57286452353,8.66877796373,8.98792928273,8.98792928273,8.98792928273,8.67735885973,8.63236088023,8.32379128789,8.98792928279,8.98792928279,8.98792928283,8.98792928293,8.98792928293,8.98792928292,8.98792928292,8.98792928293,8.98792928253,8.98792928323,8.98792928323,8.98792928314,8.98792928314,8.43536496531,8.98792928313,8.71760797833,8.98792928317,8.98792928308,8.27031028029,8.98792928278,8.98792928284,8.98792928284,7.83725437858,7.92778282388,8.81248626518,8.75495273578,8.98792928288,6.98933636692,7.22341810288,6.24369811901,8.98792928257,8.98792928257,8.98792928218,8.98792928216,8.98792928216,8.98792928216,7.18717743908,7.53760062648,8.98792928198,8.98792928199,8.98792928199,8.98792928199,8.98792928198,8.98792928198,8.98792928198,8.98792928218,8.94852170225,8.98792928225,8.98792928225,8.05481374907,8.27240703275,8.98792928228,8.98792928228,8.33197118018,6.55893330441,6.59576075666,6.92250446097,9.13623833306,9.13623833306,8.84073977256,7.88339127186,7.79296058186,8.50242924936,8.88288441176,7.71342288526,9.13623833256,9.13623833256,7.57025090546,9.13623833236,10.6495368632,10.6495368632,10.6495368632,10.64953686308,10.64953686308,10.64953686318,10.64953686308,10.64953686308,10.57696789368,10.64953686346,9.96699578436,10.64953686336,10.64953686348,10.64953686348,10.06562455826,10.64953686306,10.46275114536,8.79431661736,10.64953686309,10.64953686309,8.07743066116,7.20536572246,6.84525969456,8.45045088596,10.649536863708,10.649536863708,10.64953686356,10.64953686356,10.64953686356,9.73691557116,10.64953686348,10.64953686348,10.64953686348,10.6495368634985,10.6495368634985,10.64953686346,9.73786914056,10.64953686366,10.64953686366,10.20019260096,9.62896996846,10.53577376456,7.94582703536,7.89978038806
"t116",0.4819666054,0,3.7622202415,3.76222024127,3.76222024127,3.7622202412,3.7622202412,3.76222024119,3.76222024119,3.76222024119,3.76222024119,3.76222024119,2.99973277628,3.7622202415,4.6341805923,3.1440394849,8.98792928253,6.29626029043,5.68629782563,8.98792928233,8.98792928233,8.9879292823,8.9879292824,8.9374748233,8.9879292824,8.42482525433,8.98792928289,7.82982294089,8.98792928229,7.89714438129,7.23760562435,6.91073047654,8.87677560163,8.98792928333,8.98792928253,8.98792928253,6.60049230623,8.98792928283,8.98792928283,8.57286452353,8.66877796373,8.98792928273,8.98792928273,8.98792928273,8.67735885973,8.63236088023,8.32379128789,8.98792928279,8.98792928279,8.98792928283,8.98792928293,8.98792928293,8.98792928292,8.98792928292,8.98792928293,8.98792928253,8.98792928323,8.98792928323,8.98792928314,8.98792928314,8.43536496531,8.98792928313,8.71760797833,8.98792928317,8.98792928308,8.27031028029,8.98792928278,8.98792928284,8.98792928284,7.83725437858,7.92778282388,8.81248626518,8.75495273578,8.98792928288,6.98933636692,7.22341810288,6.24369811901,8.98792928257,8.98792928257,8.98792928218,8.98792928216,8.98792928216,8.98792928216,7.18717743908,7.53760062648,8.98792928198,8.98792928199,8.98792928199,8.98792928199,8.98792928198,8.98792928198,8.98792928198,8.98792928218,8.94852170225,8.98792928225,8.98792928225,8.05481374907,8.27240703275,8.98792928228,8.98792928228,8.33197118018,6.55893330441,6.59576075666,6.92250446097,9.13623833306,9.13623833306,8.84073977256,7.88339127186,7.79296058186,8.50242924936,8.88288441176,7.71342288526,9.13623833256,9.13623833256,7.57025090546,9.13623833236,10.6495368632,10.6495368632,10.6495368632,10.64953686308,10.64953686308,10.64953686318,10.64953686308,10.64953686308,10.57696789368,10.64953686346,9.96699578436,10.64953686336,10.64953686348,10.64953686348,10.06562455826,10.64953686306,10.46275114536,8.79431661736,10.64953686309,10.64953686309,8.07743066116,7.20536572246,6.84525969456,8.45045088596,10.649536863708,10.649536863708,10.64953686356,10.64953686356,10.64953686356,9.73691557116,10.64953686348,10.64953686348,10.64953686348,10.6495368634985,10.6495368634985,10.64953686346,9.73786914056,10.64953686366,10.64953686366,10.20019260096,9.62896996846,10.53577376456,7.94582703536,7.89978038806
"t35",3.7622202415,3.7622202415,0,3.22238533577,3.22238533577,3.2223853357,3.2223853357,3.22238533569,3.22238533569,3.22238533569,3.22238533569,3.22238533569,2.45989787078,3.222385336,4.6341805924,3.144039485,8.98792928263,6.29626029053,5.68629782573,8.98792928243,8.98792928243,8.9879292824,8.9879292825,8.9374748234,8.9879292825,8.42482525443,8.98792928299,7.82982294099,8.98792928239,7.89714438139,7.23760562445,6.91073047664,8.87677560173,8.98792928343,8.98792928263,8.98792928263,6.60049230633,8.98792928293,8.98792928293,8.57286452363,8.66877796383,8.98792928283,8.98792928283,8.98792928283,8.67735885983,8.63236088033,8.32379128799,8.98792928289,8.98792928289,8.98792928293,8.98792928303,8.98792928303,8.98792928302,8.98792928302,8.98792928303,8.98792928263,8.98792928333,8.98792928333,8.98792928324,8.98792928324,8.43536496541,8.98792928323,8.71760797843,8.98792928327,8.98792928318,8.27031028039,8.98792928288,8.98792928294,8.98792928294,7.83725437868,7.92778282398,8.81248626528,8.75495273588,8.98792928298,6.98933636702,7.22341810298,6.24369811911,8.98792928267,8.98792928267,8.98792928228,8.98792928226,8.98792928226,8.98792928226,7.18717743918,7.53760062658,8.98792928208,8.98792928209,8.98792928209,8.98792928209,8.98792928208,8.98792928208,8.98792928208,8.98792928228,8.94852170235,8.98792928235,8.98792928235,8.05481374917,8.27240703285,8.98792928238,8.98792928238,8.33197118028,6.55893330451,6.59576075676,6.92250446107,9.13623833316,9.13623833316,8.84073977266,7.88339127196,7.79296058196,8.50242924946,8.88288441186,7.71342288536,9.13623833266,9.13623833266,7.57025090556,9.13623833246,10.6495368633,10.6495368633,10.6495368633,10.64953686318,10.64953686318,10.64953686328,10.64953686318,10.64953686318,10.57696789378,10.64953686356,9.96699578446,10.64953686346,10.64953686358,10.64953686358,10.06562455836,10.64953686316,10.46275114546,8.79431661746,10.64953686319,10.64953686319,8.07743066126,7.20536572256,6.84525969466,8.45045088606,10.649536863808,10.649536863808,10.64953686366,10.64953686366,10.64953686366,9.73691557126,10.64953686358,10.64953686358,10.64953686358,10.6495368635985,10.6495368635985,10.64953686356,9.73786914066,10.64953686376,10.64953686376,10.20019260106,9.62896996856,10.53577376466,7.94582703546,7.89978038816
"t84",3.76222024127,3.76222024127,3.22238533577,0,1.1448716114,1.17382085927,1.17382085927,1.31152338828,1.54949214048,1.54949214048,1.54949214048,1.54949214048,0.81016586655,2.88471278777,4.63418059217,3.14403948477,8.9879292824,6.2962602903,5.6862978255,8.9879292822,8.9879292822,8.98792928217,8.98792928227,8.93747482317,8.98792928227,8.4248252542,8.98792928276,7.82982294076,8.98792928216,7.89714438116,7.23760562422,6.91073047641,8.8767756015,8.9879292832,8.9879292824,8.9879292824,6.6004923061,8.9879292827,8.9879292827,8.5728645234,8.6687779636,8.9879292826,8.9879292826,8.9879292826,8.6773588596,8.6323608801,8.32379128776,8.98792928266,8.98792928266,8.9879292827,8.9879292828,8.9879292828,8.98792928279,8.98792928279,8.9879292828,8.9879292824,8.9879292831,8.9879292831,8.98792928301,8.98792928301,8.43536496518,8.987929283,8.7176079782,8.98792928304,8.98792928295,8.27031028016,8.98792928265,8.98792928271,8.98792928271,7.83725437845,7.92778282375,8.81248626505,8.75495273565,8.98792928275,6.98933636679,7.22341810275,6.24369811888,8.98792928244,8.98792928244,8.98792928205,8.98792928203,8.98792928203,8.98792928203,7.18717743895,7.53760062635,8.98792928185,8.98792928186,8.98792928186,8.98792928186,8.98792928185,8.98792928185,8.98792928185,8.98792928205,8.94852170212,8.98792928212,8.98792928212,8.05481374894,8.27240703262,8.98792928215,8.98792928215,8.33197118005,6.55893330428,6.59576075653,6.92250446084,9.13623833293,9.13623833293,8.84073977243,7.88339127173,7.79296058173,8.50242924923,8.88288441163,7.71342288513,9.13623833243,9.13623833243,7.57025090533,9.13623833223,10.64953686307,10.64953686307,10.64953686307,10.64953686295,10.64953686295,10.64953686305,10.64953686295,10.64953686295,10.57696789355,10.64953686333,9.96699578423,10.64953686323,10.64953686335,10.64953686335,10.06562455813,10.64953686293,10.46275114523,8.79431661723,10.64953686296,10.64953686296,8.07743066103,7.20536572233,6.84525969443,8.45045088583,10.649536863578,10.649536863578,10.64953686343,10.64953686343,10.64953686343,9.73691557103,10.64953686335,10.64953686335,10.64953686335,10.6495368633685,10.6495368633685,10.64953686333,9.73786914043,10.64953686353,10.64953686353,10.20019260083,9.62896996833,10.53577376443,7.94582703523,7.89978038793
"t85",3.76222024127,3.76222024127,3.22238533577,1.1448716114,0,1.17382085927,1.17382085927,1.31152338828,1.54949214048,1.54949214048,1.54949214048,1.54949214048,0.81016586655,2.88471278777,4.63418059217,3.14403948477,8.9879292824,6.2962602903,5.6862978255,8.9879292822,8.9879292822,8.98792928217,8.98792928227,8.93747482317,8.98792928227,8.4248252542,8.98792928276,7.82982294076,8.98792928216,7.89714438116,7.23760562422,6.91073047641,8.8767756015,8.9879292832,8.9879292824,8.9879292824,6.6004923061,8.9879292827,8.9879292827,8.5728645234,8.6687779636,8.9879292826,8.9879292826,8.9879292826,8.6773588596,8.6323608801,8.32379128776,8.98792928266,8.98792928266,8.9879292827,8.9879292828,8.9879292828,8.98792928279,8.98792928279,8.9879292828,8.9879292824,8.9879292831,8.9879292831,8.98792928301,8.98792928301,8.43536496518,8.987929283,8.7176079782,8.98792928304,8.98792928295,8.27031028016,8.98792928265,8.98792928271,8.98792928271,7.83725437845,7.92778282375,8.81248626505,8.75495273565,8.98792928275,6.98933636679,7.22341810275,6.24369811888,8.98792928244,8.98792928244,8.98792928205,8.98792928203,8.98792928203,8.98792928203,7.18717743895,7.53760062635,8.98792928185,8.98792928186,8.98792928186,8.98792928186,8.98792928185,8.98792928185,8.98792928185,8.98792928205,8.94852170212,8.98792928212,8.98792928212,8.05481374894,8.27240703262,8.98792928215,8.98792928215,8.33197118005,6.55893330428,6.59576075653,6.92250446084,9.13623833293,9.13623833293,8.84073977243,7.88339127173,7.79296058173,8.50242924923,8.88288441163,7.71342288513,9.13623833243,9.13623833243,7.57025090533,9.13623833223,10.64953686307,10.64953686307,10.64953686307,10.64953686295,10.64953686295,10.64953686305,10.64953686295,10.64953686295,10.57696789355,10.64953686333,9.96699578423,10.64953686323,10.64953686335,10.64953686335,10.06562455813,10.64953686293,10.46275114523,8.79431661723,10.64953686296,10.64953686296,8.07743066103,7.20536572233,6.84525969443,8.45045088583,10.649536863578,10.649536863578,10.64953686343,10.64953686343,10.64953686343,9.73691557103,10.64953686335,10.64953686335,10.64953686335,10.6495368633685,10.6495368633685,10.64953686333,9.73786914043,10.64953686353,10.64953686353,10.20019260083,9.62896996833,10.53577376443,7.94582703523,7.89978038793
"t92",3.7622202412,3.7622202412,3.2223853357,1.17382085927,1.17382085927,0,0.9532834108,1.31152338821,1.54949214041,1.54949214041,1.54949214041,1.54949214041,0.81016586648,2.8847127877,4.6341805921,3.1440394847,8.98792928233,6.29626029023,5.68629782543,8.98792928213,8.98792928213,8.9879292821,8.9879292822,8.9374748231,8.9879292822,8.42482525413,8.98792928269,7.82982294069,8.98792928209,7.89714438109,7.23760562415,6.91073047634,8.87677560143,8.98792928313,8.98792928233,8.98792928233,6.60049230603,8.98792928263,8.98792928263,8.57286452333,8.66877796353,8.98792928253,8.98792928253,8.98792928253,8.67735885953,8.63236088003,8.32379128769,8.98792928259,8.98792928259,8.98792928263,8.98792928273,8.98792928273,8.98792928272,8.98792928272,8.98792928273,8.98792928233,8.98792928303,8.98792928303,8.98792928294,8.98792928294,8.43536496511,8.98792928293,8.71760797813,8.98792928297,8.98792928288,8.27031028009,8.98792928258,8.98792928264,8.98792928264,7.83725437838,7.92778282368,8.81248626498,8.75495273558,8.98792928268,6.98933636672,7.22341810268,6.24369811881,8.98792928237,8.98792928237,8.98792928198,8.98792928196,8.98792928196,8.98792928196,7.18717743888,7.53760062628,8.98792928178,8.98792928179,8.98792928179,8.98792928179,8.98792928178,8.98792928178,8.98792928178,8.98792928198,8.94852170205,8.98792928205,8.98792928205,8.05481374887,8.27240703255,8.98792928208,8.98792928208,8.33197117998,6.55893330421,6.59576075646,6.92250446077,9.13623833286,9.13623833286,8.84073977236,7.88339127166,7.79296058166,8.50242924916,8.88288441156,7.71342288506,9.13623833236,9.13623833236,7.57025090526,9.13623833216,10.649536863,10.649536863,10.649536863,10.64953686288,10.64953686288,10.64953686298,10.64953686288,10.64953686288,10.57696789348,10.64953686326,9.96699578416,10.64953686316,10.64953686328,10.64953686328,10.06562455806,10.64953686286,10.46275114516,8.79431661716,10.64953686289,10.64953686289,8.07743066096,7.20536572226,6.84525969436,8.45045088576,10.649536863508,10.649536863508,10.64953686336,10.64953686336,10.64953686336,9.73691557096,10.64953686328,10.64953686328,10.64953686328,10.6495368632985,10.6495368632985,10.64953686326,9.73786914036,10.64953686346,10.64953686346,10.20019260076,9.62896996826,10.53577376436,7.94582703516,7.89978038786
"t93",3.7622202412,3.7622202412,3.2223853357,1.17382085927,1.17382085927,0.9532834108,0,1.31152338821,1.54949214041,1.54949214041,1.54949214041,1.54949214041,0.81016586648,2.8847127877,4.6341805921,3.1440394847,8.98792928233,6.29626029023,5.68629782543,8.98792928213,8.98792928213,8.9879292821,8.9879292822,8.9374748231,8.9879292822,8.42482525413,8.98792928269,7.82982294069,8.98792928209,7.89714438109,7.23760562415,6.91073047634,8.87677560143,8.98792928313,8.98792928233,8.98792928233,6.60049230603,8.98792928263,8.98792928263,8.57286452333,8.66877796353,8.98792928253,8.98792928253,8.98792928253,8.67735885953,8.63236088003,8.32379128769,8.98792928259,8.98792928259,8.98792928263,8.98792928273,8.98792928273,8.98792928272,8.98792928272,8.98792928273,8.98792928233,8.98792928303,8.98792928303,8.98792928294,8.98792928294,8.43536496511,8.98792928293,8.71760797813,8.98792928297,8.98792928288,8.27031028009,8.98792928258,8.98792928264,8.98792928264,7.83725437838,7.92778282368,8.81248626498,8.75495273558,8.98792928268,6.98933636672,7.22341810268,6.24369811881,8.98792928237,8.98792928237,8.98792928198,8.98792928196,8.98792928196,8.98792928196,7.18717743888,7.53760062628,8.98792928178,8.98792928179,8.98792928179,8.98792928179,8.98792928178,8.98792928178,8.98792928178,8.98792928198,8.94852170205,8.98792928205,8.98792928205,8.05481374887,8.27240703255,8.98792928208,8.98792928208,8.33197117998,6.55893330421,6.59576075646,6.92250446077,9.13623833286,9.13623833286,8.84073977236,7.88339127166,7.79296058166,8.50242924916,8.88288441156,7.71342288506,9.13623833236,9.13623833236,7.57025090526,9.13623833216,10.649536863,10.649536863,10.649536863,10.64953686288,10.64953686288,10.64953686298,10.64953686288,10.64953686288,10.57696789348,10.64953686326,9.96699578416,10.64953686316,10.64953686328,10.64953686328,10.06562455806,10.64953686286,10.46275114516,8.79431661716,10.64953686289,10.64953686289,8.07743066096,7.20536572226,6.84525969436,8.45045088576,10.649536863508,10.649536863508,10.64953686336,10.64953686336,10.64953686336,9.73691557096,10.64953686328,10.64953686328,10.64953686328,10.6495368632985,10.6495368632985,10.64953686326,9.73786914036,10.64953686346,10.64953686346,10.20019260076,9.62896996826,10.53577376436,7.94582703516,7.89978038786
"t77",3.76222024119,3.76222024119,3.22238533569,1.31152338828,1.31152338828,1.31152338821,1.31152338821,0,1.5494921404,1.5494921404,1.5494921404,1.5494921404,0.81016586647,2.88471278769,4.63418059209,3.14403948469,8.98792928232,6.29626029022,5.68629782542,8.98792928212,8.98792928212,8.98792928209,8.98792928219,8.93747482309,8.98792928219,8.42482525412,8.98792928268,7.82982294068,8.98792928208,7.89714438108,7.23760562414,6.91073047633,8.87677560142,8.98792928312,8.98792928232,8.98792928232,6.60049230602,8.98792928262,8.98792928262,8.57286452332,8.66877796352,8.98792928252,8.98792928252,8.98792928252,8.67735885952,8.63236088002,8.32379128768,8.98792928258,8.98792928258,8.98792928262,8.98792928272,8.98792928272,8.98792928271,8.98792928271,8.98792928272,8.98792928232,8.98792928302,8.98792928302,8.98792928293,8.98792928293,8.4353649651,8.98792928292,8.71760797812,8.98792928296,8.98792928287,8.27031028008,8.98792928257,8.98792928263,8.98792928263,7.83725437837,7.92778282367,8.81248626497,8.75495273557,8.98792928267,6.98933636671,7.22341810267,6.2436981188,8.98792928236,8.98792928236,8.98792928197,8.98792928195,8.98792928195,8.98792928195,7.18717743887,7.53760062627,8.98792928177,8.98792928178,8.98792928178,8.98792928178,8.98792928177,8.98792928177,8.98792928177,8.98792928197,8.94852170204,8.98792928204,8.98792928204,8.05481374886,8.27240703254,8.98792928207,8.98792928207,8.33197117997,6.5589333042,6.59576075645,6.92250446076,9.13623833285,9.13623833285,8.84073977235,7.88339127165,7.79296058165,8.50242924915,8.88288441155,7.71342288505,9.13623833235,9.13623833235,7.57025090525,9.13623833215,10.64953686299,10.64953686299,10.64953686299,10.64953686287,10.64953686287,10.64953686297,10.64953686287,10.64953686287,10.57696789347,10.64953686325,9.96699578415,10.64953686315,10.64953686327,10.64953686327,10.06562455805,10.64953686285,10.46275114515,8.79431661715,10.64953686288,10.64953686288,8.07743066095,7.20536572225,6.84525969435,8.45045088575,10.649536863498,10.649536863498,10.64953686335,10.64953686335,10.64953686335,9.73691557095,10.64953686327,10.64953686327,10.64953686327,10.6495368632885,10.6495368632885,10.64953686325,9.73786914035,10.64953686345,10.64953686345,10.20019260075,9.62896996825,10.53577376435,7.94582703515,7.89978038785
"t130",3.76222024119,3.76222024119,3.22238533569,1.54949214048,1.54949214048,1.54949214041,1.54949214041,1.5494921404,0,0.293059303,1.3609173052,1.3609173052,0.81016586647,2.88471278769,4.63418059209,3.14403948469,8.98792928232,6.29626029022,5.68629782542,8.98792928212,8.98792928212,8.98792928209,8.98792928219,8.93747482309,8.98792928219,8.42482525412,8.98792928268,7.82982294068,8.98792928208,7.89714438108,7.23760562414,6.91073047633,8.87677560142,8.98792928312,8.98792928232,8.98792928232,6.60049230602,8.98792928262,8.98792928262,8.57286452332,8.66877796352,8.98792928252,8.98792928252,8.98792928252,8.67735885952,8.63236088002,8.32379128768,8.98792928258,8.98792928258,8.98792928262,8.98792928272,8.98792928272,8.98792928271,8.98792928271,8.98792928272,8.98792928232,8.98792928302,8.98792928302,8.98792928293,8.98792928293,8.4353649651,8.98792928292,8.71760797812,8.98792928296,8.98792928287,8.27031028008,8.98792928257,8.98792928263,8.98792928263,7.83725437837,7.92778282367,8.81248626497,8.75495273557,8.98792928267,6.98933636671,7.22341810267,6.2436981188,8.98792928236,8.98792928236,8.98792928197,8.98792928195,8.98792928195,8.98792928195,7.18717743887,7.53760062627,8.98792928177,8.98792928178,8.98792928178,8.98792928178,8.98792928177,8.98792928177,8.98792928177,8.98792928197,8.94852170204,8.98792928204,8.98792928204,8.05481374886,8.27240703254,8.98792928207,8.98792928207,8.33197117997,6.5589333042,6.59576075645,6.92250446076,9.13623833285,9.13623833285,8.84073977235,7.88339127165,7.79296058165,8.50242924915,8.88288441155,7.71342288505,9.13623833235,9.13623833235,7.57025090525,9.13623833215,10.64953686299,10.64953686299,10.64953686299,10.64953686287,10.64953686287,10.64953686297,10.64953686287,10.64953686287,10.57696789347,10.64953686325,9.96699578415,10.64953686315,10.64953686327,10.64953686327,10.06562455805,10.64953686285,10.46275114515,8.79431661715,10.64953686288,10.64953686288,8.07743066095,7.20536572225,6.84525969435,8.45045088575,10.649536863498,10.649536863498,10.64953686335,10.64953686335,10.64953686335,9.73691557095,10.64953686327,10.64953686327,10.64953686327,10.6495368632885,10.6495368632885,10.64953686325,9.73786914035,10.64953686345,10.64953686345,10.20019260075,9.62896996825,10.53577376435,7.94582703515,7.89978038785
"t131",3.76222024119,3.76222024119,3.22238533569,1.54949214048,1.54949214048,1.54949214041,1.54949214041,1.5494921404,0.293059303,0,1.3609173052,1.3609173052,0.81016586647,2.88471278769,4.63418059209,3.14403948469,8.98792928232,6.29626029022,5.68629782542,8.98792928212,8.98792928212,8.98792928209,8.98792928219,8.93747482309,8.98792928219,8.42482525412,8.98792928268,7.82982294068,8.98792928208,7.89714438108,7.23760562414,6.91073047633,8.87677560142,8.98792928312,8.98792928232,8.98792928232,6.60049230602,8.98792928262,8.98792928262,8.57286452332,8.66877796352,8.98792928252,8.98792928252,8.98792928252,8.67735885952,8.63236088002,8.32379128768,8.98792928258,8.98792928258,8.98792928262,8.98792928272,8.98792928272,8.98792928271,8.98792928271,8.98792928272,8.98792928232,8.98792928302,8.98792928302,8.98792928293,8.98792928293,8.4353649651,8.98792928292,8.71760797812,8.98792928296,8.98792928287,8.27031028008,8.98792928257,8.98792928263,8.98792928263,7.83725437837,7.92778282367,8.81248626497,8.75495273557,8.98792928267,6.98933636671,7.22341810267,6.2436981188,8.98792928236,8.98792928236,8.98792928197,8.98792928195,8.98792928195,8.98792928195,7.18717743887,7.53760062627,8.98792928177,8.98792928178,8.98792928178,8.98792928178,8.98792928177,8.98792928177,8.98792928177,8.98792928197,8.94852170204,8.98792928204,8.98792928204,8.05481374886,8.27240703254,8.98792928207,8.98792928207,8.33197117997,6.5589333042,6.59576075645,6.92250446076,9.13623833285,9.13623833285,8.84073977235,7.88339127165,7.79296058165,8.50242924915,8.88288441155,7.71342288505,9.13623833235,9.13623833235,7.57025090525,9.13623833215,10.64953686299,10.64953686299,10.64953686299,10.64953686287,10.64953686287,10.64953686297,10.64953686287,10.64953686287,10.57696789347,10.64953686325,9.96699578415,10.64953686315,10.64953686327,10.64953686327,10.06562455805,10.64953686285,10.46275114515,8.79431661715,10.64953686288,10.64953686288,8.07743066095,7.20536572225,6.84525969435,8.45045088575,10.649536863498,10.649536863498,10.64953686335,10.64953686335,10.64953686335,9.73691557095,10.64953686327,10.64953686327,10.64953686327,10.6495368632885,10.6495368632885,10.64953686325,9.73786914035,10.64953686345,10.64953686345,10.20019260075,9.62896996825,10.53577376435,7.94582703515,7.89978038785
