,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,7.217425,5.4667587,7.7407784,6.237246,4.9419003,7.1419253,5.694503,4.476037,7.614086,4.7284107,5.289121,7.9411325,7.84053,5.291276
t83,8.085196,7.45922,8.436485,7.4337697,5.077765,7.1527977,5.9525003,5.5516877,8.18468,4.826773,3.8276014,7.375678,6.8331933,6.607527
t84,8.154781,7.417231,8.519287,7.511217,5.168193,7.1172085,6.0468826,5.5096436,8.243504,4.7937284,3.860832,7.4168143,6.888299,6.593054
t117,8.054612,7.370884,8.441722,7.458432,5.107885,7.0903587,6.031602,5.491939,8.185184,4.9063406,3.8858476,7.4817753,6.879175,6.704362
t118,8.029672,7.3438716,8.420577,7.3997293,5.0975437,7.0865455,6.0858245,5.4634953,8.135294,4.930169,3.9382808,7.4850564,6.848889,6.670198
t55,8.104326,7.191814,8.486314,7.4907713,5.1725974,7.13099,6.0567465,5.3969703,8.24537,4.788197,4.0457067,7.542128,7.04874,6.5356736
t35,8.204885,7.0223465,8.571598,7.5005975,5.274196,7.1844335,6.1005716,5.312198,8.330448,4.599955,4.1919055,7.546345,7.1702714,6.2913213
t59,8.175492,7.4927363,8.365291,7.403696,5.0582404,7.3382707,5.8422256,5.7791696,8.359188,4.8046794,3.7422013,7.312695,6.7494473,6.789372
t122,8.137399,7.4687176,8.380593,7.384679,5.092246,7.2421913,5.9293003,5.682745,8.297991,4.9548883,3.7621868,7.38179,6.7050157,6.8913255
t123,8.052506,7.4193163,8.325025,7.3749294,5.035031,7.205701,5.936106,5.6282697,8.227394,4.9787498,3.8251567,7.4314837,6.781461,6.854483
t62,8.184124,7.5421743,8.37584,7.3725986,5.081047,7.3005195,5.908288,5.7436104,8.322012,4.851462,3.747085,7.2940435,6.7425084,6.754256
t20,8.177997,7.4989276,8.560113,7.540042,5.19434,7.10045,6.079849,5.5623283,8.248865,4.7303987,3.8017645,7.3771214,6.8621497,6.582647
t21,8.184815,7.5323486,8.577333,7.5279593,5.2223983,7.0912004,6.116381,5.5729175,8.271455,4.803423,3.7500417,7.372298,6.772909,6.68678
t16,8.19268,6.883321,8.521262,7.4072137,5.26863,7.2229958,6.073328,5.2070255,8.308272,4.54973,4.3029156,7.5589724,7.2633023,6.157283
t140,8.092206,7.5987344,8.425243,7.437267,5.0655894,7.0956903,5.939436,5.6230245,8.194831,4.926182,3.685478,7.354691,6.6855135,6.782197
t141,8.123569,7.672856,8.513771,7.4998426,5.1051307,7.0087976,6.014469,5.585148,8.164806,4.90721,3.628117,7.329873,6.6404514,6.7401357
t137,8.061247,7.7071514,8.460055,7.4601803,5.04909,6.998589,5.9715433,5.6110415,8.117646,4.9588475,3.5938118,7.3122725,6.5989013,6.7683096
t15,8.232043,6.782175,8.561271,7.400802,5.3273544,7.245728,6.094835,5.1694613,8.348747,4.401145,4.403526,7.5918694,7.3614526,6.002397
t18,8.242427,6.9532995,8.664494,7.544567,5.3694944,7.191779,6.161457,5.3015847,8.393514,4.4118586,4.2612987,7.59804,7.2355766,6.185017
t50,8.37533,7.082157,8.841118,7.7164536,5.5002112,7.178575,6.235307,5.3875813,8.506357,4.2133155,4.153029,7.560765,7.20598,6.221872
