,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t20,2.9229705,44.264164,-3.8657036,16.168974,-13.552559,34.575768,-2.3798647,22.44415,23.04916,22.927988,15.109154,21.97854,-6.277382,-15.131207,-1.5558561
t122,2.799466,44.45738,-3.9140782,16.3505,-13.919677,35.047398,-2.475951,22.321987,22.615156,23.018236,15.074756,22.855106,-6.506599,-15.384589,-1.4900342
t123,2.7857177,44.42776,-3.9013138,16.337278,-13.923096,35.074398,-2.4739482,22.366526,22.59056,23.004038,15.053224,22.837114,-6.514782,-15.3762455,-1.4863374
t31,2.149348,45.206432,-3.9991677,17.002775,-13.895225,33.775883,-2.4399314,21.615873,23.315197,22.899471,14.895901,21.793943,-6.368982,-15.256431,-1.7197325
t15,1.7766627,34.096767,-3.0026968,12.67688,-10.591891,26.00011,-1.807897,16.822075,17.363026,17.575027,11.470379,17.373098,-4.972785,-11.661647,-1.1380302
t71,4.41166,45.961483,-4.4365563,17.131563,-13.01903,33.754345,-2.8112974,22.588747,25.034746,21.861576,13.626748,20.092443,-5.355023,-14.733823,-1.7626885
t72,4.05618,45.346592,-4.375205,17.036695,-12.85613,33.045685,-2.7558658,21.924273,24.627035,21.414106,13.325389,19.944004,-5.292322,-14.5183,-1.7372723
t27,3.5821502,40.57198,-3.9784641,14.834652,-11.547078,29.513763,-2.3837607,19.506886,22.069527,19.457035,11.9810915,18.010742,-4.791906,-12.931971,-1.4930929
t3,2.5596511,28.78306,-3.013902,11.028173,-8.245936,21.35358,-1.6580378,13.951719,16.38189,14.943626,9.627023,12.346911,-3.3723085,-9.242986,-1.0085686
t4,2.4221504,28.434265,-3.015408,10.605648,-8.211028,21.016209,-1.5952628,13.841613,16.065296,14.96082,9.487282,12.191303,-3.4091518,-9.139453,-0.9832414
t1,2.5111778,24.327534,-2.8886592,8.772022,-6.6241107,17.89872,-1.4464889,11.771927,15.389333,13.485444,8.249704,8.385777,-2.3461807,-7.348577,-0.9585976
t6,3.107391,29.378298,-3.6788723,11.20672,-7.7658014,21.642248,-1.8877518,13.9912405,19.387115,16.610353,10.588881,9.253807,-2.513987,-8.861917,-1.2399267
t7,3.1672142,30.482754,-3.7408864,11.783695,-7.9840446,22.421627,-1.9493679,14.483228,19.933321,17.019175,10.939687,9.719018,-2.5912864,-9.1981735,-1.3097293
t5,3.1901872,27.92075,-3.4939294,10.664249,-7.3885455,20.833189,-1.7938944,13.273305,18.283888,15.579595,9.950086,8.85517,-2.3656716,-8.410178,-1.1427807
