"accepted_species","trait_BM_trend_scaled"
"t20",0.371903323514733
"t122",0.560887956749942
"t123",NA
"t31",1.2104842505152
"t15",0.035955599915578
"t71",-2.44087740012206
"t72",-3.06259612481427
"t27",-2.40513113776463
"t3",-0.636288246904995
"t4",-0.779367792394517
"t1",0.305461838666397
"t6",-0.199046957570096
"t7",0.354579882988924
"t5",0.315707457293862
"t2",-1.00847891711927
"t11",-0.981953989284887
"t18",0.0593014800757585
"t85",-0.899043759068024
"t86",-0.813876011653769
"t67",-0.834474256509855
"t139",-0.679808770732806
"t140",-0.680727801463007
"t110",-0.612388838036643
"t111",-0.86298174370324
"t108",-0.0520791668524673
"t109",-0.0951886447552705
"t39",-0.128271902311543
"t50",NA
"t51",-0.156562537121202
"t26",-0.0157053616690142
"t44",-0.128501448765604
"t115",-0.724586610472672
"t116",-0.326125457185587
"t9",0.0839878676275338
"t13",0.123919043391259
"t41",-0.566821730497446
"t47",-0.845330176884755
"t48",-1.71162921510672
"t34",-0.494016312425574
"t10",-0.608627608010312
"t130",-1.38996333809031
"t131",NA
"t102",-1.27427395033048
"t103",-1.29692862914224
"t77",-1.40869862454316
"t145",-0.861613121979953
"t146",-0.81519989701927
"t88",-0.986994022799959
"t141",-0.573323290498088
"t142",-0.835181842314334
"t79",NA
"t80",-1.38925299903797
"t73",NA
"t128",-1.72798263075464
"t129",NA
"t97",-1.27587583533527
"t95",-1.85210153820397
"t96",-1.89948106649927
"t106",-1.80834109781042
"t107",-2.10439318776204
"t93",-1.1043827202443
"t94",-0.954167654121865
"t90",NA
"t91",-1.11066780971534
"t76",-0.666883688764645
"t69",-0.351864767159609
"t46",NA
"t64",-0.557607693554344
"t65",-0.0109695653113154
"t22",-0.911966839751601
"t23",NA
"t32",0.156250748172948
"t33",NA
"t24",-0.964714182594089
"t30",1.0429843034003
"t37",0.542021493195696
"t38",0.804717074767968
"t70",0.183527645571335
"t78",-0.0813543830483772
"t137",-0.140219836383492
"t138",-0.031822999603063
"t132",-0.54888854779867
"t149",1.32320829189684
"t150",1.33480763332204
"t52",0.376470044588132
"t53",0.476570476187291
"t54",0.721859061617669
"t21",1.35282257256286
"t35",0.757980995596724
"t59",0.170487726651249
"t60",0.238416983016833
"t117",0.0639057002318029
"t118",0.651486954895613
"t147",0.46403666561025
"t148",0.284127258964369
"t92",0.883894087474478
"t155",0.798294430775781
"t156",0.766764189145535
"t87",1.00114222447836
"t127",0.698241103686379
"t143",0.410736833024815
"t144",0.323042827979905
"t135",0.662916585522435
"t136",0.590662117660237
"t125",0.750855257813706
"t126",0.660983929335546
"t113",0.219342760769254
"t114",0.48458221241774
"t89",0.115956391089115
"t100",0.17109951433223
"t101",0.191716920895867
"t83",0.0443929171683408
"t84",0.0113699826620873
"t133",NA
"t134",2.14524532973729
"t112",1.39258436979231
"t68",0.845345794758685
"t74",1.53079257378467
"t75",1.7496655061863
"t61",0.657529027452755
"t62",NA
"t42",1.63650508669562
"t43",1.91164029255898
"t40",0.741429025465661
"t45",NA
"t56",0.918195246613767
"t57",1.18637001223508
"t49",0.973700407925465
"t63",0.201940142525874
"t151",0.404051905996727
"t152",0.450341540479355
"t119",0.487395198100828
"t98",0.117058437288295
"t36",0.794001135371108
"t25",1.23013847540743
"t28",1.04724775692159
"t29",NA
"t124",1.19497261943354
"t153",NA
"t154",0.945538321134753
"t120",0.847859157054937
"t121",NA
"t58",-0.143932520902952
"t19",1.54929245476042
"t12",2.17921722799837
"t17",0.335594506390817
"t66",0.646817176699312
"t81",0.334020256873736
"t82",0.367081827335784
"t55",1.38282135439683
"t16",-0.00509570578277968
"t14",0.10135090591379
"t8",0.740811739366941
"t104",-0.748125486323066
"t105",-0.219885372433459
"t99",-0.284442423934442
