"accepted_species","traits"
"t1",1
"t6",0
"t11",0
"t13",1
"t14",0
"t16",0
"t21",1
"t29",1
"t32",0
"t33",0
"t36",0
"t37",1
"t38",1
"t39",0
"t40",0
"t41",0
"t42",0
"t45",0
"t46",0
"t47",0
"t48",0
"t49",0
"t50",0
"t51",1
"t52",0
"t53",1
"t56",0
"t57",0
"t60",1
"t62",0
"t64",0
"t67",0
"t68",NA
"t69",1
"t70",NA
"t71",1
"t72",0
"t73",NA
"t74",NA
"t76",0
"t77",1
"t78",0
"t80",0
"t81",NA
"t82",NA
"t83",NA
"t84",0
"t85",1
"t86",0
"t88",1
"t90",NA
"t92",0
"t94",1
"t95",0
"t102",0
"t103",0
"t105",0
"t106",1
"t107",0
"t108",0
"t109",0
"t110",1
"t111",0
"t112",0
"t113",NA
"t115",0
"t116",0
"t117",1
"t118",1
"t119",0
"t120",0
"t122",NA
"t123",1
"t124",0
"t125",0
"t126",0
"t127",1
"t128",0
"t129",0
"t130",0
"t131",0
"t133",1
"t134",0
"t135",1
"t136",0
"t137",0
"t139",0
"t140",0
"t141",1
"t142",1
"t143",1
"t144",1
"t145",0
"t147",1
"t148",1
"t149",1
"t150",1
"t151",1
"t152",1
"t153",1
