"accepted_species","sorted"
"t14",-1.00462140777342
"t74",-0.690957400840248
"t75",-0.638914012783057
"t45",-0.595524490683238
"t46",-0.773941203774712
"t47",-0.840351862369258
"t18",-0.827833057066557
"t19",-1.01743279427918
"t17",-1.08054985730049
"t97",-1.20272608490234
"t98",-1.21327751740746
"t57",-1.19513211696177
"t22",-1.21985423045291
"t67",-1.15290645611591
"t95",-1.15293477228083
"t96",-1.1761507503849
"t48",-1.06025926186589
"t49",-1.19350508765486
"t37",-0.606850975177962
"t38",-0.743765063323272
"t2",-1.03568887253623
"t72",0.970608090242019
"t73",0.948113808601588
"t21",0.685838193111968
"t65",0.627805087591181
"t66",0.554310735809051
"t51",0.589512957644935
"t52",0.691145209161424
"t85",0.613031931946266
"t86",0.630015918388609
"t29",0.903131440656107
"t30",0.777256714154869
"t1",0.28067560334097
"t68",0.541364807752056
"t69",0.490009175661108
"t13",0.379856289901239
"t9",0.598211737772323
"t11",0.0846406692258865
"t41",-0.128680982492652
"t77",-0.0654084295133955
"t78",-0.0494798794425576
"t58",0.189443913471427
"t59",0.0970982904052847
"t50",1.79204726373574
"t91",1.93800923890005
"t92",1.93060270965201
"t32",1.70570128627261
"t4",1.65805119610458
"t53",0.24648739865067
"t54",0.11768625304898
"t70",0.229667295702303
"t71",0.216367287671232
"t44",0.455251510435281
"t55",0.359128865759857
"t56",0.571742194614118
"t10",0.633182622080925
"t15",0.711043769343696
"t39",0.792521833028565
"t40",0.750493890212162
"t7",0.859949354256101
"t24",0.690293950826287
"t36",0.909381368511369
"t81",0.768259866633658
"t82",0.773246840725836
"t60",0.693390328348914
"t23",0.665249534593122
"t3",0.475993376974452
"t20",0.563440096796732
"t79",0.736974131489931
"t80",0.694086893645022
"t63",0.538576878725637
"t64",0.507731358544004
"t25",0.734404379533338
"t83",0.586871817710513
"t84",0.627093233196302
"t76",0.612470339639903
"t33",0.43898590312954
"t16",0.710784389263653
"t34",0.643543607637364
"t35",0.675784644494155
"t99",0.672378699667022
"t100",0.685210411039523
"t8",0.0868376025500715
"t31",0.0628329385730434
"t87",0.0826243072853432
"t88",0.0733891626629999
"t5",0.481441048335229
"t93",0.245878334571215
"t94",0.293775134959404
"t12",-1.42249991715941
"t27",-1.42094509926654
"t28",-1.46714526504391
"t26",-1.66584965150312
"t89",-1.91946400478674
"t90",-1.92050218996926
"t61",-1.8709599409405
"t62",-1.82544061452795
"t6",-1.81868012608273
"t42",-2.62992028212904
"t43",-2.72278146557848
