"accepted_species","sorted"
"t15",0.961726556218624
"t44",0.511025410830031
"t61",0.700956455545307
"t62",0.606533718399525
"t1",0.159038966926175
"t47",NA
"t63",NA
"t64",NA
"t24",NA
"t36",NA
"t37",NA
"t38",NA
"t80",NA
"t81",NA
"t82",NA
"t74",-0.650923490426887
"t75",-0.441164653059664
"t8",0.797241939943824
"t45",-0.27337502368111
"t46",0.52424267499743
"t56",1.50323763227844
"t57",1.41036604152527
"t50",0.700529280384103
"t70",1.36415820249508
"t71",1.79300531669211
"t72",2.2529953581013
"t73",2.86363133617993
"t23",2.31202974711736
"t12",1.15659398832083
"t51",-0.609499796748234
"t52",-0.115111529049869
"t18",0.0676774267397803
"t21",-1.60822419309419
"t76",1.2194867391192
"t77",1.39907372519243
"t22",-0.0976690105069724
"t78",-1.39916679334505
"t79",-0.87761138222164
"t25",-0.111773642035417
"t26",-0.236516999763456
"t3",0.0947425719683912
"t10",-1.67873299361105
"t11",-1.30117734479917
"t40",0.0012373401024082
"t41",-0.140242704277915
"t20",-1.03789159869136
"t28",-0.232083427156202
"t29",-0.636701414802503
"t83",0.68417471391713
"t84",1.19676259810812
"t69",0.475931057183629
"t59",0.73648301050456
"t60",0.559006078732734
"t7",-0.283703738264634
"t13",1.3971634463583
"t14",1.55598381740963
"t5",0.332967416066352
"t42",-0.607839186901431
"t43",-0.440579215583663
"t30",-0.28232898160734
"t90",0.716336314937637
"t91",0.648564481551572
"t87",0.767112505743337
"t35",0.470071978824554
"t27",-0.122596457766807
"t6",1.39661071517462
"t16",-0.814638297359604
"t17",0.310535798241063
"t85",0.580289155278973
"t86",0.639798464040865
"t67",-0.693494929953928
"t68",-0.827746735136304
"t31",-0.122205873377313
"t99",-0.982953044542026
"t100",-0.822115167523927
"t92",-0.453456009370919
"t54",-0.402514097601056
"t55",0.292654808738276
"t9",0.0127006252491351
"t4",1.73693792652874
"t88",-0.219995486797843
"t89",-0.300312136983207
"t2",-1.46554372224098
"t65",-1.70254733311024
"t66",-1.32456670458134
"t53",-1.23170214062964
"t97",-0.334671581911145
"t98",-0.36196384105654
"t19",-0.44224988049906
"t33",-1.65000720698167
"t34",-1.67364451287857
"t48",-1.74993518923691
"t49",0.348580186128297
"t93",0.114627682730644
"t94",0.11235264096121
"t32",-0.374177545216284
"t95",0.163816321636319
"t96",0.43726140537242
"t58",-1.64792889098415
"t39",0.537659505574597
