"accepted_species","traits"
"sp119",0
"sp126",0
"sp140",0
"sp141",0
"sp143",0
"sp149",0
"sp154",0
"sp155",0
"sp160",0
"sp168",0
"sp173",0
"sp178",0
"sp188",0
"sp189",1
"sp191",0
"sp193",0
"sp196",0
"sp198",0
"sp207",0
"sp208",0
"sp210",0
"sp214",0
"sp216",0
"sp217",0
"sp218",1
"sp219",1
"sp221",0
"sp222",0
"sp223",0
"sp225",0
"sp229",0
"sp230",0
"sp237",0
"sp238",0
"sp245",0
"sp246",0
"sp247",0
"sp249",0
"sp251",0
"sp253",0
"sp254",0
"sp259",0
"sp260",0
"sp264",0
"sp269",0
"sp271",0
"sp273",0
"sp276",0
"sp280",1
"sp282",0
"sp283",0
"sp284",1
"sp286",0
"sp287",1
"sp291",0
"sp292",1
"sp293",1
"sp295",1
"sp296",0
"sp298",0
"sp299",0
"sp300",0
"sp301",0
"sp303",0
"sp304",0
"sp306",1
"sp309",0
"sp310",1
"sp311",1
"sp312",1
"sp313",0
"sp314",0
"sp316",0
"sp317",1
"sp318",0
"sp319",0
"sp320",1
"sp321",0
"sp322",0
"sp323",0
"sp324",1
"sp325",1
"sp326",1
"sp327",1
"sp328",1
"sp329",1
"sp330",0
"sp331",0
"sp332",1
"sp333",0
"sp334",1
"sp335",0
"sp336",1
"sp337",0
"sp338",1
"sp339",1
"sp340",1
"sp341",1
"sp342",1
"sp343",1
